-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Surface Flow Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.9.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Surface Flow Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.9.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others
KARNATAKA,Chikmagalur,KOPPA,3600,2634,4,863,137
KARNATAKA,Chikmagalur,MUDIGERE,1833,1478,16,14,338
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,3062,1060,0,421,1663
KARNATAKA,Chikmagalur,SRINGERI,365,134,0,173,68
KARNATAKA,Chikmagalur,TARIKERE,2568,1184,0,1314,70
KARNATAKA,Chitradurga,CHALLAKERE,4346,1594,1743,18,1274
KARNATAKA,Chitradurga,CHITRADURGA,398,309,0,0,90
KARNATAKA,Chitradurga,HIRIYUR,2917,1733,915,48,807
KARNATAKA,Chitradurga,HOLALKERE,4,4,0,0,0
KARNATAKA,Chitradurga,HOSDURGA,1260,373,0,8,1092
KARNATAKA,Chitradurga,MOLAKALMURU,997,875,1,0,587
KARNATAKA,Dakshina Kannada,BELTHANGADI,787,4,421,440,172
KARNATAKA,Dakshina Kannada,BUNTWAL,149,19,58,69,5
KARNATAKA,Dakshina Kannada,MANGALORE,535,25,428,80,50
KARNATAKA,Dakshina Kannada,PUTTUR,301,0,188,113,0
KARNATAKA,Dakshina Kannada,SULLIA,283,0,4,257,22
KARNATAKA,Davanagere,CHANNAGIRI,144,144,0,0,144
KARNATAKA,Davanagere,DAVANGERE,734,701,64,19,257
KARNATAKA,Davanagere,HARIHAR,269,66,0,12,232
KARNATAKA,Davanagere,HARPANAHALLI,506,506,0,0,159
KARNATAKA,Davanagere,HONNALI,1992,844,0,56,1473
KARNATAKA,Davanagere,JAGALUR,441,142,0,0,441
KARNATAKA,Dharwar,DHARWAD,3609,3605,18,0,0
KARNATAKA,Dharwar,HUBLI,1017,924,185,44,7
KARNATAKA,Dharwar,KALGHATGI,8698,8530,50,0,907
KARNATAKA,Dharwar,KUNDGOL,78,73,12,0,0
KARNATAKA,Gadag,GADAG,55,34,25,3,0
KARNATAKA,Gadag,MUNDARGI,3400,1359,2318,0,668
KARNATAKA,Gadag,RON,1494,1219,1151,0,258
KARNATAKA,Gadag,SHIRHATTI,701,0,913,0,0
KARNATAKA,Gulbarga,AFZALPUR,151,90,79,2,15
KARNATAKA,Gulbarga,ALAND,751,692,366,256,174
KARNATAKA,Gulbarga,CHINCHOLI,1042,16,1026,0,0
KARNATAKA,Gulbarga,CHITAPUR,995,429,321,2,243
KARNATAKA,Gulbarga,GULBARGA,270,178,138,4,0
KARNATAKA,Gulbarga,JEVARGI,135,130,16,0,0
KARNATAKA,Gulbarga,SEDAM,1134,1102,56,0,0
KARNATAKA,Gulbarga,SHAHAPUR,456,404,262,0,103
KARNATAKA,Gulbarga,SHORAPUR,901,442,232,0,281
KARNATAKA,Gulbarga,YADGIR,6000,4139,2315,20,249
KARNATAKA,Hassan,ALUR,6305,5913,13,6,1906
KARNATAKA,Hassan,ARASIKERE,6576,1602,274,4553,148
KARNATAKA,Hassan,ARKALGUD,4324,4192,52,200,0
KARNATAKA,Hassan,BELUR,9673,4201,6042,261,214
KARNATAKA,Hassan,CHANNARAYAPATNA,2576,2231,56,3,639
KARNATAKA,Hassan,HASSAN,5701,4392,834,435,393
KARNATAKA,Hassan,HOLENARSIPUR,565,616,10,0,21
KARNATAKA,Hassan,SAKALESHPURA,6581,5963,99,64,2768
KARNATAKA,Haveri,BYADGI,3730,607,0,0,3123
KARNATAKA,Haveri,HANGAL,8154,6788,203,53,1736
KARNATAKA,Haveri,HAVERI,1276,1276,0,0,0
KARNATAKA,Haveri,HIREKERUR,1466,1261,164,15,1077
KARNATAKA,Haveri,RANIBENNUR,121,76,85,0,0
KARNATAKA,Haveri,SHIGGAON,4606,4415,78,108,11
KARNATAKA,Kodagu,MADIKERI,386,226,9,152,0
KARNATAKA,Kodagu,SOMVARPET,1570,1582,0,0,81
KARNATAKA,Kodagu,VIRAJPET,2412,2413,0,0,0
KARNATAKA,Kolar,BAGEPALLI,6253,3684,1781,309,1156
KARNATAKA,Kolar,BANGARAPET,3854,3109,905,271,428
KARNATAKA,Kolar,CHIKBALLAPUR,3150,1926,765,192,1469
KARNATAKA,Kolar,CHINTAMANI,4031,3976,205,24,92
KARNATAKA,Kolar,GOWRIBIDANUR,3752,1818,693,89,2264
KARNATAKA,Kolar,GUDIBANDA,2702,2507,1619,161,191
KARNATAKA,Kolar,KOLAR,5286,5241,63,110,92
KARNATAKA,Kolar,MALUR,2043,1574,354,13,242
KARNATAKA,Kolar,MULBAGAL,7073,5977,860,197,747
KARNATAKA,Kolar,SIDLAGHATTA,3239,3208,0,0,31
KARNATAKA,Kolar,SRINIVASPUR,4587,2371,155,24,2091
KARNATAKA,Koppal,GANGAVATHI,29,0,0,0,29
KARNATAKA,Koppal,KOPPAL,1132,1132,0,0,153
KARNATAKA,Koppal,KUSHTAGI,1591,1551,0,0,802
KARNATAKA,Koppal,YELBARGA,1156,616,0,0,540
KARNATAKA,Mandya,KRISHNARAJPET,1359,1278,60,1,20
KARNATAKA,Mandya,MADDUR,571,444,149,233,276
KARNATAKA,Mandya,MALAVALLI,25,5,16,4,0
KARNATAKA,Mandya,MANDYA,2524,2045,318,231,413
KARNATAKA,Mandya,NAGAMANGALA,3210,2159,61,362,807
KARNATAKA,Mandya,PANDAVAPURA,47,19,21,20,18
KARNATAKA,Mandya,SRIRANGAPATTANA,903,796,0,36,353
KARNATAKA,Mysore,HEGGADADEVANKOTE,1692,1639,178,1,56
KARNATAKA,Mysore,HUNSUR,69,44,69,0,0
KARNATAKA,Mysore,KRISHNARAJANAGARA,519,452,1,62,220
KARNATAKA,Mysore,MYSORE,195,18,0,164,12
KARNATAKA,Mysore,NANJANGUD,23,23,2,0,0
KARNATAKA,Mysore,PERIYAPATNA,1921,731,1138,57,353
KARNATAKA,Mysore,T.NARASIPURA,2,1,0,0,1
KARNATAKA,Raichur,DEODURGA,169,168,75,0,0
KARNATAKA,Raichur,LINGASUGUR,3271,0,3271,0,0
KARNATAKA,Raichur,RAICHUR,2527,2477,57,0,225
KARNATAKA,Raichur,SINDHANUR,255,248,0,0,8
KARNATAKA,Shimoga,BHADRAVATHI,36,31,0,21,17
KARNATAKA,Shimoga,HOSANAGARA,4162,4074,30,49,352
KARNATAKA,Shimoga,SAGAR,8633,8180,28,404,234
KARNATAKA,Shimoga,SHIKARIPURA,14468,14378,34,112,695
KARNATAKA,Shimoga,SHIMOGA,7874,7651,232,226,547
KARNATAKA,Shimoga,SORAB,18546,17898,76,635,1577
KARNATAKA,Shimoga,THIRTHAHALLI,4573,3551,0,1031,178
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,1077,218,247,201,909
KARNATAKA,Tumkur,GUBBI,6037,326,75,4984,678
KARNATAKA,Tumkur,KORATAGERE,5273,3795,30,442,3177
KARNATAKA,Tumkur,KUNIGAL,8243,7967,39,170,529
KARNATAKA,Tumkur,MADHUGIRI,8006,653,5,0,7390
KARNATAKA,Tumkur,PAVAGADA,2762,1894,753,59,99
KARNATAKA,Tumkur,SIRA,4296,644,882,8,2949
KARNATAKA,Tumkur,TIPTUR,1236,131,271,73,768
KARNATAKA,Tumkur,TUMKUR,8105,7105,38,312,757
KARNATAKA,Tumkur,TURUVEKERE,4092,2508,2,656,951
KARNATAKA,Udupi,KARKAL,4313,87,3545,621,152
KARNATAKA,Udupi,KUNDAPURA,1384,24,972,374,25
KARNATAKA,Udupi,UDUPI,5409,30,4031,1238,204
KARNATAKA,Uttara Kannada,ANKOLA,548,34,89,426,12
KARNATAKA,Uttara Kannada,BHATKAL,242,0,213,29,0
KARNATAKA,Uttara Kannada,HALIYAL,1112,911,223,94,127
KARNATAKA,Uttara Kannada,HONAVAR,1177,796,182,370,93
KARNATAKA,Uttara Kannada,KARWAR,849,73,764,12,0
KARNATAKA,Uttara Kannada,KUMTA,1245,28,577,515,132
KARNATAKA,Uttara Kannada,MUNDGOD,3080,2394,22,49,637
KARNATAKA,Uttara Kannada,SIDDAPUR,338,1,0,117,220
KARNATAKA,Uttara Kannada,SIRSI,1066,889,0,63,214
KARNATAKA,Uttara Kannada,SUPA,715,18,8,421,271
KARNATAKA,Uttara Kannada,YELLAPUR,2295,1506,0,641,150
KERALA,ALAPPUZHA,ARYAD,2,1,2,1,2
KERALA,ALAPPUZHA,BHARANICAVU,488,325,301,96,356
KERALA,ALAPPUZHA,CHENGANNUR,2132,663,647,1340,2275
KERALA,ALAPPUZHA,CHERTHALA,36,0,0,36,0
KERALA,ALAPPUZHA,HARIPAD,17,13,8,10,9
KERALA,ALAPPUZHA,KANJIKUZHY,18,0,0,18,5
KERALA,ALAPPUZHA,KAYAMKULAM,0,0,0,0,0
KERALA,ALAPPUZHA,MAVELIKARA,50,46,20,21,68
KERALA,ALAPPUZHA,MAVELIKKARA,32,32,0,0,0
KERALA,ALAPPUZHA,MUTHUKULAMD,84,86,57,25,87
KERALA,ALAPPUZHA,PATTANAKKAD,28,21,21,8,25
KERALA,ALAPPUZHA,THYCATTUSSERY,66,32,36,64,88
KERALA,ERANAKULAM,ANGALAMALY,1075,912,876,155,401
KERALA,ERANAKULAM,EDAPPALY,1,0,0,0,0
KERALA,ERANAKULAM,KOTHAMANGALAM,562,427,427,186,275
KERALA,ERANAKULAM,KOTHAMANGALAM-999,6,4,4,0,3
KERALA,ERANAKULAM,MOOVATTUPUZHA,391,193,190,212,319
KERALA,ERANAKULAM,MULANTHURUTHY,395,340,105,119,393
KERALA,ERANAKULAM,MUVATTUPUZHA,57,9,9,5,49
KERALA,ERANAKULAM,PALLURUTHY,8,0,0,8,1
KERALA,ERANAKULAM,PAMPAKUDA,938,699,679,435,852
KERALA,ERANAKULAM,VADAVUKODE,148,66,66,54,81
KERALA,ERANAKULAM,VAZHAKULAM,1227,835,795,17,374
KERALA,IDDUKKI,ADIMALI,177,92,92,46,51
KERALA,IDDUKKI,AZHUTHA,585,0,55,440,300
KERALA,IDDUKKI,DEVIKULAM,2127,1403,1497,181,841
KERALA,IDDUKKI,ELAMDESAM,895,307,508,224,488
KERALA,IDDUKKI,IDUKKI,226,183,158,91,46
KERALA,IDDUKKI,KATTAPPANA,567,0,0,567,248
KERALA,IDDUKKI,NEDUMKANDAM,681,0,21,637,200
KERALA,IDDUKKI,THODUPUZHA,181,109,144,9,81
KERALA,IDDUKKI,THODUPUZHA MUNICIP,28,24,24,1,23
KERALA,KANNUR,EDAKKAD,751,220,157,553,536
KERALA,KANNUR,IRIKKUR,567,192,114,376,363
KERALA,KANNUR,IRITTY,1165,969,903,196,1109
KERALA,KANNUR,KANNUR,224,136,103,105,161
KERALA,KANNUR,KANNUR MUNI,46,3,3,36,4
KERALA,KANNUR,KOOTHUPARAMBA,44,15,11,28,19
KERALA,KANNUR,KUTHUPARAMBA,586,228,171,356,576
KERALA,KANNUR,MATTANNUR,74,43,36,26,15
KERALA,KANNUR,PAYYANNUR,3222,999,1617,1437,1927
KERALA,KANNUR,PAYYANNUR-999,508,0,347,112,167
KERALA,KANNUR,PERAVOOR,1077,536,500,724,932
KERALA,KANNUR,THALASSERY,1437,420,519,892,1424
KERALA,KANNUR,THALASSERY-999,197,18,14,165,46
KERALA,KANNUR,THALIPARAMBA,1492,374,745,836,1748
KERALA,KANNUR,THALIPARAMBA-999,284,23,87,170,5
KERALA,KASARAGODE,KANHANGAD,2640,2402,1981,1177,2357
KERALA,KASARAGODE,KANHANGAD MUNICIP,363,211,232,320,359
KERALA,KASARAGODE,KASARAGODE,797,461,555,133,694
KERALA,KASARAGODE,KASARAGODE MUNICIP,49,33,35,38,31
KERALA,KASARAGODE,MANJESWARAM,3254,532,2421,2904,3529
KERALA,KASARAGODE,NEELESWARAM,1889,1329,968,718,1489
KERALA,KOLLAM,ANCHAL,673,674,672,0,358
KERALA,KOLLAM,CHADAYAMANGALAM,358,356,351,0,323
KERALA,KOLLAM,CHAVARA,269,250,250,5,202
KERALA,KOLLAM,CHITTUMALA,462,325,313,95,479
KERALA,KOLLAM,ITHIKKARA,704,598,555,175,522
KERALA,KOLLAM,KARUNAGAPPALLY,253,219,233,89,77
KERALA,KOLLAM,KOTTARAKKARA,608,401,401,110,560
KERALA,KOLLAM,MUKHATHALA,215,89,104,117,188
KERALA,KOLLAM,OCHIRA,34,32,32,0,31
KERALA,KOLLAM,PATHANAPURAM,1245,1244,1056,0,97
KERALA,KOLLAM,PUNALUR,237,237,237,0,134
KERALA,KOLLAM,SASTHAMCOTTA,186,129,120,32,104
KERALA,KOLLAM,VETTIKKAVALA,608,408,385,170,204
KERALA,KOTTAYAM,ERATTUPETTAH,350,45,76,256,66
KERALA,KOTTAYAM,ETTUMANOOR,107,64,0,43,0
KERALA,KOTTAYAM,KADUTHURUTHY,126,96,179,0,0
KERALA,KOTTAYAM,KANJIRAPPALY,40,0,0,33,7
KERALA,KOTTAYAM,LALAM,372,35,106,225,117
KERALA,KOTTAYAM,MADAPPALLY,164,91,91,35,37
KERALA,KOTTAYAM,PALA,20,0,18,1,1
KERALA,KOTTAYAM,PALLAM,3742,3699,1087,7,3700
KERALA,KOTTAYAM,PAMPADY,58,0,0,58,7
KERALA,KOTTAYAM,UZHAVOOR,439,172,0,265,64
KERALA,KOTTAYAM,VAIKOM,2118,2024,1824,8,398
KERALA,KOTTAYAM,VAIKOM-999,14,14,14,0,0
KERALA,KOTTAYAM,VAZHOOR,75,0,0,84,0
KERALA,KOZHIKODE,BALUSSERY,390,111,64,249,327
KERALA,KOZHIKODE,CHELANNUR,334,91,145,176,298
KERALA,KOZHIKODE,KODUVALLY,525,158,99,340,100
KERALA,KOZHIKODE,KOZHIKKODE,149,90,82,59,194
KERALA,KOZHIKODE,KUNNAMANGALAM,1684,264,906,737,2225
KERALA,KOZHIKODE,KUNNUMEL,480,234,214,217,460
KERALA,KOZHIKODE,MELADI,70,50,0,20,65
KERALA,KOZHIKODE,PANTHALAYANI,277,62,216,23,238
KERALA,KOZHIKODE,PERAMBRA,198,141,90,57,220
KERALA,KOZHIKODE,THODANNUR,261,37,161,118,93
KERALA,KOZHIKODE,THUNERI,359,195,126,114,181
KERALA,KOZHIKODE,VADAKARA,55,0,22,62,99
KERALA,KOZHIKODE,VADAKARA-999,95,0,0,89,6
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,1052,1052,1052,0,1052
KERALA,MALAPPURAM,AREACODE,474,198,398,47,79
KERALA,MALAPPURAM,KONDOTTY,835,451,682,53,420
KERALA,MALAPPURAM,KUTTIPPURAM,841,841,836,0,0
KERALA,MALAPPURAM,MALAPPURAM,904,829,791,59,250
KERALA,MALAPPURAM,MALAPURAM MUNI,66,66,66,0,66
KERALA,MALAPPURAM,MANJERI MUNI,243,243,243,0,0
KERALA,MALAPPURAM,MANKADA,1814,1702,1669,88,726
KERALA,MALAPPURAM,NILAMBOOR,1361,478,487,858,332
KERALA,MALAPPURAM,PERINTHALMANNA,771,622,605,155,251
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,214,214,165,0,35
KERALA,MALAPPURAM,PONNANI,543,543,543,0,323
KERALA,MALAPPURAM,PONNANI MUNI,60,0,0,60,0
KERALA,MALAPPURAM,THANUR,337,253,311,24,70
KERALA,MALAPPURAM,THIRUR,612,383,563,4,134
KERALA,MALAPPURAM,THIRURANGADI,366,126,341,24,91
KERALA,MALAPPURAM,VENGARA,462,340,219,13,130
KERALA,MALAPPURAM,WANDOOR,940,650,682,215,362
KERALA,PALAKKAD,ALATHUR,553,444,359,129,280
KERALA,PALAKKAD,ATTAPPADY,1031,689,689,337,1011
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,188,189,191,11,192
KERALA,PALAKKAD,CHITUR,1086,871,888,255,613
KERALA,PALAKKAD,KOLLENGODE,374,356,336,7,210
KERALA,PALAKKAD,KUZHALMANNAM,136,131,130,4,103
KERALA,PALAKKAD,MALAMPUZHA,346,389,387,10,314
KERALA,PALAKKAD,MANNARKKAD,1893,1231,1221,699,1462
KERALA,PALAKKAD,NENMARA,557,536,500,31,231
KERALA,PALAKKAD,OTTAPPALAM,365,365,365,1,163
KERALA,PALAKKAD,OTTAPPALAM MUNI,21,12,7,6,4
KERALA,PALAKKAD,PALAKKAD,536,479,472,46,174
KERALA,PALAKKAD,PALAKKAD MUNI,11,11,11,0,0
KERALA,PALAKKAD,PATTAMBI,652,628,592,60,509
KERALA,PALAKKAD,SHORANNUR MUNI,83,83,75,1,7
KERALA,PALAKKAD,SREEKRISHNAPURAM,76,24,24,52,0
KERALA,PALAKKAD,THRITHALA,680,631,539,68,57
KERALA,PATHANAMTHITTA,ADOOR MUNI,270,98,88,54,282
KERALA,PATHANAMTHITTA,ELANTHUR,208,167,83,36,168
KERALA,PATHANAMTHITTA,KOIPURAM,13,0,0,10,17
KERALA,PATHANAMTHITTA,KONNI,591,477,110,134,343
KERALA,PATHANAMTHITTA,KULANADA,294,147,178,90,137
KERALA,PATHANAMTHITTA,MALLAPPALLY,48,0,39,8,68
KERALA,PATHANAMTHITTA,PANDALAM,427,272,262,94,252
KERALA,PATHANAMTHITTA,PARAKKODE,295,238,238,46,198
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,92,92,56,0,67
KERALA,PATHANAMTHITTA,RANNI,29,0,29,0,32
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,250,250,250,0,175
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,1198,1006,1034,1040,504
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,116,81,71,0,196
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,74,31,21,43,111
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,248,178,131,59,307
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,2281,1657,1416,460,3049
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,2046,1176,804,880,3281
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,421,379,290,42,553
KERALA,THIRUVANANTHAPURAM,NEMOM,1957,1291,1273,1032,2446
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,105,84,87,18,14
KERALA,THIRUVANANTHAPURAM,PARASSALA,639,472,265,329,339
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,1638,230,384,1078,2495
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,574,234,223,42,367
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,226,66,47,142,391
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,440,207,195,111,117
KERALA,THIRUVANANTHAPURAM,VARKALA,453,395,321,12,517
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,144,61,61,59,267
KERALA,THIRUVANANTHAPURAM,VELLANADU,2077,602,536,875,3902
KERALA,THRISSUR,ANTHIKKAD,131,131,131,0,129
KERALA,THRISSUR,CHALAKKUDY,25,14,7,7,7
KERALA,THRISSUR,CHALAKUDY MUNI,151,151,151,0,151
KERALA,THRISSUR,CHAVAKKAD,600,294,305,0,0
KERALA,THRISSUR,CHERPU,94,94,94,0,94
KERALA,THRISSUR,CHOWANNUR,507,503,507,0,0
KERALA,THRISSUR,IRINJALAKKUDA,176,45,112,99,41
KERALA,THRISSUR,IRINJALAKUDA MUNI,24,24,24,0,24
KERALA,THRISSUR,KODAKARA,47,6,5,31,12
KERALA,THRISSUR,KUNNAMKULAM MUNI,312,179,179,0,142
KERALA,THRISSUR,MATHILAKOM,52,4,5,47,5
KERALA,THRISSUR,MULLASSERY,241,241,241,0,241
KERALA,THRISSUR,OLLUKKARA,549,527,522,34,525
KERALA,THRISSUR,PAZHAYANNUR,524,504,504,0,401
KERALA,THRISSUR,PUZHAKKAL,1007,963,853,16,694
KERALA,THRISSUR,THALIKULAM,7,0,0,7,0
KERALA,THRISSUR,THRISSUR CORPORATION,650,644,380,0,135
KERALA,THRISSUR,VADAKKANCHERRY,1482,1446,1451,21,914
KERALA,THRISSUR,VELLANGALLUR,2779,1330,2427,250,2365
KERALA,WAYANAD,KALPETTA,1463,1275,710,208,1044
KERALA,WAYANAD,KALPETTA MUNI,16,0,0,0,16
KERALA,WAYANAD,MANANTHAVADI,2488,2188,1993,146,1546
KERALA,WAYANAD,SULTHANBATHERI,1226,1218,988,0,1113
MADHYA PRADESH,BALAGHAT,BAIHAR,1263,1245,21,12,0
MADHYA PRADESH,BALAGHAT,BALAGHAT,5411,5100,458,0,0
MADHYA PRADESH,BALAGHAT,BIRSA,3448,3443,295,0,0
MADHYA PRADESH,BALAGHAT,KATANGI,10876,10728,669,39,8
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,7360,7615,695,0,3
MADHYA PRADESH,BALAGHAT,KIRNAPUR,2589,2097,600,0,0
MADHYA PRADESH,BALAGHAT,LALBURRA,3589,3482,176,0,0
MADHYA PRADESH,BALAGHAT,LANJI,12583,12405,1095,0,0
MADHYA PRADESH,BALAGHAT,PARASWADA,4042,4034,288,0,0
MADHYA PRADESH,BALAGHAT,WARASEONI,3863,3613,297,0,0
MADHYA PRADESH,BARWANI,NIWALI,38,31,20,0,0
MADHYA PRADESH,BARWANI,PANSEMAL,33,12,31,0,0
MADHYA PRADESH,BARWANI,PATI,416,207,216,0,0
MADHYA PRADESH,BARWANI,RAJPUR,1936,1383,933,0,0
MADHYA PRADESH,BARWANI,SENDHWA,906,483,448,0,0
MADHYA PRADESH,BARWANI,THIKRI,9,6,3,0,0
MADHYA PRADESH,BETUL,AMLA,198,40,195,3,0
MADHYA PRADESH,BETUL,ATHNER,1055,813,676,0,0
MADHYA PRADESH,BETUL,BETUL,701,33,668,25,0
MADHYA PRADESH,BETUL,BHAINSDEHI,1461,53,1680,5,0
MADHYA PRADESH,BETUL,BHIMPURA,729,22,788,0,0
MADHYA PRADESH,BETUL,CHICHOLI,94,0,118,0,0
MADHYA PRADESH,BETUL,GHODA DONGRI,12012,2,12007,9,0
MADHYA PRADESH,BETUL,MULTAI,1523,5,1572,0,0
MADHYA PRADESH,BETUL,PRABHAT PATTAN,369,1,370,0,0
MADHYA PRADESH,BETUL,SHAHPUR,65,0,69,0,0
MADHYA PRADESH,BHIND,GOHAD,2707,1439,1269,0,0
MADHYA PRADESH,BHIND,LAHAR,2,0,2,0,0
MADHYA PRADESH,BHOPAL,BERASIA,1702,3,1702,0,0
MADHYA PRADESH,BHOPAL,FUNDA,2681,2,2681,10,0
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,5445,0,5445,0,0
MADHYA PRADESH,CHHATARPUR,BIJAWAR,6484,0,6489,0,0
MADHYA PRADESH,CHHATARPUR,BUXWAHA,469,0,469,0,0
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,2262,0,2263,0,0
MADHYA PRADESH,CHHATARPUR,GAURIHAR,98,0,98,0,0
MADHYA PRADESH,CHHATARPUR,LAUNDI,286,0,691,0,0
MADHYA PRADESH,CHHATARPUR,NOWGONG,776,0,776,0,0
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,4917,0,4921,0,0
MADHYA PRADESH,CHHINDWARA,BICHHUA,139,1,138,0,0
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,221,50,210,0,0
MADHYA PRADESH,CHHINDWARA,MOHKHED,90,10,80,0,0
MADHYA PRADESH,CHHINDWARA,PARASIA,126,0,126,0,0
MADHYA PRADESH,CHHINDWARA,TAMIA,10604,1,10604,0,0
MADHYA PRADESH,DAMOH,BATIYAGHAR,159,77,170,0,0
MADHYA PRADESH,DAMOH,DAMOH,1007,0,1034,0,0
MADHYA PRADESH,DAMOH,HATTA,764,0,769,0,0
MADHYA PRADESH,DAMOH,JABERA,3949,0,3987,0,0
MADHYA PRADESH,DAMOH,PATERA,3244,25,3219,0,0
MADHYA PRADESH,DAMOH,TENDUKHEDA,1124,211,941,0,0
MADHYA PRADESH,DATIA,DATIA,817,0,817,0,0
MADHYA PRADESH,DEWAS,BAGLEE,152,14,130,8,0
MADHYA PRADESH,DEWAS,DEWAS,920,1,920,0,0
MADHYA PRADESH,DEWAS,KANNOD,302,1,302,0,0
MADHYA PRADESH,DEWAS,KHATEGAON,805,0,805,0,0
MADHYA PRADESH,DEWAS,SONKUCH,354,0,353,0,0
MADHYA PRADESH,DEWAS,TONKHURD,100,0,100,0,0
MADHYA PRADESH,DHAR,BADNAWER,127,109,21,1,0
MADHYA PRADESH,DHAR,BAGH,250,143,107,6,0
MADHYA PRADESH,DHAR,DAHI,6,4,2,1,0
MADHYA PRADESH,DHAR,DHAR,20,14,6,0,0
MADHYA PRADESH,DHAR,DHARAMPURI,306,227,174,1,0
MADHYA PRADESH,DHAR,GANDHWANI,119,49,73,0,0
MADHYA PRADESH,DHAR,KUKSHI,69,37,28,4,0
MADHYA PRADESH,DHAR,MANAWAR,93,46,47,0,0
MADHYA PRADESH,DHAR,NALACHHA,157,52,105,0,0
MADHYA PRADESH,DHAR,NISARPUR,3,2,2,0,0
MADHYA PRADESH,DHAR,SARDARPUR,984,565,440,0,0
MADHYA PRADESH,DHAR,TIRLA,54,38,16,0,0
MADHYA PRADESH,DHAR,UMARBAN,1232,1226,73,0,0
MADHYA PRADESH,GUNA,ASHOKNAGAR,1348,0,1350,0,0
MADHYA PRADESH,GUNA,BAMORI,2476,0,2478,0,2
MADHYA PRADESH,GUNA,CHANCHODA,1125,0,1127,0,0
MADHYA PRADESH,GUNA,CHANDERI,287,0,287,0,0
MADHYA PRADESH,GUNA,EHSAGADH,1579,0,1580,0,0
MADHYA PRADESH,GUNA,GUNA,778,1,780,0,0
MADHYA PRADESH,GUNA,MUNGAWALI,487,0,487,0,0
MADHYA PRADESH,GUNA,RAGHOGARH,1096,0,1100,0,0
MADHYA PRADESH,GWALIOR,BHITARWAR,8,8,8,0,0
MADHYA PRADESH,GWALIOR,DABRA,370,52,328,0,146
MADHYA PRADESH,GWALIOR,GHATIGAWAN,1739,586,1214,0,0
MADHYA PRADESH,GWALIOR,MORAR,1192,502,1141,4,0
MADHYA PRADESH,HARDA,KHIRKIYA,87,0,87,0,0
MADHYA PRADESH,HARDA,TIMARNI,230,0,230,0,0
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,9,6,9,0,0
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,133,0,133,0,0
MADHYA PRADESH,HOSHANGABAD,KESLA,476,0,478,7,0
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,372,0,374,0,0
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,8,0,8,0,0
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,327,0,333,0,0
MADHYA PRADESH,INDORE,DEPAL PUR,129,0,129,0,0
MADHYA PRADESH,INDORE,MHOW,250,0,251,0,0
MADHYA PRADESH,INDORE,SANWER,48,0,48,0,0
MADHYA PRADESH,JABALPUR,BARGI,1184,17,1182,0,1
MADHYA PRADESH,JABALPUR,KUNDAM,13,0,13,0,0
MADHYA PRADESH,JABALPUR,MAJHOLI,66,0,66,0,0
MADHYA PRADESH,JABALPUR,PANAGAR,2905,340,2567,0,0
MADHYA PRADESH,JABALPUR,PATAN,8,4,4,0,0
MADHYA PRADESH,JABALPUR,SIHORA,479,57,427,0,1
MADHYA PRADESH,JHABUA,ALIRAJPUR,2422,93,3634,6,0
MADHYA PRADESH,JHABUA,BHABHARA,397,0,397,0,0
MADHYA PRADESH,JHABUA,JHABUA,763,2,1105,0,0
