-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to major/medium projects and  average pumping hours . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.11.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to major/medium projects and  Average Pumping Hours for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.11.csv"
}
-----
State,District,Block,On the Maj/Med,Outside Command,Total,Avg pumping hours (0-4),Avg pumping hours (4 - 8),Avg pumping hours (8-12),Avg pumping hours (12 -16),Avg pumping hours (16 - 20),Avg pumping hours (20 - 24),Total
BIHAR,BHOJPUR,CHARPOKHARI,523,199,722,160,504,57,1,0,0,722
BIHAR,BHOJPUR,GARHANI,267,340,607,229,356,22,0,0,0,607
BIHAR,BHOJPUR,JAGDISHPUR,487,2367,2854,114,1801,595,139,205,0,2854
BIHAR,BHOJPUR,KOILWAR,1,1396,1397,102,602,693,0,0,0,1397
BIHAR,BHOJPUR,PIRO,1031,271,1302,51,736,376,53,17,69,1302
BIHAR,BHOJPUR,SAHAR,258,45,303,57,214,32,0,0,0,303
BIHAR,BHOJPUR,SAHPUR,0,647,647,41,539,66,0,1,0,647
BIHAR,BHOJPUR,SANDISH,100,1055,1155,282,773,100,0,0,0,1155
BIHAR,BHOJPUR,TARARI,760,112,872,58,355,420,39,0,0,872
BIHAR,BHOJPUR,UDWABTNAGAR,63,825,888,220,666,2,0,0,0,888
BIHAR,BUXAR,BRAHAMPUR,57,521,578,197,336,32,6,7,0,578
BIHAR,BUXAR,BUXAR,51,1230,1281,72,1203,6,0,0,0,1281
BIHAR,BUXAR,CHANGAIN,12,552,564,21,527,16,0,0,0,564
BIHAR,BUXAR,CHARKKI,0,195,195,93,99,3,0,0,0,195
BIHAR,BUXAR,CHAUSA,486,294,780,171,598,10,1,0,0,780
BIHAR,BUXAR,DUMRAIN,224,888,1112,156,913,43,0,0,0,1112
BIHAR,BUXAR,ITARHI,1076,1739,2815,690,2049,75,0,1,0,2815
BIHAR,BUXAR,KESATH,148,70,218,20,167,31,0,0,0,218
BIHAR,BUXAR,NAWANAGAR,984,610,1594,300,1219,75,0,0,0,1594
BIHAR,BUXAR,RAJPUR,1803,821,2624,705,1849,63,6,1,0,2624
BIHAR,BUXAR,SIMRI,1,1264,1265,62,788,415,0,0,0,1265
BIHAR,CHAMPARAN EAST,ADAPUR,645,171,816,54,700,62,0,0,0,816
BIHAR,CHAMPARAN EAST,ARERAJ,162,610,772,98,664,10,0,0,0,772
BIHAR,CHAMPARAN EAST,BANJARIA,0,692,692,123,515,54,0,0,0,692
BIHAR,CHAMPARAN EAST,CHAKIYA,92,1674,1766,170,1577,19,0,0,0,1766
BIHAR,CHAMPARAN EAST,CHAURADANO,756,266,1022,34,785,200,3,0,0,1022
BIHAR,CHAMPARAN EAST,CHIRAIYA,261,904,1165,11,1150,3,0,1,0,1165
BIHAR,CHAMPARAN EAST,DHAKA,218,703,921,322,599,0,0,0,0,921
BIHAR,CHAMPARAN EAST,FENHARA,0,928,928,42,865,21,0,0,0,928
BIHAR,CHAMPARAN EAST,GHORASAHAN,7,1301,1308,401,808,95,1,3,0,1308
BIHAR,CHAMPARAN EAST,HARSIDHI,167,1927,2094,490,1604,0,0,0,0,2094
BIHAR,CHAMPARAN EAST,KALYANPUR,1,1630,1631,347,1278,6,0,0,0,1631
BIHAR,CHAMPARAN EAST,KESARIA,5,1386,1391,43,1304,44,0,0,0,1391
BIHAR,CHAMPARAN EAST,KOTWA,75,853,928,88,383,456,0,0,1,928
BIHAR,CHAMPARAN EAST,MADHUBAN,0,1153,1153,430,723,0,0,0,0,1153
BIHAR,CHAMPARAN EAST,MEHSHI,17,1541,1558,92,1448,18,0,0,0,1558
BIHAR,CHAMPARAN EAST,MOTIHARI,3,1976,1979,484,1332,159,2,2,0,1979
BIHAR,CHAMPARAN EAST,PAHARPUR,1,1227,1228,260,939,29,0,0,0,1228
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,1,1753,1754,47,1114,590,3,0,0,1754
BIHAR,CHAMPARAN EAST,PATAHI,0,1189,1189,66,1122,1,0,0,0,1189
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,0,884,884,423,399,61,1,0,0,884
BIHAR,CHAMPARAN EAST,RAMGARHWA,0,627,627,31,461,130,5,0,0,627
BIHAR,CHAMPARAN EAST,RAXAUL,1,677,678,12,664,2,0,0,0,678
BIHAR,CHAMPARAN EAST,SANGRAMPUR,125,513,638,77,478,62,21,0,0,638
BIHAR,CHAMPARAN EAST,SUGAULI,8,1712,1720,189,1504,26,1,0,0,1720
BIHAR,CHAMPARAN EAST,TETARIA,1,780,781,136,644,1,0,0,0,781
BIHAR,CHAMPARAN EAST,TURKAULIA,38,946,984,72,795,78,33,6,0,984
BIHAR,CHAMPARAN WEST,BAGAHA,198,818,1016,250,763,3,0,0,0,1016
BIHAR,CHAMPARAN WEST,BAIRIA,4,1632,1636,586,1011,38,0,1,0,1636
BIHAR,CHAMPARAN WEST,BETTIAN,0,900,900,272,628,0,0,0,0,900
BIHAR,CHAMPARAN WEST,BHITAHA,0,820,820,3,787,29,0,1,0,820
BIHAR,CHAMPARAN WEST,CHANPATIYA,132,1224,1356,119,1038,199,0,0,0,1356
BIHAR,CHAMPARAN WEST,GAUNAHA,101,257,358,124,231,2,1,0,0,358
BIHAR,CHAMPARAN WEST,LAURIYA,58,1479,1537,133,1255,105,22,22,0,1537
BIHAR,CHAMPARAN WEST,MADHUBANI,0,941,941,90,832,19,0,0,0,941
BIHAR,CHAMPARAN WEST,MAINATANR,426,607,1033,197,815,21,0,0,0,1033
BIHAR,CHAMPARAN WEST,MAJHAWALIA,4,2970,2974,2007,955,12,0,0,0,2974
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,439,767,1206,61,957,188,0,0,0,1206
BIHAR,CHAMPARAN WEST,NAUTAN,540,991,1531,18,185,1241,86,1,0,1531
BIHAR,CHAMPARAN WEST,PIPRASI,0,357,357,1,232,81,23,16,4,357
BIHAR,CHAMPARAN WEST,RAMNAGAR,475,901,1376,11,1074,242,33,15,1,1376
BIHAR,CHAMPARAN WEST,SIDHAW,258,826,1084,141,846,97,0,0,0,1084
BIHAR,CHAMPARAN WEST,SIKTA,0,783,783,13,769,1,0,0,0,783
BIHAR,CHAMPARAN WEST,THAKRAHA,0,761,761,17,744,0,0,0,0,761
BIHAR,CHAMPARAN WEST,YOGAPATTI,169,1320,1489,314,1135,39,1,0,0,1489
BIHAR,CHATRA,CHATRA,0,10,10,10,0,0,0,0,0,10
BIHAR,CHATRA,HUNTERGANJ,0,43,43,12,25,6,0,0,0,43
BIHAR,CHATRA,PRATAP PUR,0,89,89,10,79,0,0,0,0,89
BIHAR,DARBHANGA,AUNAGAR,1,846,847,293,551,3,0,0,0,847
BIHAR,DARBHANGA,BAHADURPUR,0,784,784,11,702,71,0,0,0,784
BIHAR,DARBHANGA,BAHERI,0,1681,1681,69,1272,314,16,10,0,1681
BIHAR,DARBHANGA,BENIPUR,0,724,724,51,661,12,0,0,0,724
BIHAR,DARBHANGA,BIRAUL,0,999,999,1,977,21,0,0,0,999
BIHAR,DARBHANGA,DARBHANGA,37,542,579,135,411,28,2,3,0,579
BIHAR,DARBHANGA,GHANSHYAMPUR,1,475,476,9,467,0,0,0,0,476
BIHAR,DARBHANGA,GORA BOURAM,0,518,518,1,517,0,0,0,0,518
BIHAR,DARBHANGA,HAYAGHAT,0,655,655,34,621,0,0,0,0,655
BIHAR,DARBHANGA,JALE,0,801,801,95,524,155,27,0,0,801
BIHAR,DARBHANGA,KEOTI(RANWAY),1,1028,1029,45,817,167,0,0,0,1029
BIHAR,DARBHANGA,KIRATPUR,0,219,219,1,217,1,0,0,0,219
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,0,142,142,43,99,0,0,0,0,142
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,0,329,329,80,248,1,0,0,0,329
BIHAR,DARBHANGA,MANIGACHHI,0,1132,1132,51,1001,53,20,7,0,1132
BIHAR,DARBHANGA,SINGHWARA,0,969,969,77,890,2,0,0,0,969
BIHAR,DEOGHAR,DEOGHAR,0,1,1,1,0,0,0,0,0,1
BIHAR,DHANBAD,BAGHMARA,0,1,1,1,0,0,0,0,0,1
BIHAR,DHANBAD,TOPCHACHI,0,4,4,2,2,0,0,0,0,4
BIHAR,GAYA,AMAS,104,58,162,68,84,9,1,0,0,162
BIHAR,GAYA,ATARI,12,885,897,155,721,17,4,0,0,897
BIHAR,GAYA,BANROYBAZAR,1,425,426,92,327,7,0,0,0,426
BIHAR,GAYA,BARACHATTI,0,189,189,101,88,0,0,0,0,189
BIHAR,GAYA,BELAGANJ,91,2100,2191,93,2047,48,2,1,0,2191
BIHAR,GAYA,BODHGAYA,147,2420,2567,324,2054,151,33,5,0,2567
BIHAR,GAYA,DOBBI,10,342,352,15,334,2,1,0,0,352
BIHAR,GAYA,DUMARIA,0,304,304,137,166,1,0,0,0,304
BIHAR,GAYA,FETHPUR,3,767,770,308,413,49,0,0,0,770
BIHAR,GAYA,GARARU,14,1245,1259,814,428,17,0,0,0,1259
BIHAR,GAYA,GAYA SADAR,17,1025,1042,90,817,56,75,4,0,1042
BIHAR,GAYA,GURUA,554,545,1099,326,742,26,3,2,0,1099
BIHAR,GAYA,IMAMGANJ,0,557,557,265,287,5,0,0,0,557
BIHAR,GAYA,KHIZIRSORAI,102,2753,2855,1368,1466,21,0,0,0,2855
BIHAR,GAYA,KONCH,33,1807,1840,719,945,137,16,8,15,1840
BIHAR,GAYA,MANPUR,0,672,672,20,650,0,2,0,0,672
BIHAR,GAYA,MOHANPUR,14,223,237,66,153,17,0,0,1,237
BIHAR,GAYA,NIMCHAK BATHANI,1,967,968,139,824,4,1,0,0,968
BIHAR,GAYA,PARAIYA,5,707,712,276,425,11,0,0,0,712
BIHAR,GAYA,SHERGHATI,8,1111,1119,297,766,55,1,0,0,1119
BIHAR,GAYA,TANKUPPA,0,728,728,66,492,170,0,0,0,728
BIHAR,GAYA,TEKARI,114,2379,2493,318,2013,91,61,10,0,2493
BIHAR,GAYA,WAZGANJ,0,1258,1258,80,1091,87,0,0,0,1258
BIHAR,GIRIDIH,BIRNI,0,2,2,0,2,0,0,0,0,2
BIHAR,GIRIDIH,GANDEY,0,2,2,1,1,0,0,0,0,2
BIHAR,GIRIDIH,GAWAN,0,318,318,133,160,25,0,0,0,318
BIHAR,GIRIDIH,TISRI,0,47,47,14,24,9,0,0,0,47
BIHAR,GODDA,BOARIJORE,0,6,6,3,3,0,0,0,0,6
BIHAR,GODDA,GODDA,14,195,209,52,124,33,0,0,0,209
BIHAR,GODDA,MAHAGAMA,2,83,85,7,55,18,3,2,0,85
BIHAR,GODDA,PATHARGAMA,5,309,314,62,190,48,13,1,0,314
BIHAR,GOPALGANJ,BAIKUNTHPUR,1,1737,1738,104,1479,138,17,0,0,1738
BIHAR,GOPALGANJ,BARAULI,285,1218,1503,469,1003,31,0,0,0,1503
BIHAR,GOPALGANJ,BHOREY,29,1701,1730,11,1695,24,0,0,0,1730
BIHAR,GOPALGANJ,BIJAIPUR,7,1153,1160,2,1007,151,0,0,0,1160
BIHAR,GOPALGANJ,GOPALGANJ,18,1537,1555,69,770,548,135,30,3,1555
BIHAR,GOPALGANJ,HATHUA,12,804,816,28,781,7,0,0,0,816
BIHAR,GOPALGANJ,KATAIYA,41,1046,1087,56,857,174,0,0,0,1087
BIHAR,GOPALGANJ,KUCHAIKOTE,218,1361,1579,36,1453,89,1,0,0,1579
BIHAR,GOPALGANJ,MANJHA,192,1069,1261,104,1150,7,0,0,0,1261
BIHAR,GOPALGANJ,PHULWARIYA,200,752,952,243,700,9,0,0,0,952
BIHAR,GOPALGANJ,PUNCHDEORI,3,583,586,55,417,114,0,0,0,586
BIHAR,GOPALGANJ,SIDHWALIA,0,1082,1082,52,949,80,1,0,0,1082
BIHAR,GOPALGANJ,THAWE,0,707,707,36,667,4,0,0,0,707
BIHAR,GOPALGANJ,UCHKAGAON,1,1423,1424,52,1320,51,1,0,0,1424
BIHAR,HAZARIBAG,ICHAK,2,1,3,0,3,0,0,0,0,3
BIHAR,JAMUI,ALIGANJ,1,457,458,118,282,14,19,20,5,458
BIHAR,JAMUI,BARHAT,2,59,61,30,31,0,0,0,0,61
BIHAR,JAMUI,GIDHOUR,7,242,249,135,112,2,0,0,0,249
BIHAR,JAMUI,JAMUI,277,1019,1296,550,724,22,0,0,0,1296
BIHAR,JAMUI,JHAJHA,0,125,125,88,37,0,0,0,0,125
BIHAR,JAMUI,KHAIRA,1,497,498,104,378,16,0,0,0,498
BIHAR,JAMUI,SIKANDRA,56,160,216,68,144,4,0,0,0,216
BIHAR,JAMUI,SONO,0,250,250,240,8,2,0,0,0,250
BIHAR,JEHANABAD,ARWAL,582,228,810,159,625,26,0,0,0,810
BIHAR,JEHANABAD,BANSI SURUJPUR,2,1155,1157,198,845,113,1,0,0,1157
BIHAR,JEHANABAD,GHOSI,246,3244,3490,352,3015,123,0,0,0,3490
BIHAR,JEHANABAD,JEHANABAD,27,2084,2111,261,1746,62,29,13,0,2111
BIHAR,JEHANABAD,KAKU,6,2091,2097,249,1608,238,2,0,0,2097
BIHAR,JEHANABAD,KALEV,208,113,321,100,212,7,0,2,0,321
BIHAR,JEHANABAD,KARPI,6,2193,2199,561,1563,71,4,0,0,2199
BIHAR,JEHANABAD,KURTHA,0,1553,1553,233,1136,166,18,0,0,1553
BIHAR,JEHANABAD,MAKHDOMPUR,36,2675,2711,515,2183,12,1,0,0,2711
BIHAR,JEHANABAD,RATNI FARIDPUR,0,1376,1376,146,1004,153,73,0,0,1376
BIHAR,KATIHAR,AMDABAET,0,1052,1052,636,352,64,0,0,0,1052
BIHAR,KATIHAR,AZAMNAGAR,1,3669,3670,141,3070,421,38,0,0,3670
BIHAR,KATIHAR,BALRAMPUR,0,1725,1725,368,1313,41,3,0,0,1725
BIHAR,KATIHAR,BANPUR,49,1214,1263,72,1185,6,0,0,0,1263
BIHAR,KATIHAR,BARARI,0,2171,2171,123,1799,188,60,0,1,2171
BIHAR,KATIHAR,BARSOI,1,2740,2741,1639,1053,49,0,0,0,2741
BIHAR,KATIHAR,DANDKHORA,49,905,954,92,737,118,7,0,0,954
BIHAR,KATIHAR,FALKA,0,841,841,41,779,21,0,0,0,841
BIHAR,KATIHAR,HASANGANJ,0,698,698,4,547,136,11,0,0,698
BIHAR,KATIHAR,KADWA,2,2948,2950,567,2204,179,0,0,0,2950
BIHAR,KATIHAR,KATIHAR,67,656,723,187,340,130,60,6,0,723
BIHAR,KATIHAR,KORHA,223,2576,2799,372,1993,230,67,21,116,2799
BIHAR,KATIHAR,KURSELA,0,481,481,1,341,139,0,0,0,481
BIHAR,KATIHAR,MANIHARI,48,1352,1400,445,950,5,0,0,0,1400
BIHAR,KATIHAR,MANSHAHI,1,529,530,12,518,0,0,0,0,530
BIHAR,KATIHAR,SAMELI,0,520,520,6,247,261,5,0,1,520
BIHAR,KHAGARIA,ALAULI,29,1908,1937,835,1038,64,0,0,0,1937
BIHAR,KHAGARIA,BELDAUR,1,1540,1541,19,1519,3,0,0,0,1541
BIHAR,KHAGARIA,CHAUTHAM,0,1818,1818,31,1294,492,1,0,0,1818
BIHAR,KHAGARIA,GOGRI,0,1373,1373,44,1309,20,0,0,0,1373
BIHAR,KHAGARIA,KHAGARIA,2,1896,1898,51,1830,17,0,0,0,1898
BIHAR,KHAGARIA,MANSI,0,649,649,38,589,22,0,0,0,649
BIHAR,KHAGARIA,PARBATTA,0,1492,1492,231,1231,30,0,0,0,1492
BIHAR,KISHANGANJ,BAHADURGANJ,1,1253,1254,267,898,87,2,0,0,1254
BIHAR,KISHANGANJ,DHIGHATBANK,0,994,994,127,858,9,0,0,0,994
BIHAR,KISHANGANJ,KISHANGANJ,0,1457,1457,29,1312,116,0,0,0,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,0,1783,1783,1057,712,10,3,0,1,1783
BIHAR,KISHANGANJ,POTHIA,0,853,853,697,148,8,0,0,0,853
BIHAR,KISHANGANJ,TERHAGACHH,1,1212,1213,60,1125,27,1,0,0,1213
BIHAR,KISHANGANJ,THAKURGANJ,3,1390,1393,98,1284,8,0,0,3,1393
BIHAR,KODARMA,SATGAWAN,0,214,214,100,102,9,3,0,0,214
BIHAR,LAKHISARAI,BARAHIYA,49,621,670,43,625,2,0,0,0,670
BIHAR,LAKHISARAI,HALSI,356,682,1038,190,847,1,0,0,0,1038
BIHAR,LAKHISARAI,LOKHISARAI,111,1694,1805,213,1592,0,0,0,0,1805
BIHAR,LAKHISARAI,PIPARIA,0,120,120,2,118,0,0,0,0,120
BIHAR,LAKHISARAI,SURAJGARA,19,784,803,93,510,187,12,1,0,803
BIHAR,MADHEPURA,ALAMNAGAR,50,1295,1345,95,1242,8,0,0,0,1345
BIHAR,MADHEPURA,BIHARIGANJ,188,330,518,15,503,0,0,0,0,518
BIHAR,MADHEPURA,CHAUSA,0,1690,1690,3,1667,20,0,0,0,1690
BIHAR,MADHEPURA,GAWALPARA,129,725,854,15,727,112,0,0,0,854
BIHAR,MADHEPURA,KUMAR KHAND,2,2401,2403,394,1772,237,0,0,0,2403
BIHAR,MADHEPURA,MADHEPURA,0,2212,2212,48,2010,154,0,0,0,2212
BIHAR,MADHEPURA,MURLIGANJ,3,1751,1754,340,1364,50,0,0,0,1754
BIHAR,MADHEPURA,PURAINI,64,667,731,109,584,38,0,0,0,731
BIHAR,MADHEPURA,SHANKERPUR,0,548,548,1,547,0,0,0,0,548
BIHAR,MADHEPURA,SINGHESWAR,1,993,994,88,890,16,0,0,0,994
BIHAR,MADHEPURA,UDA KISHANGANJ,4,1121,1125,4,1106,15,0,0,0,1125
BIHAR,MADHUBANI,ANDHARADATHI,0,281,281,9,254,1,0,5,12,281
BIHAR,MADHUBANI,BABUBARHI,1,567,568,4,233,327,4,0,0,568
BIHAR,MADHUBANI,BASOPATTI,283,586,869,68,579,121,29,64,8,869
BIHAR,MADHUBANI,BENIPATTI,60,711,771,166,596,9,0,0,0,771
BIHAR,MADHUBANI,BISFI,2,842,844,239,603,2,0,0,0,844
BIHAR,MADHUBANI,GHOGARDIHA,0,378,378,88,290,0,0,0,0,378
BIHAR,MADHUBANI,HARLAKHI,186,126,312,21,61,168,56,6,0,312
BIHAR,MADHUBANI,JAITYAGAR,32,1158,1190,163,992,34,1,0,0,1190
BIHAR,MADHUBANI,JHANJHARPUR,2,633,635,25,476,31,99,4,0,635
BIHAR,MADHUBANI,KHAJAULI,0,1438,1438,2,1436,0,0,0,0,1438
BIHAR,MADHUBANI,LADANIA,0,856,856,41,692,119,3,1,0,856
BIHAR,MADHUBANI,LAKHNAUR,0,500,500,165,335,0,0,0,0,500
BIHAR,MADHUBANI,LAUKAHA,0,235,235,178,56,1,0,0,0,235
BIHAR,MADHUBANI,LAUKAHI,209,967,1176,563,592,19,2,0,0,1176
BIHAR,MADHUBANI,MADHAWAPUR,0,513,513,25,462,26,0,0,0,513
BIHAR,MADHUBANI,MADUBANI,3,469,472,64,357,31,7,10,3,472
BIHAR,MADHUBANI,MEDEPUR,112,684,796,91,563,107,32,3,0,796
BIHAR,MADHUBANI,PANDAUL,1,1193,1194,67,1096,29,2,0,0,1194
BIHAR,MADHUBANI,PHULPARAS,3,637,640,9,611,20,0,0,0,640
BIHAR,MADHUBANI,RAJNAGAR,0,726,726,57,667,2,0,0,0,726
BIHAR,MUNGER,BARIAPUR,0,69,69,0,69,0,0,0,0,69
BIHAR,MUNGER,DHARHARA,0,261,261,16,240,5,0,0,0,261
BIHAR,MUNGER,JAMALPUR,0,90,90,0,90,0,0,0,0,90
BIHAR,MUNGER,KHARAGPUR,36,322,358,93,179,81,5,0,0,358
BIHAR,MUNGER,MUNGER,0,352,352,45,284,17,3,3,0,352
BIHAR,MUNGER,SANGRAMPUR,0,605,605,24,199,382,0,0,0,605
BIHAR,MUNGER,TARAPUR,864,70,934,7,923,4,0,0,0,934
BIHAR,MUNGER,TETIA BUMBER,0,432,432,41,339,52,0,0,0,432
BIHAR,MUZAFFARPUR,AURAI,1,1679,1680,41,1528,94,17,0,0,1680
BIHAR,MUZAFFARPUR,BANDRA,0,1008,1008,834,173,1,0,0,0,1008
BIHAR,MUZAFFARPUR,BOCHAHA,1,2175,2176,391,1783,2,0,0,0,2176
BIHAR,MUZAFFARPUR,GAIGHAT,2,1559,1561,539,1021,1,0,0,0,1561
BIHAR,MUZAFFARPUR,KANTI,0,2204,2204,53,2047,103,0,1,0,2204
BIHAR,MUZAFFARPUR,KATRA,1,1659,1660,4,1561,95,0,0,0,1660
BIHAR,MUZAFFARPUR,KURHANI,6,3911,3917,263,2508,595,326,135,90,3917
BIHAR,MUZAFFARPUR,MINAPUR,0,3371,3371,31,3123,189,28,0,0,3371
BIHAR,MUZAFFARPUR,MORAUL,1,886,887,849,35,3,0,0,0,887
BIHAR,MUZAFFARPUR,MOTIPUR,5,386,391,2,370,19,0,0,0,391
BIHAR,MUZAFFARPUR,MUSHAHARI,1,1624,1625,627,985,13,0,0,0,1625
BIHAR,MUZAFFARPUR,PAROO,2,2265,2267,48,2198,21,0,0,0,2267
BIHAR,MUZAFFARPUR,SAHEBGANJ,0,2153,2153,36,2043,74,0,0,0,2153
BIHAR,MUZAFFARPUR,SAKRA,4,3399,3403,3033,367,3,0,0,0,3403
BIHAR,MUZAFFARPUR,SARAIYA,188,2405,2593,1416,1177,0,0,0,0,2593
BIHAR,NALANDA,ASTHAWAN,0,925,925,106,760,59,0,0,0,925
BIHAR,NALANDA,BEN,0,442,442,42,398,2,0,0,0,442
BIHAR,NALANDA,BIHARSARIF,0,704,704,74,586,41,3,0,0,704
BIHAR,NALANDA,BIND,2,825,827,309,489,27,1,0,1,827
BIHAR,NALANDA,CHANDI,1,1013,1014,34,876,98,6,0,0,1014
BIHAR,NALANDA,EKANGARSARAI,0,1014,1014,485,505,24,0,0,0,1014
BIHAR,NALANDA,GIRIAK,0,950,950,149,754,47,0,0,0,950
BIHAR,NALANDA,HARNAUT,2,1231,1233,50,1168,15,0,0,0,1233
BIHAR,NALANDA,HILSA,37,1717,1754,213,1534,7,0,0,0,1754
BIHAR,NALANDA,ISLAMPUR,6,1164,1170,388,647,81,27,27,0,1170
BIHAR,NALANDA,KARAI PARSURAI,0,720,720,60,532,128,0,0,0,720
BIHAR,NALANDA,KATRISARAI,0,347,347,5,218,124,0,0,0,347
BIHAR,NALANDA,NAGAR NAUSA,0,1052,1052,12,939,100,0,0,1,1052
BIHAR,NALANDA,NOORSARAI,1,136,137,12,124,1,0,0,0,137
BIHAR,NALANDA,PARWALPUR,0,340,340,32,304,4,0,0,0,340
BIHAR,NALANDA,RAHUI,0,980,980,139,837,3,0,1,0,980
BIHAR,NALANDA,RAJGIR,2,840,842,108,579,155,0,0,0,842
BIHAR,NALANDA,SARMERA,9,1128,1137,341,713,83,0,0,0,1137
BIHAR,NALANDA,SILAO,0,650,650,242,397,11,0,0,0,650
BIHAR,NALANDA,THARTHARI,0,371,371,32,276,63,0,0,0,371
BIHAR,NAWADA,AKBARPUR,5,2103,2108,219,1864,23,0,2,0,2108
BIHAR,NAWADA,GOBINDPUR,0,580,580,164,412,4,0,0,0,580
BIHAR,NAWADA,HISUA,2,815,817,17,800,0,0,0,0,817
BIHAR,NAWADA,KANWAKOL,0,680,680,196,418,66,0,0,0,680
BIHAR,NAWADA,KASHICHOK,0,269,269,75,186,8,0,0,0,269
BIHAR,NAWADA,MESKAUR,0,619,619,16,295,157,4,147,0,619
BIHAR,NAWADA,NARDIGANJ,21,1124,1145,142,958,45,0,0,0,1145
BIHAR,NAWADA,NARHAT,1,1282,1283,108,1046,106,16,7,0,1283
BIHAR,NAWADA,NAWADA,76,1965,2041,500,1504,30,6,1,0,2041
BIHAR,NAWADA,PAKRIWARAMA,103,1557,1660,118,1295,141,74,32,0,1660
BIHAR,NAWADA,RAJANLI,1,1274,1275,571,608,81,15,0,0,1275
BIHAR,NAWADA,ROH,0,1137,1137,456,651,29,0,0,1,1137
BIHAR,NAWADA,SIRDOLA,37,924,961,524,288,131,16,2,0,961
BIHAR,NAWADA,WARSHALAGANJ,0,1326,1326,299,984,37,6,0,0,1326
BIHAR,PAKUR,MAHESHPUR,0,156,156,56,100,0,0,0,0,156
BIHAR,PAKUR,PAKUR,0,45,45,16,25,4,0,0,0,45
BIHAR,PATNA,ATHMAL GOLA,0,528,528,88,440,0,0,0,0,528
BIHAR,PATNA,BAKHTIARPUR,3,1181,1184,1,1170,13,0,0,0,1184
BIHAR,PATNA,BARH,2,974,976,95,875,6,0,0,0,976
BIHAR,PATNA,BELCHI,4,616,620,90,529,1,0,0,0,620
BIHAR,PATNA,BIHTA,141,1642,1783,242,1468,58,4,2,9,1783
BIHAR,PATNA,BIKRAM,685,164,849,281,507,27,28,4,2,849
BIHAR,PATNA,DANAPUR,0,704,704,149,530,24,1,0,0,704
BIHAR,PATNA,DANIAWAN,1,255,256,8,248,0,0,0,0,256
BIHAR,PATNA,DHANARUA,3,2852,2855,263,2476,116,0,0,0,2855
BIHAR,PATNA,DULHAN BAZAR,126,507,633,147,484,2,0,0,0,633
BIHAR,PATNA,FATUHA,0,821,821,102,718,1,0,0,0,821
BIHAR,PATNA,GHOSWARI,0,539,539,40,475,24,0,0,0,539
BIHAR,PATNA,KHUSRUPUR,0,796,796,16,746,34,0,0,0,796
BIHAR,PATNA,MANER,1,822,823,51,666,103,3,0,0,823
BIHAR,PATNA,MASAURHI,1,1802,1803,311,1394,79,9,9,1,1803
BIHAR,PATNA,MOKAMAH,0,725,725,122,566,37,0,0,0,725
BIHAR,PATNA,NAUBATPUR,2,1667,1669,141,1437,77,6,8,0,1669
BIHAR,PATNA,PALIGANJ,723,628,1351,694,633,24,0,0,0,1351
BIHAR,PATNA,PANDARAK,0,857,857,1,856,0,0,0,0,857
BIHAR,PATNA,PATNA SADAR,1,558,559,20,520,19,0,0,0,559
BIHAR,PATNA,PHULWARISARIF,2,974,976,46,891,39,0,0,0,976
BIHAR,PATNA,PUNPUN,0,1131,1131,188,659,282,1,0,1,1131
BIHAR,PATNA,SAMPATCHAK,0,1011,1011,278,719,14,0,0,0,1011
BIHAR,PURNIA,AMOUR,0,2074,2074,54,1984,35,1,0,0,2074
BIHAR,PURNIA,BAISA,8,1943,1951,11,1804,136,0,0,0,1951
BIHAR,PURNIA,BAISI,77,1613,1690,15,1510,165,0,0,0,1690
BIHAR,PURNIA,BAMNANKHI,106,2378,2484,502,1943,39,0,0,0,2484
BIHAR,PURNIA,BARAHARAKOTHI,19,952,971,9,960,2,0,0,0,971
BIHAR,PURNIA,BHAWANIPUR,38,1648,1686,64,1418,202,2,0,0,1686
BIHAR,PURNIA,DAGARUA,47,1534,1581,135,1343,96,7,0,0,1581
BIHAR,PURNIA,DHAMDAHA,191,1434,1625,86,1489,50,0,0,0,1625
BIHAR,PURNIA,JALALGARH,43,902,945,3,938,4,0,0,0,945
BIHAR,PURNIA,KASBA,163,1138,1301,84,1062,136,18,1,0,1301
BIHAR,PURNIA,KRITYANANDNAGAR,31,2715,2746,84,2509,149,4,0,0,2746
BIHAR,PURNIA,PURNIA EAST,99,1544,1643,219,1351,72,0,0,1,1643
BIHAR,PURNIA,RUPAULI,15,2564,2579,40,1560,867,85,27,0,2579
BIHAR,PURNIA,SOINAGAR,4,804,808,328,436,44,0,0,0,808
BIHAR,RANCHI,BERO,0,3,3,3,0,0,0,0,0,3
BIHAR,RANCHI,MANDAR,0,76,76,8,68,0,0,0,0,76
