-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells according to Social status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.4.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells according to Social status", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.4.csv"
}
-----
"State","District","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"BIHAR","LAKHISARAI",357,5,6773,7135
"BIHAR","MADHEPURA",2142,230,15286,17658
"BIHAR","MADHUBANI",2300,121,12903,15324
"BIHAR","MUNGER",133,8,3139,3280
"BIHAR","MUZAFFARPUR",1757,163,32691,34611
"BIHAR","NALANDA",1003,62,19956,21021
"BIHAR","NAWADA",1964,4563,10933,17460
"BIHAR","PATNA",1403,115,26388,27906
"BIHAR","PURNIA",1428,1082,19927,22437
"BIHAR","ROHTAS(SASARAM)",1429,38,19407,20874
"BIHAR","SAHARSA",628,34,11122,11784
"BIHAR","SAMASTIPUR",1968,182,29277,31427
"BIHAR","SARAN",1400,137,21435,22972
"BIHAR","SHEKHPURA",287,13,4436,4736
"BIHAR","SHEOHAR",203,44,5983,6230
"BIHAR","SITAMARHI",1239,45,17008,18292
"BIHAR","SIWAN",2280,131,26232,28643
"BIHAR","SUPAUL",1215,79,12946,14240
"BIHAR","VAISHALI",1559,115,23592,25266
"BIHAR","WEST CHAMPARAN",1257,124,16467,17848
"CHANDIGARH","UT CHANDIGARH",0,0,132,132
"CHHATTISGARH","BASTER",14,88,223,325
"CHHATTISGARH","BILASPUR",404,136,2988,3528
"CHHATTISGARH","DANTEWADA",0,2,26,28
"CHHATTISGARH","DHAMTARI",396,538,7766,8700
"CHHATTISGARH","DURG",830,703,12948,14481
"CHHATTISGARH","JANJGIR-CHAMPA",239,109,1372,1720
"CHHATTISGARH","JASHPUR",1,3,10,14
"CHHATTISGARH","KANKER",33,212,682,927
"CHHATTISGARH","KORBA",3,19,23,45
"CHHATTISGARH","KORIA",0,2,11,13
"CHHATTISGARH","KVARDHA",151,33,2168,2352
"CHHATTISGARH","MAHASAMUND",91,177,2190,2458
"CHHATTISGARH","RAIGARH",110,150,1908,2168
"CHHATTISGARH","RAIPUR",386,234,6563,7183
"CHHATTISGARH","RAJNANDGAON",41,52,1042,1135
"CHHATTISGARH","SURGUJA",2,29,13,44
"DELHI","ALIPUR",66,52,5755,5873
"DELHI","NAJAFGARH",25,145,2933,3103
"DELHI","NANGLOI",1,0,641,642
"DELHI","SHADARA-NORTHEAST",2,2,140,144
"DELHI","SHAHDARA-EAST",70,3,434,507
"GOA","NORTH GOA",0,0,7,7
"GOA","SOUTH GOA",0,0,7,7
"GUJARAT","AHMEDABAD",20,4,588,612
"GUJARAT","AMRELI",0,0,1184,1184
"GUJARAT","ANAND",148,166,3370,3684
"GUJARAT","BANASKANTHA",132,75,4743,4950
"GUJARAT","BHARUCH",59,435,3016,3510
"GUJARAT","DAHOD",0,0,8,8
"GUJARAT","GANDHINAGAR",22,0,638,660
"GUJARAT","KACHCHH",57,11,1296,1364
"GUJARAT","KHEDA",65,32,6246,6343
"GUJARAT","MEHSANA",2,0,701,703
"GUJARAT","NARMADA",0,2,0,2
"GUJARAT","NAVSARI",536,1465,3125,5126
"GUJARAT","PANCHMAHAL",18,26,216,260
"GUJARAT","PATAN",141,11,34,186
"GUJARAT","PORBANDAR",13,32,815,860
"GUJARAT","RAJKOT",52,15,1535,1602
"GUJARAT","SABARKANTHA",194,1082,3558,4834
"GUJARAT","SURAT",215,2538,9129,11882
"GUJARAT","SURENDRANAGAR",8,11,402,421
"GUJARAT","VADODARA",61,52,2452,2565
"GUJARAT","VALSAD",12,743,121,876
"HARYANA","AMBALA",460,286,11370,12116
"HARYANA","BHIWANI",472,278,20347,21097
"HARYANA","FARIDABAD",24,0,21667,21691
"HARYANA","FATEHABAD",494,69,17371,17934
"HARYANA","GURGAON",348,388,17239,17975
"HARYANA","HISSAR",581,864,20149,21594
"HARYANA","JHAJJAR",6,2,16790,16798
"HARYANA","JIND",190,231,21169,21590
"HARYANA","KAITHAL",3,0,27978,27981
"HARYANA","KARNAL",5,2,32080,32087
"HARYANA","KURUKSHETRA",440,226,24919,25585
"HARYANA","MAHENDRAGARH",218,62,14293,14573
"HARYANA","PANCHKULA",29,22,1676,1727
"HARYANA","PANIPAT",2,0,14819,14821
"HARYANA","REWARI",926,713,14525,16164
"HARYANA","ROHTAK",19,0,6130,6149
"HARYANA","SIRSA",253,47,21872,22172
"HARYANA","SONEPAT",32,60,30745,30837
"HARYANA","YAMUNANAGAR",762,489,16130,17381
"HIMACHAL PRADESH","Bilaspur",0,0,45,45
"HIMACHAL PRADESH","Hamirpur",3,0,40,43
"HIMACHAL PRADESH","Kangra",48,20,625,693
"HIMACHAL PRADESH","Mandi",0,0,38,38
"HIMACHAL PRADESH","Sirmaur",5,0,142,147
"HIMACHAL PRADESH","Solan",26,8,165,199
"HIMACHAL PRADESH","Una",20,16,1367,1403
"JAMMU & KASHMIR","ANANTNAG",0,0,0,0
"JAMMU & KASHMIR","JAMMU",337,26,877,1240
"JAMMU & KASHMIR","KATHUA",3,0,71,74
"JAMMU & KASHMIR","KUPWARA",0,0,0,0
"JAMMU & KASHMIR","UDHAMPUR",0,0,2,2
"JHARKHAND","CHATRA",14,1,85,100
"JHARKHAND","DHANBAD",0,0,2,2
"JHARKHAND","DUMKA",0,0,5,5
"JHARKHAND","GARHWA",6,1,7,14
"JHARKHAND","GIRIDIH",15,1,250,266
"JHARKHAND","GODDA",16,2,196,214
"JHARKHAND","HAZARIBAGH",0,0,0,0
"JHARKHAND","KODERMA",12,9,188,209
"JHARKHAND","LATEHAR",0,0,0,0
"JHARKHAND","PAKUR",0,0,1,1
"JHARKHAND","PALAMU",14,0,100,114
"JHARKHAND","SAHEBGANJ",1,0,177,178
"JHARKHAND","WEST SINGHBHUM",0,2,0,2
"KARNATAKA","Bagalkote",434,268,18719,19421
"KARNATAKA","Bangalore",188,77,12736,13001
"KARNATAKA","Bangalore Rural",204,90,39442,39736
"KARNATAKA","Belgaum",344,263,33206,33813
"KARNATAKA","Bellary",1120,1844,14717,17681
"KARNATAKA","Bidar",198,26,7561,7785
"KARNATAKA","Bijapur",165,14,9302,9481
"KARNATAKA","Chamaraja Nagara",489,17,14370,14876
"KARNATAKA","Chikmagalur",660,146,20035,20841
"KARNATAKA","Chitradurga",1205,2627,36990,40822
"KARNATAKA","Dakshina Kannada",19,68,6530,6617
"KARNATAKA","Davanagere",1405,1270,31321,33996
"KARNATAKA","Dharwar",258,97,5912,6267
"KARNATAKA","Gadag",495,363,5911,6769
"KARNATAKA","Gulbarga",974,199,5128,6301
"KARNATAKA","Hassan",1483,869,30660,33012
"KARNATAKA","Haveri",129,186,19352,19667
"KARNATAKA","Kodagu",1,0,85,86
"KARNATAKA","Kolar",298,261,53753,54312
"KARNATAKA","Koppal",1137,1527,14149,16813
"KARNATAKA","Mandya",425,36,15427,15888
"KARNATAKA","Mysore",1317,309,15199,16825
"KARNATAKA","Raichur",554,849,3270,4673
"KARNATAKA","Shimoga",906,259,8746,9911
"KARNATAKA","Tumkur",642,546,77512,78700
"KARNATAKA","Udupi",2,0,378,380
"KARNATAKA","Uttara Kannada",111,5,1511,1627
"KERALA","ALAPPUZHA",56,1,1219,1276
"KERALA","ERANAKULAM",14,0,344,358
"KERALA","IDDUKKI",10,13,207,230
"KERALA","KANNUR",0,0,117,117
"KERALA","KASARAGODE",6,10,281,297
"KERALA","KOLLAM",8,0,89,97
"KERALA","KOTTAYAM",0,2,122,124
"KERALA","KOZHIKODE",0,0,73,73
"KERALA","MALAPPURAM",2,1,365,368
"KERALA","PALAKKAD",6,1,636,643
"KERALA","PATHANAMTHITTA",4,0,111,115
"KERALA","THIRUVANANTHAPURAM",3,0,53,56
"KERALA","THRISSUR",10,1,807,818
"MADHYA PRADESH","BALAGHAT",2,0,14,16
"MADHYA PRADESH","BARWANI",23,469,698,1190
"MADHYA PRADESH","BETUL",104,89,1429,1622
"MADHYA PRADESH","BHIND",113,1,1222,1336
"MADHYA PRADESH","BHOPAL",357,142,4997,5496
"MADHYA PRADESH","CHHATARPUR",30,4,157,191
"MADHYA PRADESH","CHHINDWARA",67,84,1399,1550
"MADHYA PRADESH","DAMOH",266,90,5069,5425
"MADHYA PRADESH","DATIA",269,15,1776,2060
"MADHYA PRADESH","DEWAS",1463,670,17509,19642
"MADHYA PRADESH","DHAR",1006,1735,17032,19773
"MADHYA PRADESH","DINDORI",0,0,2,2
"MADHYA PRADESH","GUNA",560,153,6667,7380
"MADHYA PRADESH","GWALIOR",635,42,4907,5584
"MADHYA PRADESH","HARDA",54,36,1292,1382
"MADHYA PRADESH","HOSHANGABAD",158,119,4489,4766
"MADHYA PRADESH","INDORE",1552,211,27563,29326
"MADHYA PRADESH","JABALPUR",418,289,10009,10716
"MADHYA PRADESH","JHABUA",0,154,127,281
"MADHYA PRADESH","KATNI",19,50,607,676
"MADHYA PRADESH","KHANDWA",48,21,1750,1819
"MADHYA PRADESH","KHARGONE",22,82,1016,1120
"MADHYA PRADESH","MANDLA",0,1,0,1
"MADHYA PRADESH","MANDSAUR",53,14,929,996
"MADHYA PRADESH","MORENA",2,0,65,67
"MADHYA PRADESH","NARSINGHPUR",1600,1147,23919,26666
"MADHYA PRADESH","NEEMUCH",14,5,392,411
"MADHYA PRADESH","PANNA",336,26,1887,2249
"MADHYA PRADESH","RAISEN",405,543,11304,12252
"MADHYA PRADESH","RAJGARH",338,55,3759,4152
"MADHYA PRADESH","RATLAM",733,816,7966,9515
"MADHYA PRADESH","REWA",106,34,6217,6357
"MADHYA PRADESH","SAGAR",292,105,5004,5401
"MADHYA PRADESH","SATNA",653,61,10569,11283
"MADHYA PRADESH","SEHORE",994,132,10141,11267
"MADHYA PRADESH","SEONI",1,2,93,96
"MADHYA PRADESH","SHAHDOL",5,14,175,194
"MADHYA PRADESH","SHAJAPUR",581,73,9032,9686
"MADHYA PRADESH","SHEOPUR",474,87,4189,4750
"MADHYA PRADESH","SHIVPURI",257,58,2225,2540
"MADHYA PRADESH","SIDHI",30,28,1338,1396
"MADHYA PRADESH","TIKAMGARH",168,22,847,1037
"MADHYA PRADESH","UJJAIN",4048,541,30775,35364
"MADHYA PRADESH","UMARIA",16,26,512,554
"MADHYA PRADESH","VIDISHA",417,50,9480,9947
"MAHARASHTRA","AHMEDNAGAR",528,490,9891,10909
"MAHARASHTRA","AKOLA",13,9,202,224
"MAHARASHTRA","AMRAVATI",9,4,124,137
"MAHARASHTRA","AURANGABAD",20,86,1329,1435
"MAHARASHTRA","BEED",60,31,398,489
"MAHARASHTRA","BHANDARA",3,1,48,52
"MAHARASHTRA","BULDANA",9,27,423,459
"MAHARASHTRA","CHANDRAPUR",14,9,118,141
"MAHARASHTRA","DHULE",22,16,372,410
"MAHARASHTRA","GADCHIROLI",14,17,105,136
"MAHARASHTRA","GONDIYA",4,3,154,161
"MAHARASHTRA","HINGOLI",108,245,2900,3253
"MAHARASHTRA","JALGAON",23,120,1171,1314
"MAHARASHTRA","JALNA",11,32,120,163
"MAHARASHTRA","KOLHAPUR",160,116,2211,2487
"MAHARASHTRA","LATUR",21,79,936,1036
"MAHARASHTRA","NAGPUR",80,12,420,512
"MAHARASHTRA","NANDED",297,853,5721,6871
"MAHARASHTRA","NANDURBAR",16,297,1618,1931
"MAHARASHTRA","NASHIK",68,192,2236,2496
"MAHARASHTRA","OSMANABAD",43,65,1189,1297
"MAHARASHTRA","PARBHANI",17,14,2172,2203
"MAHARASHTRA","PUNE",300,41,3436,3777
"MAHARASHTRA","RAIGHAR",20,9,321,350
"MAHARASHTRA","RATNAGIRI",0,0,6,6
"MAHARASHTRA","SANGLI",242,465,4614,5321
"MAHARASHTRA","SATARA",24,16,1482,1522
"MAHARASHTRA","SINDHUDURGA",0,0,16,16
"MAHARASHTRA","SOLAPUR",241,294,4326,4861
"MAHARASHTRA","THANE",40,206,1765,2011
"MAHARASHTRA","WARDHA",0,2,16,18
"MAHARASHTRA","WASHIM",6,5,120,131
"MAHARASHTRA","YAVATMAL",24,20,724,768
"MANIPUR","IMPHAL EAST",0,0,0,0
"MEGHALAYA","WEST GARO HILLS",0,16,33,49
"NAGALAND","DIMAPUR",0,2,0,2
"ORISSA","ANGUL",0,0,8,8
"ORISSA","BALASORE",1658,470,11207,13335
"ORISSA","BARGARH",35,69,1354,1458
"ORISSA","BHADRAK",598,34,3270,3902
"ORISSA","BOLANGIR",4,4,39,47
"ORISSA","CUTTACK",638,18,3860,4516
"ORISSA","DEOGARH",0,1,0,1
"ORISSA","DHENKANAL",0,0,12,12
"ORISSA","GAJAPATI",1,9,124,134
"ORISSA","GANJAM",101,5,1377,1483
"ORISSA","JAGATSINGHPUR",551,7,3401,3959
"ORISSA","JAJAPUR",522,42,2567,3131
"ORISSA","JHARSUGUDA",1,6,3,10
"ORISSA","KALAHANDI",0,0,38,38
"ORISSA","KANDHAMAL",0,0,0,0
"ORISSA","KENDRAPARA",162,4,997,1163
"ORISSA","KEONJHAR",181,9,503,693
"ORISSA","KHURDA",78,20,750,848
"ORISSA","KORAPUT",0,1,4,5
"ORISSA","MAYURBHANJA",127,375,1319,1821
"ORISSA","NAWARANGAPUR",2,2,5,9
"ORISSA","NAYAGARH",11,2,214,227
"ORISSA","NUAPADA",0,2,8,10
"ORISSA","PURI",619,40,5037,5696
"ORISSA","RAYAGADA",6,16,103,125
"ORISSA","SAMBALPUR",1,2,20,23
"ORISSA","SONEPUR",8,0,12,20
"ORISSA","SUNDARGARH",1,8,22,31
"PONDICHERRY","KARAIKAL",2,0,246,248
"PONDICHERRY","PONDICHERRY",69,8,3957,4034
"PUNJAB","AMRITSER",881,176,123713,124770
"PUNJAB","BATHINDA",526,201,42471,43198
"PUNJAB","FARIDKOT",759,50,27740,28549
"PUNJAB","FATEHGARH SAHIB",502,224,31134,31860
"PUNJAB","FEROZEPUR",1938,2321,87285,91544
"PUNJAB","GURDASPUR",1792,635,68284,70711
"PUNJAB","HOSHIARPUR",2670,895,56212,59777
"PUNJAB","JALANDHAR",2760,461,65590,68811
"PUNJAB","KAPURTHALA",2179,379,46014,48572
"PUNJAB","LUDHIANA",2507,342,105139,107988
"PUNJAB","MANSA",432,267,41144,41843
"PUNJAB","MOGA",629,513,52262,53404
"PUNJAB","MUKATSAR",208,51,26958,27217
"PUNJAB","NAWANSHAHAR",2055,254,25378,27687
"PUNJAB","PATIALA",1906,923,77173,80002
"PUNJAB","ROPAR",1261,86,28705,30052
"PUNJAB","SANGRUR",2523,2297,121420,126240
"RAJASTHAN","AJMER",9,0,86,95
"RAJASTHAN","ALWAR",1798,1599,18639,22036
"RAJASTHAN","BANSWARA",6,21,66,93
"RAJASTHAN","BARAN",353,842,2373,3568
"RAJASTHAN","BARMER",1,0,52,53
"RAJASTHAN","BHARATPUR",2977,1527,31190,35694
"RAJASTHAN","BHILWARA",37,18,279,334
"RAJASTHAN","BIKANER",1,0,9,10
"RAJASTHAN","BUNDI",265,1492,2358,4115
"RAJASTHAN","CHITTORGARH",167,292,1992,2451
"RAJASTHAN","CHURU",2,0,113,115
"RAJASTHAN","DAUSA",477,2165,1493,4135
"RAJASTHAN","DHOLPUR",1684,176,12863,14723
"RAJASTHAN","DUNGARPUR",4,87,125,216
"RAJASTHAN","GANGANAGAR",0,0,103,103
"RAJASTHAN","HANUMANGARH",55,9,1116,1180
"RAJASTHAN","JAIPUR",171,256,2494,2921
"RAJASTHAN","JAISALMER",0,0,6,6
"RAJASTHAN","JALORE",22,18,199,239
"RAJASTHAN","JHALAWAR",53,163,682,898
"RAJASTHAN","JHUNJHUNU",3,1,17,21
"RAJASTHAN","JODHPUR",108,5,1187,1300
"RAJASTHAN","KAROLI",516,1303,2277,4096
"RAJASTHAN","KOTA",1021,2268,6783,10072
"RAJASTHAN","NAGAUR",31,2,472,505
"RAJASTHAN","PALI",43,2,727,772
"RAJASTHAN","RAJSAMAND",4,1,65,70
"RAJASTHAN","SAWAI MADHOPUR",164,823,637,1624
"RAJASTHAN","SIKAR",3,1,213,217
"RAJASTHAN","SIROHI",1,0,6,7
"RAJASTHAN","TONK",1,18,28,47
"RAJASTHAN","UDAIPUR",32,53,582,667
"TAMIL NADU","COIMBATORE",20,1,235,256
"TAMIL NADU","CUDDALORE",2001,74,28746,30821
"TAMIL NADU","DHARMAPURI",1,0,333,334
"TAMIL NADU","DINDIGUL",20,2,330,352
"TAMIL NADU","ERODE",35,2,1000,1037
"TAMIL NADU","KANCHEEPURAM",501,12,4490,5003
"TAMIL NADU","KANYAKUMARI",0,0,339,339
"TAMIL NADU","KARUR",64,1,486,551
"TAMIL NADU","MADURAI",10,0,449,459
"TAMIL NADU","NAGAPATTINAM",1385,61,15816,17262
"TAMIL NADU","NAMAKKAL",5,1,840,846
"TAMIL NADU","NILGIRIS",1,0,2,3
"TAMIL NADU","PERAMBALUR",242,16,5256,5514
"TAMIL NADU","PUDUKKOTTAI",75,1,1155,1231
"TAMIL NADU","RAMANATHAPURAM",127,5,655,787
"TAMIL NADU","SALEM",0,0,104,104
"TAMIL NADU","SIVAGANGA",27,0,271,298
"TAMIL NADU","THANJAVUR",2212,138,25111,27461
"TAMIL NADU","THENI",14,1,667,682
"TAMIL NADU","THIRUVALLUR",1057,83,13260,14400
"TAMIL NADU","THIRUVARUR",1159,48,14173,15380
"TAMIL NADU","TIRUCHIRAPPALLI",406,25,5706,6137
"TAMIL NADU","TIRUNELVELI",47,1,408,456
"TAMIL NADU","TIRUVANNAMALAI",39,4,393,436
"TAMIL NADU","TUTICORIN DISTRICT",160,2,568,730
"TAMIL NADU","VELLORE",56,10,654,720
"TAMIL NADU","VILLUPPURAM",1196,44,17566,18806
"TAMIL NADU","VIRUDHUNAGAR",30,2,309,341
"TRIPURA","NORTH TRIPURA",6,0,6,12
"TRIPURA","SOUTH TRIPURA",83,83,308,474
"TRIPURA","WEST TRIPURA",163,77,337,577
"UTTAR PRADESH","AGRA",6051,764,59663,66478
"UTTAR PRADESH","ALIGARH",4991,670,40505,46166
"UTTAR PRADESH","ALLAHABAD",2941,344,26429,29714
"UTTAR PRADESH","AMBEDAKAR NAGAR",7760,329,48352,56441
"UTTAR PRADESH","AURAIYA",0,0,32558,32558
"UTTAR PRADESH","AZAMGARH",10848,914,53745,65507
"UTTAR PRADESH","BAGHPAT",711,83,24075,24869
"UTTAR PRADESH","BAHARAICH",10378,2558,38219,51155
"UTTAR PRADESH","BALLIA",2918,158,30467,33543
"UTTAR PRADESH","BALRAMPUR",6262,523,38866,45651
"UTTAR PRADESH","BANDA",655,111,9541,10307
"UTTAR PRADESH","BARABANKI",23593,912,65469,89974
"UTTAR PRADESH","BAREILLY",16927,885,91625,109437
"UTTAR PRADESH","BASTI",7973,539,58729,67241
"UTTAR PRADESH","BIJNOR",12094,455,72906,85455
"UTTAR PRADESH","BUDAUN",11713,821,83960,96494
"UTTAR PRADESH","BULAND SAHAR",7538,340,53767,61645
"UTTAR PRADESH","CHANDAULI",571,143,11251,11965
"UTTAR PRADESH","CHITRAKOOT",304,101,3051,3456
"UTTAR PRADESH","DEORIA",6045,0,49743,55788
"UTTAR PRADESH","ETAH",7158,718,58346,66222
"UTTAR PRADESH","ETAWAH",1,0,30216,30217
"UTTAR PRADESH","FAIZABAD",10543,1499,51514,63556
"UTTAR PRADESH","FARRUKHABAD",2786,254,22846,25886
"UTTAR PRADESH","FATEHPUR",3357,480,31339,35176
"UTTAR PRADESH","FIROZABAD",3173,372,26727,30272
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",2346,70,21123,23539
"UTTAR PRADESH","GHAZIABAD",3631,235,31375,35241
"UTTAR PRADESH","GHAZIPUR",8986,1372,56951,67309
"UTTAR PRADESH","GONDA",9181,760,82864,92805
"UTTAR PRADESH","GORAKHPUR",11722,0,64886,76608
"UTTAR PRADESH","HAMIRPUR",1106,254,9129,10489
"UTTAR PRADESH","HARDOI",18347,1127,34161,53635
"UTTAR PRADESH","HATHRAS",4082,308,26094,30484
"UTTAR PRADESH","JALAUN",1989,131,7450,9570
"UTTAR PRADESH","JAUNPUR",9991,850,65036,75877
"UTTAR PRADESH","JHANSI",2395,114,6848,9357
"UTTAR PRADESH","JYOTIBA PHULENAGAR",8169,240,61275,69684
"UTTAR PRADESH","KANNAUJ",2577,255,23977,26809
"UTTAR PRADESH","KANPUR DEHAT",3831,209,22208,26248
"UTTAR PRADESH","KANPUR NAGAR",3566,232,23874,27672
"UTTAR PRADESH","KAUSHAMBI",1847,197,12172,14216
"UTTAR PRADESH","KHERI",27069,2152,70525,99746
"UTTAR PRADESH","KUSHINAGAR",5458,0,37156,42614
"UTTAR PRADESH","LALITPUR",72,16,849,937
"UTTAR PRADESH","LUCKNOW",10657,358,18694,29709
"UTTAR PRADESH","MAHARAJ GANJ",9497,414,52461,62372
"UTTAR PRADESH","MAHOBA",151,20,582,753
"UTTAR PRADESH","MAINPURI",7529,1119,49336,57984
"UTTAR PRADESH","MATHURA",7104,163,47219,54486
"UTTAR PRADESH","MAU",6600,334,23789,30723
"UTTAR PRADESH","MEERUT",5550,145,44765,50460
"UTTAR PRADESH","MIRZAPUR",555,40,6417,7012
"UTTAR PRADESH","MORADABAD",12068,352,89002,101422
"UTTAR PRADESH","MUZZAFARNAGAR",8234,441,82032,90707
"UTTAR PRADESH","PILIBHIT",11719,769,61432,73920
"UTTAR PRADESH","PRATAPGARH",10267,425,80055,90747
"UTTAR PRADESH","RAEBARELI",12547,403,55774,68724
"UTTAR PRADESH","RAMPUR",8474,245,62700,71419
"UTTAR PRADESH","SAHARANPUR",11218,155,68731,80104
"UTTAR PRADESH","SANT KABIR NAGAR",5798,94,30335,36227
"UTTAR PRADESH","SANT RAVI DAS NAGAR",619,29,6535,7183
"UTTAR PRADESH","SHAHJAHANPUR",16451,694,77783,94928
"UTTAR PRADESH","SHRAWASTI",8104,2399,29438,39941
"UTTAR PRADESH","SIDDHARTH NAGAR",5244,280,41478,47002
"UTTAR PRADESH","SITAPUR",33951,1130,81911,116992
"UTTAR PRADESH","SONBHADRA",974,26,3915,4915
"UTTAR PRADESH","SULTANPUR",17553,1715,100656,119924
"UTTAR PRADESH","UNNAO",17965,567,50160,68692
"UTTAR PRADESH","VARANASI",879,184,13413,14476
"UTTARANCHAL","CHAMPAWAT",59,3,566,628
"UTTARANCHAL","DEHRA DUN",5,2,170,177
"UTTARANCHAL","HARIDWAR",3969,271,21739,25979
"UTTARANCHAL","NAINITAL",240,88,228,556
"UTTARANCHAL","UDHAM SINGH NAGAR",2363,4533,17526,24422
"WEST BENGAL","BANKURA",4677,827,21647,27151
"WEST BENGAL","BIRBHUM",2458,392,14405,17255
"WEST BENGAL","BURDWAN",5775,866,41858,48499
"WEST BENGAL","COOCHBEHAR",19016,591,14782,34389
"WEST BENGAL","DAKSHIN DINAJPUR",8147,2480,14110,24737
"WEST BENGAL","DARJEELING",767,174,470,1411
"WEST BENGAL","HAORA",122,0,1001,1123
"WEST BENGAL","HOOGHLY",2437,318,16232,18987
"WEST BENGAL","JALPAIGURI",3548,241,1343,5132
"WEST BENGAL","MALDA",6470,1211,29028,36709
"WEST BENGAL","MIDNAPORE",8658,4354,63779,76791
"WEST BENGAL","MURSHIDABAD",5112,345,77460,82917
"WEST BENGAL","NADIA",19585,1761,72156,93502
"WEST BENGAL","NORTH 24 PARGANAS",16075,964,45751,62790
"WEST BENGAL","PURULIA",0,0,0,0
"WEST BENGAL","SOUTH 24 PARGANAS",3231,134,6051,9416
"WEST BENGAL","UTTAR DINAJPUR",15150,1476,24232,40858
