-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.2.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes according to ownership", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",11,1,0,0,34,0,46
"DELHI","ALIPUR",0,0,0,0,55,0,55
"GOA","NORTH GOA",127,3,4,791,1874,17,2816
"GOA","SOUTH GOA",14,6,0,447,523,55,1045
"GUJARAT","AHMEDABAD",725,20,609,0,1123,17,2494
"GUJARAT","AMRELI",346,0,0,0,0,0,346
"GUJARAT","BANASKANTHA",336,0,0,4,24,0,364
"GUJARAT","BHARUCH",146,0,1,0,47,0,194
"GUJARAT","BHAVNAGAR",825,0,0,0,0,0,825
"GUJARAT","DAHOD",744,2,0,0,4,0,750
"GUJARAT","DANG",225,0,0,0,0,0,225
"GUJARAT","GANDHINAGAR",2,0,0,0,0,0,2
"GUJARAT","JAMNAGAR",1015,1,0,0,0,0,1016
"GUJARAT","JUNAGADH",1916,0,0,0,0,0,1916
"GUJARAT","KACHCHH",725,0,2,0,25,0,752
"GUJARAT","KHEDA",26,0,0,0,0,0,26
"GUJARAT","MEHSANA",201,0,0,0,0,0,201
"GUJARAT","NARMADA",101,0,0,0,0,0,101
"GUJARAT","NAVSARI",131,0,0,0,0,0,131
"GUJARAT","PANCHMAHAL",374,0,0,0,0,0,374
"GUJARAT","PATAN",264,0,0,0,0,0,264
"GUJARAT","PORBANDAR",392,3,1,116,0,0,512
"GUJARAT","RAJKOT",2176,235,155,175,555,213,3509
"GUJARAT","SABARKANTHA",45,0,740,34,0,0,819
"GUJARAT","SURAT",288,0,0,0,33,0,321
"GUJARAT","SURENDRANAGAR",653,13,62,5,2261,30,3024
"GUJARAT","VADODARA",361,0,6,0,9,0,376
"GUJARAT","VALSAD",180,4,0,0,0,0,184
"HARYANA","AMBALA",2,0,0,5,0,0,7
"HARYANA","BHIWANI",0,0,0,74,0,15,89
"HARYANA","GURGAON",0,0,1,4,2,0,7
"HARYANA","KARNAL",0,0,0,291,86,8,385
"HARYANA","PANCHKULA",11,0,38,25,176,13,263
"HARYANA","REWARI",0,0,0,0,0,20,20
"HIMACHAL PRADESH","Bilaspur",357,0,3,342,138,49,889
"HIMACHAL PRADESH","Chamba",267,1,3,332,10,4,617
"HIMACHAL PRADESH","Hamirpur",72,0,16,91,16,9,204
"HIMACHAL PRADESH","Kangra",738,5,82,1008,27,13,1873
"HIMACHAL PRADESH","Kinnaur",132,0,0,94,9,0,235
"HIMACHAL PRADESH","Kullu",44,1,33,38,1,2,119
"HIMACHAL PRADESH","Lahul & Spiti",195,0,0,340,39,0,574
"HIMACHAL PRADESH","Mandi",2474,18,12,1331,195,7,4037
"HIMACHAL PRADESH","Shimla",798,0,15,498,37,3,1351
"HIMACHAL PRADESH","Sirmaur",618,0,1,1254,63,7,1943
"HIMACHAL PRADESH","Solan",1155,0,164,518,52,87,1976
"HIMACHAL PRADESH","Una",35,0,0,63,4,9,111
"JAMMU & KASHMIR","ANANTNAG",255,3,0,447,1,31,737
"JAMMU & KASHMIR","BADGAM",159,16,64,129,1,59,428
"JAMMU & KASHMIR","BARAMULLA",403,1,1,158,42,25,630
"JAMMU & KASHMIR","DODA",57,1,9,255,0,3,325
"JAMMU & KASHMIR","JAMMU",0,0,2,1,3,0,6
"JAMMU & KASHMIR","KARGIL",0,0,0,356,0,0,356
"JAMMU & KASHMIR","KATHUA",210,43,12,183,12,18,478
"JAMMU & KASHMIR","KUPWARA",250,11,3,231,2,139,636
"JAMMU & KASHMIR","LEH",0,0,0,115,5,0,120
"JAMMU & KASHMIR","POONCH",118,2,6,46,5,0,177
"JAMMU & KASHMIR","PULWAMA",295,1,0,271,0,88,655
"JAMMU & KASHMIR","RAJOURI",68,0,12,53,290,2,425
"JAMMU & KASHMIR","SRINAGAR",203,0,1,63,7,3,277
"JAMMU & KASHMIR","UDHAMPUR",151,0,39,176,19,228,613
"JHARKHAND","BOKARO",385,1,0,432,481,101,1400
"JHARKHAND","CHATRA",2113,0,0,97,62,0,2272
"JHARKHAND","DEOGHAR",1974,5,1,575,2782,2,5339
"JHARKHAND","DHANBAD",314,0,0,66,1004,0,1384
"JHARKHAND","DUMKA",577,7,0,129,2686,0,3399
"JHARKHAND","GARHWA",1181,0,4,396,1156,3,2740
"JHARKHAND","GIRIDIH",1059,9,3,128,756,3,1958
"JHARKHAND","GODDA",776,1,0,0,202,0,979
"JHARKHAND","GUMLA",24,0,0,10,815,0,849
"JHARKHAND","HAZARIBAGH",790,7,8,106,104,5,1020
"JHARKHAND","JAMTARA",433,1,0,47,2973,0,3454
"JHARKHAND","KODERMA",319,0,5,31,41,0,396
"JHARKHAND","LATEHAR",1918,3,31,204,198,47,2401
"JHARKHAND","LOHARDAGA",2,0,0,1,1,0,4
"JHARKHAND","PAKUR",778,4,0,24,927,2,1735
"JHARKHAND","PALAMU",3895,32,161,1619,255,2,5964
"JHARKHAND","RANCHI",49,0,0,11,232,0,292
"JHARKHAND","SAHEBGANJ",498,1,1,10,1036,0,1546
"JHARKHAND","SARAIKELA",740,3,0,80,1991,7,2821
"JHARKHAND","SIMDEGA",24,0,0,90,352,3,469
"JHARKHAND","WEST SINGHBHUM",569,2,0,49,2186,0,2806
"KARNATAKA","Bagalkote",55,0,0,0,22,0,77
"KARNATAKA","Bangalore",517,0,0,0,0,0,517
"KARNATAKA","Bangalore Rural",1121,0,1,3,13,2,1140
"KARNATAKA","Belgaum",205,1,0,1,142,5,354
"KARNATAKA","Bellary",94,0,0,0,9,1,104
"KARNATAKA","Bidar",1357,0,0,0,199,0,1556
"KARNATAKA","Bijapur",122,7,0,0,133,0,262
"KARNATAKA","Chamaraja Nagara",96,0,0,0,0,0,96
"KARNATAKA","Chikmagalur",1928,1,1,1,7,0,1938
"KARNATAKA","Chitradurga",155,0,0,0,1,1,157
"KARNATAKA","Dakshina Kannada",1195,1,0,0,178,0,1374
"KARNATAKA","Davanagere",554,1,84,0,13,8,660
"KARNATAKA","Dharwar",789,0,0,0,58,2,849
"KARNATAKA","Gadag",19,0,0,1,17,0,37
"KARNATAKA","Gulbarga",525,0,0,0,12,1,538
"KARNATAKA","Hassan",4373,23,1,0,7,9,4413
"KARNATAKA","Haveri",1695,3,0,0,1,0,1699
"KARNATAKA","Kodagu",862,1,0,0,0,0,863
"KARNATAKA","Kolar",3515,7,1,9,3,3,3538
"KARNATAKA","Koppal",56,0,0,2,0,0,58
"KARNATAKA","Mandya",362,1,0,0,0,0,363
"KARNATAKA","Mysore",487,0,1,0,12,0,500
"KARNATAKA","Raichur",457,0,0,0,72,0,529
"KARNATAKA","Shimoga",4344,34,45,25,234,35,4717
"KARNATAKA","Tumkur",1244,6,0,0,6,5,1261
"KARNATAKA","Udupi",1324,0,0,0,235,0,1559
"KARNATAKA","Uttara Kannada",1169,2,11,24,314,94,1614
"KERALA","ALAPPUZHA",98,0,37,12,132,10,289
"KERALA","ERANAKULAM",50,0,257,36,223,1,567
"KERALA","IDDUKKI",264,7,102,11,34,2,420
"KERALA","KANNUR",451,5,218,9,175,0,858
"KERALA","KASARAGODE",507,4,113,36,28,9,697
"KERALA","KOLLAM",499,2,9,1,6,1,518
"KERALA","KOTTAYAM",96,0,35,225,173,4,533
"KERALA","KOZHIKODE",192,16,22,25,121,1,377
"KERALA","MALAPPURAM",462,34,246,20,264,3,1029
"KERALA","PALAKKAD",304,3,119,72,1798,3,2299
"KERALA","PATHANAMTHITTA",191,0,28,4,18,8,249
"KERALA","THIRUVANANTHAPURAM",657,0,828,119,68,9,1681
"KERALA","THRISSUR",172,0,267,97,381,5,922
"KERALA","WAYANAD",329,0,62,35,80,12,518
"MADHYA PRADESH","BALAGHAT",1357,11,422,269,4938,30,7027
"MADHYA PRADESH","BARWANI",2,0,0,0,1463,0,1465
"MADHYA PRADESH","BETUL",731,31,6,0,4470,4,5242
"MADHYA PRADESH","BHIND",37,0,0,0,0,7,44
"MADHYA PRADESH","BHOPAL",79,0,0,44,581,0,704
"MADHYA PRADESH","CHHATARPUR",181,0,0,21,2763,3,2968
"MADHYA PRADESH","CHHINDWARA",10,0,0,0,1146,0,1156
"MADHYA PRADESH","DAMOH",96,0,1,1,2156,0,2254
"MADHYA PRADESH","DATIA",7,0,0,0,0,0,7
"MADHYA PRADESH","DEWAS",55,0,2,54,552,2,665
"MADHYA PRADESH","DHAR",571,196,8,1,499,22,1297
"MADHYA PRADESH","GUNA",577,1,1,577,2670,4,3830
"MADHYA PRADESH","GWALIOR",357,0,0,57,62,0,476
"MADHYA PRADESH","HARDA",0,0,0,0,152,1,153
"MADHYA PRADESH","HOSHANGABAD",0,0,0,0,708,0,708
"MADHYA PRADESH","INDORE",54,0,0,1,384,0,439
"MADHYA PRADESH","JABALPUR",14,3,0,2,500,2,521
"MADHYA PRADESH","JHABUA",222,3,2,269,845,2,1343
"MADHYA PRADESH","KATNI",1369,0,0,3,1330,11,2713
"MADHYA PRADESH","KHANDWA",121,0,0,0,319,0,440
"MADHYA PRADESH","KHARGONE",12,0,0,0,1003,1,1016
"MADHYA PRADESH","MANDLA",20,0,0,0,105,0,125
"MADHYA PRADESH","MANDSAUR",2,0,0,0,76,0,78
"MADHYA PRADESH","MORENA",0,0,0,0,126,0,126
"MADHYA PRADESH","NARSINGHPUR",2,0,0,1,810,0,813
"MADHYA PRADESH","NEEMUCH",19,0,2,7,12,0,40
"MADHYA PRADESH","PANNA",2442,12,9,2,1181,0,3646
"MADHYA PRADESH","RAISEN",8,0,0,0,0,0,8
"MADHYA PRADESH","RAJGARH",237,1,0,170,698,4,1110
"MADHYA PRADESH","RATLAM",332,0,2,237,1821,0,2392
"MADHYA PRADESH","REWA",13,0,0,11,345,0,369
"MADHYA PRADESH","SAGAR",2,1,1,1,1690,1,1696
"MADHYA PRADESH","SATNA",56,0,0,0,147,1,204
"MADHYA PRADESH","SEHORE",42,0,9,10,331,0,392
"MADHYA PRADESH","SEONI",244,1,196,9,353,11,814
"MADHYA PRADESH","SHAHDOL",1051,3,0,5,1128,75,2262
"MADHYA PRADESH","SHAJAPUR",53,0,0,69,388,2,512
"MADHYA PRADESH","SHEOPUR",5,0,0,0,480,159,644
"MADHYA PRADESH","SHIVPURI",825,10,94,489,1722,11,3151
"MADHYA PRADESH","SIDHI",62,0,0,0,79,0,141
"MADHYA PRADESH","TIKAMGARH",57,0,1,887,673,4,1622
"MADHYA PRADESH","UJJAIN",8,0,0,2,307,1,318
"MADHYA PRADESH","UMARIA",9,0,0,1,268,0,278
"MADHYA PRADESH","VIDISHA",24,0,0,0,1490,1,1515
"MAHARASHTRA","AHMEDNAGAR",145,11,3,775,3309,1,4244
"MAHARASHTRA","AKOLA",10478,6,6,4,560,2179,13233
"MAHARASHTRA","AMRAVATI",3,0,0,0,411,0,414
"MAHARASHTRA","AURANGABAD",11,0,0,0,255,0,266
"MAHARASHTRA","BEED",66,0,0,643,425,0,1134
"MAHARASHTRA","BHANDARA",529,1,4,8,9,3,554
"MAHARASHTRA","BULDANA",0,0,0,0,1183,0,1183
"MAHARASHTRA","CHANDRAPUR",313,0,2,0,707,315,1337
"MAHARASHTRA","DHULE",53,0,0,5,592,266,916
"MAHARASHTRA","GADCHIROLI",1273,3,1,1368,2660,12,5317
"MAHARASHTRA","GONDIYA",654,4,3,6,9,0,676
"MAHARASHTRA","HINGOLI",31,0,0,0,0,0,31
"MAHARASHTRA","JALGAON",0,0,1,3,182,0,186
"MAHARASHTRA","JALNA",3,0,0,0,27,0,30
"MAHARASHTRA","KOLHAPUR",0,0,0,72,131,0,203
"MAHARASHTRA","LATUR",0,0,0,0,1190,0,1190
"MAHARASHTRA","NAGPUR",16,0,0,0,163,134,313
"MAHARASHTRA","NANDED",128,5,0,25,92,0,250
"MAHARASHTRA","NANDURBAR",0,0,1,214,717,646,1578
"MAHARASHTRA","NASHIK",7,1,1,52,4541,668,5270
"MAHARASHTRA","OSMANABAD",343,0,0,58,896,0,1297
"MAHARASHTRA","PARBHANI",18,2,0,2,0,0,22
"MAHARASHTRA","PUNE",139,21,15,4194,5527,13,9909
"MAHARASHTRA","RAIGHAR",209,2,0,0,70,0,281
"MAHARASHTRA","RATNAGIRI",103,2,1,94,1062,1,1263
"MAHARASHTRA","SANGLI",1778,6,0,1185,612,2,3583
"MAHARASHTRA","SATARA",128,41,3,7857,267,0,8296
"MAHARASHTRA","SINDHUDURGA",343,1,8,2,312,0,666
"MAHARASHTRA","SOLAPUR",2,0,0,44,1,0,47
"MAHARASHTRA","THANE",67,1,0,1,110,0,179
"MAHARASHTRA","WARDHA",41,3,23,0,2,249,318
"MAHARASHTRA","WASHIM",0,0,0,0,3421,0,3421
"MAHARASHTRA","YAVATMAL",12,0,0,0,82,0,94
"MANIPUR","BISHNUPUR",21,0,0,0,0,0,21
"MANIPUR","CHANDEL",22,0,0,0,0,0,22
"MANIPUR","CHURACHANDPUR",80,0,0,0,0,0,80
"MANIPUR","IMPHAL EAST",17,0,0,11,0,0,28
"MANIPUR","IMPHAL WEST",20,0,0,17,0,0,37
"MANIPUR","SENAPATI",26,0,0,0,0,0,26
"MANIPUR","TAMENGLONG",39,0,0,0,0,0,39
"MANIPUR","THOUBAL",23,0,0,0,0,0,23
"MANIPUR","UKHRUL",36,0,0,0,0,0,36
"MEGHALAYA","EAST GARO HILLS",184,0,0,9,1,0,194
"MEGHALAYA","EAST KHASI HILLS",22,0,0,65,4066,0,4153
"MEGHALAYA","JAINTIA HILLS",37,0,2,315,1097,0,1451
"MEGHALAYA","RI BHOI",0,2,2,52,4694,0,4750
"MEGHALAYA","SOUTH GARO HILLS",96,0,0,0,0,0,96
"MEGHALAYA","WEST GARO HILLS",249,0,1,234,6,0,490
"MEGHALAYA","WEST KHASI HILLS",22,0,0,654,604,0,1280
"MIZORAM","AIZAWL",0,0,0,0,1213,0,1213
"MIZORAM","CHAMPHAI",0,0,0,0,2667,0,2667
"MIZORAM","KOLASIB",0,0,0,0,431,0,431
"MIZORAM","LAWNGTLAI",0,0,0,0,955,0,955
"MIZORAM","LUNGLEI",0,0,0,0,681,0,681
"MIZORAM","MAMIT",0,0,0,0,285,2,287
"MIZORAM","SAIHA",0,0,0,0,419,0,419
"MIZORAM","SERCHHIP",0,0,0,0,1049,0,1049
"NAGALAND","DIMAPUR",0,0,0,435,568,0,1003
"NAGALAND","KOHIMA",0,5,2,1427,1351,9,2794
"NAGALAND","MOKOKCHUNG",0,0,0,373,808,0,1181
"NAGALAND","MON",0,0,0,513,542,0,1055
"NAGALAND","PHEK",0,0,0,2048,1638,0,3686
"NAGALAND","TUENSANG",1,0,1,2715,2873,0,5590
"NAGALAND","WOKHA",0,0,0,430,1121,0,1551
"NAGALAND","ZUNHEBOTO",0,0,0,1058,2028,0,3086
"ORISSA","ANGUL",323,0,102,58,108,4,595
"ORISSA","BALASORE",123,0,1,3,2,0,129
"ORISSA","BARGARH",667,0,1284,74,938,10,2973
"ORISSA","BHADRAK",122,0,0,60,50,0,232
"ORISSA","BOLANGIR",1732,2,151,3,195,2,2085
"ORISSA","BOUDH",153,0,60,2,109,2,326
"ORISSA","CUTTACK",222,2,2,63,179,0,468
"ORISSA","DEOGARH",196,0,53,26,28,3,306
"ORISSA","DHENKANAL",469,0,208,206,306,18,1207
"ORISSA","GAJAPATI",1003,4,158,42,94,12,1313
"ORISSA","GANJAM",3020,10,1273,61,201,21,4586
"ORISSA","JAGATSINGHPUR",5,0,0,2,0,0,7
"ORISSA","JAJAPUR",155,0,0,21,42,0,218
"ORISSA","JHARSUGUDA",374,0,98,40,21,2,535
"ORISSA","KALAHANDI",830,1,79,7,106,4,1027
"ORISSA","KANDHAMAL",584,0,1,5,5,5,600
"ORISSA","KENDRAPARA",0,0,0,5,2,0,7
"ORISSA","KEONJHAR",599,2,12,76,44,4,737
"ORISSA","KHURDA",423,0,35,2,96,10,566
"ORISSA","KORAPUT",1097,0,2,145,379,4,1627
"ORISSA","MALKANAGIRI",74,0,16,6,476,2,574
"ORISSA","MAYURBHANJA",657,1,35,142,104,15,954
"ORISSA","NAWARANGAPUR",139,0,9,0,37,0,185
"ORISSA","NAYAGARH",371,1,84,7,54,6,523
"ORISSA","NUAPADA",714,0,11,35,85,3,848
"ORISSA","PURI",30,0,4,563,148,0,745
"ORISSA","RAYAGADA",2191,2,209,276,706,27,3411
"ORISSA","SAMBALPUR",563,5,168,28,78,1,843
"ORISSA","SONEPUR",178,0,239,1,12,0,430
"ORISSA","SUNDARGARH",177,4,17,25,21,2,246
"PONDICHERRY","KARAIKAL",135,21,25,452,15227,931,16791
"PONDICHERRY","PONDICHERRY",19,5,1,1,2684,52,2762
"PONDICHERRY","YANAM",1,0,0,101,485,2,589
"PUNJAB","GURDASPUR",9,0,0,9,8,0,26
"PUNJAB","HOSHIARPUR",4,0,0,6,30,0,40
"PUNJAB","MOGA",0,0,0,0,20,0,20
"PUNJAB","PATIALA",0,0,0,5,29,0,34
"PUNJAB","ROPAR",496,0,0,7,1348,15,1866
"RAJASTHAN","AJMER",273,4,275,331,58,10,951
"RAJASTHAN","ALWAR",5,0,0,0,0,0,5
"RAJASTHAN","BANSWARA",99,1,7,26,10,0,143
"RAJASTHAN","BARAN",95,4,1,0,16,0,116
"RAJASTHAN","BHARATPUR",4,0,0,0,0,0,4
"RAJASTHAN","BHILWARA",333,0,101,48,6,3,491
"RAJASTHAN","BUNDI",84,0,0,0,0,0,84
"RAJASTHAN","CHITTORGARH",59,0,26,2,0,0,87
"RAJASTHAN","DAUSA",6,0,0,3,0,0,9
"RAJASTHAN","DHOLPUR",59,5,1,8,2,0,75
"RAJASTHAN","DUNGARPUR",35,0,1,3,1,0,40
"RAJASTHAN","JAIPUR",16,0,2,0,0,0,18
"RAJASTHAN","JAISALMER",0,0,0,0,1,0,1
"RAJASTHAN","JALORE",0,0,0,0,10,0,10
"RAJASTHAN","JHALAWAR",37,0,0,0,0,0,37
"RAJASTHAN","JHUNJHUNU",0,0,0,4,0,0,4
"RAJASTHAN","KAROLI",96,0,18,34,27,5,180
"RAJASTHAN","KOTA",31,0,0,0,1,0,32
"RAJASTHAN","NAGAUR",5,0,0,0,0,0,5
"RAJASTHAN","PALI",39,1,2,0,0,0,42
"RAJASTHAN","RAJSAMAND",54,0,14,6,1,0,75
"RAJASTHAN","SAWAI MADHOPUR",10,0,0,27,35,0,72
"RAJASTHAN","SIROHI",17,0,12,1,1,0,31
"RAJASTHAN","TONK",137,0,47,195,61,0,440
"RAJASTHAN","UDAIPUR",106,0,3,30,13,1,153
"SIKKIM","EAST",421,0,0,15,0,0,436
"SIKKIM","NORTH",83,0,0,0,0,0,83
"SIKKIM","SOUTH",116,0,1,158,0,2,277
"SIKKIM","WEST",212,0,0,67,0,1,280
"TAMIL NADU","COIMBATORE",7,0,0,13,308,0,328
"TAMIL NADU","CUDDALORE",36,0,0,0,872,0,908
"TAMIL NADU","DHARMAPURI",1086,0,268,104,1141,0,2599
"TAMIL NADU","DINDIGUL",722,1,265,336,2214,19,3557
"TAMIL NADU","ERODE",104,0,0,263,459,20,846
"TAMIL NADU","KANCHEEPURAM",1543,2,159,0,805,69,2578
"TAMIL NADU","KANYAKUMARI",2868,205,5,0,223,0,3301
"TAMIL NADU","KARUR",100,0,41,36,895,0,1072
"TAMIL NADU","MADURAI",243,13,17,118,2128,0,2519
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,1,0,1
"TAMIL NADU","NAMAKKAL",432,3,16,0,106,0,557
"TAMIL NADU","NILGIRIS",0,0,0,0,520,0,520
"TAMIL NADU","PERAMBALUR",572,4,36,5,521,1,1139
"TAMIL NADU","PUDUKKOTTAI",4636,96,141,17,11,2,4903
"TAMIL NADU","RAMANATHAPURAM",995,11,682,5,1,0,1694
"TAMIL NADU","SALEM",355,0,0,0,0,0,355
"TAMIL NADU","SIVAGANGA",2329,6,1916,19,15,0,4285
"TAMIL NADU","THANJAVUR",5,0,0,0,303,1,309
"TAMIL NADU","THENI",8,0,0,0,291,0,299
"TAMIL NADU","THIRUVALLUR",166,0,36,10,2004,6,2222
"TAMIL NADU","THIRUVARUR",4,0,0,0,15,0,19
"TAMIL NADU","TIRUCHIRAPPALLI",383,1,88,11,536,2,1021
"TAMIL NADU","TIRUNELVELI",1930,33,69,39,358,28,2457
"TAMIL NADU","TIRUVANNAMALAI",2953,4,8,8,160,0,3133
