-----
{
 "description": "The table refers to Block wise Construction of Shallow Tubewells over the years. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.1.csv", 
 "title": "Download CSV for Blockwise Construction of Shallow Tubewells over the years", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.1.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Upto 1993-94,During 1994-95,During 1995-96,During 1996-97,During 1997-98,During 1998-99,During 1999-00,During 2000-01,Total
BIHAR,JAMUI,JAMUI,790,149,88,178,20,30,17,43,1315
BIHAR,JAMUI,JHAJHA,79,50,37,20,17,10,6,2,221
BIHAR,JAMUI,KHAIRA,679,216,49,25,0,11,2,16,998
BIHAR,JAMUI,LAXMIPUR,0,0,0,2,25,0,0,0,27
BIHAR,JAMUI,SIKANDARA,250,26,74,56,112,7,0,0,525
BIHAR,JAMUI,SONO,143,15,16,17,11,5,5,6,218
BIHAR,JEHANABAD,ARWAL,602,164,91,53,42,16,11,7,986
BIHAR,JEHANABAD,GHOSHI,599,285,250,201,135,82,34,17,1603
BIHAR,JEHANABAD,HULASGANJ,380,201,158,132,81,72,25,16,1065
BIHAR,JEHANABAD,JEHANABAD,1192,278,229,93,51,188,83,1,2115
BIHAR,JEHANABAD,KAKO,1267,590,409,199,84,49,36,40,2674
BIHAR,JEHANABAD,KALER,79,321,81,72,40,29,3,0,625
BIHAR,JEHANABAD,KARPI,1224,392,381,240,171,64,34,6,2512
BIHAR,JEHANABAD,KURTHA,592,300,314,280,110,63,37,10,1706
BIHAR,JEHANABAD,MAKHDUMPUR,1149,426,332,214,122,83,54,41,2421
BIHAR,JEHANABAD,MODANGANJ,381,151,134,140,176,81,41,14,1118
BIHAR,JEHANABAD,RATNI,976,291,314,172,93,60,25,4,1935
BIHAR,JEHANABAD,VANSHI,963,47,23,2,2,1,4,0,1042
BIHAR,KAIMUR (BHABUA),BHABUA,1223,123,71,68,57,80,68,14,1704
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,151,16,40,38,18,8,9,10,290
BIHAR,KAIMUR (BHABUA),CHAINPUR,418,88,55,30,2,0,1,0,594
BIHAR,KAIMUR (BHABUA),CHAND,307,68,57,35,12,13,10,3,505
BIHAR,KAIMUR (BHABUA),DURGAWATI,587,113,105,114,184,101,109,204,1517
BIHAR,KAIMUR (BHABUA),KUDRA,1975,382,211,134,90,71,43,39,2945
BIHAR,KAIMUR (BHABUA),MOHANIA,1068,339,205,116,78,101,19,18,1944
BIHAR,KAIMUR (BHABUA),NUAON,1136,163,58,20,12,5,12,12,1418
BIHAR,KAIMUR (BHABUA),RAMGARH,1123,12,12,1,1,5,0,0,1154
BIHAR,KAIMUR (BHABUA),RAMPUR,458,38,28,38,14,9,12,2,599
BIHAR,KATIHAR,AMDABAD,199,56,129,158,192,185,104,49,1072
BIHAR,KATIHAR,AZAMNAGAR,1138,1225,981,692,637,441,257,131,5502
BIHAR,KATIHAR,BALRAMPUR,292,443,504,504,481,257,67,10,2558
BIHAR,KATIHAR,BARARI,469,610,523,468,313,378,212,4,2977
BIHAR,KATIHAR,BARSOI,810,411,452,591,357,323,225,155,3324
BIHAR,KATIHAR,DANDKHORA,160,161,213,236,187,196,92,19,1264
BIHAR,KATIHAR,FALKA,341,262,301,269,145,54,26,27,1425
BIHAR,KATIHAR,HASANGANJ,112,92,145,156,148,124,81,31,889
BIHAR,KATIHAR,KADWA,514,633,927,772,599,765,341,144,4695
BIHAR,KATIHAR,KATIHAR,20,111,138,137,174,137,100,48,865
BIHAR,KATIHAR,KORHA,398,357,473,539,435,356,165,80,2803
BIHAR,KATIHAR,KURSELA,27,66,61,118,93,101,46,2,514
BIHAR,KATIHAR,MANIHARI,815,319,184,129,101,113,19,15,1695
BIHAR,KATIHAR,MANSAHI,695,113,15,8,1,0,1,0,833
BIHAR,KATIHAR,PRANPUR,161,266,355,478,653,191,128,8,2240
BIHAR,KATIHAR,SAMELI,975,174,152,83,58,38,11,5,1496
BIHAR,KHAGARIA,ALAULI,1460,342,108,22,18,24,6,3,1983
BIHAR,KHAGARIA,BELDAUR,1164,362,250,213,136,47,23,5,2200
BIHAR,KHAGARIA,CHAUTHAM,745,302,133,133,105,254,30,0,1702
BIHAR,KHAGARIA,GOGRI,694,478,348,222,159,37,6,3,1947
BIHAR,KHAGARIA,KHAGARIA,880,458,481,345,310,138,78,3,2693
BIHAR,KHAGARIA,MANSI,272,129,137,88,35,27,6,6,700
BIHAR,KHAGARIA,PARBATTA,1382,607,418,240,97,71,39,2,2856
BIHAR,KISHANGANJ,BAHADURGANJ,37,57,130,199,373,437,219,100,1552
BIHAR,KISHANGANJ,DIGHAL BANK,329,379,267,183,93,65,61,77,1454
BIHAR,KISHANGANJ,KISHANGANJ,43,81,53,53,247,368,131,32,1008
BIHAR,KISHANGANJ,KOCHADHAMAN,438,296,324,457,476,330,216,181,2718
BIHAR,KISHANGANJ,POTHIA,213,236,166,179,157,141,88,136,1316
BIHAR,KISHANGANJ,TERHAGACHH,24,47,65,99,168,169,94,54,720
BIHAR,KISHANGANJ,THAKURGANJ,320,261,233,255,359,139,79,22,1668
BIHAR,LAKHISARAI,BARHIYA,417,91,96,81,87,55,22,31,880
BIHAR,LAKHISARAI,HALSI,632,304,227,145,94,83,54,45,1584
BIHAR,LAKHISARAI,LAKHISARAI,759,632,363,217,140,84,29,20,2244
BIHAR,LAKHISARAI,PIPARYA,380,19,22,12,15,2,0,0,450
BIHAR,LAKHISARAI,RAMGHAR CHOK,222,133,136,151,111,120,62,13,948
BIHAR,LAKHISARAI,SURYAGARAH,599,153,104,43,48,47,26,9,1029
BIHAR,MADHEPURA,ALAMNAGAR,539,198,264,133,91,58,18,4,1305
BIHAR,MADHEPURA,BIHARIGANJ,87,123,160,183,206,113,29,18,919
BIHAR,MADHEPURA,CHAUSA,375,527,530,215,76,53,58,4,1838
BIHAR,MADHEPURA,GAMHARIA,74,170,138,170,113,69,53,20,807
BIHAR,MADHEPURA,GAWALPARA,197,229,196,147,126,138,132,75,1240
BIHAR,MADHEPURA,GHAILARH,166,102,115,41,130,53,54,57,718
BIHAR,MADHEPURA,KUMAR KHAND,1051,257,522,354,212,226,224,50,2896
BIHAR,MADHEPURA,MADHEPURA,547,105,122,90,176,64,1,1,1106
BIHAR,MADHEPURA,MURLIGANJ,129,201,345,191,331,288,428,122,2035
BIHAR,MADHEPURA,PURAINI,56,26,70,273,184,119,38,51,817
BIHAR,MADHEPURA,SHANKARPUR,91,136,178,128,193,135,70,49,980
BIHAR,MADHEPURA,SINGHESHWAR,99,206,190,286,192,225,81,14,1293
BIHAR,MADHEPURA,UDAKISHUNGANJ,189,134,248,283,315,291,230,17,1707
BIHAR,MADHUBANI,ANDHARATHADHI,243,48,12,13,13,12,9,3,353
BIHAR,MADHUBANI,BABUBARHI,45,120,171,151,96,72,15,0,670
BIHAR,MADHUBANI,BASOPATTI,526,121,123,44,6,8,1,4,833
BIHAR,MADHUBANI,BENIPATTI,538,41,10,36,12,14,14,19,684
BIHAR,MADHUBANI,BISFI,636,103,111,85,60,37,29,5,1066
BIHAR,MADHUBANI,GHOGHARDIHA,387,243,306,187,41,14,11,15,1204
BIHAR,MADHUBANI,HARLAKHI,136,154,72,89,27,38,30,9,555
BIHAR,MADHUBANI,JAYNAGAR,373,29,41,21,15,8,7,10,504
BIHAR,MADHUBANI,JHANJHARPUR,577,21,15,11,1,0,0,1,626
BIHAR,MADHUBANI,KHAJAULI,648,545,264,84,26,37,1,3,1608
BIHAR,MADHUBANI,KHUTAUNA,197,42,45,59,40,45,11,3,442
BIHAR,MADHUBANI,LADANIA,484,159,198,111,98,71,50,20,1191
BIHAR,MADHUBANI,LAKHANAUR,347,29,6,1,14,3,2,0,402
BIHAR,MADHUBANI,LAUKHI,356,201,80,71,77,40,11,17,853
BIHAR,MADHUBANI,MADHEPUR,275,36,51,92,18,0,0,0,472
BIHAR,MADHUBANI,MADHWAPUR,265,65,19,10,5,0,0,1,365
BIHAR,MADHUBANI,PANDAUL,804,93,69,70,23,38,32,4,1133
BIHAR,MADHUBANI,PHULPRAS,517,224,132,51,15,13,5,21,978
BIHAR,MADHUBANI,RAJNAGAR,662,363,221,95,32,35,11,9,1428
BIHAR,MADHUBANI,ROHIKA,268,5,42,17,2,2,1,3,340
BIHAR,MUNGER,ASARGANJ,57,75,155,56,23,7,0,0,373
BIHAR,MUNGER,BARIYARPUR,36,29,21,14,15,12,9,2,138
BIHAR,MUNGER,DHARAHARA,118,14,3,4,1,0,1,0,141
BIHAR,MUNGER,HAWALI KHAGARHPUR,275,20,36,19,14,30,56,47,497
BIHAR,MUNGER,JAMALPUR,183,0,0,0,0,0,0,0,183
BIHAR,MUNGER,SADAR MUNGER,88,35,26,44,37,5,2,4,241
BIHAR,MUNGER,SANGRAMPUR,375,38,48,31,27,10,10,15,554
BIHAR,MUNGER,TARAPUR,394,91,118,90,54,13,1,4,765
BIHAR,MUNGER,TATIA BAMBAR,247,29,57,98,29,3,10,7,480
BIHAR,MUZAFFARPUR,AURAI,494,155,441,471,206,33,8,3,1811
BIHAR,MUZAFFARPUR,BANDRA,597,169,184,108,68,64,36,32,1258
BIHAR,MUZAFFARPUR,BOCHAHAN,954,482,452,150,100,35,15,14,2202
BIHAR,MUZAFFARPUR,GAIGHAT,961,355,254,215,169,136,154,68,2312
BIHAR,MUZAFFARPUR,KANTI,528,376,481,439,430,305,153,90,2802
BIHAR,MUZAFFARPUR,KATRA,935,294,207,78,46,27,15,17,1619
BIHAR,MUZAFFARPUR,KURHANI,1302,732,553,543,338,296,82,56,3902
BIHAR,MUZAFFARPUR,MINAPUR,1177,608,512,431,355,177,109,20,3389
BIHAR,MUZAFFARPUR,MORAUL,535,108,77,78,67,57,17,2,941
BIHAR,MUZAFFARPUR,MOTIPUR,1637,451,287,213,127,62,28,12,2817
BIHAR,MUZAFFARPUR,MUSHAHARI,1038,309,206,176,8,0,0,0,1737
BIHAR,MUZAFFARPUR,PAROO,1215,514,380,195,143,113,60,13,2633
BIHAR,MUZAFFARPUR,SAHEBGANJ,1041,664,314,152,71,51,18,16,2327
BIHAR,MUZAFFARPUR,SAKRA,1124,460,211,167,152,81,31,6,2232
BIHAR,MUZAFFARPUR,SARAIYA,1461,426,291,183,109,93,42,28,2633
BIHAR,NALANDA,ASTHAWAN,564,88,175,135,100,66,31,16,1175
BIHAR,NALANDA,BEN,109,100,85,55,83,22,13,28,495
BIHAR,NALANDA,BIHARSHARIF,380,111,84,93,64,66,39,21,858
BIHAR,NALANDA,BIND,190,68,58,53,231,129,51,28,808
BIHAR,NALANDA,CHANDI,330,183,136,110,163,42,18,15,997
BIHAR,NALANDA,EKANGARSARAI,1097,214,122,73,24,31,25,11,1597
BIHAR,NALANDA,GIRIYAK,637,158,248,73,31,37,61,29,1274
BIHAR,NALANDA,HARNAUT,642,230,201,151,151,102,43,66,1586
BIHAR,NALANDA,HILSA,544,236,171,227,176,226,146,105,1831
BIHAR,NALANDA,ISLAMPUR,1687,137,160,134,92,33,23,32,2298
BIHAR,NALANDA,KARAIPARSURAI,243,132,130,98,99,59,28,12,801
BIHAR,NALANDA,KATRISARAI,227,32,23,20,10,22,21,10,365
BIHAR,NALANDA,NAGARNAUSA,980,116,153,121,148,154,43,38,1753
BIHAR,NALANDA,NOORSARAI,118,31,52,42,33,49,37,54,416
BIHAR,NALANDA,PARWALPUR,54,125,101,95,76,53,7,4,515
BIHAR,NALANDA,RAHUI,369,64,49,46,46,26,18,17,635
BIHAR,NALANDA,RAJGIR,509,120,167,210,95,79,47,47,1274
BIHAR,NALANDA,SARMERA,396,238,135,111,50,15,6,4,955
BIHAR,NALANDA,SILAO,538,185,45,52,21,28,10,10,889
BIHAR,NALANDA,THARTHARI,144,103,97,64,43,26,24,15,516
BIHAR,NAWADA,AKBARPUR,1082,933,358,79,61,113,30,56,2712
BIHAR,NAWADA,GOVINDPUR,379,35,38,45,12,12,9,2,532
BIHAR,NAWADA,HASUA,1320,154,125,55,31,18,8,5,1716
BIHAR,NAWADA,KASHICHAK,155,52,74,65,17,17,7,0,387
BIHAR,NAWADA,KAWAKOLE,249,407,159,39,3,2,1,4,864
BIHAR,NAWADA,MESKAUR,272,59,22,15,17,16,10,3,414
BIHAR,NAWADA,NARDIGUNJ,691,527,182,23,17,2,1,2,1445
BIHAR,NAWADA,NARHAT,107,180,588,161,12,3,0,0,1051
BIHAR,NAWADA,NAWADA,1025,378,398,33,17,1,52,38,1942
BIHAR,NAWADA,PAKRIBRAWAN,111,278,396,165,89,51,0,0,1090
BIHAR,NAWADA,RAJAULI,977,514,94,34,12,17,20,17,1685
BIHAR,NAWADA,ROH,130,580,495,108,15,8,1,0,1337
BIHAR,NAWADA,SIRDALA,278,127,370,29,19,9,0,4,836
BIHAR,NAWADA,WARISALIGUNJ,366,196,749,91,35,11,11,8,1467
BIHAR,PATNA,ATHAMALGOLA,260,55,108,30,48,32,28,12,573
BIHAR,PATNA,BAKHTIARPUR,344,142,76,130,174,103,27,5,1001
BIHAR,PATNA,BARH,430,69,70,69,55,53,42,13,801
BIHAR,PATNA,BELCHCHI,191,43,47,33,13,11,6,1,345
BIHAR,PATNA,BIHTA,907,126,615,142,95,115,44,11,2055
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,496,146,77,39,6,1,0,0,765
BIHAR,PATNA,DANIYAWAN,310,85,75,56,44,12,7,4,593
BIHAR,PATNA,DHANARUA,1299,396,388,340,268,114,47,33,2885
BIHAR,PATNA,DULHIN BAZAR,638,128,39,19,25,23,8,4,884
BIHAR,PATNA,FATUHA,413,232,165,385,175,64,25,12,1471
BIHAR,PATNA,GHOSWARI,276,132,116,84,52,19,14,4,697
BIHAR,PATNA,KHUSRUPUR,11,0,147,24,0,0,0,0,182
BIHAR,PATNA,MANER,264,258,192,122,85,48,21,13,1003
BIHAR,PATNA,MASAURHI,682,570,607,468,570,316,88,26,3327
BIHAR,PATNA,MOKAMA,195,75,100,143,48,30,3,10,604
BIHAR,PATNA,NAUBATPUR,1005,401,308,186,127,50,21,19,2117
BIHAR,PATNA,PALIGANJ,318,211,147,17,13,17,4,3,730
BIHAR,PATNA,PANDARAK,866,140,135,92,58,21,13,17,1342
BIHAR,PATNA,PATNA SADAR,245,165,62,50,12,4,4,0,542
BIHAR,PATNA,PHULWARI,1181,123,177,43,18,25,21,28,1616
BIHAR,PATNA,PUNPUN,1126,381,185,106,27,14,3,13,1855
BIHAR,PATNA,SAMPATCHAK,606,262,110,31,19,30,11,1,1070
BIHAR,PATNA,VIKRAM,737,225,153,103,75,74,58,47,1472
BIHAR,PURNIA,AMOUR,21,101,156,257,323,372,280,78,1588
BIHAR,PURNIA,BAISA,206,165,143,323,531,178,5,6,1557
BIHAR,PURNIA,BAISI,454,323,321,274,184,117,50,7,1730
BIHAR,PURNIA,BANMANKHI,874,215,176,185,230,152,108,36,1976
BIHAR,PURNIA,BARHARA KOTHI,265,208,373,261,184,134,51,57,1533
BIHAR,PURNIA,BHAWANIPUR,758,101,101,112,86,58,26,19,1261
BIHAR,PURNIA,DAGARUA,260,379,284,471,316,362,267,39,2378
BIHAR,PURNIA,DHAMDAHA,292,353,383,328,290,274,128,83,2131
BIHAR,PURNIA,JALALGARH,95,56,133,224,155,90,20,7,780
BIHAR,PURNIA,KASBA,98,141,217,260,173,80,113,55,1137
BIHAR,PURNIA,KRITYANAND NAGAR,1075,202,219,72,83,70,44,38,1803
BIHAR,PURNIA,PURNEA EAST,279,151,186,310,322,283,186,84,1801
BIHAR,PURNIA,RUPOULI,1056,257,139,95,182,48,2,0,1779
BIHAR,PURNIA,SRINAGAR,330,399,193,46,14,4,0,0,986
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,216,205,85,44,29,4,1,0,584
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,244,65,67,96,109,115,169,106,971
BIHAR,ROHTAS(SASARAM),CHENARI,73,15,38,22,53,30,86,6,323
BIHAR,ROHTAS(SASARAM),DAWATH,79,11,74,127,197,26,60,23,597
BIHAR,ROHTAS(SASARAM),DEHRI,1382,223,61,79,101,65,49,14,1974
BIHAR,ROHTAS(SASARAM),DINARA,486,265,350,165,117,93,103,83,1662
BIHAR,ROHTAS(SASARAM),KARAKAT,574,71,113,91,61,37,25,13,985
BIHAR,ROHTAS(SASARAM),KARGAHAR,1666,390,416,248,225,172,90,68,3275
BIHAR,ROHTAS(SASARAM),KOCHAS,1697,308,231,225,159,81,69,47,2817
BIHAR,ROHTAS(SASARAM),NASRIGANJ,196,56,77,71,30,20,9,9,468
BIHAR,ROHTAS(SASARAM),NAUHATTA,78,6,7,10,9,1,4,8,123
BIHAR,ROHTAS(SASARAM),NOKHA,100,21,107,72,56,48,68,98,570
BIHAR,ROHTAS(SASARAM),RAJPUR,31,43,76,89,67,19,72,20,417
BIHAR,ROHTAS(SASARAM),ROHTAS,538,64,40,25,33,40,24,18,782
BIHAR,ROHTAS(SASARAM),SANJHAULI,96,8,43,29,64,51,72,7,370
BIHAR,ROHTAS(SASARAM),SASARAM,400,109,128,89,115,53,109,54,1057
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,346,69,71,77,129,108,106,36,942
BIHAR,ROHTAS(SASARAM),SURAJPURA,404,16,49,9,3,15,5,3,504
BIHAR,ROHTAS(SASARAM),TILOUTTHU,2189,82,63,34,50,18,18,10,2464
BIHAR,SAHARSA,BANMA ITAHARI,103,124,127,93,45,39,15,14,560
BIHAR,SAHARSA,KAHARA,585,119,57,30,10,33,10,18,862
BIHAR,SAHARSA,MAHISHI,210,148,142,203,84,76,28,1,892
BIHAR,SAHARSA,NAUHATTA,264,148,396,294,158,164,49,3,1476
BIHAR,SAHARSA,PATARGHAT,188,61,185,240,286,170,165,79,1374
BIHAR,SAHARSA,SALKHUA,47,43,97,211,333,246,125,10,1112
BIHAR,SAHARSA,SATTAR KATTAIYA,123,64,66,149,318,264,51,27,1062
BIHAR,SAHARSA,SAUR BAZAR,267,319,367,417,384,273,169,62,2258
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,65,120,156,146,148,101,51,18,805
BIHAR,SAHARSA,SONBARSA,61,95,60,203,408,430,103,23,1383
BIHAR,SAMASTIPUR,BIBHUTIPUR,1010,515,576,444,265,190,65,55,3120
BIHAR,SAMASTIPUR,BITHAN,61,186,168,175,127,92,255,50,1114
BIHAR,SAMASTIPUR,DALSINGHSARAI,828,193,266,120,67,65,29,44,1612
BIHAR,SAMASTIPUR,HASANPUR,309,403,440,196,113,49,32,3,1545
BIHAR,SAMASTIPUR,KALYANPUR,1297,634,381,388,262,313,99,33,3407
BIHAR,SAMASTIPUR,KHANPUR,856,286,84,47,29,15,12,34,1363
BIHAR,SAMASTIPUR,MOHANPUR,179,58,55,30,30,22,15,28,417
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,353,289,246,196,110,71,50,20,1335
BIHAR,SAMASTIPUR,MORWA,272,170,282,323,223,91,50,9,1420
BIHAR,SAMASTIPUR,PATORI,115,145,162,114,92,60,35,11,734
BIHAR,SAMASTIPUR,PUSA,537,148,76,31,22,22,9,13,858
BIHAR,SAMASTIPUR,ROSERA,474,149,136,156,105,68,44,25,1157
BIHAR,SAMASTIPUR,SAMASTIPUR,1055,114,141,109,64,24,17,26,1550
BIHAR,SAMASTIPUR,SARAIRANJAN,1117,568,393,133,100,47,0,8,2366
BIHAR,SAMASTIPUR,SHIVAJINAGAR,860,168,208,148,56,59,32,30,1561
BIHAR,SAMASTIPUR,SINGHIA,466,226,131,211,137,145,14,6,1336
BIHAR,SAMASTIPUR,TAJPUR,637,363,246,106,130,31,38,20,1571
BIHAR,SAMASTIPUR,UJIYARPUR,1700,302,168,92,27,15,10,23,2337
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,421,146,231,237,159,98,48,6,1346
BIHAR,SAMASTIPUR,WARISHNAGAR,544,146,116,156,136,95,45,43,1281
BIHAR,SARAN,AMNAUR,56,0,0,0,0,0,0,0,56
BIHAR,SARAN,BANIYAPUR,1197,297,134,68,56,50,1,2,1805
BIHAR,SARAN,DARIYAPUR,1038,914,266,122,84,40,22,21,2507
BIHAR,SARAN,DIGHWARA,766,19,28,38,15,6,14,6,892
BIHAR,SARAN,EKMA,1219,248,339,223,68,31,9,24,2161
BIHAR,SARAN,GARKHA,452,246,195,181,119,216,256,4,1669
BIHAR,SARAN,ISHUAPUR,1275,69,16,5,1,2,2,0,1370
BIHAR,SARAN,JALAPUR,842,125,51,46,84,21,26,3,1198
BIHAR,SARAN,LAHLADPUR,325,80,62,40,18,8,7,5,545
BIHAR,SARAN,MAKER,128,49,38,24,8,6,1,1,255
BIHAR,SARAN,MANJHI,15,9,7,3,7,5,7,3,56
BIHAR,SARAN,MARAURAH,1499,144,154,74,92,80,23,11,2077
BIHAR,SARAN,MASHRAKH,1087,98,50,23,0,1,0,0,1259
BIHAR,SARAN,NAGRA,449,114,100,65,32,19,5,6,790
BIHAR,SARAN,PANAPUR,147,107,107,168,191,156,84,21,981
BIHAR,SARAN,PARSA,760,279,274,224,108,39,19,6,1709
BIHAR,SARAN,REVILGANJ,554,127,60,9,18,1,3,2,774
BIHAR,SARAN,SADAR,898,36,23,60,36,35,20,3,1111
BIHAR,SARAN,SONPUR,0,0,0,161,253,95,0,0,509
BIHAR,SARAN,TRAIYA,724,337,96,54,31,22,15,9,1288
BIHAR,SHEKHPURA,ARIYARI,546,302,235,189,88,59,19,54,1492
BIHAR,SHEKHPURA,BARBIGHA,194,227,242,191,182,141,65,12,1254
BIHAR,SHEKHPURA,CHEWARA,291,144,38,35,10,4,1,6,529
BIHAR,SHEKHPURA,GHAT KUSUMBHA,153,30,28,16,12,11,6,1,257
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,232,110,136,94,42,10,3,8,635
BIHAR,SHEKHPURA,SHEKHPURA,321,73,59,26,40,30,13,10,572
BIHAR,SHEOHAR,DUMRI KATSARI,665,137,72,87,94,62,41,11,1169
BIHAR,SHEOHAR,PIPRAHARI,709,157,53,44,6,4,0,2,975
BIHAR,SHEOHAR,PURNHIYA,129,79,63,62,90,61,30,7,521
BIHAR,SHEOHAR,SHEOHAR,854,170,170,48,19,17,8,10,1296
BIHAR,SHEOHAR,TRIYANI,1159,286,303,180,117,118,84,25,2272
BIHAR,SITAMARHI,BAIRGANIA,710,128,63,25,6,1,2,1,936
BIHAR,SITAMARHI,BAJPATTI,903,124,78,45,11,5,9,7,1182
BIHAR,SITAMARHI,BATHNAHA,1565,356,220,124,100,81,37,25,2508
BIHAR,SITAMARHI,BELSAND,789,165,52,27,19,15,5,8,1080
BIHAR,SITAMARHI,BOKHRA,525,24,4,0,2,0,1,0,556
BIHAR,SITAMARHI,CHORAUT,12,0,0,0,0,0,0,0,12
BIHAR,SITAMARHI,DUMRA,1162,212,64,42,31,5,3,4,1523
BIHAR,SITAMARHI,MEJARGANJ,462,174,119,76,59,24,32,6,952
BIHAR,SITAMARHI,NANPUR,542,94,26,15,5,0,3,11,696
BIHAR,SITAMARHI,PARIHAR,909,45,27,7,2,13,6,3,1012
BIHAR,SITAMARHI,PARSAUNI,553,168,55,19,13,13,3,4,828
BIHAR,SITAMARHI,PUPARI,478,37,8,8,0,4,5,2,542
BIHAR,SITAMARHI,RIGA,679,258,161,87,96,60,50,4,1395
BIHAR,SITAMARHI,RUNNISAIDPUR,1863,323,141,80,63,32,32,13,2547
BIHAR,SITAMARHI,SONWARSA,854,103,81,74,22,10,6,6,1156
BIHAR,SITAMARHI,SUPPI,726,191,129,62,18,9,26,3,1164
BIHAR,SITAMARHI,SURSAND,198,10,4,2,0,0,0,0,214
BIHAR,SIWAN,ANDER,868,81,102,72,47,18,8,3,1199
BIHAR,SIWAN,BARHARIA,1569,445,235,74,37,6,2,7,2375
BIHAR,SIWAN,BASANTPUR,340,294,71,0,0,0,0,0,705
BIHAR,SIWAN,BHAGWANPUR-HAT,1333,161,75,66,66,81,3,3,1788
BIHAR,SIWAN,DARAULI,1224,270,176,151,121,35,2,0,1979
BIHAR,SIWAN,DARAUNDHA,1268,220,116,27,6,7,1,6,1651
BIHAR,SIWAN,GOREAKOTHI,1646,280,239,67,48,10,6,4,2300
BIHAR,SIWAN,GUTHANI,482,181,137,110,84,113,68,44,1219
BIHAR,SIWAN,HASANPURA,881,143,113,51,20,35,22,7,1272
BIHAR,SIWAN,HUSSAINGANJ,1186,31,43,49,0,0,3,0,1312
BIHAR,SIWAN,JIRADEI,894,231,177,10,10,11,4,1,1338
BIHAR,SIWAN,LAKRI NABIGANJ,584,171,104,76,42,27,13,31,1048
BIHAR,SIWAN,MAHARAJGANJ,1221,148,72,129,141,23,14,27,1775
BIHAR,SIWAN,MAIRWA,738,104,47,30,28,16,17,15,995
BIHAR,SIWAN,NAUTAN,597,102,55,69,30,12,17,2,884
BIHAR,SIWAN,PACHRUKHI,1179,64,78,127,72,92,65,56,1733
BIHAR,SIWAN,RAGHUNATHPUR,819,375,119,105,18,107,11,5,1559
BIHAR,SIWAN,SISWAN,1246,281,67,9,4,0,0,0,1607
BIHAR,SIWAN,SIWAN,1633,171,83,14,3,2,5,2,1913
BIHAR,SUPAUL,BASANTPUR,220,207,339,260,215,303,184,125,1853
BIHAR,SUPAUL,CHHATAPUR,546,510,480,365,226,103,12,1,2243
BIHAR,SUPAUL,KISHANPUR,105,149,173,179,103,169,89,91,1058
BIHAR,SUPAUL,MARAUNA,157,113,70,53,94,67,41,1,596
BIHAR,SUPAUL,NIRMALI,25,73,86,202,87,19,7,1,500
BIHAR,SUPAUL,PIPRA,719,155,160,222,260,281,225,46,2068
BIHAR,SUPAUL,PRATAPGANJ,122,106,119,80,68,0,0,0,495
BIHAR,SUPAUL,RAGHOPUR,503,203,187,120,86,15,1,0,1115
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,20,41,58,239,156,144,26,13,697
BIHAR,SUPAUL,SUPAUL,744,2,0,16,27,181,334,90,1394
BIHAR,SUPAUL,TRIVENIGANJ,497,119,102,124,312,731,308,29,2222
BIHAR,VAISHALI,BHAGWANPUR,546,428,217,146,48,33,20,4,1442
BIHAR,VAISHALI,BIDUPUR,611,282,171,104,51,41,32,34,1326
BIHAR,VAISHALI,CHEHRAKALA,304,226,199,123,103,42,26,3,1026
BIHAR,VAISHALI,DESARI,217,173,78,62,47,40,9,16,642
BIHAR,VAISHALI,GORAUL,624,280,195,206,124,117,51,35,1632
BIHAR,VAISHALI,HAJIPUR,554,216,183,165,172,468,331,130,2219
BIHAR,VAISHALI,JANDAHA,1156,412,312,214,83,61,37,29,2304
BIHAR,VAISHALI,LALGANJ,918,245,209,101,124,34,13,21,1665
BIHAR,VAISHALI,MAHNAR,654,120,83,29,21,7,15,10,939
BIHAR,VAISHALI,MAHUA,877,318,276,213,132,92,52,33,1993
BIHAR,VAISHALI,PATEDHI BELSAR,7,144,187,141,99,34,12,1,625
BIHAR,VAISHALI,PATEPUR,1154,822,698,619,317,174,90,53,3927
BIHAR,VAISHALI,RAGHOPUR,423,437,282,183,132,101,77,47,1682
BIHAR,VAISHALI,RAJAPAKAR,766,226,72,99,62,46,19,11,1301
BIHAR,VAISHALI,SAHDEI BUZURG,521,176,91,52,48,42,41,34,1005
BIHAR,VAISHALI,VAISHALI,896,153,133,110,82,49,65,51,1539
BIHAR,WEST CHAMPARAN,BAGAHA,327,237,170,91,95,47,30,7,1004
BIHAR,WEST CHAMPARAN,BAIRIA,259,185,144,152,71,76,25,4,916
BIHAR,WEST CHAMPARAN,BETTIAH,43,48,32,28,20,11,1,0,183
BIHAR,WEST CHAMPARAN,BHITAHA,198,212,160,89,32,12,9,4,716
