-----
{
 "description": "The table refers to district wise construction of shallow tubewells over the years . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Districtshtbwl2.1.csv", 
 "title": "Download CSV for District wise Construction of Shallow Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Districtshtbwl2.1.csv"
}
-----
State,District,Upto 1986-87,During 1987-88,During 1988-89,During 1989-90,During 1990-91,During 1991-92,During 1992-93,During 1993-94,Total
KARNATAKA,BANGALORE URBAN,684,113,155,216,301,225,93,551,2338
KARNATAKA,BELGAUM,967,363,449,470,663,721,593,864,5090
KARNATAKA,BELLARY,379,163,104,182,155,223,109,190,1505
KARNATAKA,BIDAR,30,8,9,16,10,40,59,132,304
KARNATAKA,BIJAPUR,831,83,74,118,321,265,161,401,2254
KARNATAKA,CHIKKAMAGALORE,354,329,234,425,554,537,246,262,2941
KARNATAKA,CHITRADURGA,2574,630,1044,1131,1367,995,1023,846,9610
KARNATAKA,DAKSHINA KANNADA,134,45,33,38,74,58,49,99,530
KARNATAKA,DHARWAR,1288,568,1000,1010,1194,1056,659,858,7633
KARNATAKA,GULBARGA,194,72,48,51,65,61,55,161,707
KARNATAKA,HASSAN,1416,475,638,921,1546,1578,2754,1295,10623
KARNATAKA,KODAGU,4,0,1,2,0,1,1,2,11
KARNATAKA,KOLAR,1506,749,813,1049,898,714,535,638,6902
KARNATAKA,MANDYA,158,63,81,119,111,152,130,297,1111
KARNATAKA,MYSORE,696,240,277,302,368,325,194,303,2705
KARNATAKA,RAICHUR,919,166,277,329,461,482,472,610,3716
KARNATAKA,SHIMOGA,695,294,410,443,508,420,397,618,3785
KARNATAKA,TUMKUR,1416,530,640,748,1354,1536,1268,2621,10113
KARNATAKA,UTTARA KANNADA,30,8,22,18,37,16,5,3,139
KERALA,ALAPUZHA,22,22,40,20,43,88,102,144,481
KERALA,ERANAKULAM,7,6,12,20,15,16,21,31,128
KERALA,IDUKKI,1,0,0,0,1,0,0,0,2
KERALA,KANNUR,1,2,0,0,0,0,0,0,3
KERALA,KASARAGODE,4,2,10,4,10,11,4,5,50
KERALA,KOLLAM,0,4,3,6,14,12,18,10,67
KERALA,KOTTAYAM,1,0,1,0,4,2,3,3,14
KERALA,KOZHIKODE,0,0,0,0,1,0,0,0,1
KERALA,MALAPPURAM,30,8,9,28,30,36,19,24,184
KERALA,PALAKKAD,35,14,19,31,27,31,14,18,189
KERALA,PATHANAMTHITTA,1,4,6,8,8,9,2,6,44
KERALA,THIRUVANANTHAPURAM,2,30,21,25,19,46,10,40,193
KERALA,THRISSUR,113,97,107,105,174,260,74,78,1008
MADHYA PRADESH,BALAGHAT,56,2,2,0,15,0,0,2,77
MADHYA PRADESH,BASTAR,19,1,1,2,4,0,1,5,33
MADHYA PRADESH,BETUL,158,5,22,121,79,62,79,46,572
MADHYA PRADESH,BHIND,222,16,33,28,27,19,76,44,465
MADHYA PRADESH,BHOPAL,536,113,194,357,475,532,379,366,2952
MADHYA PRADESH,BILASPUR,582,112,143,146,270,168,230,189,1840
MADHYA PRADESH,CHHATARPUR,199,6,13,21,15,10,12,6,282
MADHYA PRADESH,CHHINDWARA,257,72,36,25,75,40,54,27,586
MADHYA PRADESH,DAMOH,205,128,183,204,522,520,582,366,2710
MADHYA PRADESH,DEWAS,1784,477,648,826,1115,798,509,405,6562
MADHYA PRADESH,DHAR,2972,1410,1033,2433,2576,1446,1474,1452,14796
MADHYA PRADESH,DURG,1580,441,561,616,835,658,540,298,5529
MADHYA PRADESH,GUNA,62,38,41,124,383,326,534,432,1940
MADHYA PRADESH,GWALIOR,242,20,31,61,74,68,44,122,662
MADHYA PRADESH,HOSHANGABAD,836,171,233,222,279,293,305,190,2529
MADHYA PRADESH,INDORE,3134,1062,1398,2263,3563,2658,1621,1867,17566
MADHYA PRADESH,JABALPUR,102,30,62,85,262,264,206,250,1261
MADHYA PRADESH,JHABUA,14,6,7,5,9,5,7,25,78
MADHYA PRADESH,KHANDWA,20,3,1,2,11,6,5,14,62
MADHYA PRADESH,KHARGONE,56,46,62,100,184,194,137,50,829
MADHYA PRADESH,MANDLA,3,0,0,0,21,14,10,3,51
MADHYA PRADESH,MANDSAUR,43,14,19,43,63,73,56,91,402
MADHYA PRADESH,MORENA,170,50,192,360,340,237,317,247,1913
MADHYA PRADESH,NARSIMHAPUR,737,348,542,671,2603,777,0,0,5678
MADHYA PRADESH,PANNA,19,1,3,11,17,13,54,28,146
MADHYA PRADESH,RAIGARH,217,107,222,261,517,157,177,69,1727
MADHYA PRADESH,RAIPUR,1236,145,301,463,566,488,427,294,3920
MADHYA PRADESH,RAISEN,333,82,219,353,984,1178,1431,985,5565
MADHYA PRADESH,RAJGARH,194,64,76,103,198,192,159,159,1145
MADHYA PRADESH,RAJNANDGAON,90,16,25,27,18,30,18,6,230
MADHYA PRADESH,RATLAM,805,153,220,387,590,720,589,603,4067
MADHYA PRADESH,REWA,104,33,51,128,242,256,200,156,1170
MADHYA PRADESH,SAGAR,175,39,93,93,201,280,327,346,1554
MADHYA PRADESH,SATNA,159,43,127,185,420,476,719,468,2597
MADHYA PRADESH,SEHORE,718,419,384,910,1584,844,520,265,5644
MADHYA PRADESH,SEONI,12,11,2,1,1,1,6,6,40
MADHYA PRADESH,SHAHDOL,9,0,17,6,3,3,21,6,65
MADHYA PRADESH,SHAJAPUR,390,87,186,333,657,540,594,320,3107
MADHYA PRADESH,SHIVPURI,44,4,25,14,33,24,48,45,237
MADHYA PRADESH,SIDHI,63,24,33,33,36,50,54,41,334
MADHYA PRADESH,SURGUJA,16,0,0,0,2,0,0,0,18
MADHYA PRADESH,TIKAMGARH,529,32,77,53,113,31,9,53,897
MADHYA PRADESH,UJJAIN,2490,608,1138,1764,2771,3344,2596,2381,17092
MADHYA PRADESH,VIDISHA,83,15,56,78,473,456,767,646,2574
MANIPUR,BISHNUPUR,0,0,2,0,0,1,0,0,3
MANIPUR,CHURACHANDPUR,0,0,0,0,0,2,0,0,2
MANIPUR,IMPHAL,0,0,0,1,0,1,4,3,9
MANIPUR,SENAPATI,0,0,0,0,2,1,0,0,3
MANIPUR,THOUBAL,0,0,5,4,1,2,5,2,19
MEGHALAYA,WEST GARO HILLS,107,0,0,0,0,0,0,2,109
MEGHALAYA,WEST KHASI HILLS,0,0,0,0,0,0,0,1,1
NAGALAND,KOHIMA,2,0,0,0,0,0,0,4,6
ORISSA,ANGUL,1,0,0,0,0,0,1,0,2
ORISSA,BALASORE,1702,478,468,888,1241,785,690,637,6889
ORISSA,BARAGARH,15,6,6,19,40,36,40,28,190
ORISSA,BHADRAK,243,64,188,138,189,153,131,150,1256
ORISSA,BOLANGIR,1,0,0,0,0,8,7,1,17
ORISSA,CUTTACK,688,51,74,138,187,163,187,225,1713
ORISSA,GAJAPATI,10,30,35,3,0,7,1,1,87
ORISSA,GANJAM,677,34,46,39,30,51,13,9,899
ORISSA,JAGATSINGHPUR,953,18,31,57,111,110,116,180,1576
ORISSA,JAJPUR,497,62,56,125,241,140,135,69,1325
ORISSA,JHARSUGUDA,8,0,0,1,0,0,0,0,9
ORISSA,KALAHANDI,1,0,0,0,1,2,4,2,10
ORISSA,KENDRAPARA,299,12,12,20,42,44,71,85,585
ORISSA,KEONJHAR,50,7,4,8,14,11,10,18,122
ORISSA,KHURDA,192,12,16,16,23,22,37,37,355
ORISSA,KORAPUT,0,0,1,0,0,0,1,0,2
ORISSA,MAYURBHANJ,128,9,7,9,26,15,34,29,257
ORISSA,NAYAGARH,120,31,36,16,20,3,5,16,247
ORISSA,NUAPADA,1,0,0,1,1,0,0,1,4
ORISSA,PURI,508,129,159,204,282,294,299,349,2224
ORISSA,RAYAGADA,265,18,15,6,9,2,1,3,319
ORISSA,SAMBALPUR,0,0,0,0,0,0,0,2,2
ORISSA,SONEPUR,1,0,0,0,0,0,1,0,2
ORISSA,SUNDARGARH,2,0,0,0,0,0,1,0,3
PUNJAB,AMRITSAR,72891,6815,5551,3878,2194,2039,1318,943,95629
PUNJAB,BATHINDA,16739,3869,2919,3282,2145,1489,1096,673,32212
PUNJAB,FARIDKOT,50397,12491,10319,9616,7739,5704,3801,3251,103318
PUNJAB,FATEHGARH SAHIB,21554,1279,478,546,316,232,162,181,24748
PUNJAB,FEROZEPUR,39503,15902,13087,11525,7359,4968,2991,2470,97805
PUNJAB,GURDASPUR,42523,6788,3973,2505,1566,1081,694,924,60054
PUNJAB,HOSHIARPUR,37532,4809,3171,1584,1457,1082,905,770,51310
PUNJAB,JALANDHAR,70857,7307,4165,2751,1614,1083,722,522,89021
PUNJAB,KAPURTHALA,27317,4688,2558,2315,1262,969,595,366,40070
PUNJAB,LUDHIANA,84538,6817,4362,3038,2406,1592,1263,962,104978
PUNJAB,MANSA,9894,6654,4609,4764,3742,2530,833,385,33411
PUNJAB,PATIALA,45908,8754,5686,5998,4142,2374,2154,1232,76248
PUNJAB,ROPAR,16477,1950,1107,1065,1030,702,821,742,23894
PUNJAB,SANGRUR,54564,16646,13049,10184,7736,4899,2790,1643,111511
RAJASTHAN,AJMER,0,0,0,0,0,0,1,0,1
RAJASTHAN,ALWAR,7444,2016,2156,1564,1547,1429,889,764,17809
RAJASTHAN,BANSWARA,7,0,0,0,1,4,1,0,13
RAJASTHAN,BARAN,644,55,84,109,115,260,239,563,2069
RAJASTHAN,BHARATPUR,13922,2600,2906,2856,2430,2147,1529,1199,29589
RAJASTHAN,BHILWARA,5,1,0,5,1,0,2,1,15
RAJASTHAN,BIKANER,0,0,0,0,1,6,5,8,20
RAJASTHAN,BUNDI,35,5,9,12,5,7,9,10,92
RAJASTHAN,CHITTORGARH,96,15,26,43,56,52,71,64,423
RAJASTHAN,CHURU,22,4,6,2,12,5,23,16,90
RAJASTHAN,DAUSA,1026,515,450,368,293,265,182,291,3390
RAJASTHAN,DHOLPUR,1490,560,571,541,320,298,208,114,4102
RAJASTHAN,DUNGARPUR,12,3,2,1,0,1,1,1,21
RAJASTHAN,JAIPUR,0,1,0,0,8,7,2,5,23
RAJASTHAN,JAISALMER,9,1,0,0,1,0,7,0,18
RAJASTHAN,JALORE,28,12,5,5,7,10,5,2,74
RAJASTHAN,JHALAWAR,10,0,0,1,10,20,12,16,69
RAJASTHAN,JODHPUR,130,5,16,20,22,16,27,32,268
RAJASTHAN,KOTA,174,50,70,88,217,432,459,426,1916
RAJASTHAN,NAGAUR,20,103,84,59,66,61,78,53,524
RAJASTHAN,PALI,71,8,2,9,9,19,9,9,136
RAJASTHAN,RAJSAMAND,3,0,0,0,1,3,0,0,7
RAJASTHAN,SAWAI-MADHOPUR,979,558,276,262,98,102,51,72,2398
RAJASTHAN,SIROHI,0,1,0,0,0,0,0,0,1
RAJASTHAN,TONK,3,0,0,0,0,2,0,0,5
RAJASTHAN,UDAIPUR,4,0,1,1,1,1,1,17,26
TAMIL NADU,COIMBATORE,270,46,30,115,60,70,110,72,773
TAMIL NADU,CUDDALORE,15317,2003,1355,1016,834,586,293,198,21602
TAMIL NADU,DHARMAPURI,71,0,0,0,0,0,6,0,77
TAMIL NADU,DINDIGUL,28,26,26,52,58,46,44,62,342
TAMIL NADU,ERODE,170,7,1,0,0,2,0,0,180
TAMIL NADU,KANCHIPURAM,2951,295,198,108,111,89,57,29,3838
TAMIL NADU,KANNIYAKUMARI,41,0,0,0,0,0,0,14,55
TAMIL NADU,KARUR,287,0,5,3,4,0,2,0,301
TAMIL NADU,MADURAI,49,0,0,0,0,0,0,0,49
TAMIL NADU,NAGAPATTINAM,1397,256,201,167,113,61,30,20,2245
TAMIL NADU,NAMAKKAL,36,0,0,0,0,0,0,0,36
TAMIL NADU,PERAMBALUR,2832,289,44,27,71,25,11,10,3309
TAMIL NADU,PUDUKOTTAI,162,86,42,52,28,72,85,69,596
TAMIL NADU,RAMNATHAPURAM,108,36,24,18,49,14,18,24,291
TAMIL NADU,SALEM,61,50,1,2,1,8,11,13,147
TAMIL NADU,SIVAGANGA,13,3,10,6,4,0,2,0,38
TAMIL NADU,THANJAVUR,8601,1791,2400,2199,1714,1175,713,310,18903
TAMIL NADU,THENI,261,24,23,11,22,7,20,27,395
TAMIL NADU,TIRUNELVELI,11,2,12,1,0,1,7,4,38
TAMIL NADU,TIRUVALLUR,2918,852,402,323,258,170,140,116,5179
TAMIL NADU,TIRUVARUR,5407,1152,1131,1255,960,619,360,429,11313
TAMIL NADU,TRICHIRAPPALLI,509,104,71,11,22,1,31,0,749
TAMIL NADU,VILLUPURAM,3699,317,469,214,85,56,49,976,5865
TRIPURA,DHALAI,16,10,11,5,7,5,0,4,58
TRIPURA,NORTH,2,0,0,0,0,0,0,3,5
TRIPURA,SOUTH,29,16,6,3,1,0,0,4,59
TRIPURA,WEST,7,0,1,0,1,2,0,3,14
UTTAR PRADESH,AGRA,13817,5095,4211,3557,6436,2214,8,11,35349
UTTAR PRADESH,ALIGARH,21025,5149,5056,4461,4484,3422,2695,2833,49125
UTTAR PRADESH,ALLAHABAD,8673,2519,2785,2951,3243,2628,2440,2486,27725
UTTAR PRADESH,AMBEDKAR NAGAR,13570,3249,2833,3391,3658,3195,2765,2970,35631
UTTAR PRADESH,AZAMGARH,9654,2758,3378,2993,2872,2338,2174,2376,28543
UTTAR PRADESH,BADAUN,12086,5319,5068,6493,6680,6536,5752,6192,54126
UTTAR PRADESH,BAHRAICH,12480,5173,5367,6454,7002,6662,5268,4576,52982
UTTAR PRADESH,BALLIA,7585,2740,2879,2290,2788,1978,1765,1476,23501
UTTAR PRADESH,BANDA,1128,234,396,517,1012,1045,974,856,6162
UTTAR PRADESH,BARABANKI,9225,2495,2689,3297,4359,3489,3546,4143,33243
UTTAR PRADESH,BAREILLY,9135,4030,4733,5852,6866,6097,5677,6224,48614
UTTAR PRADESH,BASTI,13088,4640,5091,5161,5864,4509,3865,4033,46251
UTTAR PRADESH,BIJNOR,23516,8481,6988,5208,4528,4552,3340,4298,60911
UTTAR PRADESH,BULANDSHAHR,19330,4576,4376,3945,4637,3676,2393,2102,45035
UTTAR PRADESH,DEHRADUN,135,51,38,38,61,43,47,45,458
UTTAR PRADESH,DEORIA,12402,2967,3366,3945,3924,3153,2787,2566,35110
UTTAR PRADESH,ETAH,11761,4234,4303,4230,5126,4443,4028,3872,41997
UTTAR PRADESH,ETAWAH,8256,3174,3045,3078,3942,2820,2432,2986,29733
UTTAR PRADESH,FAIZABAD,9565,2114,2023,2755,3704,3065,3213,4242,30681
UTTAR PRADESH,FARUKHABAD,16440,5229,4254,5283,5509,4795,3655,4794,49959
UTTAR PRADESH,FATEHPUR,3859,1009,1165,1156,1472,1143,1041,1669,12514
UTTAR PRADESH,FIROZABAD,6115,1806,1878,2180,2267,2113,1768,2263,20390
UTTAR PRADESH,GHAZIABAD,13216,3623,3350,2620,2609,1965,1811,1993,31187
UTTAR PRADESH,GHAZIPUR,9412,1503,2041,2113,1600,1198,1048,1210,20125
UTTAR PRADESH,GONDA,13368,5353,4854,6366,6513,5555,5105,4376,51490
UTTAR PRADESH,GORAKHPUR,13383,4628,4603,5937,5645,4333,4260,3495,46284
UTTAR PRADESH,HAMIRPUR,1388,696,841,841,982,865,827,1032,7472
UTTAR PRADESH,HARDOI,6885,3905,4481,5831,6755,5396,5513,4694,43460
UTTAR PRADESH,HARDWAR,11553,2769,1917,1614,1915,1195,1153,1214,23330
UTTAR PRADESH,JALAUN,853,304,419,384,590,705,874,1154,5283
UTTAR PRADESH,JAUNPUR,18491,5984,5777,5880,6619,4829,4002,4443,56025
UTTAR PRADESH,JHANSI,291,200,80,49,93,122,128,134,1097
UTTAR PRADESH,KANPUR DEHAT,11717,3489,2900,3025,3748,3282,2772,2507,33440
UTTAR PRADESH,KANPUR NAGAR,2429,636,977,815,846,713,610,748,7774
UTTAR PRADESH,KHIRI,13632,6023,6007,6234,7154,6054,5602,8105,58811
UTTAR PRADESH,KUSHI NAGAR,5946,2202,2615,3105,3994,3306,3284,3397,27849
UTTAR PRADESH,LALITPUR,126,102,19,17,9,12,1,0,286
UTTAR PRADESH,LUCKNOW,6442,1614,1897,2088,2432,2741,2251,2964,22429
UTTAR PRADESH,MAHOBA,20,3,5,28,24,22,24,47,173
UTTAR PRADESH,MAHRAJGANJ,7273,3039,3325,3284,3758,3514,3086,3145,30424
UTTAR PRADESH,MAINPURI,5381,1975,1513,3190,2260,1704,1391,2611,20025
UTTAR PRADESH,MATHURA,10531,3773,3798,4494,11218,4492,190,179,38675
UTTAR PRADESH,MAU,4642,957,1055,934,1031,685,689,707,10700
UTTAR PRADESH,MEERUT,33559,5553,3707,2745,2347,1868,1676,1691,53146
UTTAR PRADESH,MIRZAPUR,650,181,200,230,259,197,208,232,2157
UTTAR PRADESH,MORADABAD,10748,7277,8721,10589,9520,9844,7367,4663,68729
UTTAR PRADESH,MUZAFFER NAGAR,32500,7102,6175,5033,4181,3196,2551,1917,62655
UTTAR PRADESH,NAINITAL,23,26,25,28,21,26,26,11,186
UTTAR PRADESH,PILIBHIT,6668,3868,3619,3135,2974,2732,2089,1694,26779
UTTAR PRADESH,PRATAPGARH,9776,1765,15147,2524,2922,2353,1992,1728,38207
UTTAR PRADESH,RAEBARELY,10719,2987,3468,3933,4885,4446,4450,4824,39712
UTTAR PRADESH,RAMPUR,11021,5921,5770,6861,4434,4135,2668,5003,45813
UTTAR PRADESH,SAHARANPUR,26213,7748,5346,4801,4008,3187,2444,1666,55413
UTTAR PRADESH,SANT RAVIDAS NAGAR,4030,683,538,540,516,308,294,360,7269
UTTAR PRADESH,SHAHJAHANPUR,18388,8709,8211,8544,8685,8120,7508,6630,74795
UTTAR PRADESH,SIDDHARTH NAGAR,4901,2235,2660,2552,3074,2674,2184,2409,22689
UTTAR PRADESH,SITAPUR,11724,5463,5677,6614,8001,7068,6269,7238,58054
UTTAR PRADESH,SONBHADRA,214,111,161,195,178,120,138,123,1240
