-----
{
 "description": "The table refers to block wise distribution of surface lift schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.6_1.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.6_1.csv"
}
-----
"State","District","Block","Schemes in use","Schemes not in use - Temporary","Schemes not in use - Abandoned (Salinity)","Schemes not in use - Dried up","Schemes not in use - Sinking","Schemes not in use - Others","Total - Schemes not in use","Grand total"
"ORISSA","SUNDARGARH","TANGARAPALLI",36,25,0,0,0,0,25,61
"PUNJAB","AMRITSAR","CHOGAWAN",81,0,0,0,0,0,0,81
"PUNJAB","AMRITSAR","TARSIKKA",35,0,0,0,0,0,0,35
"PUNJAB","AMRITSAR","VERKA",179,0,0,0,0,0,0,179
"PUNJAB","FARIDKOT","FARIDKOT",30,0,0,0,0,0,0,30
"PUNJAB","GURDASPUR","DHAR KALAN",8,0,0,0,0,0,0,8
"PUNJAB","GURDASPUR","PATHANKOT",2,0,0,0,0,0,0,2
"PUNJAB","HOSHIARPUR","MAHILPUR",1,0,0,0,0,0,0,1
"PUNJAB","JALANDHAR","EAST JALANDHAR",5,0,0,0,0,0,0,5
"PUNJAB","KAPURTHALA","SULTANPUR LODHI",45,0,0,0,0,0,0,45
"PUNJAB","PATIALA","PATIALA",105,0,0,0,0,0,0,105
"PUNJAB","PATIALA","RAJPURA",92,0,0,0,0,0,0,92
"PUNJAB","ROPAR","ANANDPUR SAHIB",39,0,0,0,0,0,0,39
"PUNJAB","ROPAR","KHARAR",76,0,0,0,0,0,0,76
"PUNJAB","SANGRUR","BHAWANIGARH",17,0,0,0,0,0,0,17
"PUNJAB","SANGRUR","SUNAM",49,0,0,0,0,0,0,49
"RAJASTHAN","AJMER","KISHANGARH",1,0,0,0,0,0,0,1
"RAJASTHAN","BARAN","CHHIPABARAD",55,0,0,0,0,0,0,55
"RAJASTHAN","BARAN","MANGROL",21,0,0,0,0,0,0,21
"RAJASTHAN","BHILWARA","JAHAZPUR",4,0,0,0,0,0,0,4
"RAJASTHAN","BHILWARA","KOTRI",3,0,0,0,0,0,0,3
"RAJASTHAN","BHILWARA","MANDALGARH",21,0,4,0,0,0,4,25
"RAJASTHAN","BUNDI","HINDOLI",2,0,0,0,0,0,0,2
"RAJASTHAN","CHITTORGARH","BEGHRU",24,0,0,0,0,0,0,24
"RAJASTHAN","CHITTORGARH","CHITTORGARH",3,0,0,0,0,0,0,3
"RAJASTHAN","CHITTORGARH","PRATAPGARH",8,0,0,0,0,0,0,8
"RAJASTHAN","CHURU","RATANGARH",1,0,0,0,0,1,1,2
"RAJASTHAN","DHOLPUR","BASERI",1,0,0,0,0,0,0,1
"RAJASTHAN","DUNGARPUR","ASPUR",6,0,0,0,0,0,0,6
"RAJASTHAN","DUNGARPUR","DUNGARPUR",4,0,0,0,0,0,0,4
"RAJASTHAN","DUNGARPUR","SAGWARA",50,0,0,0,0,0,0,50
"RAJASTHAN","DUNGARPUR","SIMALWARA",14,0,0,0,0,0,0,14
"RAJASTHAN","JHALAWAR","AKLERA",1,0,0,0,0,0,0,1
"RAJASTHAN","JHALAWAR","JHALRAPATAN",24,0,4,0,0,0,4,28
"RAJASTHAN","JHALAWAR","KANPUR",9,0,0,0,0,0,0,9
"RAJASTHAN","KOTA","DIGOD",2,0,0,0,0,0,0,2
"RAJASTHAN","KOTA","SANGOD",4,0,0,0,0,0,0,4
"RAJASTHAN","NAGAUR","NAGOUR",2,0,0,0,0,0,0,2
"RAJASTHAN","RAJSAMAND","NATHDWARA",1,0,0,0,0,0,0,1
"RAJASTHAN","SIROHI","ABUROAD",2,0,0,0,0,0,0,2
"RAJASTHAN","TONK","DEOLI",2,0,0,0,0,0,0,2
"RAJASTHAN","UDAIPUR","GOGUNDA",10,0,0,0,0,0,0,10
"RAJASTHAN","UDAIPUR","KHERWARA",5,0,0,0,0,0,0,5
"TAMIL NADU","COIMBATORE","ANNAIMALAI",0,20,0,0,0,0,20,20
"TAMIL NADU","COIMBATORE","KARRMADAI",99,356,3,0,0,0,359,458
"TAMIL NADU","COIMBATORE","SARKARSAMAKULAM",3,0,0,0,0,0,0,3
"TAMIL NADU","CUDDALORE","BHUVANAGIRI",30,0,0,0,0,0,0,30
"TAMIL NADU","CUDDALORE","KAMMAPURAM",358,0,0,0,1,0,1,359
"TAMIL NADU","CUDDALORE","KUMARATCHI",0,4,0,0,0,0,4,4
"TAMIL NADU","CUDDALORE","MANGALORE",12,1,0,0,0,0,1,13
"TAMIL NADU","CUDDALORE","NALLUR",40,9,0,0,0,0,9,49
"TAMIL NADU","CUDDALORE","PARANGIPETTAI",209,0,0,0,0,10,10,219
"TAMIL NADU","CUDDALORE","VIRUDHACHALAM",18,0,0,0,0,0,0,18
"TAMIL NADU","DHARMAPURI","THALLY",10,0,0,0,0,0,0,10
"TAMIL NADU","DINDIGUL","ATHOOR",5,1,0,0,0,0,1,6
"TAMIL NADU","DINDIGUL","KODAIKANAL",236,1222,0,0,0,0,1222,1458
"TAMIL NADU","DINDIGUL","VEDASANDUR",27,0,0,0,0,0,0,27
"TAMIL NADU","ERODE","AMMAPETTAI",10,0,0,0,0,0,0,10
"TAMIL NADU","ERODE","ANTHIYUR",53,0,0,0,0,0,0,53
"TAMIL NADU","ERODE","BHAVANI",47,60,0,0,0,0,60,107
"TAMIL NADU","ERODE","BHAVANI SAGAR",26,68,0,0,0,0,68,94
"TAMIL NADU","ERODE","CHENNIMALAI",463,22,3,3,1,0,29,492
"TAMIL NADU","ERODE","DHARAPURAM",318,7,62,0,0,18,87,405
"TAMIL NADU","ERODE","ERODE",162,4,0,0,0,0,4,166
"TAMIL NADU","ERODE","GOBI",133,0,0,0,0,0,0,133
"TAMIL NADU","ERODE","KANGAYAM",193,0,0,0,0,0,0,193
"TAMIL NADU","ERODE","KODUMUDI",1398,130,332,0,0,0,462,1860
"TAMIL NADU","ERODE","MODA KURICHI",64,1,0,0,0,0,1,65
"TAMIL NADU","ERODE","MOOLANUR",298,7,0,0,0,0,7,305
"TAMIL NADU","ERODE","NAMBIYUR",33,2,0,0,0,0,2,35
"TAMIL NADU","ERODE","PERUNDURAI",70,0,0,0,0,0,0,70
"TAMIL NADU","ERODE","SATHYAMANGALAM",118,10,0,0,0,0,10,128
"TAMIL NADU","ERODE","T.N.PALAYAM",28,0,0,0,0,0,0,28
"TAMIL NADU","ERODE","THALAVADI",206,12,0,1,0,0,13,219
"TAMIL NADU","ERODE","UTHUKUZLI",97,0,0,0,0,0,0,97
"TAMIL NADU","ERODE","VELLAKOIL",127,0,0,0,0,0,0,127
"TAMIL NADU","KANCHIPURAM","CHITHAMUR",0,2,0,0,0,0,2,2
"TAMIL NADU","KANCHIPURAM","MADURANTHAGAM",2,2,0,0,0,0,2,4
"TAMIL NADU","KANCHIPURAM","SRIPERUMBUDUR",1,3,0,0,0,0,3,4
"TAMIL NADU","KANCHIPURAM","THIRUKKALUKUNDRAM",19,1,0,0,0,2,3,22
"TAMIL NADU","KANCHIPURAM","UTHIRAMERUR",1,0,0,0,0,0,0,1
"TAMIL NADU","KARUR","K.PARAMATHI",3,0,0,0,0,0,0,3
"TAMIL NADU","KARUR","KRISHNARAYAPURAM",0,0,10,0,0,0,10,10
"TAMIL NADU","KARUR","THANTHONI",4,0,0,0,0,0,0,4
"TAMIL NADU","NAGAPATTINAM","THALANAYAR",3,0,0,0,0,0,0,3
"TAMIL NADU","NAGAPATTINAM","VEDARANYAM",2,0,0,0,0,1,1,3
"TAMIL NADU","NAMAKKAL","ERUMAPPATTI",1,0,0,78,0,0,78,79
"TAMIL NADU","NAMAKKAL","KABILAR MALAI",2183,0,0,0,0,0,0,2183
"TAMIL NADU","NAMAKKAL","MALLASAMUDRAM",1,0,0,0,0,6,6,7
"TAMIL NADU","NAMAKKAL","MOHANUR",45,0,0,0,0,125,125,170
"TAMIL NADU","NAMAKKAL","PALLIPALAYAM",89,0,0,0,0,32,32,121
"TAMIL NADU","NAMAKKAL","PARAMATHY",696,0,0,0,0,0,0,696
"TAMIL NADU","NAMAKKAL","TIRUNCHENGODE",37,0,0,0,0,0,0,37
"TAMIL NADU","PERAMBALUR","ALATHUR",40,1,1,0,0,0,2,42
"TAMIL NADU","PERAMBALUR","ANDIMADAM",31,3,0,0,0,0,3,34
"TAMIL NADU","PERAMBALUR","ARIYALUR",188,73,0,0,0,0,73,261
"TAMIL NADU","PERAMBALUR","JAYANKONDAM",0,19,0,0,0,5,24,24
"TAMIL NADU","PERAMBALUR","SENTHURAI",7,0,0,0,0,5,5,12
"TAMIL NADU","PUDUKOTTAI","ARANTHANGI",9,0,0,0,0,0,0,9
"TAMIL NADU","RAMNATHAPURAM","KADALADI",11,0,1,0,0,0,1,12
"TAMIL NADU","SALEM","ATTUR",15,0,0,0,0,0,0,15
"TAMIL NADU","SALEM","AYOTHIYAPATTANAM",13,0,0,0,0,0,0,13
"TAMIL NADU","SALEM","KOLATHUR",17,0,0,0,0,0,0,17
"TAMIL NADU","SALEM","OMALUR",6,0,0,0,0,0,0,6
"TAMIL NADU","SALEM","PEDDANAICKENPALAYAM",0,0,0,0,1,0,1,1
"TAMIL NADU","SALEM","THALAIVASAL",18,0,0,0,0,0,0,18
"TAMIL NADU","SIVAGANGA","KALAIYARKOIL",1,0,0,0,0,0,0,1
"TAMIL NADU","SIVAGANGA","KALLAL",19,16,1,0,0,0,17,36
"TAMIL NADU","SIVAGANGA","SAKKOTTAI",4,0,0,0,0,0,0,4
"TAMIL NADU","SIVAGANGA","THIRUPPUVANAM",1,0,0,0,0,0,0,1
"TAMIL NADU","THANJAVUR","ORATHANAD",2,0,0,0,0,0,0,2
"TAMIL NADU","THANJAVUR","PERAVURANI",1,0,0,0,0,0,0,1
"TAMIL NADU","THANJAVUR","SETHUBASATHIRAM",1,0,0,0,0,0,0,1
"TAMIL NADU","THANJAVUR","THIRUVONAM",1,0,0,0,0,0,0,1
"TAMIL NADU","THENI","BODI",36,0,0,0,33,0,33,69
"TAMIL NADU","TIRUVALLUR","EEKKADU",4,0,0,0,0,0,0,4
"TAMIL NADU","TIRUVALLUR","GUMMIDIPOONDI",16,0,0,0,0,0,0,16
"TAMIL NADU","TIRUVALLUR","MINJUR",15,1,1,0,0,2,4,19
"TAMIL NADU","TIRUVALLUR","PALLIPATTU",5,7,0,0,0,0,7,12
"TAMIL NADU","TIRUVALLUR","POONAMALLEE",3,0,0,0,0,0,0,3
"TAMIL NADU","TIRUVALLUR","POONDI",1,0,0,0,0,0,0,1
"TAMIL NADU","TIRUVALLUR","POONDI",19,0,0,0,0,0,0,19
"TAMIL NADU","TIRUVALLUR","SOZHAVARAM",25,0,0,0,0,0,0,25
"TAMIL NADU","TIRUVALLUR","THIRUVAALANGADU",10,0,0,0,0,0,0,10
"TAMIL NADU","TIRUVARUR","MUTHUPETTAI",8,0,0,0,0,0,0,8
"TAMIL NADU","TIRUVARUR","THIRUTHURAIPOONDI",11,0,0,0,0,0,0,11
"TAMIL NADU","TRICHIRAPPALLI","PULLAMBADI",0,0,0,0,0,20,20,20
"TAMIL NADU","VILLUPURAM","CHINNA SALEM",1,0,0,0,0,0,0,1
"TAMIL NADU","VILLUPURAM","KALLAKURICHI",2,0,0,0,0,0,0,2
"TAMIL NADU","VILLUPURAM","KALRAYAN HILLS",11,0,0,0,0,2,2,13
"TAMIL NADU","VILLUPURAM","KOLIYANUR",1,0,0,0,0,0,0,1
"TAMIL NADU","VILLUPURAM","MARAKKANAM",19,0,0,0,1,0,1,20
"TAMIL NADU","VILLUPURAM","MAYILAM",1,0,0,0,0,0,0,1
"TAMIL NADU","VILLUPURAM","MUGAIYUR",134,0,0,0,0,1,1,135
"TAMIL NADU","VILLUPURAM","OLAKKUR",36,0,0,0,0,0,0,36
"TAMIL NADU","VILLUPURAM","RISHIVANTHAYAM",6,0,0,0,0,0,0,6
"TAMIL NADU","VILLUPURAM","SANKARAPURAM",10,2,1,1,0,1,5,15
"TAMIL NADU","VILLUPURAM","THIRUNAVALUR",3,0,0,0,0,0,0,3
"TAMIL NADU","VILLUPURAM","ULUNDURPET",1,0,0,0,0,1,1,2
"TAMIL NADU","VILLUPURAM","VAANOOR",2,0,0,0,0,1,1,3
"TAMIL NADU","VILLUPURAM","VIKKIRAVANDI",0,0,0,0,0,1,1,1
"TRIPURA","DHALAI","CHAWMANU",1,0,0,0,0,0,0,1
"TRIPURA","DHALAI","DAMBURNAGAR",0,2,1,0,0,0,3,3
"TRIPURA","DHALAI","MANU",32,1,0,0,0,0,1,33
"TRIPURA","DHALAI","SALEMA",66,6,0,0,0,0,6,72
"TRIPURA","NORTH","DASDA",6,1,0,0,0,0,1,7
"TRIPURA","NORTH","KADAMTALA",46,0,0,0,0,0,0,46
"TRIPURA","NORTH","KUMARGHAT",38,0,0,0,0,0,0,38
"TRIPURA","NORTH","PANISAGAR",43,2,1,0,0,0,3,46
"TRIPURA","NORTH","PECHARTHAL",9,0,0,0,0,0,0,9
"TRIPURA","SOUTH","AMARPUR",26,0,0,0,0,0,0,26
"TRIPURA","SOUTH","BAGAFA",95,0,0,0,0,0,0,95
"TRIPURA","SOUTH","KARBOK",9,0,0,0,0,0,0,9
"TRIPURA","SOUTH","KILLA",20,1,0,0,0,0,1,21
"TRIPURA","SOUTH","MATABARI",138,0,1,0,0,0,1,139
"TRIPURA","SOUTH","RAJNAGAR",92,0,0,0,0,1,1,93
"TRIPURA","SOUTH","RAPAICHARI",5,0,0,0,0,0,0,5
"TRIPURA","SOUTH","SATCHAND",13,0,0,0,0,0,0,13
"TRIPURA","WEST","BISHALGARH",26,1,0,0,0,1,2,28
"TRIPURA","WEST","DUKLI",13,2,0,0,0,0,2,15
"TRIPURA","WEST","JAMPAIJALA",3,1,0,0,0,0,1,4
"TRIPURA","WEST","JIRANIA",8,0,0,0,0,0,0,8
"TRIPURA","WEST","KHOWAI",3,0,0,0,0,0,0,3
"TRIPURA","WEST","MANDAI",2,0,0,0,0,0,0,2
"TRIPURA","WEST","MELAGHAR",57,1,0,0,0,0,1,58
"TRIPURA","WEST","MOHANPUR",25,1,4,0,0,0,5,30
"TRIPURA","WEST","TELIAMURA",20,1,0,0,0,0,1,21
"TRIPURA","WEST","TULASIKHAR",4,0,0,0,0,0,0,4
"UTTAR PRADESH","AGRA","BICHPURI",34,0,0,0,0,0,0,34
"UTTAR PRADESH","AGRA","FATEHABAD",12,0,0,0,0,0,0,12
"UTTAR PRADESH","ALLAHABAD","CHAKA",2,0,0,0,0,0,0,2
"UTTAR PRADESH","ALLAHABAD","HANDIA",2,0,0,0,0,0,0,2
"UTTAR PRADESH","ALLAHABAD","KORAON",306,0,0,0,0,0,0,306
"UTTAR PRADESH","ALLAHABAD","KOSHAMBHI",13,0,0,0,0,0,0,13
"UTTAR PRADESH","ALLAHABAD","MANJHANPUR",2,0,0,0,0,0,0,2
"UTTAR PRADESH","ALLAHABAD","MEJA",95,0,0,0,0,0,0,95
"UTTAR PRADESH","ALLAHABAD","NEWADA",1,0,0,0,0,0,0,1
"UTTAR PRADESH","ALLAHABAD","PRATAPPUR",1,0,0,0,0,0,0,1
"UTTAR PRADESH","ALMORA","BAGESHWAR",15,3,1,0,0,0,4,19
"UTTAR PRADESH","ALMORA","BHAISIACHHANA",2,0,0,1,0,0,1,3
"UTTAR PRADESH","ALMORA","BHIKIASAIN",8,0,0,0,0,1,1,9
"UTTAR PRADESH","ALMORA","CHAUKHUTIA",12,0,0,0,0,0,0,12
"UTTAR PRADESH","ALMORA","DHAULADEVI",1,0,0,0,0,0,0,1
"UTTAR PRADESH","ALMORA","DWARAHAT",4,1,0,0,0,0,1,5
"UTTAR PRADESH","ALMORA","GARUR",24,1,0,0,0,0,1,25
"UTTAR PRADESH","ALMORA","HAWALBAG",11,1,1,1,0,0,3,14
"UTTAR PRADESH","ALMORA","KAPKOT",3,1,0,0,0,0,1,4
"UTTAR PRADESH","ALMORA","SALT",0,2,0,0,0,0,2,2
"UTTAR PRADESH","ALMORA","SYALDE",2,0,0,0,0,0,0,2
"UTTAR PRADESH","ALMORA","TAKULA",3,0,0,0,0,0,0,3
"UTTAR PRADESH","AZAMGARH","AHIROLA",10,0,0,0,0,0,0,10
"UTTAR PRADESH","AZAMGARH","AZAMATGARH",0,0,0,0,0,1,1,1
"UTTAR PRADESH","AZAMGARH","JAHANA JANJ",31,0,0,0,0,0,0,31
"UTTAR PRADESH","AZAMGARH","PAWAI",4,0,0,0,0,0,0,4
"UTTAR PRADESH","BALLIA","CHILKHAR",1,0,0,0,0,0,0,1
"UTTAR PRADESH","BALLIA","GARWARH",82,0,0,0,0,0,0,82
"UTTAR PRADESH","BALLIA","HANUMANGANJ",19,0,0,0,0,0,0,19
"UTTAR PRADESH","BALLIA","NAWANAGAR",54,0,0,0,0,0,0,54
"UTTAR PRADESH","BALLIA","SEAR",44,0,0,0,0,0,0,44
"UTTAR PRADESH","BALLIA","SOHAON",8,0,0,0,0,0,0,8
"UTTAR PRADESH","BANDA","BABERU",16,0,0,0,0,0,0,16
"UTTAR PRADESH","BANDA","BISANDA",3,0,0,0,0,0,0,3
"UTTAR PRADESH","BANDA","JASPURA",6,0,0,0,0,0,0,6
"UTTAR PRADESH","BANDA","KAMASIN",5,0,0,0,0,0,0,5
"UTTAR PRADESH","BANDA","MAHUVA",42,0,0,0,0,0,0,42
"UTTAR PRADESH","BANDA","MANIKPUR",74,0,0,0,0,0,0,74
"UTTAR PRADESH","BANDA","MAU",65,0,0,0,0,0,0,65
"UTTAR PRADESH","BANDA","NARAINI",162,0,0,0,0,0,0,162
"UTTAR PRADESH","BANDA","PAHADI",38,0,0,0,0,0,0,38
"UTTAR PRADESH","BANDA","RAM NAGAR",86,0,0,0,0,0,0,86
"UTTAR PRADESH","BANDA","TINDWARI",7,0,0,0,0,0,0,7
"UTTAR PRADESH","BIJNOR","MEERPUR HEVMAL",1,0,0,0,0,0,0,1
"UTTAR PRADESH","DEHRADUN","CHAKRATA",207,27,9,0,0,0,36,243
"UTTAR PRADESH","DEHRADUN","DOIWALA",3,0,0,0,0,0,0,3
"UTTAR PRADESH","DEHRADUN","KALSI",1,0,0,0,0,0,0,1
"UTTAR PRADESH","DEHRADUN","RAIPUR",9,12,0,0,0,0,12,21
"UTTAR PRADESH","DEHRADUN","SAHASPUR",16,1,0,0,0,0,1,17
"UTTAR PRADESH","DEHRADUN","VIKAS NAGAR",1,0,0,0,0,0,0,1
"UTTAR PRADESH","DEORIA","SALEMPUR",3,0,0,0,0,0,0,3
"UTTAR PRADESH","ETAWAH","AJEETMAL",18,0,0,0,0,0,0,18
"UTTAR PRADESH","FARUKHABAD","SAURIKH",17,0,0,0,0,0,0,17
"UTTAR PRADESH","FATEHPUR","AMAULI",22,0,0,0,0,0,0,22
"UTTAR PRADESH","GONDA","BALRAMPUR",2,0,0,0,0,0,0,2
"UTTAR PRADESH","GONDA","GAISARI",22,39,0,0,1,0,40,62
"UTTAR PRADESH","GONDA","HARRIYA SATGHARWA",59,3,0,0,0,0,3,62
"UTTAR PRADESH","GONDA","PACHPARWA",163,44,8,4,6,5,67,230
"UTTAR PRADESH","HAMIRPUR","MAUDAHA",7,0,0,0,0,0,0,7
"UTTAR PRADESH","JALAUN","DAKOR",93,1,1,0,0,0,2,95
"UTTAR PRADESH","JALAUN","JALAUN",2,0,0,0,0,0,0,2
"UTTAR PRADESH","JALAUN","KADAURA",175,13,10,0,0,0,23,198
"UTTAR PRADESH","JALAUN","KUTHAUND",42,0,0,0,0,0,0,42
"UTTAR PRADESH","JAUNPUR","DHARMA PUR",16,0,0,0,0,0,0,16
"UTTAR PRADESH","JAUNPUR","DOBHI",1,0,0,0,0,0,0,1
"UTTAR PRADESH","JAUNPUR","KERAKAT",2,0,0,0,0,0,0,2
"UTTAR PRADESH","JAUNPUR","RAMPUR",7,0,0,0,0,0,0,7
"UTTAR PRADESH","JHANSI","BADAGAON",34,0,0,0,0,0,0,34
"UTTAR PRADESH","JHANSI","CHIRGAON",125,0,0,0,0,0,0,125
"UTTAR PRADESH","KANPUR DEHAT","PATARA",5,0,0,0,0,0,0,5
"UTTAR PRADESH","KANPUR DEHAT","RAJPUR",166,0,2,0,0,0,2,168
"UTTAR PRADESH","KUSHI NAGAR","PADRAUNA",1,0,0,0,0,0,0,1
"UTTAR PRADESH","LALITPUR","BAR",0,0,1,0,0,0,1,1
"UTTAR PRADESH","LUCKNOW","BAKSHI KA TALAB",1,0,0,0,0,0,0,1
"UTTAR PRADESH","MAHRAJGANJ","MITHAURA",10,0,0,0,0,0,0,10
"UTTAR PRADESH","MAHRAJGANJ","PANIYARA",2,0,0,0,0,0,0,2
"UTTAR PRADESH","MIRZAPUR","CHHANBEY",1,0,0,0,0,0,0,1
"UTTAR PRADESH","MIRZAPUR","CITY",2,0,0,0,0,0,0,2
"UTTAR PRADESH","MIRZAPUR","HALIYA",186,2,0,0,0,0,2,188
"UTTAR PRADESH","MIRZAPUR","JAMALPUR",113,1,1,0,0,0,2,115
"UTTAR PRADESH","MIRZAPUR","LALGANJ",35,1,1,0,0,0,2,37
"UTTAR PRADESH","MIRZAPUR","PAHARI",36,1,1,0,0,0,2,38
"UTTAR PRADESH","NAINITAL","BAITALGHAT",15,0,0,0,0,0,0,15
"UTTAR PRADESH","NAINITAL","BHIMTAL",3,0,2,0,0,0,2,5
"UTTAR PRADESH","NAINITAL","RAMGARH",0,5,0,0,0,0,5,5
"UTTAR PRADESH","PAURI GARHWAL","BIROKHAL",2,0,0,0,0,0,0,2
"UTTAR PRADESH","PAURI GARHWAL","DOGADDA",8,0,2,0,0,0,2,10
"UTTAR PRADESH","PAURI GARHWAL","DWARIKHAL",2,2,0,0,0,0,2,4
"UTTAR PRADESH","PAURI GARHWAL","EKESHWER",2,1,0,0,0,0,1,3
"UTTAR PRADESH","PAURI GARHWAL","KALJIKHAL",4,3,1,0,0,0,4,8
"UTTAR PRADESH","PAURI GARHWAL","KHIRSU",4,1,0,0,0,0,1,5
"UTTAR PRADESH","PAURI GARHWAL","KOT",1,1,0,0,0,0,1,2
"UTTAR PRADESH","PAURI GARHWAL","PABO",3,5,0,0,0,0,5,8
"UTTAR PRADESH","PAURI GARHWAL","PAURI",4,1,1,0,0,0,2,6
"UTTAR PRADESH","PAURI GARHWAL","POKHRA",3,1,0,0,0,0,1,4
"UTTAR PRADESH","PAURI GARHWAL","RIKHNIKHAL",6,0,0,0,0,0,0,6
"UTTAR PRADESH","PAURI GARHWAL","THALISAIN",1,1,0,0,0,0,1,2
"UTTAR PRADESH","PAURI GARHWAL","YAMKESWER",2,0,0,0,0,0,0,2
"UTTAR PRADESH","PAURI GARHWAL","ZAHRIKHAL",3,0,1,1,0,0,2,5
"UTTAR PRADESH","RAEBARELY","UCHAHAR",1,0,0,0,0,0,0,1
"UTTAR PRADESH","SANT RAVIDAS NAGAR","BHADOHI",39,0,1,0,0,0,1,40
"UTTAR PRADESH","TEHRI GARHWAL","CHAMBA",7,1,0,0,0,0,1,8
"UTTAR PRADESH","TEHRI GARHWAL","JAKHOLI",6,6,3,0,0,0,9,15
"UTTAR PRADESH","TEHRI GARHWAL","JAUNPUR",0,2,0,0,0,0,2,2
"UTTAR PRADESH","TEHRI GARHWAL","KIRTI NAGAR",9,0,0,0,0,0,0,9
"UTTAR PRADESH","TEHRI GARHWAL","NARENDRA NAGAR",0,1,0,0,0,0,1,1
"UTTAR PRADESH","UDHAMSINGH NAGAR","JASPUR",0,0,1,1,0,0,2,2
"UTTAR PRADESH","UDHAMSINGH NAGAR","KASHIPUR",14,0,0,0,0,0,0,14
"UTTAR PRADESH","UDHAMSINGH NAGAR","RUDRAPUR",33,8,0,0,1,0,9,42
"UTTAR PRADESH","UDHAMSINGH NAGAR","SITARGANJ",3,0,0,0,0,0,0,3
"UTTAR PRADESH","UTTARKASHI","BHATWARI",2,0,0,1,0,0,1,3
"UTTAR PRADESH","UTTARKASHI","CHINYALISAOR",5,1,0,0,0,0,1,6
"UTTAR PRADESH","UTTARKASHI","DUNDA",2,2,0,0,0,0,2,4
"UTTAR PRADESH","UTTARKASHI","NAUGAON",5,0,1,1,0,1,3,8
"UTTAR PRADESH","UTTARKASHI","PURAULA",1,0,2,0,5,0,7,8
"UTTAR PRADESH","VARANASI","BARAHNI",14,0,0,0,0,0,0,14
"UTTAR PRADESH","VARANASI","CHAKIYA",1,0,0,0,0,0,0,1
"UTTAR PRADESH","VARANASI","CHANDOULI",2,0,0,0,0,0,0,2
"UTTAR PRADESH","VARANASI","DHANAPUR",3,0,0,0,0,0,0,3
"UTTAR PRADESH","VARANASI","KASHI VIDYAPEETH",7,0,0,0,0,0,0,7
"UTTAR PRADESH","VARANASI","SAKELDIHA",55,0,0,0,0,0,0,55
"WEST BENGAL","BANKURA","BANKURA  - I",15,1,0,0,0,0,1,16
"WEST BENGAL","BANKURA","BANKURA - II",124,0,0,0,0,0,0,124
"WEST BENGAL","BANKURA","BARJORA",404,1,0,0,0,1,2,406
"WEST BENGAL","BANKURA","BISHNUPUR",63,2,0,0,0,0,2,65
"WEST BENGAL","BANKURA","CHHATNA",35,0,0,0,0,1,1,36
"WEST BENGAL","BANKURA","GANGAJALGHATI",585,47,0,2,0,5,54,639
"WEST BENGAL","BANKURA","INDAS",631,107,3,2,3,2,117,748
"WEST BENGAL","BANKURA","INDPUR",15,1,0,0,0,0,1,16
"WEST BENGAL","BANKURA","JOYPUR",9,0,0,0,0,0,0,9
"WEST BENGAL","BANKURA","KHATRA - I",30,0,0,0,0,0,0,30
"WEST BENGAL","BANKURA","KHATRA - II",52,1,0,0,0,0,1,53
"WEST BENGAL","BANKURA","KOTALPUR",56,1,0,0,0,0,1,57
"WEST BENGAL","BANKURA","MEJHIA",79,4,2,2,4,8,20,99
"WEST BENGAL","BANKURA","ONDA",289,4,0,0,0,0,4,293
"WEST BENGAL","BANKURA","PATRASAYER",8,2,0,0,0,0,2,10
"WEST BENGAL","BANKURA","RAIPUR - I",45,1,0,0,0,0,1,46
"WEST BENGAL","BANKURA","RAIPUR - II",66,0,0,0,0,0,0,66
"WEST BENGAL","BANKURA","RANIBANDH",5,0,0,0,0,0,0,5
"WEST BENGAL","BANKURA","SALTORA",52,1,0,0,0,0,1,53
"WEST BENGAL","BANKURA","SIMLAPAL",20,0,0,0,0,0,0,20
"WEST BENGAL","BANKURA","SONAMUKHI",20,0,0,0,0,0,0,20
"WEST BENGAL","BANKURA","TALDANGRA",196,11,0,0,0,0,11,207
"WEST BENGAL","BIRBHUM","BOLPUR-SRINIKETAN",1033,50,0,0,4,244,298,1331
"WEST BENGAL","BIRBHUM","DUBRAJPUR",1679,82,0,1,1,20,104,1783
"WEST BENGAL","BIRBHUM","ILLAMBAZAR",159,0,0,0,0,0,0,159
"WEST BENGAL","BIRBHUM","KHAYRASOLE",918,42,0,6,28,25,101,1019
"WEST BENGAL","BIRBHUM","LABPUR",1256,14,0,0,0,1,15,1271
"WEST BENGAL","BIRBHUM","MAYURESWAR-I",1802,7,0,3,0,0,10,1812
"WEST BENGAL","BIRBHUM","MAYURESWAR-II",1112,19,0,0,0,5,24,1136
"WEST BENGAL","BIRBHUM","MD.BAZAR",1163,6,0,1,0,12,19,1182
"WEST BENGAL","BIRBHUM","MURARAI II",3,1,0,0,0,0,1,4
"WEST BENGAL","BIRBHUM","MURARAI-I",665,6,0,3,0,3,12,677
"WEST BENGAL","BIRBHUM","NALHATI-I",19,3,0,0,0,1,4,23
"WEST BENGAL","BIRBHUM","NALHATI-II",247,2,0,0,0,0,2,249
