-----
{
 "description": "The table refers to block wise distribution of surface lift schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.6_1.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.6_1.csv"
}
-----
"State","District","Block","Schemes in use","Schemes not in use - Temporary","Schemes not in use - Abandoned (Salinity)","Schemes not in use - Dried up","Schemes not in use - Sinking","Schemes not in use - Others","Total - Schemes not in use","Grand total"
"BIHAR","CHATRA","LAVALONG",26,0,0,0,0,0,0,26
"BIHAR","CHATRA","PATTHERGARHA",7,0,0,0,0,0,0,7
"BIHAR","CHATRA","PRATAP PUR",8,0,0,0,0,0,0,8
"BIHAR","CHATRA","SEMARIA",42,0,0,1,0,0,1,43
"BIHAR","CHATRA","TANDAWA",119,1,0,0,0,0,1,120
"BIHAR","DARBHANGA","BAHERI",1,2,0,0,0,0,2,3
"BIHAR","DARBHANGA","BENIPUR",1,15,0,0,0,0,15,16
"BIHAR","DARBHANGA","DARBHANGA",6,0,0,0,0,0,0,6
"BIHAR","DARBHANGA","GHANSHYAMPUR",0,0,0,0,2,0,2,2
"BIHAR","DARBHANGA","KEOTI(RANWAY)",3,0,0,0,0,0,0,3
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",0,0,0,0,0,2,2,2
"BIHAR","DARBHANGA","MANIGACHHI",0,6,0,0,0,0,6,6
"BIHAR","DEOGHAR","KARON",204,1,0,1,0,0,2,206
"BIHAR","DEOGHAR","MADHUPUR",138,3,0,5,0,0,8,146
"BIHAR","DEOGHAR","SARATH",210,5,0,7,0,0,12,222
"BIHAR","DHANBAD","BAGHMARA",6,0,0,0,0,0,0,6
"BIHAR","DHANBAD","NIRSA",51,1,0,15,3,2,21,72
"BIHAR","DHANBAD","TUNDI",18,1,0,1,1,0,3,21
"BIHAR","DUMKA","DUMKA",21,3,0,0,0,0,3,24
"BIHAR","DUMKA","GOPIKANDAR",0,7,0,0,0,0,7,7
"BIHAR","DUMKA","JAMA",58,2,0,0,0,0,2,60
"BIHAR","DUMKA","JAMTARA",28,16,0,9,2,0,27,55
"BIHAR","DUMKA","JARMUNDI",13,1,0,0,0,0,1,14
"BIHAR","DUMKA","KATHIKUND",169,32,0,11,1,0,44,213
"BIHAR","DUMKA","KUNDHIT",40,1,0,0,0,0,1,41
"BIHAR","DUMKA","MASALIA",383,4,0,7,0,2,13,396
"BIHAR","DUMKA","NALA",151,123,0,122,0,1,246,397
"BIHAR","DUMKA","NARAYANPUR",121,0,0,1,0,0,1,122
"BIHAR","DUMKA","RAMGARH",3,0,0,3,0,0,3,6
"BIHAR","DUMKA","RANESHWAR",103,0,0,1,0,0,1,104
"BIHAR","DUMKA","SHIKARIPARA",127,165,0,9,6,56,236,363
"BIHAR","GARHWA","BHANDARIA",0,5,0,0,1,0,6,6
"BIHAR","GARHWA","BHAWNATHPUR",2,6,0,0,0,0,6,8
"BIHAR","GARHWA","CHIRIA",0,1,0,0,0,0,1,1
"BIHAR","GARHWA","DHURKI",24,0,0,0,0,0,0,24
"BIHAR","GARHWA","GARHWA",12,0,0,0,3,0,3,15
"BIHAR","GARHWA","MAJHIAURA",4,0,0,0,0,0,0,4
"BIHAR","GARHWA","NAYARKTARI",5,0,0,3,3,0,6,11
"BIHAR","GARHWA","RAMIA",14,0,0,0,1,0,1,15
"BIHAR","GAYA","ATARI",8,0,0,0,0,0,0,8
"BIHAR","GAYA","DUMARIA",17,0,0,0,0,0,0,17
"BIHAR","GAYA","GAYA SADAR",1,16,0,1,0,0,17,18
"BIHAR","GAYA","KHIZIRSORAI",7,0,0,0,0,0,0,7
"BIHAR","GAYA","KONCH",0,2,0,0,1,0,3,3
"BIHAR","GAYA","NIMCHAK BATHANI",2,0,0,0,2,0,2,4
"BIHAR","GAYA","TANKUPPA",2,0,0,0,0,0,0,2
"BIHAR","GIRIDIH","BAGODAR",5,0,0,0,0,0,0,5
"BIHAR","GIRIDIH","BENGABAD",26,2,0,0,1,0,3,29
"BIHAR","GIRIDIH","BIRNI",37,1,0,1,0,0,2,39
"BIHAR","GIRIDIH","DEORI",4,0,0,0,0,0,0,4
"BIHAR","GIRIDIH","DYMIR",30,1,0,0,1,0,2,32
"BIHAR","GIRIDIH","GANDEY",20,0,0,0,0,0,0,20
"BIHAR","GIRIDIH","GAWAN",5,0,0,0,0,0,0,5
"BIHAR","GIRIDIH","JAMYA",9,0,0,0,0,0,0,9
"BIHAR","GIRIDIH","RAJ DHANWAR",25,1,0,0,0,0,1,26
"BIHAR","GODDA","BOARIJORE",168,0,0,3,0,0,3,171
"BIHAR","GODDA","GODDA",23,2,0,2,2,0,6,29
"BIHAR","GODDA","MAHAGAMA",0,2,0,0,0,0,2,2
"BIHAR","GODDA","MEHARWAN",59,12,0,15,0,0,27,86
"BIHAR","GODDA","PATHARGAMA",8,0,0,1,0,2,3,11
"BIHAR","GODDA","THAKUR BANGTI",77,10,0,8,0,2,20,97
"BIHAR","GOPALGANJ","BAIKUNTHPUR",1,0,0,0,0,0,0,1
"BIHAR","GOPALGANJ","BARAULI",1,0,0,0,0,0,0,1
"BIHAR","GOPALGANJ","BHOREY",4,0,0,0,0,0,0,4
"BIHAR","GOPALGANJ","KUCHAIKOTE",2,0,0,0,0,0,0,2
"BIHAR","GOPALGANJ","PHULWARIYA",1,0,0,0,0,0,0,1
"BIHAR","GOPALGANJ","UCHKAGAON",0,2,0,0,0,0,2,2
"BIHAR","GUMLA","BALBA",0,0,0,0,0,14,14,14
"BIHAR","GUMLA","BANO",0,0,0,0,4,0,4,4
"BIHAR","GUMLA","BASIA",2,0,0,0,0,0,0,2
"BIHAR","GUMLA","BHARNO",56,32,0,0,0,0,32,88
"BIHAR","GUMLA","BISHUNPUR",3,2,0,0,0,7,9,12
"BIHAR","GUMLA","CHAINPUR",3,0,0,0,0,0,0,3
"BIHAR","GUMLA","GHAGHRA",6,1,0,0,0,0,1,7
"BIHAR","GUMLA","KANIDARA",0,3,0,0,0,0,3,3
"BIHAR","GUMLA","KOLUBIRA",3,0,0,0,0,0,0,3
"BIHAR","GUMLA","KURDEG",1,15,0,0,0,1,16,17
"BIHAR","GUMLA","PALKOT",49,6,0,2,0,0,8,57
"BIHAR","GUMLA","RAIDIH",116,0,0,0,0,0,0,116
"BIHAR","GUMLA","SIMDEGA",11,0,0,0,0,0,0,11
"BIHAR","GUMLA","SISAI",14,1,0,0,0,2,3,17
"BIHAR","GUMLA","THETHAITANGA",18,6,0,0,0,0,6,24
"BIHAR","HAZARIBAG","BARHI",3,12,0,1,0,0,13,16
"BIHAR","HAZARIBAG","BARKATTHA",0,2,0,0,0,0,2,2
"BIHAR","HAZARIBAG","BISHNUGARH",8,1,0,0,1,0,2,10
"BIHAR","HAZARIBAG","CHAUPARAN",10,4,0,0,0,1,5,15
"BIHAR","HAZARIBAG","CHURCHU",3,0,0,0,0,0,0,3
"BIHAR","HAZARIBAG","GOLA",1,0,0,0,1,1,2,3
"BIHAR","HAZARIBAG","HAZARIBAGH",7,1,0,0,0,0,1,8
"BIHAR","HAZARIBAG","ICHAK",10,0,0,0,0,0,0,10
"BIHAR","HAZARIBAG","KEREDARI",10,0,0,1,0,0,1,11
"BIHAR","HAZARIBAG","PADMA",1,2,0,1,0,0,3,4
"BIHAR","HAZARIBAG","PATRATU",12,0,0,0,0,0,0,12
"BIHAR","JAMUI","BARHAT",8,4,0,0,0,0,4,12
"BIHAR","JAMUI","GIDHOUR",3,1,0,0,0,0,1,4
"BIHAR","JAMUI","JHAJHA",13,1,0,0,0,0,1,14
"BIHAR","JAMUI","LAKSHMIPUR",6,0,0,0,0,0,0,6
"BIHAR","JAMUI","SIKANDRA",33,0,0,0,0,0,0,33
"BIHAR","JAMUI","SONO",4,1,0,0,2,0,3,7
"BIHAR","JEHANABAD","MAKHDOMPUR",4,1,0,0,0,0,1,5
"BIHAR","KATIHAR","BARARI",6,0,0,0,0,0,0,6
"BIHAR","KATIHAR","HASANGANJ",1,0,0,0,0,0,0,1
"BIHAR","KHAGARIA","ALAULI",0,1,0,1,0,1,3,3
"BIHAR","KHAGARIA","CHAUTHAM",257,0,0,0,0,0,0,257
"BIHAR","KHAGARIA","GOGRI",0,1,0,1,0,0,2,2
"BIHAR","KHAGARIA","KHAGARIA",0,2,0,0,0,0,2,2
"BIHAR","KHAGARIA","MANSI",177,0,0,0,0,0,0,177
"BIHAR","KISHANGANJ","BAHADURGANJ",0,3,0,0,0,0,3,3
"BIHAR","KISHANGANJ","KOCHADHAMIN",1,0,0,0,0,0,0,1
"BIHAR","KISHANGANJ","POTHIA",2,4,0,0,0,0,4,6
"BIHAR","KODARMA","CHANDWA",9,1,0,0,0,0,1,10
"BIHAR","KODARMA","JAINAGAR",0,1,0,0,0,0,1,1
"BIHAR","KODARMA","MARKACHO",52,1,0,0,1,0,2,54
"BIHAR","KODARMA","SATGAWAN",5,1,0,0,0,0,1,6
"BIHAR","LAKHISARAI","SURAJGARA",1,0,0,0,0,0,0,1
"BIHAR","LOHARDAGA","BHANDRA",0,2,0,1,0,0,3,3
"BIHAR","LOHARDAGA","KISKO",9,0,0,5,0,0,5,14
"BIHAR","LOHARDAGA","KURU",28,1,0,0,5,0,6,34
"BIHAR","LOHARDAGA","LOHARDAGA",11,4,0,3,0,2,9,20
"BIHAR","LOHARDAGA","SENHA",19,2,0,4,1,1,8,27
"BIHAR","MADHEPURA","KUMAR KHAND",2,0,0,0,0,0,0,2
"BIHAR","MADHEPURA","MADHEPURA",1,1,0,0,0,0,1,2
"BIHAR","MADHEPURA","UDA KISHANGANJ",0,1,0,0,1,0,2,2
"BIHAR","MADHUBANI","ANDHARADATHI",16,0,0,0,0,0,0,16
"BIHAR","MADHUBANI","BASOPATTI",1,0,0,0,0,0,0,1
"BIHAR","MADHUBANI","BENIPATTI",2,1,0,0,0,0,1,3
"BIHAR","MADHUBANI","KHAJAULI",18,0,0,0,0,0,0,18
"BIHAR","MADHUBANI","LADANIA",7,1,0,0,0,7,8,15
"BIHAR","MADHUBANI","LAKHNAUR",1,0,0,0,0,0,0,1
"BIHAR","MADHUBANI","MADHAWAPUR",126,2,0,0,0,2,4,130
"BIHAR","MADHUBANI","MADUBANI",93,12,0,1,0,1,14,107
"BIHAR","MUNGER","DHARHARA",9,0,0,0,0,0,0,9
"BIHAR","MUNGER","JAMALPUR",1,0,0,0,0,0,0,1
"BIHAR","MUNGER","KHARAGPUR",1,0,0,0,0,0,0,1
"BIHAR","MUZAFFARPUR","AURAI",1,0,0,0,0,0,0,1
"BIHAR","MUZAFFARPUR","BANDRA",0,4,0,0,0,0,4,4
"BIHAR","MUZAFFARPUR","MINAPUR",1,0,0,0,0,0,0,1
"BIHAR","MUZAFFARPUR","MORAUL",2,0,0,0,0,0,0,2
"BIHAR","MUZAFFARPUR","MOTIPUR",8,0,0,0,0,0,0,8
"BIHAR","MUZAFFARPUR","SAHEBGANJ",1,0,0,0,0,0,0,1
"BIHAR","MUZAFFARPUR","SAKRA",2,0,0,0,2,0,2,4
"BIHAR","MUZAFFARPUR","SARAIYA",1,3,0,0,0,1,4,5
"BIHAR","NALANDA","ASTHAWAN",16,0,0,0,0,0,0,16
"BIHAR","NALANDA","BEN",4,0,0,0,0,0,0,4
"BIHAR","NALANDA","BIHARSARIF",0,2,0,0,0,0,2,2
"BIHAR","NALANDA","BIND",5,0,0,0,0,0,0,5
"BIHAR","NALANDA","CHANDI",6,0,0,0,0,0,0,6
"BIHAR","NALANDA","EKANGARSARAI",17,0,0,0,0,0,0,17
"BIHAR","NALANDA","GIRIAK",2,1,0,0,0,0,1,3
"BIHAR","NALANDA","HARNAUT",11,0,0,0,0,0,0,11
"BIHAR","NALANDA","HILSA",11,0,0,0,0,0,0,11
"BIHAR","NALANDA","KARAI PARSURAI",6,0,0,0,0,0,0,6
"BIHAR","NALANDA","PARWALPUR",5,0,0,0,0,0,0,5
"BIHAR","NALANDA","RAHUI",0,0,0,0,1,0,1,1
"BIHAR","NALANDA","RAJGIR",32,5,0,2,0,0,7,39
"BIHAR","NALANDA","SARMERA",1,0,0,0,0,0,0,1
"BIHAR","NAWADA","GOBINDPUR",1,1,0,0,0,0,1,2
"BIHAR","NAWADA","NAWADA",19,2,0,0,0,1,3,22
"BIHAR","NAWADA","RAJANLI",0,0,0,1,0,0,1,1
"BIHAR","NAWADA","ROH",1,3,0,0,0,0,3,4
"BIHAR","PAKUR","AMRAPARA",2,0,0,0,0,0,0,2
"BIHAR","PAKUR","HIRANPUR",16,0,0,0,0,0,0,16
"BIHAR","PAKUR","LITIPARA",40,0,0,2,0,0,2,42
"BIHAR","PAKUR","MAHESHPUR",57,0,0,0,0,1,1,58
"BIHAR","PAKUR","PAKUR",22,6,0,0,0,0,6,28
"BIHAR","PAKUR","PAKURIA",4,0,0,0,2,0,2,6
"BIHAR","PATNA","MANER",18,0,0,1,0,0,1,19
"BIHAR","PATNA","MASAURHI",0,0,0,0,0,2,2,2
"BIHAR","PATNA","SAMPATCHAK",25,3,0,0,0,0,3,28
"BIHAR","PURNIA","KRITYANANDNAGAR",11,0,0,0,0,3,3,14
"BIHAR","PURNIA","PURNIA EAST",2,0,0,0,0,0,0,2
"BIHAR","PURNIA","RUPAULI",0,1,0,0,0,2,3,3
"BIHAR","RANCHI","ANGARA",3,0,0,0,1,0,1,4
"BIHAR","RANCHI","ARKI",17,12,0,2,0,0,14,31
"BIHAR","RANCHI","CHANHO",48,14,0,5,0,0,19,67
"BIHAR","RANCHI","KANKE",125,0,0,0,0,0,0,125
"BIHAR","RANCHI","MANDAR",0,0,0,0,6,10,16,16
"BIHAR","RANCHI","RATU",24,6,0,1,0,1,8,32
"BIHAR","RANCHI","SILLI",12,1,0,4,0,0,5,17
"BIHAR","RANCHI","SONAHATU",1,1,0,0,0,0,1,2
"BIHAR","RANCHI","TAMAR",113,5,0,0,0,0,5,118
"BIHAR","RANCHI","TORPA",5,0,0,0,0,0,0,5
"BIHAR","ROHTAS","AKORHIGOLA",3,0,0,0,0,0,0,3
"BIHAR","ROHTAS","CHENARI",2,3,0,0,0,5,8,10
"BIHAR","ROHTAS","DAWATH",1,0,0,0,0,0,0,1
"BIHAR","ROHTAS","DEHRI",3,0,0,0,0,0,0,3
"BIHAR","ROHTAS","KARGHAHAR",5,0,0,0,0,0,0,5
"BIHAR","ROHTAS","KUCHAI",10,0,0,0,0,0,0,10
"BIHAR","ROHTAS","NAWHATTA",4,0,0,0,1,0,1,5
"BIHAR","ROHTAS","NOKHA",2,0,0,0,0,0,0,2
"BIHAR","ROHTAS","ROHTAS",5,0,0,0,0,0,0,5
"BIHAR","ROHTAS","SASARAM",5,0,0,0,0,0,0,5
"BIHAR","ROHTAS","SHEOSAGAR",17,0,0,0,0,0,0,17
"BIHAR","SAHARSA","SAUR BAZAR",0,6,0,0,0,0,6,6
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",4,0,0,0,0,0,0,4
"BIHAR","SAHEBGANJ","BARHAIT",1,2,0,0,0,0,2,3
"BIHAR","SAHEBGANJ","BARHARWA",909,12,0,7,6,1,26,935
"BIHAR","SAHEBGANJ","BORIO",223,0,0,78,1,0,79,302
"BIHAR","SAHEBGANJ","MANDRO",118,3,0,36,6,0,45,163
"BIHAR","SAHEBGANJ","PATHNA",114,13,0,0,3,0,16,130
"BIHAR","SAHEBGANJ","TALJHARI",113,3,0,3,2,0,8,121
"BIHAR","SAHEBGANJ","UDHUWA",253,3,0,5,3,0,11,264
"BIHAR","SAMASTIPUR","BIBHUTIPUR",0,0,0,0,0,4,4,4
"BIHAR","SAMASTIPUR","DALSINGHSARAI",3,4,0,0,0,1,5,8
"BIHAR","SAMASTIPUR","KALYANPUR",0,10,0,0,0,0,10,10
"BIHAR","SAMASTIPUR","KHANPUR",0,1,0,2,0,3,6,6
"BIHAR","SAMASTIPUR","PATORI",0,2,0,0,0,0,2,2
"BIHAR","SAMASTIPUR","PUSA",1,0,0,0,0,0,0,1
"BIHAR","SAMASTIPUR","ROSERA",0,4,0,0,0,0,4,4
"BIHAR","SAMASTIPUR","SAMASTIPUR",0,1,0,0,1,0,2,2
"BIHAR","SAMASTIPUR","SARAIRANJAN",1,0,0,0,0,0,0,1
"BIHAR","SAMASTIPUR","TAJPUR",3,2,0,0,1,0,3,6
"BIHAR","SAMASTIPUR","UJIARPUR",1,1,0,0,0,1,2,3
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",3,0,0,0,0,1,1,4
"BIHAR","SARAN","AMNOUR",3,0,0,0,0,0,0,3
"BIHAR","SARAN","DARIYAPUR",11,0,0,0,0,0,0,11
"BIHAR","SARAN","MANJHI",7,0,0,0,0,0,0,7
"BIHAR","SARAN","MASARAKH",1,0,0,0,0,0,0,1
"BIHAR","SARAN","SONEPUR",1,0,0,0,0,0,0,1
"BIHAR","SHEIKHPURA","ARIARI",3,0,0,0,0,0,0,3
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",27,0,0,4,0,0,4,31
"BIHAR","SHEIKHPURA","SHEIKHPURA",1,0,0,0,0,0,0,1
"BIHAR","SHEOHAR","PIPRAHI",0,1,0,0,0,0,1,1
"BIHAR","SINGHBHUM EAST","BAHARAGORA",27,1,0,0,0,0,1,28
"BIHAR","SINGHBHUM EAST","CHAKULIA",62,20,0,4,4,2,30,92
"BIHAR","SINGHBHUM EAST","DHALBHUMGARH",8,11,0,2,3,0,16,24
"BIHAR","SINGHBHUM EAST","DUMARIA",0,1,0,2,1,0,4,4
"BIHAR","SINGHBHUM EAST","GHATSHILA",35,4,0,2,1,2,9,44
"BIHAR","SINGHBHUM EAST","JAMSHEDPUR",113,0,0,7,2,0,9,122
"BIHAR","SINGHBHUM EAST","MUSABANI",8,0,0,0,1,1,2,10
"BIHAR","SINGHBHUM EAST","PATAMDA",197,3,0,5,0,1,9,206
"BIHAR","SINGHBHUM EAST","POTKA",2,2,0,2,3,1,8,10
"BIHAR","SINGHBHUM WEST","BANDGAON",2,2,0,0,0,1,3,5
"BIHAR","SINGHBHUM WEST","CHAIBASA",0,0,0,0,7,0,7,7
"BIHAR","SINGHBHUM WEST","CHAKRADHARPUR",2,0,0,0,1,1,2,4
"BIHAR","SINGHBHUM WEST","CHANDIL",19,1,0,1,0,0,2,21
"BIHAR","SINGHBHUM WEST","GELKERA",0,0,0,1,0,0,1,1
"BIHAR","SINGHBHUM WEST","GUNHARIA",0,0,0,1,0,0,1,1
"BIHAR","SINGHBHUM WEST","JAGNNATHPUR",4,0,0,0,11,3,14,18
"BIHAR","SINGHBHUM WEST","JHINIKPANI",0,1,0,0,8,0,9,9
"BIHAR","SINGHBHUM WEST","KHANSOWAN",11,2,0,0,1,0,3,14
"BIHAR","SINGHBHUM WEST","KHUNTPANI",1,3,0,0,2,0,5,6
"BIHAR","SINGHBHUM WEST","KUCHAI",0,2,0,0,0,0,2,2
"BIHAR","SINGHBHUM WEST","MAJHGAON",420,144,0,4,4,6,158,578
"BIHAR","SINGHBHUM WEST","MANOHARPUR",10,1,0,1,0,0,2,12
"BIHAR","SINGHBHUM WEST","NIMDIH",156,2,0,11,9,0,22,178
"BIHAR","SINGHBHUM WEST","NOAMUNDI",8,12,0,12,0,0,24,32
"BIHAR","SINGHBHUM WEST","RAJNAGAR",432,29,0,13,21,0,63,495
"BIHAR","SINGHBHUM WEST","SARAIKELA",10,0,0,1,4,0,5,15
"BIHAR","SINGHBHUM WEST","SONUA",2,1,0,0,18,0,19,21
"BIHAR","SINGHBHUM WEST","TANTNAGAR",88,9,0,0,0,0,9,97
"BIHAR","SINGHBHUM WEST","TONTO",38,2,0,0,9,0,11,49
"BIHAR","SITAMARHI","BAJAPATTI",0,0,0,0,0,3,3,3
"BIHAR","SITAMARHI","BATHNAHA",2,0,0,0,0,0,0,2
"BIHAR","SITAMARHI","DUMRA",6,1,0,0,0,0,1,7
"BIHAR","SITAMARHI","MEJARGANJ",0,0,0,3,0,0,3,3
"BIHAR","SITAMARHI","PARSAUNI",0,1,0,0,0,0,1,1
"BIHAR","SITAMARHI","PUPARI",1,1,0,0,0,0,1,2
"BIHAR","SITAMARHI","RIGA",5,0,0,1,0,0,1,6
"BIHAR","SITAMARHI","RUNISAIDPUR",5,6,0,1,1,0,8,13
"BIHAR","SITAMARHI","SONBARSA",2,1,0,1,1,1,4,6
"BIHAR","SITAMARHI","SUPPI",0,0,0,1,0,0,1,1
"BIHAR","SITAMARHI","SURSAND",1,2,0,0,0,2,4,5
"BIHAR","SIWAN","ANDAR",11,1,0,0,2,0,3,14
"BIHAR","SIWAN","BARHARIA",21,3,0,5,0,0,8,29
"BIHAR","SIWAN","DARAULI",16,0,0,0,0,0,0,16
"BIHAR","SIWAN","DARAUNDHA",4,0,0,0,0,0,0,4
"BIHAR","SIWAN","GORAIKOTHI",18,0,0,0,0,0,0,18
"BIHAR","SIWAN","GUTHANI",21,0,0,2,0,0,2,23
"BIHAR","SIWAN","HUSSAINGANJ",3,1,0,0,1,0,2,5
"BIHAR","SIWAN","MAHRAJGANJ",30,0,0,0,0,0,0,30
"BIHAR","SIWAN","MAIRWA",3,0,0,0,0,6,6,9
"BIHAR","SIWAN","RAGHUNATHPUR",2,0,0,0,0,0,0,2
"BIHAR","SIWAN","SISWAN",1,3,0,0,0,0,3,4
"BIHAR","SIWAN","SIWAN",1,1,0,0,0,1,2,3
"BIHAR","SUPAUL","BASANTPUR",1,0,0,0,0,0,0,1
"BIHAR","SUPAUL","CHHATAPUR",51,0,0,0,0,0,0,51
"BIHAR","SUPAUL","PIPRA",2,0,0,0,0,0,0,2
"BIHAR","SUPAUL","SUPAUL",0,0,0,0,0,7,7,7
"BIHAR","VAISHALI","BHAGWANPUR",1,1,0,0,1,1,3,4
"BIHAR","VAISHALI","GORAUL",2,0,0,0,0,0,0,2
"BIHAR","VAISHALI","JANDAHA",0,3,0,0,0,4,7,7
"BIHAR","VAISHALI","MAHNAR",1,2,0,0,0,0,2,3
"BIHAR","VAISHALI","MAHUA",2,3,0,0,0,0,3,5
"BIHAR","VAISHALI","PATEHRIBELSAR",0,0,0,0,1,1,2,2
"BIHAR","VAISHALI","PATEPUR",1,1,0,0,0,0,1,2
"BIHAR","VAISHALI","PREMRAJ",0,1,0,0,0,0,1,1
"BIHAR","VAISHALI","VAISHALI",1,1,0,0,0,2,3,4
"GOA","NORTH GOA","BICHOLIM",73,0,0,0,0,0,0,73
"GOA","NORTH GOA","PERNEM",25,0,0,0,0,0,0,25
"GOA","NORTH GOA","PONDA",37,0,0,0,0,0,0,37
"GOA","NORTH GOA","SATARI",154,0,0,0,0,0,0,154
"GOA","NORTH GOA","TISWADI",13,0,0,0,0,0,0,13
"GOA","SOUTH GOA","CANACONA",100,5,0,0,0,0,5,105
"GOA","SOUTH GOA","MORMUGAO",20,0,0,0,0,0,0,20
"GOA","SOUTH GOA","QUEPEM",78,0,0,0,0,0,0,78
"GOA","SOUTH GOA","SALCETE",9,0,0,0,0,0,0,9
"GOA","SOUTH GOA","SANGUEM",237,1,0,0,0,0,1,238
"HARYANA","AMBALA","AMBALA",20,0,0,0,0,0,0,20
"HARYANA","AMBALA","NARAINGARH",12,0,0,0,0,0,0,12
"HARYANA","KAITHAL","KAITHAL",148,0,0,0,0,0,0,148
"HARYANA","KURUKSHETRA","SHAHBAD",2,0,0,0,0,0,0,2
"HIMACHAL PRADESH","Bilaspur","Bilaspur Sadar",15,0,0,0,0,0,0,15
"HIMACHAL PRADESH","Bilaspur","Ghumarwin",56,0,0,0,0,0,0,56
"HIMACHAL PRADESH","Bilaspur","Jhanduta",4,0,0,0,0,0,0,4
"HIMACHAL PRADESH","Bilaspur","Naina Devi",6,0,0,0,0,0,0,6
"HIMACHAL PRADESH","Chamba","Bhattiyat",3,1,0,0,0,0,1,4
"HIMACHAL PRADESH","Chamba","Chamba",0,2,0,0,0,0,2,2
"HIMACHAL PRADESH","Chamba","Sihunta",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Hamirpur","Barsar",12,0,0,0,0,0,0,12
"HIMACHAL PRADESH","Hamirpur","Bhoranj",7,0,0,0,0,0,0,7
"HIMACHAL PRADESH","Hamirpur","Hamirpur",11,0,0,0,0,0,0,11
"HIMACHAL PRADESH","Hamirpur","Nadaun",13,0,0,0,0,0,0,13
"HIMACHAL PRADESH","Hamirpur","Tira Sujanpur",7,0,0,0,0,0,0,7
"HIMACHAL PRADESH","Kangra","Baijnath",9,0,0,0,0,0,0,9
"HIMACHAL PRADESH","Kangra","Baroh",4,0,0,0,0,0,0,4
"HIMACHAL PRADESH","Kangra","Dera Gopipur",27,0,0,0,0,0,0,27
"HIMACHAL PRADESH","Kangra","Dhira",3,0,0,0,0,0,0,3
"HIMACHAL PRADESH","Kangra","Fatehpur",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Kangra","Indora",6,0,0,0,0,0,0,6
"HIMACHAL PRADESH","Kangra","Jaisinghpur",1,1,0,0,3,0,4,5
"HIMACHAL PRADESH","Kangra","Jaswan",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Kangra","Jawali",9,1,0,0,0,0,1,10
"HIMACHAL PRADESH","Kangra","Kangra",8,0,0,0,0,0,0,8
"HIMACHAL PRADESH","Kangra","Nurpur",19,0,0,0,0,0,0,19
"HIMACHAL PRADESH","Kangra","Palampur",22,0,0,0,0,0,0,22
"HIMACHAL PRADESH","Kangra","Rakkar",4,0,0,0,0,0,0,4
"HIMACHAL PRADESH","Kangra","Thural",6,10,0,0,0,0,10,16
"HIMACHAL PRADESH","Kullu","Ani",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Kullu","Kullu",9,0,0,0,0,0,0,9
"HIMACHAL PRADESH","Kullu","Nermand",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Mandi","Aut",7,0,0,0,0,0,0,7
"HIMACHAL PRADESH","Mandi","Baldwara",6,0,0,0,0,0,0,6
"HIMACHAL PRADESH","Mandi","Chachyot",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Mandi","Dharmpur",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Mandi","Jogindarnagar",2,0,0,1,0,0,1,3
"HIMACHAL PRADESH","Mandi","Kotli",2,0,0,0,0,0,0,2
"HIMACHAL PRADESH","Mandi","Mandi",12,0,0,0,0,0,0,12
"HIMACHAL PRADESH","Mandi","Padhar",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Mandi","Sandhol",3,0,0,0,0,0,0,3
"HIMACHAL PRADESH","Mandi","Sundarnagar",19,0,0,0,0,0,0,19
"HIMACHAL PRADESH","Shimla","Seoni",5,0,0,0,0,0,0,5
"HIMACHAL PRADESH","Shimla","Shimla",3,0,0,0,0,0,0,3
"HIMACHAL PRADESH","Shimla","Theog",2,0,0,0,0,0,0,2
"HIMACHAL PRADESH","Sirmaur","Nahan",24,0,0,0,0,0,0,24
"HIMACHAL PRADESH","Sirmaur","Pachhad",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Sirmaur","Pajhota",1,0,0,0,0,0,0,1
"HIMACHAL PRADESH","Sirmaur","Paonta Sahib",24,0,0,0,0,0,0,24
"HIMACHAL PRADESH","Sirmaur","Rajgarh",12,0,0,0,0,0,0,12
"HIMACHAL PRADESH","Solan","Arki",10,0,0,0,0,0,0,10
"HIMACHAL PRADESH","Solan","Kandaghat",18,0,0,0,0,0,0,18
"HIMACHAL PRADESH","Solan","Krishangarh",5,0,0,0,0,0,0,5
"HIMACHAL PRADESH","Solan","Nalagarh",45,2,0,0,0,0,2,47
