-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"REGS","B","Jharkhand",0.0,484.51,1839.57,2752.53,2608.54,2943.07,3577.43,3809.99,4607.48,4923.98,6605.36,6990.8
"REGS","B","Karnataka",5332.95,5633.62,6215.31,7112.11,9039.12,9900.24,10035.82,10419.42,10871.78,12275.57,12762.34,14055.09
"REGS","B","Kerala",4977.05,5456.42,5611.24,6678.03,7397.93,7985.81,8755.65,9723.17,12184.09,12667.35,13935.53,15418.39
"REGS","B","Madhya Pradesh",5244.45,5322.65,5049.49,5444.68,6573.58,7468.35,7593.11,8602.11,9354.34,10162.33,12013.79,14646.68
"REGS","B","Maharastra",12538.73,14702.13,17730.53,17946.81,19820.08,22271.16,21696.5,25106.28,23846.41,26584.71,32070.95,37704.22
"REGS","B","Manipur",558.1,514.82,562.35,650.59,626.1,704.27,722.88,873.35,931.94,1094.61,1181.29,1642.75
"REGS","B","Meghalaya",337.44,401.34,428.71,483.84,526.03,587.05,625.33,703.08,778.25,937.52,1100.99,1316.8
"REGS","B","Mizoram",294.07,334.84,392.37,405.63,462.54,514.65,541.65,616.9,645.65,803.75,947.67,1011.29
"REGS","B","Nagaland",544.6,623.33,723.88,798.67,874.91,857.95,939.91,1020.32,1193.45,1348.84,1583.98,1843.17
"REGS","B","Orissa",2888.11,4030.93,4933.31,4805.26,5158.67,6480.49,6825.66,7502.77,7227.2,6961.87,9285.15,9936.77
"REGS","B","Punjab",5582.23,6530.81,7567.23,9072.34,9350.9,9850.03,10516.25,10338.64,12891.9,14032.14,15525.29,18597.74
"REGS","B","Rajasthan",5682.66,6577.8,7176.72,7645.49,8443.63,8652.22,8820.32,10348.77,10922.27,12949.88,15647.04,16737.5
"REGS","B","Sikkim",1143.87,406.01,1254.02,1405.75,689.06,1140.64,1163.43,1248.12,1589.78,1359.21,1566.63,1580.55
"REGS","B","Tamil Nadu",7743.12,8353.71,8920.97,9894.91,10589.1,12058.27,12890.9,14994.86,16128.77,18577.7,20296.53,25923.43
"REGS","B","Tripura",540.98,646.44,717.4,826.73,876.08,927.89,1072.87,1155.2,1312.65,1336.94,1855.52,1912.17
"REGS","B","Uttar Pradesh",13457.46,15155.24,16178.44,15582.69,19540.52,22761.43,20919.68,24299.32,26550.75,29769.34,40641.3,48019.17
"REGS","B","Uttarakhand",0.0,234.23,1061.69,1186.75,1460.42,1900.78,2026.96,2377.39,2655.02,3103.97,3694.34,4180.15
"REGS","B","West Bengal",8040.85,9712.96,11243.21,12588.02,14419.63,15710.27,16347.72,17901.28,18866.57,20775.44,26356.79,28680.41
