-----
{
 "description": "This data provides details on the total number of days each member signed the member's attendance register of session 11 of Lok Sabha 15 from 8th August 2012 to 7th September 2012.", 
 "file_name": "Attendance_of_the_Members_of_Lok_Sabha_15_Session_11.xls", 
 "title": "Download XLS for Attendance of the Members of Lok Sabha 15 for Session 11", 
 "url": "http://data.gov.in/sites/default/files/Attendance_of_the_Members_of_Lok_Sabha_15_Session_11.xls"
}
-----
"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
205.0,268.0,"Shri  Jaywant  Gangaram   Awale                                  ",15.0,11.0,"Maharashtra                                                 ","Latur",19.0,16.0
206.0,269.0,"Dr.  Nilesh N.  Rane                                              ",15.0,11.0,"Maharashtra                                                 ","Ratnagiri-Sindhudurg",19.0,10.0
207.0,270.0,"Shri  Thangso  Baite                                             ",15.0,11.0,"Manipur                                                     ","Outer Manipur",19.0,19.0
208.0,271.0,"Shri  Pradeep  Majhi                                             ",15.0,11.0,"Orissa                                                      ","Nabarangpur",19.0,9.0
209.0,272.0,"Shri  Amarnath  Pradhan                                           ",15.0,11.0,"Orissa                                                      ","Sambalpur",19.0,15.0
210.0,273.0,"Shri  Hemanand  Biswal                                            ",15.0,11.0,"Orissa                                                      ","Sundargarh",19.0,19.0
211.0,274.0,"Shri  Sanjay  Bhoi                                              ",15.0,11.0,"Orissa                                                      ","Bargarh",19.0,15.0
212.0,275.0,"Shri  C. L.  Ruala                                             ",15.0,11.0,"Mizoram                                                     ","Mizoram",19.0,19.0
213.0,276.0,"Shri  Mulayam Singh  Yadav                                             ",15.0,11.0,"Uttar Pradesh                                               ","Mainpuri",19.0,17.0
214.0,277.0,"Shri  H.D.  Devegowda                                         ",15.0,11.0,"Karnataka                                                   ","Hassan",19.0,14.0
215.0,278.0,"Kunwar  Rewati Raman  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Allahabad",19.0,19.0
216.0,279.0,"Dr.    Bali Ram                                          ",15.0,11.0,"Uttar Pradesh                                               ","Lalganj",19.0,19.0
217.0,280.0,"Shri  Gurudas  Das Gupta                                         ",15.0,11.0,"West Bengal                                                 ","Ghatal",19.0,17.0
218.0,281.0,"Shri  Subrata  Bakshi                                            ",15.0,11.0,"West Bengal                                                 ","Kolkata Dakshin",19.0,3.0
219.0,283.0,"Shri  Shailendra  Kumar                                             ",15.0,11.0,"Uttar Pradesh                                               ","Kaushambi ",19.0,18.0
220.0,284.0,"Shri  Bhisma  Shankar Alias Kushal Tiwari                       ",15.0,11.0,"Uttar Pradesh                                               ","Sant Kabir Nagar",19.0,14.0
221.0,285.0,"Dr.  M.  Thambidurai                                       ",15.0,11.0,"Tamil Nadu                                                  ","Karur",19.0,18.0
222.0,286.0,"Smt.  Dimple  Yadav                                             ",15.0,11.0,"Uttar Pradesh                                               ","Kannauj",19.0,7.0
223.0,287.0,"Shri  Ashok Kumar  Rawat                                             ",15.0,11.0,"Uttar Pradesh                                               ","Misrikh",19.0,18.0
224.0,288.0,"Dr.  Shafiqur Rahman  Barq                                              ",15.0,11.0,"Uttar Pradesh                                               ","Sambhal",19.0,18.0
225.0,289.0,"Shri  Baju Ban  Riyan                                             ",15.0,11.0,"Tripura                                                     ","Tripura East",19.0,17.0
226.0,290.0,"Shri  S.  Semmalai                                          ",15.0,11.0,"Tamil Nadu                                                  ","Salem",19.0,15.0
227.0,291.0,"Shri  Kalyan  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Etah",19.0,16.0
228.0,292.0,"Shri  Brij Bhushan Sharan  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Kaiserganj",19.0,13.0
229.0,293.0,"Shri  Tufani  Saroj                                             ",15.0,11.0,"Uttar Pradesh                                               ","Machhlishahr",19.0,17.0
230.0,294.0,"Shri  Jagdish Singh  Rana                                              ",15.0,11.0,"Uttar Pradesh                                               ","Saharanpur",19.0,15.0
231.0,295.0,"Shri  Vijay Bahadur  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Hamirpur",19.0,16.0
232.0,296.0,"Dr.  Ram Chandra  Dome                                              ",15.0,11.0,"West Bengal                                                 ","Bolpur",19.0,15.0
233.0,297.0,"Shri  Khagen  Das                                               ",15.0,11.0,"Tripura                                                     ","Tripura West",19.0,16.0
234.0,298.0,"Shri  O. S.  Manian                                            ",15.0,11.0,"Tamil Nadu                                                  ","Mayiladuthurai",19.0,17.0
235.0,299.0,"Shri  R.K. Singh  Patel                                             ",15.0,11.0,"Uttar Pradesh                                               ","Banda",19.0,10.0
236.0,300.0,"Smt.  Sushila  Saroj                                             ",15.0,11.0,"Uttar Pradesh                                               ","Mohanlalganj",19.0,15.0
237.0,301.0,"Smt.  Seema  Upadhyay                                          ",15.0,11.0,"Uttar Pradesh                                               ","Fatehpur Sikri",19.0,18.0
238.0,302.0,"  Smt. Tabassum  Hasan  ",15.0,11.0,"Uttar Pradesh                                               ","Kairana",19.0,15.0
239.0,303.0,"Shri  Prabodh  Panda                                             ",15.0,11.0,"West Bengal                                                 ","Medinipur",19.0,19.0
240.0,304.0,"Shri  Bansagopal  Chowdhury                                         ",15.0,11.0,"West Bengal                                                 ","Asansol",19.0,12.0
241.0,305.0,"Shri  P.  Venugopal                                         ",15.0,11.0,"Tamil Nadu                                                  ","Tiruvallur",19.0,18.0
242.0,306.0,"Shri  C.  Rajendran                                         ",15.0,11.0,"Tamil Nadu                                                  ","Chennai South",19.0,18.0
243.0,309.0,"Shri  S.K. Nurul  Islam                                             ",15.0,11.0,"West Bengal                                                 ","Basirhat",19.0,1.0
244.0,310.0,"Shri    Ramkishun                                         ",15.0,11.0,"Uttar Pradesh                                               ","Chandauli",19.0,16.0
245.0,311.0,"Shri  Rakesh  Sachan                                            ",15.0,11.0,"Uttar Pradesh                                               ","Fatehpur",19.0,17.0
246.0,312.0,"Smt.  Raj Kumari  Chauhan                                           ",15.0,11.0,"Uttar Pradesh                                               ","Aligarh",19.0,14.0
247.0,313.0,"Smt.  Kaisar  Jahan                                             ",15.0,11.0,"Uttar Pradesh                                               ","Sitapur",19.0,13.0
248.0,314.0,"Shri  P.R.  Natarajan                                         ",15.0,11.0,"Tamil Nadu                                                  ","Coimbatore",19.0,19.0
249.0,315.0,"Adv.  A.  Sampath                                           ",15.0,11.0,"Kerala                                                      ","Attingal",19.0,10.0
250.0,316.0,"Shri  Manohar  Tirkey                                            ",15.0,11.0,"West Bengal                                                 ","Alipurduars",19.0,14.0
251.0,317.0,"Shri  M.  Anandan                                           ",15.0,11.0,"Tamil Nadu                                                  ","Viluppuram",19.0,18.0
252.0,318.0,"Shri  Dinesh  Trivedi                                           ",15.0,11.0,"West Bengal                                                 ","Barrackpur",19.0,14.0
253.0,319.0,"Shri  Gobinda Chandra  Naskar                                            ",15.0,11.0,"West Bengal                                                 ","Bangaon",19.0,15.0
254.0,320.0,"Shri  Premdas  Katheria                                          ",15.0,11.0,"Uttar Pradesh                                               ","Etawah",19.0,19.0
255.0,321.0,"Shri  Dharmendra  Yadav                                             ",15.0,11.0,"Uttar Pradesh                                               ","Badaun",19.0,17.0
256.0,322.0,"Shri  Neeraj  Shekhar                                           ",15.0,11.0,"Uttar Pradesh                                               ","Ballia",19.0,17.0
257.0,323.0,"Shri    Gorakhnath  Pandey                                ",15.0,11.0,"Uttar Pradesh                                               ","Bhadohi ",19.0,19.0
258.0,324.0,"Shri  Dhananjay  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Jaunpur",19.0,17.0
259.0,325.0,"Smt.  Susmita  Bauri                                             ",15.0,11.0,"West Bengal                                                 ","Bishnupur",19.0,17.0
260.0,326.0,"Dr.  Anup Kumar  Saha                                              ",15.0,11.0,"West Bengal                                                 ","Bardhaman Purba",19.0,17.0
261.0,327.0,"Shri  Pulin Bihari  Baske                                             ",15.0,11.0,"West Bengal                                                 ","Jhargram",19.0,18.0
262.0,328.0,"Shri  K.  Sugumar                                           ",15.0,11.0,"Tamil Nadu                                                  ","Pollachi",19.0,18.0
263.0,329.0,"Shri  Ambica  Banerjee                                          ",15.0,11.0,"West Bengal                                                 ","Howrah",19.0,8.0
264.0,330.0,"Shri    Suvendu   Adhikari                                ",15.0,11.0,"West Bengal                                                 ","Tamluk",19.0,3.0
265.0,331.0,"Smt.  Usha  Verma                                             ",15.0,11.0,"Uttar Pradesh                                               ","Hardoi",19.0,19.0
266.0,332.0,"Shri  Bal Kumar  Patel                                             ",15.0,11.0,"Uttar Pradesh                                               ","Mirzapur",19.0,16.0
267.0,333.0,"Shri  Rakesh  Pandey                                            ",15.0,11.0,"Uttar Pradesh                                               ","Ambedkar Nagar",19.0,18.0
268.0,334.0,"Shri  Gorakh Prasad  Jaiswal                                           ",15.0,11.0,"Uttar Pradesh                                               ","Deoria",19.0,18.0
269.0,335.0,"Sk.   Saidul  Haque                                             ",15.0,11.0,"West Bengal                                                 ","Bardhaman-Durgapur",19.0,19.0
270.0,336.0,"Shri  Mahendra Kumar  Roy                                               ",15.0,11.0,"West Bengal                                                 ","Jalpaiguri",19.0,17.0
271.0,337.0,"Shri  C.  Sivasami                                          ",15.0,11.0,"Tamil Nadu                                                  ","Tiruppur",19.0,15.0
272.0,338.0,"Smt.  Satabdi  Roy                                               ",15.0,11.0,"West Bengal                                                 ","Birbhum",19.0,13.0
273.0,339.0,"Shri  Tapas  Paul                                              ",15.0,11.0,"West Bengal                                                 ","Krishnanagar",19.0,10.0
274.0,340.0,"Dr.  Sucharu Ranjan  Haldar                                            ",15.0,11.0,"West Bengal                                                 ","Ranaghat",19.0,19.0
275.0,341.0,"Shri  Pakauri  Lal                                               ",15.0,11.0,"Uttar Pradesh                                               ","Robertsganj",19.0,16.0
276.0,342.0,"Shri  Ghanshyam  Anuragi                                           ",15.0,11.0,"Uttar Pradesh                                               ","Jalaun",19.0,16.0
277.0,343.0,"Shri  Kamlesh  Balmiki                                           ",15.0,11.0,"Uttar Pradesh                                               ","Bulandshahr",19.0,16.0
278.0,344.0,"Shri  Arvind Kumar  Chaudhary                                         ",15.0,11.0,"Uttar Pradesh                                               ","Basti",19.0,19.0
279.0,345.0,"Shri  Deoraj Singh  Patel                                             ",15.0,11.0,"Madhya Pradesh                                              ","Rewa",19.0,19.0
280.0,346.0,"Shri  Ramashankar  Rajbhar                                           ",15.0,11.0,"Uttar Pradesh                                               ","Salempur",19.0,19.0
281.0,347.0,"Shri  P. K.  Biju                                              ",15.0,11.0,"Kerala                                                      ","Alathur",19.0,8.0
282.0,348.0,"Shri  M. B.  Rajesh                                            ",15.0,11.0,"Kerala                                                      ","Palakkad",19.0,14.0
283.0,349.0,"Shri  P.  Lingam                                            ",15.0,11.0,"Tamil Nadu                                                  ","Tenkasi",19.0,19.0
284.0,350.0,"Shri  P.  Kumar                                             ",15.0,11.0,"Tamil Nadu                                                  ","Tiruchirappalli",19.0,18.0
285.0,351.0,"Dr.  Padamsinha  Bajirao  Patil                                    ",15.0,11.0,"Maharashtra                                                 ","Osmanabad",19.0,11.0
286.0,352.0,"Dr.  Ratna  De (Nag)                                          ",15.0,11.0,"West Bengal                                                 ","Hooghly",19.0,16.0
287.0,353.0,"Shri  Kabir  Suman                                             ",15.0,11.0,"West Bengal                                                 ","Jadavpur",19.0,6.0
288.0,354.0,"Shri    Mithlesh Kumar                                    ",15.0,11.0,"Uttar Pradesh                                               ","Shahjahanpur",19.0,15.0
289.0,355.0,"Shri  Yashvir  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Nagina",19.0,12.0
290.0,356.0,"Shri  Radhey Mohan  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Ghazipur",19.0,13.0
291.0,357.0,"Shri  Kapil Muni  Karwariya                                         ",15.0,11.0,"Uttar Pradesh                                               ","Phulpur",19.0,19.0
292.0,358.0,"Shri  Surendra Singh  Nagar                                             ",15.0,11.0,"Uttar Pradesh                                               ","Gautam Buddha Nagar",19.0,17.0
293.0,359.0,"Shri  Kadir  Rana                                              ",15.0,11.0,"Uttar Pradesh                                               ","Muzaffarnagar",19.0,13.0
294.0,360.0,"Shri  Bibhu Prasad  Tarai                                             ",15.0,11.0,"Orissa                                                      ","Jagatsinghpur",19.0,16.0
295.0,361.0,"Shri  Sakti  Mohan   Malik                                     ",15.0,11.0,"West Bengal                                                 ","Arambagh",19.0,17.0
296.0,362.0,"Shri  Prasanta Kumar  Majumdar                                          ",15.0,11.0,"West Bengal                                                 ","Balurghat",19.0,10.0
297.0,363.0,"Shri  Mekapati Rajamohan  Reddy                                             ",15.0,11.0,"Andhra Pradesh                                              ","Nellore",19.0,7.0
298.0,364.0,"Dr.  Tarun  Mondal                                            ",15.0,11.0,"West Bengal                                                 ","Joynagar",19.0,12.0
299.0,365.0,"Shri  Basudeb  Acharia                                           ",15.0,11.0,"West Bengal                                                 ","Bankura",19.0,12.0
300.0,366.0,"Shri  Sharad  Yadav                                             ",15.0,11.0,"Bihar                                                       ","Madhepura",19.0,17.0
301.0,367.0,"Shri  Arjun Charan  Sethi                                             ",15.0,11.0,"Orissa                                                      ","Bhadrak",19.0,14.0
302.0,368.0,"Shri  Anant Gangaram  Geete                                             ",15.0,11.0,"Maharashtra                                                 ","Raigad",19.0,19.0
303.0,369.0,"Shri  Ram Sundar  Das                                               ",15.0,11.0,"Bihar                                                       ","Hajipur",19.0,18.0
304.0,370.0,"Shri  Bhartruhari  Mahtab                                            ",15.0,11.0,"Orissa                                                      ","Cuttack",19.0,17.0
305.0,371.0,"Shri  P.  Karunakaran                                       ",15.0,11.0,"Kerala                                                      ","Kasaragod",19.0,12.0
306.0,372.0,"Shri  Chandrakant  Khaire                                            ",15.0,11.0,"Maharashtra                                                 ","Aurangabad",19.0,14.0
307.0,373.0,"Shri  Anandrao  Adsul                                             ",15.0,11.0,"Maharashtra                                                 ","Amravati",19.0,"M"
308.0,374.0,"Shri  Rajiv Ranjan  Singh  @ Lalan Singh                              ",15.0,11.0,"Bihar                                                       ","Munger",19.0,18.0
309.0,375.0,"Shri  K. Chandrasekhar  Rao                                               ",15.0,11.0,"Andhra Pradesh                                              ","Mahabubnagar",19.0,2.0
310.0,376.0,"Dr.  Rattan Singh  Ajnala                                            ",15.0,11.0,"Punjab                                                      ","Khadoor Sahib",19.0,19.0
311.0,377.0,"Shri  Prasanna  Kumar Patasani                                    ",15.0,11.0,"Orissa                                                      ","Bhubaneswar",19.0,16.0
312.0,378.0,"Smt.  Bhavana  Gawali                                            ",15.0,11.0,"Maharashtra                                                 ","Yavatmal-Washim",19.0,18.0
313.0,379.0,"Shri  Dinesh Chandra  Yadav                                             ",15.0,11.0,"Bihar                                                       ","Khagaria",19.0,17.0
314.0,380.0,"Shri   Mangani Lal  Mandal                                            ",15.0,11.0,"Bihar                                                       ","Jhanjharpur",19.0,17.0
315.0,381.0,"Shri  Inder Singh  Namdhari                                          ",15.0,11.0,"Jharkhand                                                   ","Chatra",19.0,19.0
316.0,382.0,"Smt.  Jaya Prada  Nahata                                            ",15.0,11.0,"Uttar Pradesh                                               ","Rampur",19.0,7.0
317.0,383.0,"Shri  Tathagata  Satpathy                                          ",15.0,11.0,"Orissa                                                      ","Dhenkanal",19.0,16.0
318.0,384.0,"Shri  Shivaji  Adhalrao Patil                                    ",15.0,11.0,"Maharashtra                                                 ","Shirur",19.0,7.0
319.0,385.0,"Dr.  Ranjan Prasad  Yadav                                             ",15.0,11.0,"Bihar                                                       ","Pataliputra",19.0,17.0
320.0,386.0,"Capt.(Retd.)  Jainarayan Prasad  Nishad                                            ",15.0,11.0,"Bihar                                                       ","Muzaffarpur",19.0,18.0
321.0,387.0,"Dr.  Monazir  Hassan                                            ",15.0,11.0,"Bihar                                                       ","Begusarai",19.0,15.0
322.0,388.0,"Shri  Nama Nageswara  Rao                                               ",15.0,11.0,"Andhra Pradesh                                              ","Khammam",19.0,19.0
323.0,389.0,"Smt.  Harsimrat Kaur  Badal                                             ",15.0,11.0,"Punjab                                                      ","Bathinda",19.0,12.0
324.0,390.0,"Smt.  Paramjit Kaur  Gulshan                                           ",15.0,11.0,"Punjab                                                      ","Faridkot",19.0,19.0
325.0,391.0,"Shri  Mohan  Jena                                              ",15.0,11.0,"Orissa                                                      ","Jajpur",19.0,11.0
326.0,392.0,"Shri  Anand Prakash  Paranjpe                                          ",15.0,11.0,"Maharashtra                                                 ","Kalyan",19.0,16.0
327.0,393.0,"Shri  Jagdish  Sharma                                            ",15.0,11.0,"Bihar                                                       ","Jahanabad",19.0,18.0
328.0,394.0,"Shri  Sushil Kumar  Singh                                             ",15.0,11.0,"Bihar                                                       ","Aurangabad",19.0,17.0
329.0,396.0,"Shri  Narahari  Mahato                                            ",15.0,11.0,"West Bengal                                                 ","Purulia",19.0,15.0
330.0,397.0,"Shri  Ramesh  Rathod                                            ",15.0,11.0,"Andhra Pradesh                                              ","Adilabad",19.0,12.0
331.0,398.0,"Ms.  M. Vijaya  Shanthi                                           ",15.0,11.0,"Andhra Pradesh                                              ","Medak",19.0,2.0
332.0,399.0,"Shri  Pinaki  Misra                                             ",15.0,11.0,"Orissa                                                      ","Puri",19.0,13.0
333.0,400.0,"Shri  Baijayant  Panda                                             ",15.0,11.0,"Orissa                                                      ","Kendrapara",19.0,17.0
334.0,401.0,"Shri  Kuldeep  Bishnoi                                           ",15.0,11.0,"Haryana                                                     ","Hisar",19.0,12.0
335.0,402.0,"Shri  Vishwa Mohan  Kumar                                             ",15.0,11.0,"Bihar                                                       ","Supaul",19.0,17.0
336.0,403.0,"Shri  Baidyanath Prasad  Mahto                                             ",15.0,11.0,"Bihar                                                       ","Valmiki Nagar",19.0,19.0
337.0,404.0,"Shri  Angadi Suresh  Channabasappa                                     ",15.0,11.0,"Karnataka                                                   ","Belgaum",19.0,14.0
338.0,405.0,"Shri  Ramen  Deka                                              ",15.0,11.0,"Assam                                                       ","Mangaldoi",19.0,17.0
339.0,406.0,"Smt.    Rama Devi                                         ",15.0,11.0,"Bihar                                                       ","Sheohar",19.0,16.0
340.0,407.0,"Shri  Nripendra Nath  Roy                                               ",15.0,11.0,"West Bengal                                                 ","Cooch Behar",19.0,13.0
341.0,408.0,"Shri  K. Narayana  Rao                                               ",15.0,11.0,"Andhra Pradesh                                              ","Machilipatnam",19.0,13.0
342.0,409.0,"Shri  Jayaram  Pangi                                             ",15.0,11.0,"Orissa                                                      ","Koraput",19.0,10.0
343.0,410.0,"Shri  Rudramadhab  Ray                                               ",15.0,11.0,"Orissa                                                      ","Kandhamal",19.0,12.0
344.0,411.0,"Shri  A.  Ganeshamurthi                                     ",15.0,11.0,"Tamil Nadu                                                  ","Erode",19.0,5.0
345.0,412.0,"Shri   Prataprao  Ganpatrao Jadhav                                  ",15.0,11.0,"Maharashtra                                                 ","Buldhana",19.0,10.0
346.0,413.0,"Shri  Arjun  Roy                                               ",15.0,11.0,"Bihar                                                       ","Sitamarhi",19.0,19.0
347.0,414.0,"Smt.  Aswamedh  Devi                                              ",15.0,11.0,"Bihar                                                       ","Ujiarpur",19.0,17.0
348.0,415.0,"Shri  P. C.  Mohan                                             ",15.0,11.0,"Karnataka                                                   ","Bangalore Central",19.0,14.0
349.0,416.0,"Shri  Jeetendra Singh  Bundela                                           ",15.0,11.0,"Madhya Pradesh                                              ","Khajuraho",19.0,18.0
350.0,417.0,"Shri  Hari  Manjhi                                            ",15.0,11.0,"Bihar                                                       ","Gaya",19.0,19.0
351.0,418.0,"Shri  Modugula Venugopala  Reddy                                             ",15.0,11.0,"Andhra Pradesh                                              ","Narasaraopet",19.0,13.0
352.0,419.0,"Shri  Naramalli  Sivaprasad                                        ",15.0,11.0,"Andhra Pradesh                                              ","Chittoor",19.0,7.0
353.0,420.0,"Dr.  Kirodi  Lal  Meena                                        ",15.0,11.0,"Rajasthan                                                   ","Dausa",19.0,19.0
354.0,421.0,"Shri  Nityananda  Pradhan                                           ",15.0,11.0,"Orissa                                                      ","Aska",19.0,7.0
355.0,422.0,"Shri  Subhash Bapurao  Wankhede                                          ",15.0,11.0,"Maharashtra                                                 ","Hingoli",19.0,14.0
356.0,423.0,"Shri  Mahabali  Singh                                             ",15.0,11.0,"Bihar                                                       ","Karakat",19.0,18.0
357.0,424.0,"Shri  Purnmasi  Ram                                               ",15.0,11.0,"Bihar                                                       ","Gopalganj",19.0,16.0
358.0,425.0,"Smt.  Darshana  Jardosh                                           ",15.0,11.0,"Gujarat                                                     ","Surat",19.0,18.0
359.0,426.0,"Kum.  Saroj  Pandey                                            ",15.0,11.0,"Chhattisgarh                                                ","Durg",19.0,15.0
360.0,427.0,"Shri  Yashbant N.S.  Laguri                                            ",15.0,11.0,"Orissa                                                      ","Keonjhar",19.0,14.0
361.0,428.0,"Shri  Kalikesh N. Singh  Deo                                               ",15.0,11.0,"Orissa                                                      ","Bolangir",19.0,14.0
362.0,429.0,"Shri  Kristappa  Nimmala                                           ",15.0,11.0,"Andhra Pradesh                                              ","Hindupur",19.0,14.0
363.0,431.0,"Shri  Gajanan D.  Babar                                             ",15.0,11.0,"Maharashtra                                                 ","Maval",19.0,14.0
364.0,432.0,"Adv.   Ganeshrao  Nagorao Dudhgaonkar                               ",15.0,11.0,"Maharashtra                                                 ","Parbhani",19.0,19.0
365.0,433.0,"Smt.  Meena  Singh                                             ",15.0,11.0,"Bihar                                                       ","Arrah",19.0,14.0
366.0,434.0,"Shri  Bhudeo  Choudhary                                         ",15.0,11.0,"Bihar                                                       ","Jamui",19.0,19.0
367.0,435.0,"Shri   Bhausaheb  Rajaram   Wakchaure                               ",15.0,11.0,"Maharashtra                                                 ","Shirdi",19.0,15.0
368.0,436.0,"Shri  Kamlesh  Paswan                                            ",15.0,11.0,"Uttar Pradesh                                               ","Bansgaon",19.0,18.0
369.0,437.0,"Prof.(Dr.)  Ram Shankar  Katheria                                          ",15.0,11.0,"Uttar Pradesh                                               ","Agra",19.0,11.0
370.0,438.0,"Shri  Rajendra  Agarwal                                           ",15.0,11.0,"Uttar Pradesh                                               ","Meerut",19.0,19.0
371.0,439.0,"Shri    Varun  Gandhi                                            ",15.0,11.0,"Uttar Pradesh                                               ","Pilibhit",19.0,17.0
372.0,440.0,"Shri   Raju Shetti  ",15.0,11.0,"Maharashtra                                                 ","Hatkanangle",19.0,13.0
373.0,441.0,"Shri  Sidhant  Mohapatra                                         ",15.0,11.0,"Orissa                                                      ","Berhampur",19.0,11.0
374.0,442.0,"Shri  Laxman  Tudu                                              ",15.0,11.0,"Orissa                                                      ","Mayurbhanj",19.0,9.0
375.0,443.0,"Smt.    Putul Kumari                                      ",15.0,11.0,"Bihar                                                       ","Banka",19.0,19.0
376.0,444.0,"Shri  Kaushalendra  Kumar                                             ",15.0,11.0,"Bihar                                                       ","Nalanda",19.0,19.0
377.0,445.0,"Shri  Maheshwar  Hazari                                            ",15.0,11.0,"Bihar                                                       ","Samastipur",19.0,18.0
378.0,446.0,"Shri  Sher Singh  Ghubaya                                           ",15.0,11.0,"Punjab                                                      ","Ferozpur",19.0,14.0
379.0,447.0,"Shri  Joseph  Toppo                                             ",15.0,11.0,"Assam                                                       ","Tezpur",19.0,13.0
380.0,448.0,"Shri  Virender  Kashyap                                           ",15.0,11.0,"Himachal Pradesh                                            ","Shimla",19.0,14.0
381.0,449.0,"Shri  Shivarama  Gouda                                             ",15.0,11.0,"Karnataka                                                   ","Koppal",19.0,17.0
382.0,450.0,"Shri  Udasi Shivkumar  Chanabasappa                                      ",15.0,11.0,"Karnataka                                                   ","Haveri",19.0,19.0
383.0,451.0,"Dr.  Rajan  Sushant                                           ",15.0,11.0,"Himachal Pradesh                                            ","Kangra",19.0,18.0
384.0,452.0,"Shri  Ramesh  Vishwanath   Katti                                ",15.0,11.0,"Karnataka                                                   ","Chikkodi",19.0,19.0
385.0,453.0,"Shri  S.  Pakkirappa                                        ",15.0,11.0,"Karnataka                                                   ","Raichur",19.0,9.0
386.0,454.0,"Dr.  Murli Manohar  Joshi                                             ",15.0,11.0,"Uttar Pradesh                                               ","Varanasi",19.0,17.0
387.0,455.0,"Shri  Rajnath  Singh                                             ",15.0,11.0,"Uttar Pradesh                                               ","Ghaziabad",19.0,17.0
388.0,456.0,"Shri   Gopinathrao  Pandurang   Munde                                 ",15.0,11.0,"Maharashtra                                                 ","Beed",19.0,14.0
389.0,457.0,"Shri  Lal Krishna  Advani                                            ",15.0,11.0,"Gujarat                                                     ","Gandhinagar",19.0,19.0
390.0,460.0,"Shri  Shatrughan  Sinha                                             ",15.0,11.0,"Bihar                                                       ","Patna Sahib",19.0,7.0
391.0,461.0,"Shri  Syed Shahnawaz  Hussain                                           ",15.0,11.0,"Bihar                                                       ","Bhagalpur",19.0,16.0
392.0,462.0,"Shri  Hukamdeo Narayan  Yadav                                             ",15.0,11.0,"Bihar                                                       ","Madhubani",19.0,19.0
393.0,463.0,"Shri  Yashwant  Sinha                                             ",15.0,11.0,"Jharkhand                                                   ","Hazaribagh",19.0,17.0
394.0,464.0,"Shri  Ramesh  Bais                                              ",15.0,11.0,"Chhattisgarh                                                ","Raipur",19.0,17.0
395.0,465.0,"Shri    Ananth Kumar                                      ",15.0,11.0,"Karnataka                                                   ","Bangalore South",19.0,19.0
396.0,466.0,"Shri  Jaswant  Singh                                             ",15.0,11.0,"West Bengal                                                 ","Darjeeling",19.0,16.0
397.0,467.0,"Smt.  Maneka  Gandhi                                            ",15.0,11.0,"Uttar Pradesh                                               ","Aonla",19.0,16.0
398.0,468.0,"Shri  Kabindra  Purkayastha                                       ",15.0,11.0,"Assam                                                       ","Silchar",19.0,15.0
399.0,470.0,"Smt.  Bijoya  Chakravarty                                       ",15.0,11.0,"Assam                                                       ","Gauhati",19.0,13.0
400.0,471.0,"Shri  Harin  Pathak                                            ",15.0,11.0,"Gujarat                                                     ","Ahmedabad East",19.0,15.0
401.0,473.0,"Shri  Kailash  Joshi                                             ",15.0,11.0,"Madhya Pradesh                                              ","Bhopal",19.0,18.0
402.0,474.0,"Smt.  Sumitra  Mahajan                                           ",15.0,11.0,"Madhya Pradesh                                              ","Indore",19.0,16.0
403.0,475.0,"Shri  Yogi  Adityanath                                        ",15.0,11.0,"Uttar Pradesh                                               ","Gorakhpur",19.0,13.0
404.0,476.0,"Shri  Rajendrasinh  Rana                                              ",15.0,11.0,"Gujarat                                                     ","Bhavnagar",19.0,15.0
405.0,477.0,"Shri  Narendra Singh  Tomar                                             ",15.0,11.0,"Madhya Pradesh                                              ","Morena",19.0,14.0
406.0,478.0,"Smt.  Yashodhara Raje  Scindia                                           ",15.0,11.0,"Madhya Pradesh                                              ","Gwalior",19.0,17.0
407.0,479.0,"Shri  Vishnu Deo  Sai                                               ",15.0,11.0,"Chhattisgarh                                                ","Raigarh",19.0,18.0
408.0,480.0,"Shri  Radha Mohan  Singh                                             ",15.0,11.0,"Bihar                                                       ","Purvi Champaran ",19.0,19.0
409.0,481.0,"Shri  Shripad Yesso  Naik                                              ",15.0,11.0,"Goa                                                         ","North Goa",19.0,14.0
410.0,482.0,"Shri  Nikhil Kumar  Choudhary                                         ",15.0,11.0,"Bihar                                                       ","Katihar",19.0,18.0
411.0,483.0,"Shri  Dilip Kumar Mansukhlal  Gandhi                                            ",15.0,11.0,"Maharashtra                                                 ","Ahmednagar",19.0,9.0
412.0,484.0,"Shri  Anant Kumar  Hegde                                             ",15.0,11.0,"Karnataka                                                   ","Uttara Kannada",19.0,15.0
413.0,485.0,"Shri  Ramakant  Yadav                                             ",15.0,11.0,"Uttar Pradesh                                               ","Azamgarh",19.0,11.0
414.0,486.0,"Shri  Ram Singh  Kaswan                                            ",15.0,11.0,"Rajasthan                                                   ","Churu",19.0,19.0
415.0,487.0,"Shri  Mansukhbhai Dhanjibhai  Vasava                                            ",15.0,11.0,"Gujarat                                                     ","Bharuch",19.0,11.0
