-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Surface Lift Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Surface Lift Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
JHARKHAND,GODDA,GODDA,11,9,7,3,1,20
JHARKHAND,GODDA,SUNDER PAHARI,16,11,9,4,3,27
JHARKHAND,GUMLA,BISHUNPUR,10,4,5,1,0,10
JHARKHAND,GUMLA,CHAINPUR,146,143,12,0,0,155
JHARKHAND,GUMLA,DUMRI,13,6,8,0,3,17
JHARKHAND,GUMLA,GHAGHRA,62,0,62,0,0,63
JHARKHAND,GUMLA,GUMLA,43,22,24,5,0,51
JHARKHAND,GUMLA,PALKOT,34,24,22,0,0,46
JHARKHAND,GUMLA,SISAI,16,12,6,0,0,18
JHARKHAND,HAZARIBAGH,BARHI,25,10,10,5,0,25
JHARKHAND,HAZARIBAGH,BARKAGAON,278,147,86,39,40,311
JHARKHAND,HAZARIBAGH,BARKATTA,26,9,17,0,0,26
JHARKHAND,HAZARIBAGH,CHOUPARAN,16,15,10,0,0,25
JHARKHAND,HAZARIBAGH,CHURCHU,19,13,8,0,0,22
JHARKHAND,HAZARIBAGH,GANDARI,161,109,68,4,0,180
JHARKHAND,HAZARIBAGH,GOLA,93,5,88,0,0,94
JHARKHAND,HAZARIBAGH,HAZARIBAGH,60,60,60,0,0,121
JHARKHAND,HAZARIBAGH,ICHAK,65,42,23,0,0,65
JHARKHAND,HAZARIBAGH,KATKAMSANDI,51,40,18,0,0,57
JHARKHAND,HAZARIBAGH,PADMA,161,121,41,0,0,162
JHARKHAND,HAZARIBAGH,PATRATU,140,80,60,0,0,140
JHARKHAND,HAZARIBAGH,RAMGARH,13,4,8,0,0,13
JHARKHAND,HAZARIBAGH,VISHNUGARH,9,5,4,0,0,10
JHARKHAND,JAMTARA,JAMTARA,1118,949,433,24,1,1407
JHARKHAND,JAMTARA,KUNDHIT,1790,330,1559,17,53,1959
JHARKHAND,JAMTARA,NALA,1166,721,464,75,70,1329
JHARKHAND,JAMTARA,NARAYANPUR,51,21,29,0,7,57
JHARKHAND,KODERMA,CHANDWARA,17,16,7,0,0,23
JHARKHAND,KODERMA,KODERMA,23,13,11,0,0,24
JHARKHAND,KODERMA,MARKATCHHO,60,44,17,0,0,60
JHARKHAND,LATEHAR,BALUMATH,274,176,97,2,5,281
JHARKHAND,LATEHAR,BARWADIH,208,179,116,8,0,302
JHARKHAND,LATEHAR,GARU,68,50,27,0,0,77
JHARKHAND,LATEHAR,LATEHAR,3589,3220,1653,484,65,5422
JHARKHAND,LATEHAR,MAHUATAND,22,15,10,1,0,26
JHARKHAND,LATEHAR,MANIKA,41,22,34,4,1,61
JHARKHAND,LOHARDAGA,BHANDRA,9,9,6,0,0,15
JHARKHAND,LOHARDAGA,KUDU,60,112,92,0,0,204
JHARKHAND,LOHARDAGA,LOHARDAGA,567,342,322,31,15,710
JHARKHAND,PAKUR,HIRANPUR,69,37,36,0,4,77
JHARKHAND,PAKUR,LITTIPARA,61,19,31,8,4,62
JHARKHAND,PAKUR,MAHESHPUR,35,35,0,0,0,35
JHARKHAND,PAKUR,PAKUR,680,6358,6071,10,11,12450
JHARKHAND,PAKUR,PAKURIYA,22,9,19,1,0,28
JHARKHAND,PALAMU,BISHRAMPUR,15,15,0,0,0,15
JHARKHAND,PALAMU,HARIHARGANJ,52,36,11,0,5,52
JHARKHAND,PALAMU,LESLIGANJ,78,94,12,1,1,108
JHARKHAND,PALAMU,PANKI,32,32,0,0,0,32
JHARKHAND,PALAMU,SATBARWA,17,0,17,0,0,17
JHARKHAND,RANCHI,BUNDU,13,11,2,1,0,13
JHARKHAND,RANCHI,KANKE,14,9,5,0,0,14
JHARKHAND,RANCHI,KARRA,51,8,26,16,0,51
JHARKHAND,RANCHI,KHUNTI,67,45,25,4,3,78
JHARKHAND,RANCHI,LAPUNG,59,10,50,0,5,65
JHARKHAND,RANCHI,MANDAR,72,61,38,0,0,100
JHARKHAND,RANCHI,MURHU,17,4,11,2,0,17
JHARKHAND,RANCHI,ORMANJHI,3,1,3,0,0,4
JHARKHAND,RANCHI,RATU,25,19,15,0,0,33
JHARKHAND,RANCHI,SILLI,2,0,1,0,1,2
JHARKHAND,RANCHI,SONAHATU,241,253,88,28,0,369
JHARKHAND,RANCHI,TAMAR,57,41,28,0,0,69
JHARKHAND,SAHEBGANJ,BARHARWA,2650,1338,1701,12,0,3051
JHARKHAND,SAHEBGANJ,BARHET,272,122,167,12,0,302
JHARKHAND,SAHEBGANJ,BORIYO,149,107,48,4,1,160
JHARKHAND,SAHEBGANJ,MANDHARI,2,1,1,0,0,2
JHARKHAND,SAHEBGANJ,PATANA,552,255,356,0,0,611
JHARKHAND,SAHEBGANJ,RAJMAHAL,781,62,784,205,91,1141
JHARKHAND,SAHEBGANJ,TALJHARI,2,0,2,0,0,3
JHARKHAND,SAHEBGANJ,UDHAWA,1616,674,1199,0,0,1873
JHARKHAND,SARAIKELA,CHANDIL,125,75,36,20,0,130
JHARKHAND,SARAIKELA,GAMHARIYA,262,167,95,1,0,263
JHARKHAND,SARAIKELA,KHARSAVA,84,94,42,50,47,233
JHARKHAND,SARAIKELA,KUCHAI,41,41,5,0,0,47
JHARKHAND,SARAIKELA,NIMDIH,76,35,53,0,0,88
JHARKHAND,SARAIKELA,RAJNAGAR,306,241,191,94,52,579
JHARKHAND,SARAIKELA,SARAIKELA,107,70,56,6,0,132
JHARKHAND,SIMDEGA,BANO,3,3,2,0,0,5
JHARKHAND,SIMDEGA,KOLBA,23,21,13,0,0,33
JHARKHAND,SIMDEGA,KOLEBIRA,7,2,6,0,0,8
JHARKHAND,SIMDEGA,KURDEG,60,3,59,0,0,62
JHARKHAND,SIMDEGA,SIMDEGA,330,330,237,0,0,567
JHARKHAND,SIMDEGA,THETHAI TANGAR,310,272,268,20,0,560
JHARKHAND,WEST SINGHBHUM,BANDGAON,29,29,0,0,0,29
JHARKHAND,WEST SINGHBHUM,CHAKARDHARPUR,141,143,33,3,1,179
JHARKHAND,WEST SINGHBHUM,GOILKERA,41,29,17,0,0,46
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,118,103,57,25,23,208
JHARKHAND,WEST SINGHBHUM,JHIKPANI,72,79,27,0,0,105
JHARKHAND,WEST SINGHBHUM,KHUNTPANI,95,95,44,0,0,140
JHARKHAND,WEST SINGHBHUM,KUMAR DUNGI,210,215,32,0,0,248
JHARKHAND,WEST SINGHBHUM,MAJHGAON,42,24,19,0,0,43
JHARKHAND,WEST SINGHBHUM,MANJHARI,7,6,2,0,0,8
JHARKHAND,WEST SINGHBHUM,MANOHARPUR,76,494,490,0,0,984
JHARKHAND,WEST SINGHBHUM,NOWAMUNDI,101,90,6,0,5,101
JHARKHAND,WEST SINGHBHUM,SADAR CHAIBASA,50,50,31,12,0,93
JHARKHAND,WEST SINGHBHUM,SHONUWA,18,14,9,2,0,25
JHARKHAND,WEST SINGHBHUM,TANATNAGAR,49,15,22,13,4,54
KARNATAKA,Bagalkote,BADAMI,2576,2517,43,8,1220,3787
KARNATAKA,Bagalkote,BAGALKOTE,3290,3056,203,111,993,4363
KARNATAKA,Bagalkote,BILGI,4348,3202,654,3219,159,7234
KARNATAKA,Bagalkote,HUNGUND,4204,4095,348,19,1910,6372
KARNATAKA,Bagalkote,JAMAKHANDI,17452,3022,698,13918,271,17909
KARNATAKA,Bagalkote,MUDHOL,8277,2516,2057,4757,116,9447
KARNATAKA,Bangalore,ANEKAL,225,190,47,4,38,279
KARNATAKA,Bangalore,BANGALORE EAST,114,0,0,34,80,114
KARNATAKA,Bangalore,BANGALORE SOUTH,653,361,65,61,209,696
KARNATAKA,Bangalore Rural,DODDBALLAPUR,9,0,0,0,9,9
KARNATAKA,Bangalore Rural,HOSKOTE,44,50,1,0,0,50
KARNATAKA,Bangalore Rural,KANAKAPURA,928,726,4,180,151,1061
KARNATAKA,Bangalore Rural,MAGADI,11,9,0,1,2,11
KARNATAKA,Bangalore Rural,RAMANAGARA,534,409,0,2,123,535
KARNATAKA,Belgaum,ATHANI,16974,11780,3853,4229,65,19927
KARNATAKA,Belgaum,BAILAHONGAL,767,670,141,16,10,838
KARNATAKA,Belgaum,BELGAUM,513,387,12,0,113,513
KARNATAKA,Belgaum,CHIKODI,17438,6320,1771,10664,41,18796
KARNATAKA,Belgaum,GOKAK,9413,4756,1385,3684,1251,11076
KARNATAKA,Belgaum,HUKKERI,2359,1352,615,781,122,2870
KARNATAKA,Belgaum,KHANAPUR,4908,4351,73,207,280,4912
KARNATAKA,Belgaum,RAIBAG,2053,557,212,1481,2,2253
KARNATAKA,Belgaum,RAMDURGA,2543,1719,793,861,0,3373
KARNATAKA,Belgaum,SOUNDATTI,268,141,54,89,7,291
KARNATAKA,Bellary,BELLARY,5483,5482,3,3,0,5489
KARNATAKA,Bellary,HADAGALI,9658,10016,250,0,61,10327
KARNATAKA,Bellary,HAGARIBOMMANAHALLI,3425,3152,275,0,0,3427
KARNATAKA,Bellary,HOSPET,6045,6027,9,5,17,6059
KARNATAKA,Bellary,SANDUR,85,85,0,0,0,85
KARNATAKA,Bellary,SIRUGUPPA,28089,28511,0,4,20,28535
KARNATAKA,Bidar,AURAD,2223,1869,165,201,4,2239
KARNATAKA,Bidar,BASAVAKALYAN,32,0,12,22,0,34
KARNATAKA,Bidar,BHALKI,1290,747,294,353,15,1409
KARNATAKA,Bidar,BIDAR,895,790,37,63,8,898
KARNATAKA,Bijapur,BASAVANA BAGEWADI,1054,1054,456,0,13,1524
KARNATAKA,Bijapur,BIJAPUR,8043,1563,610,6040,149,8361
KARNATAKA,Bijapur,INDI,6294,2430,1132,3658,35,7254
KARNATAKA,Bijapur,MUDDEBIHAL,2087,1908,1035,45,627,3615
KARNATAKA,Bijapur,SINDGI,1439,1275,143,35,3,1456
KARNATAKA,Chamaraja Nagara,GUNDLUPET,789,789,0,0,0,789
KARNATAKA,Chamaraja Nagara,KOLLEGAL,220,75,0,145,0,220
KARNATAKA,Chikmagalur,CHIKMAGALUR,1402,950,0,64,388,1402
KARNATAKA,Chikmagalur,KADUR,379,350,0,0,30,380
KARNATAKA,Chikmagalur,KOPPA,3043,402,4,1843,803,3053
KARNATAKA,Chikmagalur,MUDIGERE,4651,595,0,0,4117,4712
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,2860,1076,0,1646,141,2864
KARNATAKA,Chikmagalur,SRINGERI,319,47,0,243,32,322
KARNATAKA,Chikmagalur,TARIKERE,265,120,0,144,1,265
KARNATAKA,Chitradurga,CHALLAKERE,651,651,0,0,0,651
KARNATAKA,Chitradurga,CHITRADURGA,287,287,0,0,0,287
KARNATAKA,Chitradurga,HIRIYUR,443,389,6,51,18,463
KARNATAKA,Chitradurga,HOSDURGA,437,412,0,0,25,437
KARNATAKA,Chitradurga,MOLAKALMURU,493,487,2,0,7,496
KARNATAKA,Dakshina Kannada,BELTHANGADI,193,114,8,70,6,198
KARNATAKA,Dakshina Kannada,BUNTWAL,1159,1159,0,0,0,1159
KARNATAKA,Dakshina Kannada,MANGALORE,146,1,74,41,30,146
KARNATAKA,Dakshina Kannada,PUTTUR,2254,2254,0,0,0,2254
KARNATAKA,Dakshina Kannada,SULLIA,1002,20,0,1046,0,1067
KARNATAKA,Davanagere,CHANNAGIRI,361,310,0,4,243,557
KARNATAKA,Davanagere,DAVANGERE,1716,1469,78,158,1342,3047
KARNATAKA,Davanagere,HARIHAR,4541,3812,448,206,1948,6414
KARNATAKA,Davanagere,HARPANAHALLI,3848,2853,978,0,167,3998
KARNATAKA,Davanagere,HONNALI,1897,1149,255,380,926,2711
KARNATAKA,Davanagere,JAGALUR,37,0,28,3,6,37
KARNATAKA,Dharwar,DHARWAD,42,42,0,0,0,42
KARNATAKA,Dharwar,KALGHATGI,279,229,18,7,59,313
KARNATAKA,Dharwar,NAVALGUND,1844,1439,957,3,0,2399
KARNATAKA,Gadag,GADAG,9,0,0,0,9,9
KARNATAKA,Gadag,MUNDARGI,2533,2519,2,0,428,2949
KARNATAKA,Gadag,NARGUND,934,744,643,0,20,1406
KARNATAKA,Gadag,RON,687,658,285,2,29,974
KARNATAKA,Gadag,SHIRHATTI,1574,1122,754,5,247,2128
KARNATAKA,Gulbarga,AFZALPUR,5022,4339,294,331,60,5024
KARNATAKA,Gulbarga,ALAND,439,342,78,24,30,475
KARNATAKA,Gulbarga,CHINCHOLI,823,644,206,37,19,907
KARNATAKA,Gulbarga,CHITAPUR,402,369,16,17,1,405
KARNATAKA,Gulbarga,GULBARGA,768,590,165,13,0,768
KARNATAKA,Gulbarga,JEVARGI,2579,2193,438,2,5,2639
KARNATAKA,Gulbarga,SEDAM,470,317,197,7,22,543
KARNATAKA,Gulbarga,SHAHAPUR,1922,1740,785,11,71,2607
KARNATAKA,Gulbarga,SHORAPUR,475,467,433,0,3,903
KARNATAKA,Gulbarga,YADGIR,2960,1978,1051,2,66,3098
KARNATAKA,Hassan,ALUR,389,0,324,0,65,389
KARNATAKA,Hassan,ARASIKERE,34,0,20,0,14,34
KARNATAKA,Hassan,ARKALGUD,261,81,160,0,20,261
KARNATAKA,Hassan,BELUR,41,41,0,0,0,41
KARNATAKA,Hassan,CHANNARAYAPATNA,251,0,225,0,26,251
KARNATAKA,Hassan,HASSAN,187,24,125,0,37,187
KARNATAKA,Hassan,HOLENARSIPUR,835,582,135,0,125,843
KARNATAKA,Hassan,SAKALESHPURA,80,0,68,0,12,80
KARNATAKA,Haveri,HANGAL,590,364,37,212,66,679
KARNATAKA,Haveri,HAVERI,5682,5433,984,48,2048,8513
KARNATAKA,Haveri,HIREKERUR,2373,2261,134,0,28,2422
KARNATAKA,Haveri,RANIBENNUR,8611,8272,2346,86,1591,12295
KARNATAKA,Haveri,SAVANUR,840,400,15,91,844,1350
KARNATAKA,Haveri,SHIGGAON,158,97,101,0,0,198
KARNATAKA,Kodagu,MADIKERI,1330,1330,0,0,0,1330
KARNATAKA,Kodagu,SOMVARPET,359,359,0,0,0,359
KARNATAKA,Kodagu,VIRAJPET,108,108,0,0,0,108
KARNATAKA,Kolar,BANGARAPET,40,40,0,0,0,40
KARNATAKA,Kolar,MALUR,64,64,0,0,0,64
KARNATAKA,Koppal,GANGAVATHI,2255,2239,0,5,2225,4468
KARNATAKA,Koppal,KOPPAL,5549,5515,34,0,149,5697
KARNATAKA,Koppal,KUSHTAGI,247,218,29,0,25,271
KARNATAKA,Mandya,KRISHNARAJPET,851,822,0,22,7,851
KARNATAKA,Mandya,MADDUR,573,543,20,0,10,573
KARNATAKA,Mandya,MALAVALLI,966,966,0,0,84,1049
KARNATAKA,Mandya,MANDYA,20,20,0,0,0,20
KARNATAKA,Mandya,PANDAVAPURA,152,152,0,0,0,152
KARNATAKA,Mandya,SRIRANGAPATTANA,886,886,0,0,0,886
KARNATAKA,Mysore,HEGGADADEVANKOTE,57,53,2,3,1,58
KARNATAKA,Mysore,HUNSUR,426,426,13,0,0,439
KARNATAKA,Mysore,KRISHNARAJANAGARA,122,122,0,0,0,122
KARNATAKA,Mysore,MYSORE,1147,1147,0,0,0,1147
KARNATAKA,Mysore,PERIYAPATNA,54,54,0,0,0,54
KARNATAKA,Mysore,T.NARASIPURA,220,130,0,0,91,220
KARNATAKA,Raichur,DEODURGA,1744,1567,325,36,27,1955
KARNATAKA,Raichur,LINGASUGUR,879,874,29,0,651,1554
KARNATAKA,Raichur,MANVI,4089,3801,349,20,1595,5765
KARNATAKA,Raichur,RAICHUR,4763,4267,463,4,1635,6368
KARNATAKA,Raichur,SINDHANUR,1249,1187,51,0,214,1452
KARNATAKA,Shimoga,BHADRAVATHI,962,409,0,469,239,1118
KARNATAKA,Shimoga,HOSANAGARA,385,326,0,37,36,399
KARNATAKA,Shimoga,SAGAR,403,271,0,95,38,404
KARNATAKA,Shimoga,SHIKARIPURA,482,412,0,60,271,744
KARNATAKA,Shimoga,SHIMOGA,665,557,0,99,298,954
KARNATAKA,Shimoga,SORAB,807,610,0,279,189,1077
KARNATAKA,Shimoga,THIRTHAHALLI,2138,1052,3,803,312,2170
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,4,4,0,0,0,4
KARNATAKA,Tumkur,GUBBI,61,0,0,61,0,61
KARNATAKA,Tumkur,KORATAGERE,91,91,0,0,24,115
KARNATAKA,Tumkur,KUNIGAL,3,0,3,0,0,3
KARNATAKA,Tumkur,PAVAGADA,206,206,0,0,0,206
KARNATAKA,Tumkur,SIRA,252,252,0,0,0,252
KARNATAKA,Tumkur,TUMKUR,16,16,0,0,0,16
KARNATAKA,Tumkur,TURUVEKERE,146,2,0,102,57,160
KARNATAKA,Udupi,KARKAL,2228,2228,0,0,0,2228
KARNATAKA,Udupi,KUNDAPURA,1704,1704,0,0,0,1704
KARNATAKA,Udupi,UDUPI,3312,3353,1,0,3,3358
KARNATAKA,Uttara Kannada,ANKOLA,232,109,0,123,0,232
KARNATAKA,Uttara Kannada,BHATKAL,15,0,0,11,4,15
KARNATAKA,Uttara Kannada,HALIYAL,486,454,211,32,22,719
KARNATAKA,Uttara Kannada,HONAVAR,925,780,52,87,40,959
KARNATAKA,Uttara Kannada,KARWAR,273,61,59,0,153,273
KARNATAKA,Uttara Kannada,KUMTA,104,40,65,0,16,121
KARNATAKA,Uttara Kannada,MUNDGOD,51,45,0,2,4,51
KARNATAKA,Uttara Kannada,SIDDAPUR,25,0,0,14,11,25
KARNATAKA,Uttara Kannada,SIRSI,984,790,1,31,215,1037
KARNATAKA,Uttara Kannada,SUPA,244,2,3,209,32,245
KARNATAKA,Uttara Kannada,YELLAPUR,110,8,0,102,0,111
KERALA,ALAPPUZHA,ARYAD,6,5,5,2,6,17
KERALA,ALAPPUZHA,BHARANICAVU,1241,1074,1010,518,1226,3828
KERALA,ALAPPUZHA,CHEMBAKULAM,45,0,0,45,6,51
KERALA,ALAPPUZHA,CHENGANNUR,520,320,220,130,638,1308
KERALA,ALAPPUZHA,CHENGANNUR-999,40,20,0,10,10,40
KERALA,ALAPPUZHA,HARIPAD,4,1,1,2,5,9
KERALA,ALAPPUZHA,MAVELIKARA,1484,975,927,0,907,2810
KERALA,ALAPPUZHA,MAVELIKKARA,35,30,5,0,0,35
KERALA,ALAPPUZHA,MUTHUKULAMD,44,41,30,17,28,115
KERALA,ALAPPUZHA,VELIYANADU,44,8,8,37,42,95
KERALA,ERANAKULAM,ALANGAD,1529,459,383,553,1008,2403
KERALA,ERANAKULAM,ANGALAMALY,4015,2434,968,1528,3163,8094
KERALA,ERANAKULAM,ANGAMALY,43,33,10,15,12,70
KERALA,ERANAKULAM,EDAPPALY,34,0,0,28,6,34
KERALA,ERANAKULAM,KALAMASSERY,6,2,2,1,1,6
KERALA,ERANAKULAM,KOCHI CORPORATION,24,0,0,19,7,26
KERALA,ERANAKULAM,KOOVAPPADY,1631,310,380,1026,1004,2720
KERALA,ERANAKULAM,KOTHAMANGALAM,415,408,339,5,56,809
KERALA,ERANAKULAM,KOTHAMANGALAM-999,54,31,31,16,23,101
KERALA,ERANAKULAM,MOOVATTUPUZHA,1158,683,683,278,838,2481
KERALA,ERANAKULAM,MULANTHURUTHY,174,86,49,7,53,195
KERALA,ERANAKULAM,PALLURUTHY,4,0,0,4,0,4
KERALA,ERANAKULAM,PAMPAKUDA,2854,1854,1410,352,3610,7225
KERALA,ERANAKULAM,PARAKADAVU,2706,1474,938,489,3826,6727
KERALA,ERANAKULAM,PERUMBAVOOR,6,5,5,0,0,11
KERALA,ERANAKULAM,THIPPUNITHURA,47,12,3,0,36,51
KERALA,ERANAKULAM,VADAVUKODE,726,623,623,75,765,2085
KERALA,ERANAKULAM,VAZHAKULAM,1264,532,738,644,707,2620
KERALA,ERANAKULAM,VYTILLA,65,40,40,23,7,110
KERALA,IDDUKKI,AZHUTHA,700,0,0,554,378,931
KERALA,IDDUKKI,DEVIKULAM,59,20,20,7,23,70
KERALA,IDDUKKI,ELAMDESAM,17,0,2,11,6,19
KERALA,IDDUKKI,IDUKKI,181,119,77,124,35,355
KERALA,IDDUKKI,KATTAPPANA,233,0,0,233,92,326
KERALA,IDDUKKI,NEDUMKANDAM,37,0,0,37,0,37
KERALA,IDDUKKI,THODUPUZHA,90,0,9,65,16,90
KERALA,IDDUKKI,THODUPUZHA MUNICIP,19,1,1,13,6,20
KERALA,KANNUR,IRIKKUR,134,64,44,50,38,196
KERALA,KANNUR,IRITTY,323,0,0,314,91,405
KERALA,KANNUR,KUTHUPARAMBA,79,22,19,61,68,171
KERALA,KANNUR,MATTANNUR,29,20,12,7,2,40
KERALA,KANNUR,PAYYANNUR,493,10,66,393,237,705
KERALA,KANNUR,PAYYANNUR-999,51,0,3,36,18,57
KERALA,KANNUR,PERAVOOR,193,107,84,93,175,460
KERALA,KANNUR,THALASSERY,64,0,0,64,7,71
KERALA,KANNUR,THALASSERY-999,35,0,0,35,7,42
KERALA,KANNUR,THALIPARAMBA,122,32,86,29,113,259
KERALA,KASARAGODE,KANHANGAD MUNICIP,110,52,76,88,98,314
KERALA,KASARAGODE,KASARAGODE,53,0,19,15,26,60
KERALA,KASARAGODE,KASARAGODE MUNICIP,28,23,23,22,23,89
KERALA,KASARAGODE,MANJESWARAM,210,88,144,168,205,605
KERALA,KOLLAM,ANCHAL,20,20,20,0,0,40
KERALA,KOLLAM,CHITTUMALA,215,140,12,60,8,220
KERALA,KOLLAM,ITHIKKARA,147,47,79,60,83,269
KERALA,KOLLAM,KOTTARAKKARA,20,20,20,0,0,40
KERALA,KOLLAM,PUNALUR,2,1,1,0,0,2
KERALA,KOLLAM,SASTHAMCOTTA,199,0,0,150,61,211
KERALA,KOLLAM,VETTIKKAVALA,82,37,32,7,14,89
KERALA,KOTTAYAM,CHANGANASSERY,2,0,0,2,2,4
KERALA,KOTTAYAM,ERATTUPETTAH,153,7,19,126,5,157
KERALA,KOTTAYAM,ETTUMANOOR,159,159,0,0,0,159
KERALA,KOTTAYAM,KADUTHURUTHY,2362,1758,1433,55,13,3260
KERALA,KOTTAYAM,LALAM,31,0,9,18,4,31
KERALA,KOTTAYAM,MADAPPALLY,937,755,744,101,120,1721
KERALA,KOTTAYAM,PALA,8,0,0,5,3,8
KERALA,KOTTAYAM,PALLAM,1307,984,20,283,1005,2292
KERALA,KOTTAYAM,UZHAVOOR,312,116,0,192,35,342
KERALA,KOTTAYAM,VAIKOM,427,22,406,21,21,470
KERALA,KOZHIKODE,BALUSSERY,34,7,8,24,13,52
KERALA,KOZHIKODE,CHELANNUR,60,9,8,50,5,73
KERALA,KOZHIKODE,KODUVALLY,87,22,10,57,38,127
KERALA,KOZHIKODE,KOZHIKKODE,4,0,0,3,1,4
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,3,0,0,3,0,3
KERALA,KOZHIKODE,KUNNAMANGALAM,309,0,22,267,82,371
KERALA,KOZHIKODE,KUNNUMEL,118,0,15,102,95,212
KERALA,KOZHIKODE,PANTHALAYANI,37,0,0,60,50,109
KERALA,KOZHIKODE,PERAMBRA,49,14,15,22,34,84
KERALA,KOZHIKODE,THODANNUR,223,0,63,135,90,288
KERALA,KOZHIKODE,THUNERI,143,36,58,120,40,253
KERALA,KOZHIKODE,VADAKARA-999,1,0,0,0,0,1
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,450,100,450,0,10,560
KERALA,MALAPPURAM,AREACODE,421,1,156,196,132,484
KERALA,MALAPPURAM,KONDOTTY,203,0,158,20,29,207
KERALA,MALAPPURAM,KUTTIPPURAM,300,300,300,0,50,650
KERALA,MALAPPURAM,MALAPPURAM,20,9,10,10,2,30
KERALA,MALAPPURAM,MALAPURAM MUNI,8,0,0,6,1,8
KERALA,MALAPPURAM,MANJERI MUNI,19,15,15,4,6,41
KERALA,MALAPPURAM,MANKADA,476,319,290,139,109,857
KERALA,MALAPPURAM,NILAMBOOR,2660,402,406,1995,342,3146
KERALA,MALAPPURAM,PERINTHALMANNA,714,340,360,370,390,1461
KERALA,MALAPPURAM,PONNANI,1191,1191,1191,0,20,2403
KERALA,MALAPPURAM,PONNANI MUNI,6,0,0,6,0,6
KERALA,MALAPPURAM,THANUR,202,35,70,128,5,238
KERALA,MALAPPURAM,THIRUR,925,907,914,10,88,1918
KERALA,MALAPPURAM,THIRURANGADI,895,382,531,251,101,1264
KERALA,MALAPPURAM,TIRUR MUNI,18,5,5,3,3,18
KERALA,MALAPPURAM,VENGARA,482,319,134,27,2,482
KERALA,MALAPPURAM,WANDOOR,455,85,137,259,94,574
KERALA,PALAKKAD,ALATHUR,1042,800,748,297,1,1847
KERALA,PALAKKAD,ATTAPPADY,528,107,96,161,248,612
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,19,9,9,2,0,19
KERALA,PALAKKAD,CHITUR,221,50,50,74,93,267
KERALA,PALAKKAD,KOLLENGODE,299,234,217,68,11,529
KERALA,PALAKKAD,KUZHALMANNAM,290,230,295,53,14,591
KERALA,PALAKKAD,MALAMPUZHA,302,252,228,44,5,530
KERALA,PALAKKAD,MANNARKKAD,576,134,174,220,166,694
KERALA,PALAKKAD,NENMARA,1170,289,250,700,100,1340
KERALA,PALAKKAD,OTTAPPALAM,372,372,372,0,0,744
KERALA,PALAKKAD,OTTAPPALAM MUNI,8,7,5,4,5,21
KERALA,PALAKKAD,PALAKKAD,430,384,384,47,6,820
KERALA,PALAKKAD,PATTAMBI,1667,971,854,197,159,2181
KERALA,PALAKKAD,SHORANNUR MUNI,141,143,139,1,21,304
KERALA,PALAKKAD,SREEKRISHNAPURAM,415,342,340,74,0,755
KERALA,PALAKKAD,THRITHALA,969,893,702,373,40,2008
KERALA,PATHANAMTHITTA,ELANTHUR,86,65,65,21,54,205
KERALA,PATHANAMTHITTA,KOIPURAM,470,0,132,304,256,692
KERALA,PATHANAMTHITTA,KONNI,209,153,13,56,138,359
KERALA,PATHANAMTHITTA,KULANADA,376,0,212,132,195,539
KERALA,PATHANAMTHITTA,MALLAPPALLY,124,0,82,32,115,229
KERALA,PATHANAMTHITTA,PANDALAM,826,0,497,368,582,1447
KERALA,PATHANAMTHITTA,PARAKKODE,5,0,0,4,2,5
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,50,40,0,10,40,90
KERALA,PATHANAMTHITTA,PULIKEEZHU,1041,582,200,286,1147,2216
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,213,100,200,29,93,422
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,48,0,6,32,15,53
KERALA,THIRUVANANTHAPURAM,NEMOM,16,8,0,14,2,24
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,28,0,15,10,13,38
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,84,14,14,37,34,100
KERALA,THIRUVANANTHAPURAM,VARKALA,50,50,50,0,0,100
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,3,3,14,8,27
KERALA,THRISSUR,ANTHIKKAD,1854,758,1674,1198,1677,5307
KERALA,THRISSUR,CHALAKKUDY,1024,308,308,298,800,1714
KERALA,THRISSUR,CHALAKUDY MUNI,227,227,227,92,135,680
KERALA,THRISSUR,CHERPU,1379,469,869,738,1056,3132
KERALA,THRISSUR,CHOWANNUR,594,5,137,1,590,732
KERALA,THRISSUR,IRINJALAKKUDA,1431,409,669,938,1146,3163
KERALA,THRISSUR,IRINJALAKUDA MUNI,31,0,0,31,0,31
