-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
"State","District","Block","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total"
"MADHYA PRADESH","KHARGONE","KASRAWAD",6627,4246,2448,275,0,6969
"MADHYA PRADESH","KHARGONE","KHARGONE",1603,1215,759,24,0,1998
"MADHYA PRADESH","KHARGONE","MAHESHWAR",3244,2356,1310,97,0,3763
"MADHYA PRADESH","KHARGONE","NIWALI",718,179,586,0,0,765
"MADHYA PRADESH","KHARGONE","PANSEMAL",219,138,152,0,0,290
"MADHYA PRADESH","KHARGONE","PATEE",285,80,213,0,0,293
"MADHYA PRADESH","KHARGONE","RAJPUR",2263,1172,1466,1,0,2639
"MADHYA PRADESH","KHARGONE","SEGAON",1313,838,576,1,0,1415
"MADHYA PRADESH","KHARGONE","SENDHWA",1232,546,787,1,0,1334
"MADHYA PRADESH","KHARGONE","THIKARI",4214,2269,1557,487,5,4318
"MADHYA PRADESH","MANDLA","AMARPUR",4,0,4,0,0,4
"MADHYA PRADESH","MANDLA","BAJANG",5,0,0,0,5,5
"MADHYA PRADESH","MANDLA","BEEJADANDI",4,0,4,0,0,4
"MADHYA PRADESH","MANDLA","BICHHIYA",82,65,18,0,0,83
"MADHYA PRADESH","MANDLA","DINDORI",136,3,166,0,0,169
"MADHYA PRADESH","MANDLA","GHUGHARI",70,5,27,0,67,99
"MADHYA PRADESH","MANDLA","KARANJIYA",114,8,107,0,0,115
"MADHYA PRADESH","MANDLA","MANDLA",335,108,241,0,0,349
"MADHYA PRADESH","MANDLA","MEHADWANI",60,60,0,0,42,102
"MADHYA PRADESH","MANDLA","MOHGAON",88,0,88,0,0,88
"MADHYA PRADESH","MANDLA","MOWAS",9,0,9,0,0,9
"MADHYA PRADESH","MANDLA","NAINPUR",223,47,176,0,0,223
"MADHYA PRADESH","MANDLA","NARAYANGANJ",44,0,46,0,0,46
"MADHYA PRADESH","MANDLA","SAMNAPUR",5,0,5,0,0,5
"MADHYA PRADESH","MANDLA","SHAHPURA",50,1,54,0,0,55
"MADHYA PRADESH","MANDSAUR","BHANPURA",465,120,394,4,1,519
"MADHYA PRADESH","MANDSAUR","GAROTH",121,1,120,0,0,121
"MADHYA PRADESH","MANDSAUR","JAWAD",659,302,357,0,0,659
"MADHYA PRADESH","MANDSAUR","MALHARGARH",708,0,708,0,0,708
"MADHYA PRADESH","MANDSAUR","MANASA",566,63,539,0,0,602
"MADHYA PRADESH","MANDSAUR","MANDSAUR",705,20,707,0,0,727
"MADHYA PRADESH","MANDSAUR","NEEMACH",155,49,119,0,0,168
"MADHYA PRADESH","MANDSAUR","SITAMAU",1019,44,1052,1,0,1097
"MADHYA PRADESH","MORENA","JAURA",2,0,2,0,0,2
"MADHYA PRADESH","MORENA","KARAHAL",1680,158,1712,0,0,1870
"MADHYA PRADESH","MORENA","MORENA",4,0,5,0,0,5
"MADHYA PRADESH","MORENA","PAHARGARH",8679,1,8771,0,0,8772
"MADHYA PRADESH","MORENA","SABALGARH",1,0,4,0,0,4
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",1697,312,1982,0,0,2294
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",37,3,34,0,0,37
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",615,51,576,0,0,627
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",1221,56,1294,4,0,1354
"MADHYA PRADESH","NARSIMHAPUR","KARELI",381,2,379,0,0,381
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",3053,168,2977,0,0,3145
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",43,0,43,0,0,43
"MADHYA PRADESH","PANNA","AJAIGARH",1062,82,982,0,0,1064
"MADHYA PRADESH","PANNA","GUNNAUR",3111,1,3201,0,3,3205
"MADHYA PRADESH","PANNA","PANNA",2684,22,2667,16,3,2708
"MADHYA PRADESH","PANNA","PAWAI",4130,125,4008,0,0,4133
"MADHYA PRADESH","PANNA","SHAHNAGAR",4588,95,4588,50,0,4733
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",215,8,300,1,0,309
"MADHYA PRADESH","RAIGARH","KANSABEL",12,10,12,0,0,22
"MADHYA PRADESH","RAIGARH","KHARASIYA",671,466,320,0,0,786
"MADHYA PRADESH","RAIGARH","LALLUNGA",477,109,396,0,0,505
"MADHYA PRADESH","RAIGARH","PATTHALGAON",342,280,271,0,0,551
"MADHYA PRADESH","RAIGARH","PUSAUR",1881,1142,870,0,0,2012
"MADHYA PRADESH","RAIGARH","RAIGARH",1552,614,1150,1,52,1817
"MADHYA PRADESH","RAIGARH","SARANGARH",984,794,438,0,0,1232
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",842,690,215,0,0,905
"MADHYA PRADESH","RAIGARH","TAMNAR",23,3,21,0,0,24
"MADHYA PRADESH","RAIGARH","TAPKARA",59,59,5,0,0,64
"MADHYA PRADESH","RAIPUR","ABHANPUR",82,78,78,28,0,184
"MADHYA PRADESH","RAIPUR","BAGBAHRA",264,264,27,0,0,291
"MADHYA PRADESH","RAIPUR","BASNA",212,180,45,3,0,228
"MADHYA PRADESH","RAIPUR","BHATAPARA",166,170,60,0,0,230
"MADHYA PRADESH","RAIPUR","DEOBHOG",19,18,10,0,0,28
"MADHYA PRADESH","RAIPUR","DHAMTARI",176,141,101,0,76,318
"MADHYA PRADESH","RAIPUR","GARIYABAND",580,563,57,0,0,620
"MADHYA PRADESH","RAIPUR","KASDOL",238,159,163,43,0,365
"MADHYA PRADESH","RAIPUR","PALARI",248,242,249,19,3,513
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",149,128,24,0,0,152
"MADHYA PRADESH","RAIPUR","PITHORA",250,248,65,0,0,313
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",1141,1124,557,4,20,1705
"MADHYA PRADESH","RAIPUR","RAJIM",40,38,40,0,0,78
"MADHYA PRADESH","RAIPUR","SARAIPALI",427,304,305,0,0,609
"MADHYA PRADESH","RAIPUR","SIHAWA",21,21,21,0,0,42
"MADHYA PRADESH","RAIPUR","SIMGA",4435,4496,21,0,0,4517
"MADHYA PRADESH","RAIPUR","TILDA",994,892,191,4,0,1087
"MADHYA PRADESH","RAISEN","BARELI",2295,0,2295,0,0,2295
"MADHYA PRADESH","RAISEN","BEGAMGANJ",4074,3785,4052,25,0,7862
"MADHYA PRADESH","RAISEN","GAIRATGANJ",3659,3551,3568,123,0,7242
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",5637,0,5640,0,0,5640
"MADHYA PRADESH","RAISEN","SANCHI",5776,67,5775,1,0,5843
"MADHYA PRADESH","RAISEN","SILWANI",3923,0,3926,0,0,3926
"MADHYA PRADESH","RAISEN","UDAIPURA",1405,0,1405,1,0,1406
"MADHYA PRADESH","RAJGARH","BIAORA",2237,811,2231,0,0,3042
"MADHYA PRADESH","RAJGARH","JEERAPUR",1143,0,1146,0,0,1146
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",95,0,95,0,0,95
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",2299,730,2320,2,0,3052
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",1743,44,1751,6,2,1803
"MADHYA PRADESH","RAJGARH","RAJGARH",1060,59,1056,0,0,1115
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",10,10,0,0,0,10
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",38,38,4,0,0,42
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",196,196,0,0,0,196
"MADHYA PRADESH","RATLAM","ALOT",1869,64,1817,0,2,1883
"MADHYA PRADESH","RATLAM","BAJNA",1623,270,1374,0,0,1644
"MADHYA PRADESH","RATLAM","JAWRA",1140,35,1177,7,0,1219
"MADHYA PRADESH","RATLAM","PIPLODA",325,20,316,0,0,336
"MADHYA PRADESH","RATLAM","RATLAM",707,354,377,5,0,736
"MADHYA PRADESH","RATLAM","SAILANA",1317,144,1178,5,0,1327
"MADHYA PRADESH","REWA","GANGEO",2543,2263,1601,3,0,3867
"MADHYA PRADESH","REWA","HANUMANA",1475,839,1371,0,0,2210
"MADHYA PRADESH","REWA","JAWA",3506,2639,3998,0,0,6637
"MADHYA PRADESH","REWA","MAUGANJ",2155,1649,1696,0,0,3345
"MADHYA PRADESH","REWA","NAIGARHI",1152,886,1067,0,0,1953
"MADHYA PRADESH","REWA","RAIPUR",1288,1037,1287,0,0,2324
"MADHYA PRADESH","REWA","REWA",2471,320,2472,0,9,2801
"MADHYA PRADESH","REWA","SIRMAUR",6275,3292,5488,0,0,8780
"MADHYA PRADESH","REWA","TYONTHAR",1563,988,1286,0,0,2274
"MADHYA PRADESH","SAGAR","BANDA",2210,82,2231,0,0,2313
"MADHYA PRADESH","SAGAR","BEENA",5390,0,5492,0,0,5492
"MADHYA PRADESH","SAGAR","DEORI",3086,16,3096,0,0,3112
"MADHYA PRADESH","SAGAR","JAISINAGAR",4346,18,4863,0,0,4881
"MADHYA PRADESH","SAGAR","KESALI",2085,24,2096,0,0,2120
"MADHYA PRADESH","SAGAR","KHURAI",816,0,7908,0,0,7908
"MADHYA PRADESH","SAGAR","MALTHON",2692,6,3135,0,0,3141
"MADHYA PRADESH","SAGAR","RAHATGARH",5610,23,6174,0,0,6197
"MADHYA PRADESH","SAGAR","REHALI",4026,8,4486,0,55,4549
"MADHYA PRADESH","SAGAR","SAGAR",2238,4,2253,0,0,2257
"MADHYA PRADESH","SAGAR","SHAHGARH",2357,2,2498,0,0,2500
"MADHYA PRADESH","SATNA","AMARPATAN",771,771,771,0,0,1542
"MADHYA PRADESH","SATNA","CHITRAKOOT",3812,2987,3762,9,0,6758
"MADHYA PRADESH","SATNA","MAIHAR",4353,3547,4197,4,0,7748
"MADHYA PRADESH","SATNA","NAGOD",2936,2668,2777,194,0,5639
"MADHYA PRADESH","SATNA","RAMNAGAR",740,732,740,67,31,1570
"MADHYA PRADESH","SATNA","RAMPUR",3198,3108,3073,2104,0,8285
"MADHYA PRADESH","SATNA","SATNA",6091,4368,5059,99,0,9526
"MADHYA PRADESH","SATNA","UNCHEHARA",1615,1158,1844,52,0,3054
"MADHYA PRADESH","SEHORE","AASHTA",4224,51,4227,0,0,4278
"MADHYA PRADESH","SEHORE","BUDANI",1392,0,1392,2,0,1394
"MADHYA PRADESH","SEHORE","ICHHAWER",2008,26,1993,34,0,2053
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",1854,11,1857,0,0,1868
"MADHYA PRADESH","SEHORE","SIHORE",5061,238,4966,0,0,5204
"MADHYA PRADESH","SEONI","BARGHAT",237,189,71,0,0,260
"MADHYA PRADESH","SEONI","CHHAPARA",926,76,902,0,16,994
"MADHYA PRADESH","SEONI","DHANORA",430,0,425,0,5,430
"MADHYA PRADESH","SEONI","KAHANAPUS",72,9,63,0,0,72
"MADHYA PRADESH","SEONI","KEOLARI",465,24,449,0,0,473
"MADHYA PRADESH","SEONI","KURAI",1034,131,940,0,0,1071
"MADHYA PRADESH","SEONI","LAKHNADAUN",1464,40,1496,0,0,1536
"MADHYA PRADESH","SEONI","SEONI",844,137,799,0,0,936
"MADHYA PRADESH","SHAHDOL","ANUPPUR",576,563,448,0,0,1011
"MADHYA PRADESH","SHAHDOL","BUDHAR",912,686,606,0,0,1292
"MADHYA PRADESH","SHAHDOL","BYOHARI",3456,2150,2069,4,0,4223
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",2101,1714,1919,0,22,3655
"MADHYA PRADESH","SHAHDOL","JAITAHARI",272,268,1043,810,0,2121
"MADHYA PRADESH","SHAHDOL","KOTAMA",276,234,178,0,0,412
"MADHYA PRADESH","SHAHDOL","MANPUR",2991,2974,2857,5,5,5841
"MADHYA PRADESH","SHAHDOL","PALEE-1",1146,942,709,0,0,1651
"MADHYA PRADESH","SHAHDOL","PALEE-2",1052,874,708,0,0,1582
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",433,319,242,18,0,579
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",1234,1239,2551,0,0,3790
"MADHYA PRADESH","SHAHDOL","UMARIYA",3159,3726,2657,0,12418,18801
"MADHYA PRADESH","SHAJAPUR","AGAR",2517,2,2517,1,0,2520
"MADHYA PRADESH","SHAJAPUR","BAROD",402,15,392,0,0,407
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",1545,5,1538,8,0,1551
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",1893,13,1918,2,2,1935
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",1701,12,1716,0,1,1729
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",762,110,656,2,0,768
"MADHYA PRADESH","SHAJAPUR","SUSNER",1461,57,1406,0,0,1463
"MADHYA PRADESH","SHIVPURI","BADARWAS",3727,2982,3812,0,0,6794
"MADHYA PRADESH","SHIVPURI","KARERA",1305,1277,1565,0,0,2842
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",603,30,595,0,0,625
"MADHYA PRADESH","SHIVPURI","KOLARAS",1907,1274,1784,0,0,3058
"MADHYA PRADESH","SHIVPURI","NARWAR",1323,11,1323,0,0,1334
"MADHYA PRADESH","SHIVPURI","PICHHORE",694,306,696,0,0,1002
"MADHYA PRADESH","SHIVPURI","POHARI",1157,37,1157,0,0,1194
"MADHYA PRADESH","SHIVPURI","SHIVPURI",1711,1097,1703,0,0,2800
"MADHYA PRADESH","SIDHI","BAIDHAN",1898,3,1895,0,0,1898
"MADHYA PRADESH","SIDHI","CHITRANGI",1721,0,1758,0,0,1758
"MADHYA PRADESH","SIDHI","DEOSAR",2495,0,2495,0,0,2495
"MADHYA PRADESH","SIDHI","KUSAMI",399,21,401,0,0,422
"MADHYA PRADESH","SIDHI","MAJHAULI",1143,0,1156,0,0,1156
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",666,0,682,0,0,682
"MADHYA PRADESH","SIDHI","SIDHI",940,0,942,0,0,942
"MADHYA PRADESH","SIDHI","SIHAWAL",420,0,420,0,0,420
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",753,526,557,0,0,1083
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",2183,1909,2207,0,0,4116
"MADHYA PRADESH","SURGUJA","BALRAMPUR",3,0,3,0,0,3
"MADHYA PRADESH","SURGUJA","BATOLI",1941,1208,761,0,1,1970
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",217,60,161,0,0,221
"MADHYA PRADESH","SURGUJA","BHARATPUR",653,39,647,0,0,686
"MADHYA PRADESH","SURGUJA","KUSAMI",5006,4712,590,0,0,5302
"MADHYA PRADESH","SURGUJA","LAKHANPUR",308,140,308,0,0,448
"MADHYA PRADESH","SURGUJA","LUNDRA",1174,523,938,0,23,1484
"MADHYA PRADESH","SURGUJA","MAINPAT",1581,1510,76,0,0,1586
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",507,505,507,0,0,1012
"MADHYA PRADESH","SURGUJA","ODAGI",90,17,73,0,0,90
"MADHYA PRADESH","SURGUJA","PRATAPPUR",226,226,0,0,0,226
"MADHYA PRADESH","SURGUJA","RAJPUR",572,566,6,0,0,572
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",665,661,666,0,0,1327
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",458,116,364,0,0,480
"MADHYA PRADESH","SURGUJA","SITAPUR",5,5,5,0,0,10
"MADHYA PRADESH","SURGUJA","SONHAT",394,176,219,0,0,395
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",1309,508,1345,0,0,1853
"MADHYA PRADESH","TIKAMGARH","JATARA",333,171,302,0,0,473
"MADHYA PRADESH","TIKAMGARH","NIWARI",239,0,252,0,0,252
"MADHYA PRADESH","TIKAMGARH","PALERA",263,1,263,0,0,264
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",177,11,182,0,0,193
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",3308,592,3176,0,0,3768
"MADHYA PRADESH","UJJAIN","BADNAGAR",1261,141,1122,0,0,1263
"MADHYA PRADESH","UJJAIN","GHATIYA",1273,34,1242,0,0,1276
"MADHYA PRADESH","UJJAIN","KHACHRAUD",3714,144,3607,0,0,3751
"MADHYA PRADESH","UJJAIN","MAHIDPUR",2484,4,2511,2,0,2517
"MADHYA PRADESH","UJJAIN","TARANA",3110,82,3073,1,0,3156
"MADHYA PRADESH","UJJAIN","UJJAIN",1775,176,1643,0,0,1819
"MADHYA PRADESH","VIDISHA","BASODA",8430,11,8440,3,0,8454
"MADHYA PRADESH","VIDISHA","GYARASPUR",12990,3,16989,2,0,16994
"MADHYA PRADESH","VIDISHA","KURWAI",11647,4,14657,0,0,14661
"MADHYA PRADESH","VIDISHA","LATERI",2090,0,2090,0,0,2090
"MADHYA PRADESH","VIDISHA","NATERAN",66965,4,154795,4,0,154803
"MADHYA PRADESH","VIDISHA","SIRONJ",5097,27,5099,2,0,5128
"MADHYA PRADESH","VIDISHA","VIDISHA",7217,11,7305,0,0,7316
"MANIPUR","BISHNUPUR","MOIRANG",614,128,400,0,120,648
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",310,128,208,0,64,400
"MANIPUR","IMPHAL","WAQNGOI(I-W)",1100,576,936,0,288,1800
"MANIPUR","THOUBAL","THOUBAL",408,403,52,0,147,602
"MEGHALAYA","JAINTIA HILLS","AMLAREM",218,218,0,0,0,218
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",480,480,0,0,0,480
"MEGHALAYA","JAINTIA HILLS","LASKEIN",240,240,0,0,0,240
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",365,365,292,0,0,657
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",113,113,113,0,0,226
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",70,45,30,0,0,75
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",56,40,40,0,0,80
"MEGHALAYA","WEST GARO HILLS","BETASING",243,243,160,0,0,403
"MEGHALAYA","WEST GARO HILLS","SELSELLA",433,415,160,0,0,575
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",30,30,30,0,0,60
"MIZORAM","AIZAWL","THINGDAWL",142,81,61,0,0,142
"MIZORAM","AIZAWL","ZAWLNUAM",18,12,6,0,0,18
"NAGALAND","KOHIMA","KUHUBOTO",104,66,38,0,0,104
"NAGALAND","KOHIMA","MEDZIPHEMA",189,121,68,0,0,189
"ORISSA","ANGUL","ANUGUL",967,978,633,3,0,1614
"ORISSA","ANGUL","ATHAMALLICK",2139,1536,1306,0,0,2842
"ORISSA","ANGUL","BANANPULA",2225,1321,903,21,0,2245
"ORISSA","ANGUL","CHHENDIAPADA",1299,900,656,0,0,1556
"ORISSA","ANGUL","KANIHA",1912,1121,815,9,0,1945
"ORISSA","ANGUL","KISONAGAR",745,519,354,20,0,893
"ORISSA","ANGUL","PALALAHARA",1594,1360,618,137,0,2115
"ORISSA","ANGUL","TALCHER",415,397,302,0,0,699
"ORISSA","BALASORE","BAHANAGA",99,100,86,32,0,218
"ORISSA","BALASORE","BALASORE",390,234,1516,2,0,1752
"ORISSA","BALASORE","BALIPAL",217,30,164,22,2,218
"ORISSA","BALASORE","BASTA",534,495,400,0,40,935
"ORISSA","BALASORE","BHOGARAI",831,367,572,0,0,939
"ORISSA","BALASORE","JALESWAR",712,665,346,0,0,1011
"ORISSA","BALASORE","JILGIRI",336,424,254,0,13,691
"ORISSA","BALASORE","KHAIRA",18,18,16,0,0,34
"ORISSA","BALASORE","OUPADA",2,0,2,0,0,2
"ORISSA","BALASORE","REMUNA",580,508,416,0,118,1042
"ORISSA","BALASORE","SIMULIA",145,145,115,0,0,260
"ORISSA","BALASORE","SORO",639,625,460,0,0,1085
"ORISSA","BARAGARH","AMBABHANA",374,317,251,3,0,571
"ORISSA","BARAGARH","ATABIRA",644,631,627,85,0,1343
"ORISSA","BARAGARH","BARAGARH",1184,913,617,245,28,1803
"ORISSA","BARAGARH","BARAPALI",620,606,301,13,1,921
"ORISSA","BARAGARH","BHATALI",766,735,300,52,1,1088
"ORISSA","BARAGARH","BHENDENI",1787,1527,901,260,0,2688
"ORISSA","BARAGARH","BIJEPUR",223,211,110,12,0,333
"ORISSA","BARAGARH","GAISILAT",768,759,339,6,2,1106
"ORISSA","BARAGARH","JHARABANDHA",552,538,281,0,8,827
"ORISSA","BARAGARH","PADMAPUR",1150,1179,505,1,0,1685
"ORISSA","BARAGARH","PAIKMAL",685,683,503,3,0,1189
"ORISSA","BARAGARH","SOHELA",835,851,216,72,124,1263
"ORISSA","BHADRAK","BASUDEVPUR",431,334,227,0,0,561
"ORISSA","BHADRAK","BHADRAK",80,23,64,3,0,90
"ORISSA","BHADRAK","BHANDARIPOKHARI",118,113,5,0,0,118
"ORISSA","BHADRAK","BONTH",58,53,34,0,2,89
"ORISSA","BHADRAK","CHANDABALI",202,0,201,0,1,202
"ORISSA","BHADRAK","DHAMANAGAR",1149,94,1103,4,237,1438
"ORISSA","BHADRAK","TIHIDI",253,21,223,20,10,274
"ORISSA","BOLANGIR","AGALPUR",502,372,207,14,0,593
"ORISSA","BOLANGIR","BALANGIR",525,212,154,159,1,526
"ORISSA","BOLANGIR","BELPARA",172,145,88,14,1,248
"ORISSA","BOLANGIR","BONGOMUNDA",218,179,156,9,1,345
"ORISSA","BOLANGIR","DEOGAN",550,354,137,109,3,603
"ORISSA","BOLANGIR","KHAPRA KHOL",464,441,141,22,0,604
"ORISSA","BOLANGIR","LOUSINGHA",161,101,51,10,0,162
"ORISSA","BOLANGIR","MURIBAHAL",30,29,3,1,0,33
"ORISSA","BOLANGIR","PATANAGARH",438,312,290,81,12,695
"ORISSA","BOLANGIR","PUINTALA",319,92,213,17,0,322
"ORISSA","BOLANGIR","SAINTALA",304,238,124,6,0,368
"ORISSA","BOLANGIR","TENTULIKHUNTI",1106,85,184,857,0,1126
"ORISSA","BOLANGIR","TITILAGARH",375,301,129,0,5,435
"ORISSA","BOLANGIR","TUREKELA",57,55,4,0,0,59
"ORISSA","BOUDH","BOUDH",1413,966,565,8,0,1539
"ORISSA","BOUDH","GHARABHANGA",1897,1224,684,3,20,1931
"ORISSA","BOUDH","KANTAMAL",1870,1288,826,1,0,2115
"ORISSA","CUTTACK","ATHGARH",2806,3645,1332,55,0,5032
"ORISSA","CUTTACK","BANKI",696,696,474,0,0,1170
"ORISSA","CUTTACK","BARANGA",1186,1186,1185,0,0,2371
"ORISSA","CUTTACK","BARMBA",1481,1430,445,15,101,1991
"ORISSA","CUTTACK","CUTTACK(SADAR)",73,73,73,0,0,146
"ORISSA","CUTTACK","DOMAPARA",2352,2028,1369,0,200,3597
"ORISSA","CUTTACK","KANTAPARA",54,54,53,0,0,107
"ORISSA","CUTTACK","MAHANGA",972,936,947,1,1143,3027
"ORISSA","CUTTACK","NARASINGHPUR",2391,1816,1068,165,0,3049
"ORISSA","CUTTACK","NIALI",3,2,2,0,0,4
"ORISSA","CUTTACK","NISCHINTAKOILI",231,231,231,0,0,462
"ORISSA","CUTTACK","SALIPUR",26,26,26,0,0,52
"ORISSA","CUTTACK","TANGI-CHOUDWAR",1513,1430,630,83,0,2143
"ORISSA","CUTTACK","TIGIRIA",722,650,446,0,1,1097
"ORISSA","DEOGARH","REAMAL",1171,1176,1038,105,10,2329
"ORISSA","DEOGARH","SARKOTE",295,196,173,20,0,389
"ORISSA","DEOGARH","TILEIBANI",319,190,208,1,82,481
"ORISSA","DHENKANAL","BHUBAN",1043,100,1039,0,4,1143
"ORISSA","DHENKANAL","DHENKANAL",877,632,321,27,0,980
"ORISSA","DHENKANAL","GANDIA",1315,1205,877,4,0,2086
"ORISSA","DHENKANAL","HINDOL",688,681,510,6,0,1197
"ORISSA","DHENKANAL","KAMAKHYANAGAR",350,264,118,24,0,406
"ORISSA","DHENKANAL","KANKADAHAD",414,354,166,0,0,520
"ORISSA","DHENKANAL","ODAPADA",3211,2535,1343,0,0,3878
"ORISSA","DHENKANAL","PALAJANGA",1770,1770,1440,0,0,3210
"ORISSA","GAJAPATI","GUMMA",161,161,95,0,0,256
"ORISSA","GAJAPATI","KASINAGAR",70,67,3,0,0,70
"ORISSA","GAJAPATI","MOHANA",226,162,84,5,0,251
"ORISSA","GAJAPATI","NUAGADA",10,10,0,0,0,10
"ORISSA","GAJAPATI","PARALAKHEMUNDI",1098,1088,724,7,0,1819
"ORISSA","GAJAPATI","R.UDAYAGIRI",53,52,3,0,0,55
"ORISSA","GAJAPATI","RAYAGADA",383,324,232,0,0,556
"ORISSA","GANJAM","ASKA",158,1582,942,12,0,2536
"ORISSA","GANJAM","BELAGUNTHA",155,118,87,4,5,214
"ORISSA","GANJAM","BHANJANAGAR",870,720,360,10,0,1090
"ORISSA","GANJAM","BUGUDA",2028,1847,1430,11,1,3289
"ORISSA","GANJAM","CHATRAPUR",450,450,279,0,0,729
"ORISSA","GANJAM","CHIKITI",314,281,150,0,0,431
"ORISSA","GANJAM","DHARAKOT",370,365,236,0,0,601
"ORISSA","GANJAM","DIGAPAHANDI",736,696,363,4,0,1063
"ORISSA","GANJAM","GANJAM",390,408,201,0,0,609
"ORISSA","GANJAM","HINJILIKUT",141,120,80,20,0,220
"ORISSA","GANJAM","J.N.PRASAD",513,322,302,22,0,646
"ORISSA","GANJAM","K.KHANDI",128,123,54,1,0,178
"ORISSA","GANJAM","K.S.NAGAR",180,160,16,4,0,180
"ORISSA","GANJAM","KHALLIKOT",202,202,110,0,0,312
"ORISSA","GANJAM","KODALA",225,156,80,0,0,236
"ORISSA","GANJAM","P.PUR",585,591,177,0,0,768
"ORISSA","GANJAM","PATRAPUR",757,757,251,41,12,1061
"ORISSA","GANJAM","POLASARA",153,102,109,11,1,223
"ORISSA","GANJAM","R.LUNDA",45,43,23,0,0,66
"ORISSA","GANJAM","S.KHEMUNDI",439,378,234,55,0,667
"ORISSA","GANJAM","SHERAGADA",194,332,256,46,0,634
"ORISSA","GANJAM","SORADA",973,733,413,23,0,1169
"ORISSA","JAGATSINGHPUR","BALIKUDA",294,219,176,1,3,399
"ORISSA","JAGATSINGHPUR","BIRIDI",28,28,20,0,0,48
"ORISSA","JAGATSINGHPUR","ERASAMA",450,426,234,0,12,672
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",9,7,8,0,0,15
"ORISSA","JAGATSINGHPUR","KUNJANG",214,135,146,0,18,299
"ORISSA","JAGATSINGHPUR","NAUGAON",35,10,25,0,0,35
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",156,156,144,2,0,302
"ORISSA","JAGATSINGHPUR","TRITOL",646,442,370,0,0,812
"ORISSA","JAJPUR","BARACHAN",2962,1532,1951,0,10,3493
"ORISSA","JAJPUR","BARI",1731,1448,891,2,0,2341
"ORISSA","JAJPUR","BINJHARPUR",1051,913,1035,0,0,1948
