-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Farmer's saving,Loan & Savings,Subsidy & Bank loan,Others,Total
MAHARASHTRA,SATARA,MAHABALESHWAR,1,1,1,1,4
MAHARASHTRA,SATARA,PATAN,1950,24,198,3,2175
MAHARASHTRA,SATARA,PHALTAN,613,823,2,2,1440
MAHARASHTRA,SATARA,SATARA,88,277,1508,10,1883
MAHARASHTRA,SATARA,WAI,52,2,9,0,63
MAHARASHTRA,SINDHUDURGA,DEVGAD,58,0,0,28,86
MAHARASHTRA,SINDHUDURGA,KANKAVLI,161,0,0,90,251
MAHARASHTRA,SINDHUDURGA,KUDAL,1464,1,0,260,1725
MAHARASHTRA,SINDHUDURGA,MALWAN,106,0,9,31,146
MAHARASHTRA,SINDHUDURGA,SAWANTWADI,41,0,0,264,305
MAHARASHTRA,SINDHUDURGA,VAIBHAVWADI,10,0,1,0,11
MAHARASHTRA,SINDHUDURGA,VENGURLA,140,0,8,38,186
MAHARASHTRA,SOLAPUR,AKKALKOT,733,23,0,0,756
MAHARASHTRA,SOLAPUR,BARSHI,892,207,10,8,1117
MAHARASHTRA,SOLAPUR,KARMALA,208,340,0,4,552
MAHARASHTRA,SOLAPUR,MADHA,188,1184,66,9,1447
MAHARASHTRA,SOLAPUR,MALSHIRAS,403,695,319,28,1445
MAHARASHTRA,SOLAPUR,MANGALVEDHA,243,1931,63,219,2456
MAHARASHTRA,SOLAPUR,MOHOL,990,678,56,25,1749
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,114,453,2,9,578
MAHARASHTRA,SOLAPUR,PANDHARPUR,3422,4282,33,85,7822
MAHARASHTRA,SOLAPUR,SANGOLA,0,74,0,0,74
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,460,2664,1,9,3134
MAHARASHTRA,THANE,DHANU,14,5,0,0,19
MAHARASHTRA,THANE,JAWHAR,18,0,0,141,159
MAHARASHTRA,THANE,KALYAN,2,0,0,11,13
MAHARASHTRA,THANE,MURBAD,575,1,0,0,576
MAHARASHTRA,THANE,PALGHAR,92,0,0,0,92
MAHARASHTRA,THANE,SHAHAPUR,210,11,0,3,224
MAHARASHTRA,THANE,VIKRAMGAD,14,0,0,30,44
MAHARASHTRA,THANE,WADA,4,37,0,3,44
MAHARASHTRA,WARDHA,ARVI,17,0,0,5,22
MAHARASHTRA,WARDHA,ASHTI,9,1,1,1,12
MAHARASHTRA,WARDHA,DEOLI,4,3,0,10,17
MAHARASHTRA,WARDHA,HINGANGHAT,6,11,1,4,22
MAHARASHTRA,WARDHA,KARANJA,2,0,1,3,6
MAHARASHTRA,WARDHA,SAMUDRAPUR,101,21,27,2,151
MAHARASHTRA,WARDHA,SELOO,5,23,2,14,44
MAHARASHTRA,WARDHA,WARDHA,6,0,0,8,14
MAHARASHTRA,WASHIM,KARANJA,111,7,1,1,120
MAHARASHTRA,WASHIM,MALEGAON,264,0,3,8,275
MAHARASHTRA,WASHIM,MANGRULPIR,185,0,0,12,197
MAHARASHTRA,WASHIM,MANORA,286,56,31,49,422
MAHARASHTRA,WASHIM,RISOD,222,15,0,0,237
MAHARASHTRA,WASHIM,WASHIM,216,1,4,55,276
MAHARASHTRA,YAVATMAL,ARNI,512,41,0,1,554
MAHARASHTRA,YAVATMAL,BABULGAON,104,18,4,0,126
MAHARASHTRA,YAVATMAL,DARWHA,450,23,6,10,489
MAHARASHTRA,YAVATMAL,DIGRAS,325,115,0,8,448
MAHARASHTRA,YAVATMAL,GHATANJI,561,66,16,18,661
MAHARASHTRA,YAVATMAL,KALAMB,68,45,3,0,116
MAHARASHTRA,YAVATMAL,KELAPUR,337,38,0,38,413
MAHARASHTRA,YAVATMAL,MAHAGAON,165,22,0,1,188
MAHARASHTRA,YAVATMAL,MAREGAON,165,26,1,1,193
MAHARASHTRA,YAVATMAL,NER,43,18,1,8,70
MAHARASHTRA,YAVATMAL,PUSAD,541,1,1,194,737
MAHARASHTRA,YAVATMAL,RALEGAON,214,86,9,19,328
MAHARASHTRA,YAVATMAL,WANI,593,144,1,4,742
MAHARASHTRA,YAVATMAL,YAVATMAL,206,25,45,12,288
MAHARASHTRA,YAVATMAL,ZARI JAMANI,154,130,61,22,367
MANIPUR,IMPHAL EAST,IRILBUNG,0,0,0,2,2
MANIPUR,IMPHAL EAST,SAWOMBUNG,0,0,0,5,5
MANIPUR,IMPHAL WEST,HAORANG SABAL,0,0,0,2,2
MANIPUR,IMPHAL WEST,WANGOI,0,0,0,16,16
MANIPUR,THOUBAL,KAKCHING,0,0,0,5,5
MANIPUR,THOUBAL,THOUBAL,0,0,0,14,14
MEGHALAYA,EAST GARO HILLS,SAMANDA,0,0,0,2,2
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,2,0,0,0,2
MEGHALAYA,JAINTIA HILLS,LASKEIN,0,0,0,1,1
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,0,0,0,1,1
MEGHALAYA,WEST GARO HILLS,BETASING,4,0,0,0,4
MEGHALAYA,WEST GARO HILLS,DALU,1,0,0,0,1
MIZORAM,CHAMPHAI,KHAWZAWL,17,0,0,0,17
MIZORAM,KOLASIB,THINGDAWL,4,0,13,10,27
MIZORAM,MAMIT,REIEK,1,1,0,0,2
MIZORAM,SERCHHIP,EAST LUNGDAR,168,2,0,0,170
NAGALAND,DIMAPUR,DHANSIRI,4,0,0,3,7
NAGALAND,DIMAPUR,KUHUBOTO,0,0,3,11,14
NAGALAND,DIMAPUR,MEDZIPHEMA,0,0,0,15,15
NAGALAND,DIMAPUR,NIULAND,0,0,0,2,2
ORISSA,ANGUL,ANUGUL,139,4,6,39,188
ORISSA,ANGUL,ATHAMALLIK,5,2,0,44,51
ORISSA,ANGUL,BANRAPALA,4,2,21,15,42
ORISSA,ANGUL,CHHENDIPADA,14,1,8,10,33
ORISSA,ANGUL,KANIHA,8,1,5,60,74
ORISSA,ANGUL,KISHOR NAGAR,7,2,1,13,23
ORISSA,ANGUL,PALALAHADA,55,8,16,63,142
ORISSA,ANGUL,TALACHERA,5,0,2,23,30
ORISSA,BALASORE,BAHANAGA,2,4,0,2,8
ORISSA,BALASORE,BALASORE,7,0,0,11,18
ORISSA,BALASORE,BALIAPAL,2,27,1,2,32
ORISSA,BALASORE,BASTA,36,0,3,12,51
ORISSA,BALASORE,BHOGRAI,50,5,2,27,84
ORISSA,BALASORE,JALESWAR,27,0,1,24,52
ORISSA,BALASORE,KHAIRA,1,0,1,3,5
ORISSA,BALASORE,NILAGIRI,10,0,2,11,23
ORISSA,BALASORE,OUPADA,0,0,6,0,6
ORISSA,BALASORE,REMUNA,56,0,7,1,64
ORISSA,BALASORE,SIMULIA,7,1,3,2,13
ORISSA,BALASORE,SORO,17,4,6,16,43
ORISSA,BARGARH,AMBABHANA,5,0,1,29,35
ORISSA,BARGARH,ATABIRA,12,18,14,16,60
ORISSA,BARGARH,BARAPALI,9,5,4,17,35
ORISSA,BARGARH,BARGARH,70,42,18,27,157
ORISSA,BARGARH,BHATALI,88,54,11,57,210
ORISSA,BARGARH,BHEDEN,52,77,31,35,195
ORISSA,BARGARH,BIJEPUR,36,11,3,32,82
ORISSA,BARGARH,GAISILAT,9,4,9,26,48
ORISSA,BARGARH,JHARABANDH,13,8,5,19,45
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,20,6,6,39,71
ORISSA,BARGARH,PAIKMAL,74,18,9,69,170
ORISSA,BARGARH,SOHELA,30,16,5,27,78
ORISSA,BHADRAK,BANTA,1,21,1,1,24
ORISSA,BHADRAK,BASUDEBPUR,71,1,2,7,81
ORISSA,BHADRAK,BHADRAK,1,30,7,10,48
ORISSA,BHADRAK,BHANDARI POKHARI,6,1,0,3,10
ORISSA,BHADRAK,CHANDABALI,97,205,1,5,308
ORISSA,BHADRAK,DHAMNAGAR,147,29,38,26,240
ORISSA,BHADRAK,TIHIDI,0,1,0,110,111
ORISSA,BOLANGIR,AGALPUR,9,6,1,21,37
ORISSA,BOLANGIR,BALANGIR,140,4,4,17,165
ORISSA,BOLANGIR,BANGOMUNDA,0,0,11,3,14
ORISSA,BOLANGIR,BELAPARA,78,1,6,2,87
ORISSA,BOLANGIR,DEOGAON,224,1,14,10,249
ORISSA,BOLANGIR,GUDVELA,55,4,23,14,96
ORISSA,BOLANGIR,KHAPRAKHOL,170,3,2,4,179
ORISSA,BOLANGIR,LOISINGHA,101,0,0,5,106
ORISSA,BOLANGIR,MURIBAHAL,18,0,0,5,23
ORISSA,BOLANGIR,PATNAGARH,231,33,21,6,291
ORISSA,BOLANGIR,PUINTALA,172,0,0,4,176
ORISSA,BOLANGIR,SAINTALA,125,1,5,15,146
ORISSA,BOLANGIR,TITILAGARH,11,2,0,31,44
ORISSA,BOLANGIR,TUREIKELA,0,2,5,1,8
ORISSA,BOUDH,BOUDH,18,0,0,35,53
ORISSA,BOUDH,HARABHANGA,0,0,1,23,24
ORISSA,BOUDH,KANTAMAL,30,1,10,40,81
ORISSA,CUTTACK,ATHAGARH,37,11,12,26,86
ORISSA,CUTTACK,BADAMBA,4,1,2,44,51
ORISSA,CUTTACK,BANKI,2,0,0,49,51
ORISSA,CUTTACK,BARANGA,57,0,1,6,64
ORISSA,CUTTACK,CUTTACKSADAR,106,11,12,77,206
ORISSA,CUTTACK,DAMPADA,25,0,0,59,84
ORISSA,CUTTACK,KANTAPADA,204,19,87,2,312
ORISSA,CUTTACK,MAHANGA,139,9,35,67,250
ORISSA,CUTTACK,NARASINGHPUR,3,1,1,35,40
ORISSA,CUTTACK,NIALI,759,130,1,23,913
ORISSA,CUTTACK,NISCHINTAKOILI,194,2,18,33,247
ORISSA,CUTTACK,SALIPUR,258,0,5,74,337
ORISSA,CUTTACK,TANGI CHOUDWAR,25,1,0,77,103
ORISSA,CUTTACK,TIGIRIA,13,0,0,10,23
ORISSA,DEOGARH,BARAKOTE,58,3,0,83,144
ORISSA,DEOGARH,RIAMAL,203,13,143,143,502
ORISSA,DEOGARH,TILEIBANI,34,1,0,38,73
ORISSA,DHENKANAL,BHUBAN,24,2,3,23,52
ORISSA,DHENKANAL,GANDIA,16,3,12,51,82
ORISSA,DHENKANAL,HINDOL,11,1,25,29,66
ORISSA,DHENKANAL,KAMAKHYANAGAR,10,1,6,22,39
ORISSA,DHENKANAL,KANKADAHAD,43,4,0,13,60
ORISSA,DHENKANAL,ODAPADA,8,1,2,72,83
ORISSA,DHENKANAL,PARJANG,16,1,12,3,32
ORISSA,DHENKANAL,SADAR,12,2,3,41,58
ORISSA,GAJAPATI,GUMMA,12,0,21,2,35
ORISSA,GAJAPATI,KASINAGAR,7,5,13,14,39
ORISSA,GAJAPATI,MOHANA,9,0,0,15,24
ORISSA,GAJAPATI,NUAGADA,1,0,0,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,18,0,36,30,84
ORISSA,GAJAPATI,R.UDAYGIRI,4,0,1,3,8
ORISSA,GAJAPATI,RAYAGADA,1,0,5,20,26
ORISSA,GANJAM,ASKA,184,5,0,1,190
ORISSA,GANJAM,BELLAGUNTHA,10,0,1,12,23
ORISSA,GANJAM,BHANJANAGAR,0,2,0,48,50
ORISSA,GANJAM,BUGUDA,6,8,2,22,38
ORISSA,GANJAM,CHHATRAPUR,11,9,6,8,34
ORISSA,GANJAM,CHIKETI,14,0,19,11,44
ORISSA,GANJAM,DHARAKOTE,65,27,6,13,111
ORISSA,GANJAM,DIGAPAHANDI,312,2,60,8,382
ORISSA,GANJAM,GANJAM,6,2,15,16,39
ORISSA,GANJAM,HINJILICUT,22,4,0,12,38
ORISSA,GANJAM,JAGANNATHPRASAD,50,0,5,26,81
ORISSA,GANJAM,KABISURYANAGAR,53,1,0,5,59
ORISSA,GANJAM,KHALLIKOTE,12,0,0,0,12
ORISSA,GANJAM,KODALA,19,0,0,0,19
ORISSA,GANJAM,KUKUDAHANDI,5,0,0,16,21
ORISSA,GANJAM,PATRAPUR,26,1,10,10,47
ORISSA,GANJAM,POLASARA,21,2,7,14,44
ORISSA,GANJAM,PURUSOTTAMPUR,21,3,38,0,62
ORISSA,GANJAM,RANGEILUNDA,2,5,6,9,22
ORISSA,GANJAM,SANAKHEMUNDI,40,9,27,19,95
ORISSA,GANJAM,SHERAGAD,97,1,11,44,153
ORISSA,GANJAM,SORADA,36,14,24,36,110
ORISSA,JAGATSINGHPUR,BALIKUDA,15,1,1,15,32
ORISSA,JAGATSINGHPUR,BIRIDI,2,0,1,0,3
ORISSA,JAGATSINGHPUR,ERASAMA,9,0,1,8,18
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,1,0,1,0,2
ORISSA,JAGATSINGHPUR,KUJANG,0,0,3,15,18
ORISSA,JAGATSINGHPUR,NAUGAON,1,0,0,0,1
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,0,1,1,0,2
ORISSA,JAGATSINGHPUR,TIRTOL,18,0,0,4,22
ORISSA,JAJAPUR,BADACHANA,34,1,11,89,135
ORISSA,JAJAPUR,BARI,1,0,1,79,81
ORISSA,JAJAPUR,BINJHARPUR,19,0,2,24,45
ORISSA,JAJAPUR,DANAGADI,2,0,12,20,34
ORISSA,JAJAPUR,DASARATHPUR,130,4,10,11,155
ORISSA,JAJAPUR,DHARMASALA,249,1,6,86,342
ORISSA,JAJAPUR,JAJPUR,6,41,4,11,62
ORISSA,JAJAPUR,KOREI,0,0,0,1,1
ORISSA,JAJAPUR,RASULPUR,0,0,0,1,1
ORISSA,JAJAPUR,SUKINDA,2,0,1,26,29
ORISSA,JHARSUGUDA,JHARSUGUDA,23,1,15,18,57
ORISSA,JHARSUGUDA,KIRMIRA,29,2,11,90,132
ORISSA,JHARSUGUDA,KOLABIRA,52,0,18,18,88
ORISSA,JHARSUGUDA,LAIKERA,127,8,2,10,147
ORISSA,JHARSUGUDA,LAKHANPUR,65,40,9,37,151
ORISSA,KALAHANDI,BHAWANIPATANA,13,5,6,17,41
ORISSA,KALAHANDI,DHARMGAD,7,0,0,18,25
ORISSA,KALAHANDI,GOLAMUNDA,0,2,1,28,31
ORISSA,KALAHANDI,JAIPATNA,1,0,0,5,6
ORISSA,KALAHANDI,JUNAGAD,36,1,1,19,57
ORISSA,KALAHANDI,KALAMPUR,22,7,6,7,42
ORISSA,KALAHANDI,KARLAMUNDA,1,0,0,2,3
ORISSA,KALAHANDI,KESINGA,70,2,11,9,92
ORISSA,KALAHANDI,KOKASARA,1,0,0,9,10
ORISSA,KALAHANDI,LANJIGARH,4,1,4,25,34
ORISSA,KALAHANDI,MADANPUR RAMAPUR,18,0,2,26,46
ORISSA,KALAHANDI,NARLA,33,6,6,28,73
ORISSA,KANDHAMAL,BALIGUDA,2,3,0,3,8
ORISSA,KANDHAMAL,CHAKAPAD,9,0,1,3,13
ORISSA,KANDHAMAL,DARINGBADI,1,0,0,0,1
ORISSA,KANDHAMAL,FIRINGIA,7,7,8,13,35
ORISSA,KANDHAMAL,G.UDAYAGIRI,4,0,2,5,11
ORISSA,KANDHAMAL,KHAJURIPADA,4,0,4,8,16
ORISSA,KANDHAMAL,KOTAGARH,4,0,1,1,6
ORISSA,KANDHAMAL,NUAGAON,1,0,1,14,16
ORISSA,KANDHAMAL,PHULBANI,11,0,1,18,30
ORISSA,KANDHAMAL,RAIKIA,0,0,3,6,9
ORISSA,KANDHAMAL,TIKABALI,2,0,1,11,14
ORISSA,KANDHAMAL,TUMUDIBANDHA,3,0,0,9,12
ORISSA,KENDRAPARA,AUL,105,7,1,292,405
ORISSA,KENDRAPARA,DERABISHI,43,1,5,32,81
ORISSA,KENDRAPARA,GARADPUR,21,0,1,76,98
ORISSA,KENDRAPARA,KENDRAPADA,32,0,0,35,67
ORISSA,KENDRAPARA,MAHAKALPADA,46,33,35,126,240
ORISSA,KENDRAPARA,MARSHAGHAI,29,1,6,113,149
ORISSA,KENDRAPARA,PATTAMUNDAI,186,7,13,82,288
ORISSA,KENDRAPARA,RAJKANIKA,307,10,55,108,480
ORISSA,KENDRAPARA,RAJNAGAR,272,1,1,63,337
ORISSA,KEONJHAR,ANANDPUR,27,0,0,18,45
ORISSA,KEONJHAR,BANSPAL,66,5,5,19,95
ORISSA,KEONJHAR,CHAMPUA,22,2,43,159,226
ORISSA,KEONJHAR,GHASIPURA,40,0,0,20,60
ORISSA,KEONJHAR,GHATAGAON,10,0,6,43,59
ORISSA,KEONJHAR,HARICHANDANPUR,38,8,5,111,162
ORISSA,KEONJHAR,HATADIHI,41,4,10,54,109
ORISSA,KEONJHAR,JHUMPURA,39,6,21,139,205
ORISSA,KEONJHAR,JODA,5,0,0,42,47
ORISSA,KEONJHAR,KEONJHAR SADAR,99,7,16,95,217
ORISSA,KEONJHAR,PATANA,11,2,5,77,95
ORISSA,KEONJHAR,SAHARPADA,15,3,3,36,57
ORISSA,KEONJHAR,TELKOI,40,5,29,77,151
ORISSA,KHURDA,BALIANTA,10,0,0,7,17
ORISSA,KHURDA,BANAPUR,37,2,8,6,53
ORISSA,KHURDA,BEGUNIA,27,0,10,62,99
ORISSA,KHURDA,BHUBANESWAR,5,1,0,33,39
ORISSA,KHURDA,BOLAGARH,42,0,3,1,46
ORISSA,KHURDA,CHILIKA,5,0,2,5,12
ORISSA,KHURDA,JATANI,0,1,0,26,27
ORISSA,KHURDA,KHURDA,41,1,0,1,43
ORISSA,KHURDA,TANGI,49,0,0,144,193
ORISSA,KORAPUT,BANDHUGAON,26,0,0,23,49
ORISSA,KORAPUT,BOIPARIGUDA,211,19,27,30,287
ORISSA,KORAPUT,BORIGUMMA,763,1,20,40,824
ORISSA,KORAPUT,DASAMANTAPUR,2,1,0,2,5
ORISSA,KORAPUT,JEYPORE,62,0,14,21,97
ORISSA,KORAPUT,KORAPUT,17,9,4,14,44
ORISSA,KORAPUT,KOTPAD,249,0,1,36,286
ORISSA,KORAPUT,KUNDURA,251,37,4,46,338
ORISSA,KORAPUT,LAMTAPUT,1,0,2,7,10
ORISSA,KORAPUT,LAXMIPUR,5,4,0,10,19
ORISSA,KORAPUT,NANDAPUR,3,6,0,3,12
ORISSA,KORAPUT,NARAYANAPATNA,5,0,0,13,18
ORISSA,KORAPUT,POTANGI,1,0,1,0,2
ORISSA,KORAPUT,SEMILIGUDA,0,0,0,13,13
ORISSA,MALKANAGIRI,KALIMELA,7,0,1,10,18
ORISSA,MALKANAGIRI,KHAIRPUT,5,0,1,5,11
ORISSA,MALKANAGIRI,KORKONDA,21,8,5,29,63
ORISSA,MALKANAGIRI,KUDUMULUGUMMA,1,1,0,3,5
ORISSA,MALKANAGIRI,MALKANGIRI,3,0,2,8,13
ORISSA,MALKANAGIRI,MATHILI,14,2,7,17,40
ORISSA,MALKANAGIRI,PODIA,12,0,0,0,12
ORISSA,MAYURBHANJA,BADASAHI,32,3,42,32,109
ORISSA,MAYURBHANJA,BAHALADA,1,0,1,4,6
ORISSA,MAYURBHANJA,BANGIRIPOSI,46,100,41,36,223
ORISSA,MAYURBHANJA,BARIPADA,101,3,7,22,133
ORISSA,MAYURBHANJA,BETANATI,41,0,44,11,96
ORISSA,MAYURBHANJA,BIJATALA,14,0,1,3,18
ORISSA,MAYURBHANJA,BISOI,4,0,2,15,21
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,137,4,23,22,186
ORISSA,MAYURBHANJA,JAMADA,47,0,0,70,117
ORISSA,MAYURBHANJA,JASIPUR,34,1,1,10,46
ORISSA,MAYURBHANJA,KAPTIPADA,8,0,3,8,19
ORISSA,MAYURBHANJA,KARANJIA,13,0,15,7,35
ORISSA,MAYURBHANJA,KHUNTA,108,0,5,4,117
ORISSA,MAYURBHANJA,KULIANA,61,4,40,34,139
ORISSA,MAYURBHANJA,KUSUMI,35,0,0,31,66
ORISSA,MAYURBHANJA,MURUDA,42,3,23,31,99
ORISSA,MAYURBHANJA,RARUAN,9,0,0,27,36
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,25,3,8,16,52
ORISSA,MAYURBHANJA,RIRANGAPUR,25,0,1,58,84
ORISSA,MAYURBHANJA,SAMAKHUNTA,86,0,32,21,139
ORISSA,MAYURBHANJA,SARASAKANA,40,0,22,34,96
ORISSA,MAYURBHANJA,SUKRULI,4,0,11,10,25
ORISSA,MAYURBHANJA,SULIAPADA,215,12,15,38,280
ORISSA,MAYURBHANJA,THAKURMUNDA,1,0,1,4,6
ORISSA,MAYURBHANJA,TIRING,1,0,2,7,10
ORISSA,MAYURBHANJA,UDALA,36,0,24,12,72
ORISSA,NAWARANGAPUR,CHANDAHANDI,7,0,6,18,31
ORISSA,NAWARANGAPUR,DABUGAON,4,129,52,165,350
ORISSA,NAWARANGAPUR,JHARIGAON,15,63,3,108,189
ORISSA,NAWARANGAPUR,KOSAGUMUDA,182,82,18,9,291
ORISSA,NAWARANGAPUR,NANDAHANDI,39,17,0,169,225
ORISSA,NAWARANGAPUR,NAWARANGPUR,15,15,3,96,129
ORISSA,NAWARANGAPUR,PAPADAHANDI,53,229,17,160,459
ORISSA,NAWARANGAPUR,RAIGHAR,6,11,11,126,154
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,81,25,7,0,113
ORISSA,NAWARANGAPUR,UMARKOTE,89,73,25,63,250
ORISSA,NAYAGARH,BHAPUR,4,0,1,31,36
ORISSA,NAYAGARH,GANIA,5,0,0,6,11
ORISSA,NAYAGARH,KHANDAPARA,7,2,3,23,35
ORISSA,NAYAGARH,NAYAGARH,0,0,1,4,5
ORISSA,NAYAGARH,NUAGAON,6,0,0,13,19
ORISSA,NAYAGARH,ODAGAON,7,2,12,19,40
ORISSA,NAYAGARH,RANAPUR,17,1,19,41,78
ORISSA,NUAPADA,BODEN,3,0,0,6,9
ORISSA,NUAPADA,KHARIAR,29,1,7,39,76
ORISSA,NUAPADA,KOMANA,18,3,15,9,45
ORISSA,NUAPADA,NUAPADA,8,1,2,11,22
ORISSA,NUAPADA,SINAPALI,7,3,17,24,51
ORISSA,PURI,ASTARANG,62,4,0,61,127
ORISSA,PURI,BRAHMAGIRI,11,0,6,749,766
ORISSA,PURI,DELANGA,216,30,10,29,285
ORISSA,PURI,GOP,378,1,54,28,461
ORISSA,PURI,KAKATPUR,85,5,3,171,264
ORISSA,PURI,KANAS,370,5,39,162,576
ORISSA,PURI,KRISHNAPRASAD,29,0,0,21,50
ORISSA,PURI,NIMAPARA,151,17,12,51,231
ORISSA,PURI,PIPILI,276,2,15,221,514
ORISSA,PURI,PURISADAR,509,17,6,497,1029
ORISSA,PURI,SATYABADI,120,1,1,827,949
ORISSA,RAYAGADA,BISAMCUTTACK,10,0,8,18,36
ORISSA,RAYAGADA,CHANDRAPUR,0,0,2,0,2
ORISSA,RAYAGADA,GUDARI,54,0,0,25,79
ORISSA,RAYAGADA,GUNUPUR,2,1,0,42,45
ORISSA,RAYAGADA,K.SINGPUR,2,0,6,23,31
ORISSA,RAYAGADA,KASHIPUR,0,2,1,12,15
ORISSA,RAYAGADA,KOLNARA,3,2,12,21,38
ORISSA,RAYAGADA,MUNIGUDA,14,5,3,19,41
ORISSA,RAYAGADA,PADMAPUR,22,4,3,5,34
ORISSA,RAYAGADA,RAMNAGUDA,38,0,0,15,53
ORISSA,RAYAGADA,RAYAGADA,37,9,62,47,155
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,22,5,15,35,77
ORISSA,SAMBALPUR,GOVINDAPUR,101,41,239,19,400
ORISSA,SAMBALPUR,JAMANKIRA,117,9,16,35,177
ORISSA,SAMBALPUR,JUJUMURA,160,1,1,38,200
ORISSA,SAMBALPUR,KUCHINDA,145,30,134,39,348
ORISSA,SAMBALPUR,MANESWAR,72,5,14,31,122
ORISSA,SAMBALPUR,NAKTIDEUL,26,0,2,30,58
ORISSA,SAMBALPUR,RAIRAKHOLA,7,3,0,20,30
ORISSA,SAMBALPUR,RENGALI,8,3,0,1,12
ORISSA,SONEPUR,BINIKA,36,11,17,4,68
ORISSA,SONEPUR,BIRMAHARAJPUR,0,2,0,43,45
ORISSA,SONEPUR,DUNGURIPALI,8,0,14,25,47
ORISSA,SONEPUR,SONEPUR,22,0,0,1,23
ORISSA,SONEPUR,TARAVA,6,1,3,19,29
ORISSA,SONEPUR,ULLUNDA,18,0,5,71,94
ORISSA,SUNDARGARH,BADAGAON,13,4,15,48,80
ORISSA,SUNDARGARH,BALISANKARA,14,5,2,28,49
ORISSA,SUNDARGARH,BISHRA,23,2,22,33,80
ORISSA,SUNDARGARH,BONAI,9,0,9,40,58
ORISSA,SUNDARGARH,GURUNDIA,2,3,7,27,39
ORISSA,SUNDARGARH,HEMAGIRI,35,1,7,20,63
ORISSA,SUNDARGARH,KOIDA,2,1,0,18,21
ORISSA,SUNDARGARH,KUANRAMUNDA,22,1,54,48,125
ORISSA,SUNDARGARH,KUTRA,38,5,15,37,95
ORISSA,SUNDARGARH,LAHUNIPADA,15,1,1,18,35
ORISSA,SUNDARGARH,LATHIKATA,14,0,2,31,47
ORISSA,SUNDARGARH,LEPHRIPADA,68,3,31,24,126
ORISSA,SUNDARGARH,NUAGAON,78,36,26,43,183
ORISSA,SUNDARGARH,RAJAGANGAPUR,18,12,6,32,68
ORISSA,SUNDARGARH,SUBDEGA,17,3,22,23,65
ORISSA,SUNDARGARH,SUNDARGARH,10,23,22,60,115
ORISSA,SUNDARGARH,TANGARPALI,6,15,6,34,61
PONDICHERRY,KARAIKAL,TRPATTINAM,6,0,0,0,6
PONDICHERRY,PONDICHERRY,VILLIANUR,1,0,0,0,1
PUNJAB,AMRITSER,VERKA,0,19,0,2,21
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,0,28,9,0,37
PUNJAB,GURDASPUR,DHARKALAN,4,4,2,1,11
PUNJAB,GURDASPUR,PATHANKOT,3,7,0,0,10
PUNJAB,HOSHIARPUR,TALWARA,5,0,0,0,5
PUNJAB,MOGA,NIHAL SINGH WALA,0,19,1,0,20
PUNJAB,PATIALA,DERABASSI,1,32,0,0,33
PUNJAB,PATIALA,KANOR,165,117,0,0,282
PUNJAB,PATIALA,PATRAN,0,61,1,0,62
PUNJAB,PATIALA,RAJPURA,105,193,2,0,300
PUNJAB,PATIALA,SAMANA,0,13,0,0,13
PUNJAB,PATIALA,SANOR,0,58,0,0,58
PUNJAB,ROPAR,ANANDPUR SAHIB,88,10,1,0,99
PUNJAB,ROPAR,KHARAR,277,153,9,3,442
PUNJAB,ROPAR,MAJRI,15,0,0,0,15
PUNJAB,ROPAR,NOORPUR BEDI,0,27,0,0,27
PUNJAB,ROPAR,ROPAR,1,3,0,0,4
PUNJAB,SANGRUR,SANGRUR,0,2,0,0,2
RAJASTHAN,AJMER,SARWAD,0,0,0,6,6
RAJASTHAN,BANSWARA,BAGIDORA,12,0,20,36,68
RAJASTHAN,BANSWARA,BANSWARA,64,0,0,0,64
RAJASTHAN,BANSWARA,GADHI,260,5,23,15,303
RAJASTHAN,BANSWARA,GHATOL,303,7,32,111,453
RAJASTHAN,BANSWARA,KUSHALGARH,3,0,10,13,26
RAJASTHAN,BARAN,ANTA,5,0,9,15,29
RAJASTHAN,BARAN,KISHANGANJ,19,0,0,4,23
RAJASTHAN,BARAN,SHAHABAD,36,0,3,104,143
RAJASTHAN,BHILWARA,BHILWARA,2,3,0,0,5
RAJASTHAN,BHILWARA,JAHAJPUR,1,5,5,3,14
RAJASTHAN,BHILWARA,KOTADI,2,0,2,1,5
RAJASTHAN,BHILWARA,MANDALGARH,1,5,8,0,14
