-----
{
 "description": "The table refers to District wise Distribution of Deep Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.5.csv", 
 "title": "Download CSV for Districtwise Distribution of Deep Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.5.csv"
}
-----
"State","District","In use","Not in use - Temporarily","Not in use - Salinity","Not in use - Dried up","Not in use - Destroyed","Not in use - Others","Total - Not in use","Grand total ( Use  + Not in use)"
"HIMACHAL PRADESH","Una",189,1,0,0,0,0,1,190
"JAMMU & KASHMIR","JAMMU",15,0,0,0,0,0,0,15
"JAMMU & KASHMIR","KATHUA",4,1,0,0,0,0,1,5
"JHARKHAND","CHATRA",1,0,0,0,0,0,0,1
"JHARKHAND","DUMKA",5,0,0,0,0,0,0,5
"JHARKHAND","GARHWA",3,0,0,0,0,0,0,3
"JHARKHAND","GIRIDIH",6,1,0,0,0,0,1,7
"JHARKHAND","HAZARIBAGH",4,0,0,0,0,0,0,4
"JHARKHAND","SAHEBGANJ",5,0,0,0,0,0,0,5
"JHARKHAND","SARAIKELA",1,0,0,0,0,0,0,1
"JHARKHAND","WEST SINGHBHUM",2,0,0,0,0,0,0,2
"KARNATAKA","Bangalore",1,0,0,0,0,0,0,1
"KARNATAKA","Bangalore Rural",2,0,0,0,0,0,0,2
"KARNATAKA","Belgaum",4,0,0,0,1,0,1,5
"KARNATAKA","Bellary",1,0,0,0,0,0,0,1
"KARNATAKA","Bijapur",2,0,0,0,0,0,0,2
"KARNATAKA","Chikmagalur",4,0,0,0,0,0,0,4
"KARNATAKA","Chitradurga",1,0,0,0,0,0,0,1
"KARNATAKA","Dakshina Kannada",1,0,0,0,0,0,0,1
"KARNATAKA","Davanagere",2,0,1,0,0,0,1,3
"KARNATAKA","Dharwar",0,0,0,0,1,0,1,1
"KARNATAKA","Kolar",6,0,0,0,0,0,0,6
"KARNATAKA","Mandya",4,0,0,0,0,0,0,4
"KARNATAKA","Tumkur",1,0,0,0,0,0,0,1
"KERALA","ALAPPUZHA",2,0,0,0,0,0,0,2
"KERALA","ERANAKULAM",11,0,0,0,0,0,0,11
"KERALA","IDDUKKI",34,0,0,0,0,0,0,34
"KERALA","KANNUR",26,0,1,0,0,0,1,27
"KERALA","KASARAGODE",27,0,0,0,0,0,0,27
"KERALA","KOLLAM",3,2,0,0,0,0,2,5
"KERALA","KOTTAYAM",11,0,0,0,0,0,0,11
"KERALA","KOZHIKODE",1,0,0,0,0,0,0,1
"KERALA","MALAPPURAM",24,1,1,0,0,0,2,26
"KERALA","PALAKKAD",39,0,0,0,0,0,0,39
"KERALA","PATHANAMTHITTA",13,0,0,0,0,0,0,13
"KERALA","THIRUVANANTHAPURAM",1,0,0,4,0,0,4,5
"KERALA","THRISSUR",26,0,0,0,0,0,0,26
"MADHYA PRADESH","BALAGHAT",44,1,0,0,0,0,1,45
"MADHYA PRADESH","BARWANI",1402,162,44,13,3,1,223,1625
"MADHYA PRADESH","BETUL",1659,88,5,5,13,0,111,1770
"MADHYA PRADESH","BHIND",479,28,3,2,15,0,48,527
"MADHYA PRADESH","BHOPAL",240,60,0,1,1,0,62,302
"MADHYA PRADESH","CHHATARPUR",107,0,0,0,0,2,2,109
"MADHYA PRADESH","DAMOH",439,11,71,0,2,0,84,523
"MADHYA PRADESH","DATIA",296,33,33,0,1,0,67,363
"MADHYA PRADESH","DEWAS",1479,152,3,0,0,0,155,1634
"MADHYA PRADESH","DHAR",562,608,40,1,20,0,669,1231
"MADHYA PRADESH","GUNA",2344,5,0,0,0,0,5,2349
"MADHYA PRADESH","GWALIOR",26,3,0,0,0,0,3,29
"MADHYA PRADESH","HARDA",2,0,0,0,0,0,0,2
"MADHYA PRADESH","HOSHANGABAD",515,3,3,0,3,0,9,524
"MADHYA PRADESH","INDORE",1275,388,64,4,10,0,466,1741
"MADHYA PRADESH","JABALPUR",167,8,0,1,0,0,9,176
"MADHYA PRADESH","JHABUA",488,195,17,22,0,0,234,722
"MADHYA PRADESH","KATNI",113,0,0,0,0,0,0,113
"MADHYA PRADESH","KHANDWA",1271,341,54,15,79,0,489,1760
"MADHYA PRADESH","KHARGONE",2723,281,52,19,3,1,356,3079
"MADHYA PRADESH","MANDSAUR",1086,145,5,2,14,0,166,1252
"MADHYA PRADESH","MORENA",0,0,0,1,0,0,1,1
"MADHYA PRADESH","NARSINGHPUR",172,2,1,0,0,0,3,175
"MADHYA PRADESH","NEEMUCH",2735,350,28,6,2,1,387,3122
"MADHYA PRADESH","PANNA",420,8,2,0,0,0,10,430
"MADHYA PRADESH","RAISEN",148,0,1,0,0,0,1,149
"MADHYA PRADESH","RAJGARH",465,189,48,0,0,0,237,702
"MADHYA PRADESH","RATLAM",3680,1325,42,3,5,0,1375,5055
"MADHYA PRADESH","REWA",982,52,66,0,1,0,119,1101
"MADHYA PRADESH","SAGAR",296,34,4,1,8,0,47,343
"MADHYA PRADESH","SATNA",1670,48,7,0,1,0,56,1726
"MADHYA PRADESH","SEHORE",17,62,8,4,0,0,74,91
"MADHYA PRADESH","SEONI",46,6,2,3,1,4,16,62
"MADHYA PRADESH","SHAHDOL",109,5,1,0,1,0,7,116
"MADHYA PRADESH","SHAJAPUR",319,86,10,1,4,0,101,420
"MADHYA PRADESH","SHEOPUR",900,8,1,0,0,0,9,909
"MADHYA PRADESH","SHIVPURI",1289,213,26,3,2,0,244,1533
"MADHYA PRADESH","SIDHI",63,1,0,5,2,1,9,72
"MADHYA PRADESH","TIKAMGARH",85,0,0,0,0,0,0,85
"MADHYA PRADESH","UJJAIN",251,37,10,0,10,0,57,308
"MADHYA PRADESH","VIDISHA",120,2,0,0,0,0,2,122
"MAHARASHTRA","AHMEDNAGAR",3201,12,1,69,0,0,82,3283
"MAHARASHTRA","AKOLA",187,1,0,0,0,0,1,188
"MAHARASHTRA","AMRAVATI",562,5,4,0,0,0,9,571
"MAHARASHTRA","AURANGABAD",150,0,0,0,0,0,0,150
"MAHARASHTRA","BEED",1672,179,2,9,0,0,190,1862
"MAHARASHTRA","BHANDARA",35,2,0,0,0,0,2,37
"MAHARASHTRA","BULDANA",163,0,0,0,0,0,0,163
"MAHARASHTRA","CHANDRAPUR",44,0,0,0,0,0,0,44
"MAHARASHTRA","DHULE",2062,17,10,751,27,216,1021,3083
"MAHARASHTRA","GADCHIROLI",15,9,2,16,1,2,30,45
"MAHARASHTRA","GONDIYA",7,0,4,0,0,4,8,15
"MAHARASHTRA","HINGOLI",322,0,0,0,0,0,0,322
"MAHARASHTRA","JALGAON",6306,73,3,129,0,0,205,6511
"MAHARASHTRA","JALNA",118,0,0,0,0,0,0,118
"MAHARASHTRA","KOLHAPUR",2039,181,40,69,5,13,308,2347
"MAHARASHTRA","LATUR",10419,0,0,0,0,0,0,10419
"MAHARASHTRA","NAGPUR",37,0,0,0,1,1,2,39
"MAHARASHTRA","NANDED",1285,23,0,7,3,3,36,1321
"MAHARASHTRA","NANDURBAR",3419,834,54,2632,323,68,3911,7330
"MAHARASHTRA","NASHIK",3662,130,91,81,608,5,915,4577
"MAHARASHTRA","OSMANABAD",9920,203,7,88,4,13,315,10235
"MAHARASHTRA","PARBHANI",102,2,0,0,0,0,2,104
"MAHARASHTRA","PUNE",1402,31,0,5,0,4,40,1442
"MAHARASHTRA","RAIGHAR",118,1,0,5,1,0,7,125
"MAHARASHTRA","SANGLI",9681,994,174,757,27,95,2047,11728
"MAHARASHTRA","SATARA",573,0,0,0,0,0,0,573
"MAHARASHTRA","SINDHUDURGA",3,0,0,0,0,0,0,3
"MAHARASHTRA","SOLAPUR",8715,417,299,498,3,34,1251,9966
"MAHARASHTRA","THANE",19,0,0,0,0,0,0,19
"MAHARASHTRA","WARDHA",47,12,17,0,2,26,57,104
"MAHARASHTRA","WASHIM",45,0,0,24,0,8,32,77
"MAHARASHTRA","YAVATMAL",395,27,0,0,0,0,27,422
"MEGHALAYA","WEST GARO HILLS",5,3,0,0,0,0,3,8
"NAGALAND","DIMAPUR",0,1,1,0,1,0,3,3
"ORISSA","ANGUL",2,0,0,0,0,0,0,2
"ORISSA","BALASORE",474,688,98,302,74,0,1162,1636
"ORISSA","BARGARH",56,11,1,1,0,0,13,69
"ORISSA","BHADRAK",142,271,29,97,25,0,422,564
"ORISSA","BOLANGIR",26,5,0,0,2,0,7,33
"ORISSA","CUTTACK",115,122,7,11,40,0,180,295
"ORISSA","DEOGARH",3,1,0,0,1,0,2,5
"ORISSA","DHENKANAL",3,2,0,0,0,0,2,5
"ORISSA","GAJAPATI",1,0,0,1,0,0,1,2
"ORISSA","GANJAM",53,20,3,8,7,0,38,91
"ORISSA","JAGATSINGHPUR",57,95,6,91,13,0,205,262
"ORISSA","JAJAPUR",214,285,43,71,86,0,485,699
"ORISSA","JHARSUGUDA",131,14,1,0,0,0,15,146
"ORISSA","KALAHANDI",9,4,0,0,0,0,4,13
"ORISSA","KENDRAPARA",14,21,2,19,4,0,46,60
"ORISSA","KEONJHAR",12,24,0,4,6,0,34,46
"ORISSA","KHURDA",22,7,0,4,8,0,19,41
"ORISSA","KORAPUT",2,0,0,0,0,0,0,2
"ORISSA","MALKANAGIRI",5,1,0,2,0,0,3,8
"ORISSA","MAYURBHANJA",206,117,10,45,27,0,199,405
"ORISSA","NAWARANGAPUR",4,2,0,0,0,0,2,6
"ORISSA","NAYAGARH",7,3,0,0,0,0,3,10
"ORISSA","NUAPADA",4,0,0,0,1,0,1,5
"ORISSA","PURI",61,20,3,7,5,0,35,96
"ORISSA","RAYAGADA",12,0,0,0,0,0,0,12
"ORISSA","SAMBALPUR",33,0,0,0,0,0,0,33
"ORISSA","SONEPUR",3,0,0,0,0,0,0,3
"ORISSA","SUNDARGARH",38,4,0,0,1,0,5,43
"PONDICHERRY","KARAIKAL",19,0,0,0,0,0,0,19
"PONDICHERRY","PONDICHERRY",302,7,0,0,0,0,7,309
"PUNJAB","AMRITSER",4,0,0,0,0,0,0,4
"PUNJAB","GURDASPUR",2005,0,0,2,1,0,3,2008
"PUNJAB","HOSHIARPUR",1789,22,12,1,2,0,37,1826
"PUNJAB","KAPURTHALA",14,0,0,0,0,0,0,14
"PUNJAB","LUDHIANA",325,9,0,0,0,0,9,334
"PUNJAB","MOGA",91,10,0,0,0,0,10,101
"PUNJAB","NAWANSHAHAR",428,16,1,1,1,0,19,447
"PUNJAB","PATIALA",2157,28,9,6,5,0,48,2205
"PUNJAB","ROPAR",872,12,6,0,3,0,21,893
"PUNJAB","SANGRUR",2144,13,0,0,1,0,14,2158
"RAJASTHAN","AJMER",66,5,0,0,0,0,5,71
"RAJASTHAN","ALWAR",26,0,1,0,1,0,2,28
"RAJASTHAN","BANSWARA",183,3,0,0,0,8,11,194
"RAJASTHAN","BARAN",9244,39,1,1,0,0,41,9285
"RAJASTHAN","BARMER",447,17,4,1,0,0,22,469
"RAJASTHAN","BHARATPUR",975,5,7,0,0,0,12,987
"RAJASTHAN","BHILWARA",236,10,0,0,0,1,11,247
"RAJASTHAN","BIKANER",2430,49,2,2,4,0,57,2487
"RAJASTHAN","BUNDI",1137,2820,37,7,2,0,2866,4003
"RAJASTHAN","CHITTORGARH",6916,476,39,9,8,0,532,7448
"RAJASTHAN","CHURU",1174,19,1,0,0,2,22,1196
"RAJASTHAN","DAUSA",15,0,0,0,0,0,0,15
"RAJASTHAN","DUNGARPUR",73,4,0,0,0,0,4,77
"RAJASTHAN","JAIPUR",141,0,0,0,0,0,0,141
"RAJASTHAN","JAISALMER",888,14,0,0,0,0,14,902
"RAJASTHAN","JALORE",1013,47,14,0,0,0,61,1074
"RAJASTHAN","JHALAWAR",545,0,0,0,0,0,0,545
"RAJASTHAN","JHUNJHUNU",6,1,0,0,0,0,1,7
"RAJASTHAN","JODHPUR",13412,183,37,18,12,1,251,13663
"RAJASTHAN","KAROLI",418,9,1,3,4,0,17,435
"RAJASTHAN","KOTA",1651,195,4,2,3,0,204,1855
"RAJASTHAN","NAGAUR",8955,53,27,15,10,0,105,9060
"RAJASTHAN","PALI",559,38,7,1,0,0,46,605
"RAJASTHAN","RAJSAMAND",94,31,1,0,4,0,36,130
"RAJASTHAN","SAWAI MADHOPUR",1011,25,0,2,0,2,29,1040
"RAJASTHAN","SIKAR",95,10,0,0,0,0,10,105
"RAJASTHAN","SIROHI",69,4,0,0,0,0,4,73
"RAJASTHAN","TONK",255,1,0,0,0,0,1,256
"RAJASTHAN","UDAIPUR",299,66,1,0,0,0,67,366
"TAMIL NADU","COIMBATORE",12444,9019,105,240,29,136,9529,21973
"TAMIL NADU","CUDDALORE",3582,180,23,5,0,0,208,3790
"TAMIL NADU","DHARMAPURI",1884,125,15,0,0,0,140,2024
"TAMIL NADU","DINDIGUL",1959,957,26,14,0,1,998,2957
"TAMIL NADU","ERODE",4063,2500,10,66,12,58,2646,6709
"TAMIL NADU","KANCHEEPURAM",482,0,0,0,0,0,0,482
"TAMIL NADU","KANYAKUMARI",312,0,0,0,0,0,0,312
"TAMIL NADU","KARUR",926,5,0,0,0,0,5,931
"TAMIL NADU","MADURAI",368,31,4,2,2,0,39,407
"TAMIL NADU","NAMAKKAL",3493,267,0,0,0,0,267,3760
"TAMIL NADU","NILGIRIS",1,0,0,0,0,0,0,1
"TAMIL NADU","PERAMBALUR",2365,270,36,13,1,11,331,2696
"TAMIL NADU","PUDUKKOTTAI",7185,512,14,7,5,14,552,7737
"TAMIL NADU","RAMANATHAPURAM",577,0,1,0,0,0,1,578
"TAMIL NADU","SALEM",5242,482,1,1,0,0,484,5726
"TAMIL NADU","SIVAGANGA",472,31,11,1,0,1,44,516
"TAMIL NADU","THANJAVUR",14152,835,13,17,16,13,894,15046
"TAMIL NADU","THENI",2523,50,0,0,0,0,50,2573
"TAMIL NADU","THIRUVALLUR",146,251,4,0,0,0,255,401
"TAMIL NADU","THIRUVARUR",2236,300,0,1,1,1,303,2539
"TAMIL NADU","TIRUCHIRAPPALLI",273,54,0,1,0,0,55,328
"TAMIL NADU","TIRUNELVELI",455,138,0,2,1,0,141,596
"TAMIL NADU","TIRUVANNAMALAI",24,4,0,0,0,0,4,28
"TAMIL NADU","TUTICORIN DISTRICT",89,8,0,0,0,0,8,97
"TAMIL NADU","VELLORE",304,4,0,0,0,0,4,308
"TAMIL NADU","VILLUPPURAM",1125,114,1,3,0,2,120,1245
"TAMIL NADU","VIRUDHUNAGAR",207,42,0,1,0,0,43,250
"TRIPURA","DHALAI",3,0,0,0,0,0,0,3
"TRIPURA","NORTH TRIPURA",12,0,0,0,0,0,0,12
"TRIPURA","SOUTH TRIPURA",30,1,0,0,1,0,2,32
"TRIPURA","WEST TRIPURA",106,1,13,1,0,0,15,121
"UTTAR PRADESH","AGRA",716,44,1,2,6,0,53,769
"UTTAR PRADESH","ALIGARH",580,32,2,2,6,1,43,623
"UTTAR PRADESH","ALLAHABAD",1098,32,3,0,2,0,37,1135
"UTTAR PRADESH","AMBEDAKAR NAGAR",383,9,0,0,3,0,12,395
"UTTAR PRADESH","AURAIYA",472,0,0,0,0,0,0,472
"UTTAR PRADESH","AZAMGARH",279,16,1,0,0,0,17,296
"UTTAR PRADESH","BAGHPAT",344,0,1,0,27,0,28,372
"UTTAR PRADESH","BAHARAICH",395,1,1,1,0,0,3,398
"UTTAR PRADESH","BALLIA",670,54,0,2,4,0,60,730
"UTTAR PRADESH","BALRAMPUR",265,10,1,0,0,0,11,276
"UTTAR PRADESH","BANDA",1482,109,2,29,18,0,158,1640
"UTTAR PRADESH","BARABANKI",194,4,0,0,0,0,4,198
"UTTAR PRADESH","BAREILLY",684,55,2,2,0,7,66,750
"UTTAR PRADESH","BASTI",481,4,0,0,0,0,4,485
"UTTAR PRADESH","BIJNOR",632,4,0,0,0,0,4,636
"UTTAR PRADESH","BUDAUN",879,24,4,0,4,7,39,918
"UTTAR PRADESH","BULAND SAHAR",317,5,1,0,4,0,10,327
"UTTAR PRADESH","CHANDAULI",218,6,0,1,0,0,7,225
"UTTAR PRADESH","CHITRAKOOT",143,1,0,0,0,0,1,144
"UTTAR PRADESH","DEORIA",815,34,0,0,5,0,39,854
"UTTAR PRADESH","ETAH",646,0,0,0,0,0,0,646
"UTTAR PRADESH","ETAWAH",517,0,0,0,0,0,0,517
"UTTAR PRADESH","FAIZABAD",541,14,0,0,5,0,19,560
"UTTAR PRADESH","FARRUKHABAD",274,13,3,0,1,0,17,291
"UTTAR PRADESH","FATEHPUR",507,100,7,0,4,0,111,618
"UTTAR PRADESH","FIROZABAD",239,22,0,0,2,0,24,263
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",127,1,1,0,3,0,5,132
"UTTAR PRADESH","GHAZIABAD",194,3,2,0,3,0,8,202
"UTTAR PRADESH","GHAZIPUR",731,28,6,0,2,0,36,767
"UTTAR PRADESH","GONDA",272,55,1,0,105,0,161,433
"UTTAR PRADESH","GORAKHPUR",939,41,0,6,1,0,48,987
"UTTAR PRADESH","HAMIRPUR",748,23,4,0,2,0,29,777
"UTTAR PRADESH","HARDOI",551,0,0,0,0,0,0,551
"UTTAR PRADESH","HATHRAS",120,6,1,0,2,3,12,132
"UTTAR PRADESH","JALAUN",1575,13,19,2,4,0,38,1613
"UTTAR PRADESH","JAUNPUR",485,10,0,20,0,0,30,515
"UTTAR PRADESH","JHANSI",291,24,1,0,2,0,27,318
"UTTAR PRADESH","JYOTIBA PHULENAGAR",366,19,1,0,1,0,21,387
"UTTAR PRADESH","KANNAUJ",196,13,1,0,1,0,15,211
"UTTAR PRADESH","KANPUR DEHAT",1184,30,6,1,5,0,42,1226
"UTTAR PRADESH","KANPUR NAGAR",892,17,4,2,4,0,27,919
"UTTAR PRADESH","KAUSHAMBI",255,19,2,0,10,0,31,286
"UTTAR PRADESH","KHERI",722,27,3,1,2,0,33,755
