-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"TLA-D","B","Orissa",476.0409,635.7887,379.1462,343.2358,1572.0087,205.0946,67.1994,271.7691,432.6803,210.9674,112.4803,314.686
"TLA-D","B","Punjab",137.1109,302.0927,1065.7901,338.7488,757.5419,96.801,33.4791,444.1636,34.8464,55.0691,28.8364,68.3964
"TLA-D","B","Rajasthan",324.0486,419.3593,204.1068,277.8038,925.3639,639.7191,434.1815,312.647,287.6874,340.0635,497.8188,262.1156
"TLA-D","B","Sikkim",1.1374,0.33,0.1909,0.0624,0.0968,0.6818,0.0,0.2,0.0,0.2511,36.98,5.75
"TLA-D","B","Tamil Nadu",651.1679,452.6502,546.8656,696.6518,1010.5731,1085.8425,1039.5216,2254.3312,1781.559,2829.9351,2290.563,2251.912
"TLA-D","B","Tripura",2.8759,4.3582,8.1403,8.2363,6.0331,2.0533,2.3496,0.6776,0.2989,18.0795,17.5569,0.9553
"TLA-D","B","Uttar Pradesh",1575.5469,918.566,526.3515,804.3074,1242.3713,628.9889,683.839,887.5534,741.9581,807.0133,941.8459,968.2218
"TLA-D","B","Uttarakhand",0.0,11.4681,78.3167,95.8812,135.4826,181.2713,135.224,102.3797,212.5412,121.7127,30.0565,59.6797
"TLA-D","B","West Bengal",1409.8236,2109.3346,1850.3868,1362.7836,3056.3296,1337.3568,1188.59,1317.2605,1062.1171,759.6472,752.4354,407.7338
"","","Grand Total",43072.2899,39357.9621,50802.096,50729.569,58504.8921,60007.733,32423.1237,26077.4116,29284.17,34711.311,38946.4633105,65692.4967
