-----
{
 "description": "The table refers to district wise distribution of shallow tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Districtshtbwl2.10.csv", 
 "title": "Download CSV for District wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Districtshtbwl2.10.csv"
}
-----
State,District,Horse Power (0-2),Horse Power (2 - 4),Horse Power (4 - 6),Horse Power (6 -8),Horse Power (8 - 10),Horse Power (Above 10),Unspecified,Total
HARYANA,RIWARI,164,207,12023,9201,1549,60,54,23258
HARYANA,ROHTAK,252,309,13156,30363,6167,294,114,50655
HARYANA,SIRSA,617,194,3356,9773,5147,5588,47,24722
HARYANA,SONIPAT,108,245,8167,21622,5634,248,106,36130
HARYANA,YAMUNA NAGAR,184,1529,7814,10698,4972,616,127,25940
HIMACHAL PRADESH,Bilaspur,0,0,21,0,1,0,0,22
HIMACHAL PRADESH,Hamirpur,0,0,5,1,3,3,0,12
HIMACHAL PRADESH,Kangra,1,147,53,71,9,28,0,309
HIMACHAL PRADESH,Mandi,3,14,4,10,20,25,3,79
HIMACHAL PRADESH,Sirmaur,0,2,54,78,20,22,1,177
HIMACHAL PRADESH,Solan,0,1,10,35,6,33,0,85
HIMACHAL PRADESH,Una,35,4,313,410,132,44,2,940
JAMMU & KASHMIR,Budgam,0,0,1,0,0,0,0,1
JAMMU & KASHMIR,Jammu,2,120,200,114,0,620,12,1068
JAMMU & KASHMIR,Kathua,0,0,50,145,0,32,0,227
JAMMU & KASHMIR,Kupwara,0,0,5,0,0,6,0,11
JAMMU & KASHMIR,Srinagar,0,0,0,2,0,4,0,6
KARNATAKA,BANGALORE RURAL,206,624,5607,914,187,24,17,7579
KARNATAKA,BANGALORE URBAN,47,335,1746,108,77,5,20,2338
KARNATAKA,BELGAUM,65,575,3299,745,366,11,29,5090
KARNATAKA,BELLARY,147,39,1105,156,29,17,12,1505
KARNATAKA,BIDAR,9,18,248,18,7,0,4,304
KARNATAKA,BIJAPUR,24,298,1217,253,448,14,0,2254
KARNATAKA,CHIKKAMAGALORE,15,1061,1783,34,38,6,4,2941
KARNATAKA,CHITRADURGA,205,293,8535,390,131,14,42,9610
KARNATAKA,DAKSHINA KANNADA,27,130,330,30,11,0,2,530
KARNATAKA,DHARWAR,282,371,6094,701,120,7,58,7633
KARNATAKA,GULBARGA,50,85,553,5,10,2,2,707
KARNATAKA,HASSAN,43,3694,6639,51,136,10,50,10623
KARNATAKA,KODAGU,6,0,4,0,0,1,0,11
KARNATAKA,KOLAR,274,296,3430,2209,431,227,35,6902
KARNATAKA,MANDYA,66,156,832,32,16,7,2,1111
KARNATAKA,MYSORE,41,166,2219,178,88,2,11,2705
KARNATAKA,RAICHUR,74,130,3178,244,64,18,8,3716
KARNATAKA,SHIMOGA,35,285,3218,163,51,6,27,3785
KARNATAKA,TUMKUR,248,598,4441,3795,881,60,90,10113
KARNATAKA,UTTARA KANNADA,21,26,85,1,5,1,0,139
KERALA,ALAPUZHA,465,4,0,0,0,5,7,481
KERALA,ERANAKULAM,108,3,1,0,0,2,14,128
KERALA,IDUKKI,0,0,1,0,0,0,1,2
KERALA,KANNUR,0,0,0,0,0,0,3,3
KERALA,KASARAGODE,22,9,7,0,0,0,12,50
KERALA,KOLLAM,59,2,1,0,0,4,1,67
KERALA,KOTTAYAM,9,1,4,0,0,0,0,14
KERALA,KOZHIKODE,1,0,0,0,0,0,0,1
KERALA,MALAPPURAM,153,23,3,0,2,1,2,184
KERALA,PALAKKAD,33,37,87,20,9,2,1,189
KERALA,PATHANAMTHITTA,38,0,0,0,0,0,6,44
KERALA,THIRUVANANTHAPURAM,161,21,3,0,0,7,1,193
KERALA,THRISSUR,855,124,16,2,1,1,9,1008
MADHYA PRADESH,BALAGHAT,0,63,14,0,0,0,0,77
MADHYA PRADESH,BASTAR,0,9,20,0,0,0,4,33
MADHYA PRADESH,BETUL,93,171,246,23,37,0,2,572
MADHYA PRADESH,BHIND,0,0,445,1,0,0,19,465
MADHYA PRADESH,BHOPAL,6,444,2181,191,116,8,6,2952
MADHYA PRADESH,BILASPUR,27,145,1233,104,47,8,276,1840
MADHYA PRADESH,CHHATARPUR,116,153,9,0,0,1,3,282
MADHYA PRADESH,CHHINDWARA,17,475,44,3,16,0,31,586
MADHYA PRADESH,DAMOH,34,933,1648,51,26,15,3,2710
MADHYA PRADESH,DEWAS,99,1797,4364,150,145,6,1,6562
MADHYA PRADESH,DHAR,237,1487,12904,67,17,28,56,14796
MADHYA PRADESH,DURG,89,2021,2845,300,91,45,138,5529
MADHYA PRADESH,GUNA,2,14,1341,209,332,39,3,1940
MADHYA PRADESH,GWALIOR,4,117,362,122,56,1,0,662
MADHYA PRADESH,HOSHANGABAD,2,108,963,781,637,38,0,2529
MADHYA PRADESH,INDORE,40,336,16986,86,32,46,40,17566
MADHYA PRADESH,JABALPUR,4,60,612,356,215,14,0,1261
MADHYA PRADESH,JHABUA,0,3,72,1,2,0,0,78
MADHYA PRADESH,KHANDWA,0,8,24,10,20,0,0,62
MADHYA PRADESH,KHARGONE,30,35,408,229,121,3,3,829
MADHYA PRADESH,MANDLA,0,0,51,0,0,0,0,51
MADHYA PRADESH,MANDSAUR,3,172,139,70,14,1,3,402
MADHYA PRADESH,MORENA,0,0,1871,4,19,0,19,1913
MADHYA PRADESH,NARSIMHAPUR,5,297,3935,837,576,28,0,5678
MADHYA PRADESH,PANNA,0,19,69,3,55,0,0,146
MADHYA PRADESH,RAIGARH,4,219,998,277,192,33,4,1727
MADHYA PRADESH,RAIPUR,171,1584,1891,79,22,30,143,3920
MADHYA PRADESH,RAISEN,45,357,4587,166,344,50,16,5565
MADHYA PRADESH,RAJGARH,0,518,304,289,33,1,0,1145
MADHYA PRADESH,RAJNANDGAON,4,18,134,40,5,22,7,230
MADHYA PRADESH,RATLAM,7,330,3531,152,16,23,8,4067
MADHYA PRADESH,REWA,9,50,1051,31,23,4,2,1170
MADHYA PRADESH,SAGAR,1,407,939,81,107,19,0,1554
MADHYA PRADESH,SATNA,8,67,2370,110,34,8,0,2597
MADHYA PRADESH,SEHORE,30,1929,3590,46,25,21,3,5644
MADHYA PRADESH,SEONI,2,26,10,0,2,0,0,40
MADHYA PRADESH,SHAHDOL,9,6,36,3,5,6,0,65
MADHYA PRADESH,SHAJAPUR,11,1425,1640,16,5,4,6,3107
MADHYA PRADESH,SHIVPURI,0,11,134,53,35,1,3,237
MADHYA PRADESH,SIDHI,0,23,146,55,51,56,3,334
MADHYA PRADESH,SURGUJA,0,2,15,1,0,0,0,18
MADHYA PRADESH,TIKAMGARH,0,168,382,334,0,0,13,897
MADHYA PRADESH,UJJAIN,211,4931,11676,163,57,32,22,17092
MADHYA PRADESH,VIDISHA,6,366,1875,234,85,8,0,2574
MANIPUR,BISHNUPUR,3,0,0,0,0,0,0,3
MANIPUR,CHURACHANDPUR,2,0,0,0,0,0,0,2
MANIPUR,IMPHAL,9,0,0,0,0,0,0,9
MANIPUR,SENAPATI,3,0,0,0,0,0,0,3
MANIPUR,THOUBAL,19,0,0,0,0,0,0,19
MEGHALAYA,WEST GARO HILLS,0,0,0,0,109,0,0,109
MEGHALAYA,WEST KHASI HILLS,0,0,0,0,0,0,1,1
NAGALAND,KOHIMA,0,1,5,0,0,0,0,6
ORISSA,ANGUL,1,0,0,0,0,0,1,2
ORISSA,BALASORE,372,1106,4576,374,90,9,362,6889
ORISSA,BARAGARH,8,49,97,17,10,5,4,190
ORISSA,BHADRAK,96,375,664,10,42,5,64,1256
ORISSA,BOLANGIR,1,16,0,0,0,0,0,17
ORISSA,CUTTACK,303,604,653,27,23,4,99,1713
ORISSA,GAJAPATI,4,26,55,0,1,0,1,87
ORISSA,GANJAM,183,179,406,29,86,14,2,899
ORISSA,JAGATSINGHPUR,309,526,666,49,9,2,15,1576
ORISSA,JAJPUR,100,371,586,52,173,32,11,1325
ORISSA,JHARSUGUDA,0,0,0,0,0,0,9,9
ORISSA,KALAHANDI,0,2,3,0,0,0,5,10
ORISSA,KENDRAPARA,47,215,264,39,0,3,17,585
ORISSA,KEONJHAR,3,8,30,44,3,22,12,122
ORISSA,KHURDA,39,123,181,4,1,0,7,355
ORISSA,KORAPUT,0,1,1,0,0,0,0,2
ORISSA,MAYURBHANJ,6,11,188,35,8,1,8,257
ORISSA,NAYAGARH,23,127,46,4,0,0,47,247
ORISSA,NUAPADA,1,2,1,0,0,0,0,4
ORISSA,PURI,242,926,869,18,9,39,121,2224
ORISSA,RAYAGADA,0,4,203,49,23,12,28,319
ORISSA,SAMBALPUR,0,0,2,0,0,0,0,2
ORISSA,SONEPUR,0,2,0,0,0,0,0,2
ORISSA,SUNDARGARH,3,0,0,0,0,0,0,3
PUNJAB,AMRITSAR,1219,42873,45445,4654,260,1000,178,95629
PUNJAB,BATHINDA,120,143,7331,12033,5110,7459,16,32212
PUNJAB,FARIDKOT,289,6184,24388,62643,4322,5473,19,103318
PUNJAB,FATEHGARH SAHIB,89,3666,17038,2874,653,421,7,24748
PUNJAB,FEROZEPUR,263,18532,44205,30356,1778,2621,50,97805
PUNJAB,GURDASPUR,2566,38639,13294,3973,635,817,130,60054
PUNJAB,HOSHIARPUR,1052,13524,26443,8497,499,812,483,51310
PUNJAB,JALANDHAR,1780,22764,36990,26038,516,711,222,89021
PUNJAB,KAPURTHALA,1680,14783,10673,12386,258,224,66,40070
PUNJAB,LUDHIANA,1207,20056,63481,19097,590,386,161,104978
PUNJAB,MANSA,234,249,10693,19184,703,2252,96,33411
PUNJAB,PATIALA,293,2214,35325,32887,3737,1688,104,76248
PUNJAB,ROPAR,186,5246,10531,6965,653,277,36,23894
PUNJAB,SANGRUR,1810,3588,68346,33650,2351,1416,350,111511
RAJASTHAN,AJMER,0,0,0,0,1,0,0,1
RAJASTHAN,ALWAR,977,16,3686,12593,330,175,32,17809
RAJASTHAN,BANSWARA,2,2,8,0,1,0,0,13
RAJASTHAN,BARAN,163,7,749,874,238,31,7,2069
RAJASTHAN,BHARATPUR,1106,65,8058,18910,876,503,71,29589
RAJASTHAN,BHILWARA,2,2,7,4,0,0,0,15
RAJASTHAN,BIKANER,0,0,0,0,0,20,0,20
RAJASTHAN,BUNDI,8,0,1,0,83,0,0,92
RAJASTHAN,CHITTORGARH,2,7,98,200,81,35,0,423
RAJASTHAN,CHURU,0,0,0,0,87,3,0,90
RAJASTHAN,DAUSA,678,5,278,2277,132,17,3,3390
RAJASTHAN,DHOLPUR,86,3,85,2954,805,169,0,4102
RAJASTHAN,DUNGARPUR,0,2,17,1,1,0,0,21
RAJASTHAN,JAIPUR,2,0,13,5,3,0,0,23
RAJASTHAN,JAISALMER,1,0,5,2,0,10,0,18
RAJASTHAN,JALORE,0,0,0,45,24,5,0,74
RAJASTHAN,JHALAWAR,0,0,29,30,3,7,0,69
RAJASTHAN,JODHPUR,5,2,4,7,67,183,0,268
RAJASTHAN,KOTA,81,40,1312,346,25,109,3,1916
RAJASTHAN,NAGAUR,73,0,36,63,192,159,1,524
RAJASTHAN,PALI,17,0,5,19,85,10,0,136
RAJASTHAN,RAJSAMAND,0,0,5,0,2,0,0,7
RAJASTHAN,SAWAI-MADHOPUR,53,3,361,1712,219,9,41,2398
RAJASTHAN,SIROHI,0,0,0,0,0,1,0,1
RAJASTHAN,TONK,0,0,3,2,0,0,0,5
RAJASTHAN,UDAIPUR,0,6,14,0,6,0,0,26
TAMIL NADU,COIMBATORE,6,102,317,201,130,14,3,773
TAMIL NADU,CUDDALORE,454,212,5388,6092,2843,6355,258,21602
TAMIL NADU,DHARMAPURI,0,3,40,32,0,0,2,77
TAMIL NADU,DINDIGUL,1,13,280,30,1,0,17,342
TAMIL NADU,ERODE,5,0,112,60,1,0,2,180
TAMIL NADU,KANCHIPURAM,31,1996,1478,89,10,4,230,3838
TAMIL NADU,KANNIYAKUMARI,14,0,41,0,0,0,0,55
TAMIL NADU,KARUR,299,0,0,0,0,0,2,301
TAMIL NADU,MADURAI,4,2,43,0,0,0,0,49
TAMIL NADU,NAGAPATTINAM,57,6,1862,144,1,3,172,2245
TAMIL NADU,NAMAKKAL,1,0,35,0,0,0,0,36
TAMIL NADU,PERAMBALUR,4,13,1756,1103,185,55,193,3309
TAMIL NADU,PUDUKOTTAI,4,78,410,45,24,2,33,596
TAMIL NADU,RAMNATHAPURAM,10,48,230,2,0,0,1,291
TAMIL NADU,SALEM,0,1,136,10,0,0,0,147
TAMIL NADU,SIVAGANGA,1,2,25,10,0,0,0,38
TAMIL NADU,THANJAVUR,67,30,10305,8044,210,143,104,18903
TAMIL NADU,THENI,29,18,297,45,4,2,0,395
TAMIL NADU,TIRUNELVELI,3,18,14,0,2,0,1,38
TAMIL NADU,TIRUVALLUR,65,104,1535,1219,780,1390,86,5179
TAMIL NADU,TIRUVARUR,35,136,9347,1597,62,25,111,11313
TAMIL NADU,TRICHIRAPPALLI,2,13,498,189,27,2,18,749
TAMIL NADU,VILLUPURAM,92,535,3284,925,343,340,346,5865
TRIPURA,DHALAI,0,0,0,0,0,0,58,58
TRIPURA,NORTH,0,0,0,0,0,0,5,5
TRIPURA,SOUTH,2,21,20,0,0,0,16,59
TRIPURA,WEST,0,3,9,0,2,0,0,14
UTTAR PRADESH,AGRA,87,8,844,21040,13034,336,0,35349
UTTAR PRADESH,ALIGARH,369,157,16316,21525,10343,303,112,49125
UTTAR PRADESH,ALLAHABAD,123,32,1726,8229,17434,181,0,27725
UTTAR PRADESH,AMBEDKAR NAGAR,86,856,3304,23986,7264,135,0,35631
UTTAR PRADESH,AZAMGARH,11,67,173,27250,1010,32,0,28543
UTTAR PRADESH,BADAUN,134,59,1962,36259,15037,326,349,54126
UTTAR PRADESH,BAHRAICH,27,77,1545,47185,3935,213,0,52982
UTTAR PRADESH,BALLIA,75,387,3906,14958,4125,45,5,23501
UTTAR PRADESH,BANDA,149,0,244,2007,3718,23,21,6162
UTTAR PRADESH,BARABANKI,362,74,1006,24995,6494,288,24,33243
UTTAR PRADESH,BAREILLY,303,61,1886,35245,10301,373,445,48614
UTTAR PRADESH,BASTI,626,444,6356,31770,6614,441,0,46251
UTTAR PRADESH,BIJNOR,358,170,8958,34808,14842,1603,172,60911
UTTAR PRADESH,BULANDSHAHR,298,70,12845,26759,3881,1182,0,45035
UTTAR PRADESH,DEHRADUN,0,21,94,121,216,6,0,458
UTTAR PRADESH,DEORIA,51,46,2956,29210,2210,637,0,35110
UTTAR PRADESH,ETAH,238,50,895,31499,9127,187,1,41997
UTTAR PRADESH,ETAWAH,336,32,389,12081,16605,282,8,29733
UTTAR PRADESH,FAIZABAD,175,4968,4401,11637,9478,22,0,30681
UTTAR PRADESH,FARUKHABAD,256,57,697,19994,28558,397,0,49959
UTTAR PRADESH,FATEHPUR,296,4,502,1892,9671,149,0,12514
UTTAR PRADESH,FIROZABAD,11,2,1099,12306,6886,35,51,20390
UTTAR PRADESH,GHAZIABAD,176,49,9991,17469,2783,689,30,31187
UTTAR PRADESH,GHAZIPUR,212,455,8575,10157,566,89,71,20125
UTTAR PRADESH,GONDA,89,150,4820,42165,4220,46,0,51490
UTTAR PRADESH,GORAKHPUR,12,25,1066,28183,131,16867,0,46284
UTTAR PRADESH,HAMIRPUR,3,3,55,2970,4395,46,0,7472
UTTAR PRADESH,HARDOI,0,0,0,43460,0,0,0,43460
UTTAR PRADESH,HARDWAR,305,23,2001,16869,3301,823,8,23330
UTTAR PRADESH,JALAUN,13,4,155,2495,2597,17,2,5283
UTTAR PRADESH,JAUNPUR,89,777,13230,38459,3329,120,21,56025
UTTAR PRADESH,JHANSI,3,38,299,686,39,13,19,1097
UTTAR PRADESH,KANPUR DEHAT,226,18,469,16596,15925,202,4,33440
UTTAR PRADESH,KANPUR NAGAR,18,4,1475,4525,1735,15,2,7774
UTTAR PRADESH,KHIRI,600,1495,4618,33550,18367,169,12,58811
UTTAR PRADESH,KUSHI NAGAR,202,43,1343,25896,291,74,0,27849
UTTAR PRADESH,LALITPUR,0,0,0,256,0,1,29,286
UTTAR PRADESH,LUCKNOW,49,18,1264,19618,1456,24,0,22429
UTTAR PRADESH,MAHOBA,0,0,20,144,8,1,0,173
UTTAR PRADESH,MAHRAJGANJ,92,108,1546,28086,438,154,0,30424
UTTAR PRADESH,MAINPURI,2,3,1158,14546,4198,117,1,20025
UTTAR PRADESH,MATHURA,19,39,2190,27470,7798,1159,0,38675
UTTAR PRADESH,MAU,62,1193,3953,5339,96,57,0,10700
UTTAR PRADESH,MEERUT,111,216,14930,30185,6412,1230,62,53146
UTTAR PRADESH,MIRZAPUR,1,5,257,1483,386,8,17,2157
UTTAR PRADESH,MORADABAD,489,219,8244,49364,9754,449,210,68729
UTTAR PRADESH,MUZAFFER NAGAR,40,28,10895,37720,11187,2767,18,62655
UTTAR PRADESH,NAINITAL,2,1,160,22,1,0,0,186
UTTAR PRADESH,PILIBHIT,76,41,1537,15282,9570,267,6,26779
UTTAR PRADESH,PRATAPGARH,77,133,2579,17323,17982,113,0,38207
UTTAR PRADESH,RAEBARELY,673,136,4248,27097,7392,166,0,39712
UTTAR PRADESH,RAMPUR,96,0,9524,34122,2049,14,8,45813
UTTAR PRADESH,SAHARANPUR,438,82,12411,33299,5262,3921,0,55413
UTTAR PRADESH,SANT RAVIDAS NAGAR,124,36,3410,2750,917,14,18,7269
UTTAR PRADESH,SHAHJAHANPUR,225,102,2697,42358,29119,283,11,74795
UTTAR PRADESH,SIDDHARTH NAGAR,662,160,2203,18401,826,437,0,22689
UTTAR PRADESH,SITAPUR,274,414,2576,45629,8893,221,47,58054
UTTAR PRADESH,SONBHADRA,0,3,70,1118,48,1,0,1240
UTTAR PRADESH,SULTANPUR,29,374,5033,22715,4278,147,0,32576
UTTAR PRADESH,UDHAMSINGH NAGAR,32,128,7817,13360,519,538,46,22440
UTTAR PRADESH,UNNAO,937,63,1915,31596,13108,141,0,47760
UTTAR PRADESH,VARANASI,228,61,7427,9447,1292,83,29,18567
WEST BENGAL,BANKURA,108,216,21473,39,79,0,236,22151
WEST BENGAL,BIRBHUM,9,104,19132,83,30,0,131,19489
WEST BENGAL,BURDWAN,33,872,43457,521,708,0,67,45658
WEST BENGAL,COOCHBEHAR,10,595,19840,196,108,0,1635,22384
WEST BENGAL,DAKSHIN DINAJPUR,22,24,12616,7,5,0,46,12720
WEST BENGAL,DARJEELING,9,0,761,0,1,0,1821,2592
WEST BENGAL,HOOGLY,22,4688,15693,133,65,0,54,20655
WEST BENGAL,HOWRAH,6,313,714,7,10,0,0,1050
WEST BENGAL,JALPAIGURI,68,563,5498,4,26,0,865,7024
WEST BENGAL,MALDA,9,137,29525,57,7,0,56,29791
WEST BENGAL,MIDNAPORE,295,2534,48195,9897,1598,0,214,62733
WEST BENGAL,MURSHIDABAD,30,290,75082,125,101,0,7,75635
WEST BENGAL,NADIA,27,324,84460,173,10,0,164,85158
WEST BENGAL,NORTH 24 PARGANAS,15,233,56342,492,146,0,111,57339
WEST BENGAL,PURULIA,0,0,0,0,0,0,11,11
WEST BENGAL,SOUTH 24 PARGANAS,4,42,6123,2,8,0,35,6214
WEST BENGAL,UTTAR DINAJPUR,11,435,33561,9,13,0,5,34034
DELHI,EAST,0,0,339,0,0,5,2,346
DELHI,NORTH-EAST,0,0,471,0,0,0,0,471
DELHI,NORTH-WEST,7,18,2971,563,82,29,5,3675
DELHI,SOUTH-WEST,9,3847,303,7,4,8,2,4180
DELHI,WEST,0,29,302,6,3,6,2,348
PONDICHERRY,KARAIKAL,0,0,157,67,7,19,0,250
PONDICHERRY,PONDICHERRY,1,0,791,1151,830,871,1,3645
