-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Shallow Tubewells. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Shallow Tubewells", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total
UTTAR PRADESH,GHAZIPUR,REVTIPUR,5430,3612,4238,1689,722,10261
UTTAR PRADESH,GHAZIPUR,SADAR,4762,3513,2215,2920,391,9039
UTTAR PRADESH,GHAZIPUR,SADAT,22531,12039,14035,4901,2527,33502
UTTAR PRADESH,GHAZIPUR,SAIDPUR,16773,12191,15807,3723,3029,34750
UTTAR PRADESH,GHAZIPUR,VIRNO,11913,6449,8388,773,823,16433
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,20721,13559,11642,3103,1228,29533
UTTAR PRADESH,GONDA,BELSAR,12411,8268,8293,4382,18,20961
UTTAR PRADESH,GONDA,BHABHANJOT,23960,25578,21414,17321,365,64678
UTTAR PRADESH,GONDA,CHHAPIA,15538,11642,6659,4678,53,23032
UTTAR PRADESH,GONDA,COLONELGANJ,14161,6220,10137,679,285,17322
UTTAR PRADESH,GONDA,HALDAR MAU,12255,5486,7002,2581,91,15160
UTTAR PRADESH,GONDA,ITIYATHOK,35135,11058,24517,8153,2298,46025
UTTAR PRADESH,GONDA,JHANJHRI,26162,5153,13715,7239,2895,29001
UTTAR PRADESH,GONDA,KATRA BAZAR,12016,4666,7380,3459,569,16074
UTTAR PRADESH,GONDA,MANKAPUR,14488,24450,33935,1987,161,60533
UTTAR PRADESH,GONDA,MUJEHNA,25099,12222,10777,3871,366,27236
UTTAR PRADESH,GONDA,NAWABGANJ,12398,6143,6746,2503,286,15679
UTTAR PRADESH,GONDA,PANDRIKRIPAL,23011,12000,10199,20942,1315,44455
UTTAR PRADESH,GONDA,PARASPUR,16973,4693,12628,11286,326,28933
UTTAR PRADESH,GONDA,RUPIHDEEH,17405,20428,9334,2963,437,33161
UTTAR PRADESH,GONDA,TARABGANJ,4183,4486,1480,383,92,6441
UTTAR PRADESH,GONDA,WAZIRGANJ,18472,7902,11981,3242,2557,25682
UTTAR PRADESH,GORAKHPUR,BANSGAON,6170,2140,5969,12,124,8244
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,13020,3969,8560,441,1356,14327
UTTAR PRADESH,GORAKHPUR,BELGHAT,10287,4440,6746,20,7,11213
UTTAR PRADESH,GORAKHPUR,BHATHAT,7568,4899,5645,158,53,10754
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,10973,3825,7502,976,465,12768
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,8716,3711,5093,594,289,9688
UTTAR PRADESH,GORAKHPUR,CHARGANWA,14845,6188,8327,729,349,15593
UTTAR PRADESH,GORAKHPUR,GAGHA,2253,1048,2069,1,0,3118
UTTAR PRADESH,GORAKHPUR,GOLA,3543,1669,2314,30,19,4032
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,12746,5620,8724,531,334,15209
UTTAR PRADESH,GORAKHPUR,KAURIRAM,5304,3419,4765,233,394,8812
UTTAR PRADESH,GORAKHPUR,KHAJANI,13728,8076,9345,656,800,18877
UTTAR PRADESH,GORAKHPUR,KHORABAR,7997,2740,5150,583,609,9082
UTTAR PRADESH,GORAKHPUR,PALI,10852,4234,7463,549,629,12876
UTTAR PRADESH,GORAKHPUR,PIPRAICH,18596,7389,11434,109,39,18971
UTTAR PRADESH,GORAKHPUR,PIPRAULI,6901,2564,5079,115,89,7847
UTTAR PRADESH,GORAKHPUR,SAHJANWA,7679,3676,6373,161,72,10282
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,7057,5370,5797,268,527,11961
UTTAR PRADESH,GORAKHPUR,URUWA,6874,4392,5635,332,238,10598
UTTAR PRADESH,HAMIRPUR,GOHAND,2813,420,2315,242,13,2990
UTTAR PRADESH,HAMIRPUR,KURARA,3006,652,2125,289,59,3125
UTTAR PRADESH,HAMIRPUR,MAUDAHA,7171,688,6123,630,28,7469
UTTAR PRADESH,HAMIRPUR,MUSKARA,3869,355,3554,68,2,3979
UTTAR PRADESH,HAMIRPUR,RATH,7069,2464,4888,888,336,8576
UTTAR PRADESH,HAMIRPUR,SARILA,5847,1229,4417,217,42,5904
UTTAR PRADESH,HAMIRPUR,SUMREPUR,7270,1085,5830,453,33,7401
UTTAR PRADESH,HARDOI,AHIROURI,22748,7245,16310,275,2163,25992
UTTAR PRADESH,HARDOI,BAVAN,11418,7815,9179,4183,1279,22455
UTTAR PRADESH,HARDOI,BEHANDAR,14141,2843,8616,26,2766,14251
UTTAR PRADESH,HARDOI,BHARAWAN,8399,1459,8026,0,55,9540
UTTAR PRADESH,HARDOI,BHARKHANI,22045,7618,15438,416,1265,24737
UTTAR PRADESH,HARDOI,BILGRAM,5772,1750,3396,382,1004,6532
UTTAR PRADESH,HARDOI,HARIYAWAN,10754,2419,2476,2124,3997,11015
UTTAR PRADESH,HARDOI,HARPALPUR,17917,7067,11894,598,637,20196
UTTAR PRADESH,HARDOI,KACHOUNA,6669,2108,4905,2084,320,9417
UTTAR PRADESH,HARDOI,KOTHAWAN,11361,7574,9504,562,1178,18818
UTTAR PRADESH,HARDOI,MAHDHOGANJ,13096,7739,12139,848,0,20727
UTTAR PRADESH,HARDOI,MALLAWAN,9485,5101,6615,0,34,11749
UTTAR PRADESH,HARDOI,PIHANI,7996,3050,5061,105,62,8279
UTTAR PRADESH,HARDOI,SANDI,14940,4062,12324,64,5,16455
UTTAR PRADESH,HARDOI,SANDILA,11514,3540,7812,1098,858,13308
UTTAR PRADESH,HARDOI,SHAHABAD,23943,10713,14588,1513,2357,29171
UTTAR PRADESH,HARDOI,SURSA,5277,2362,4936,389,359,8046
UTTAR PRADESH,HARDOI,TANDIYAWA,9956,2029,2032,2019,3924,10004
UTTAR PRADESH,HARDOI,TODARPUR,16823,4154,4493,5616,6161,20423
UTTAR PRADESH,HATHRAS,HASAYAN,11157,5905,9072,174,511,15663
UTTAR PRADESH,HATHRAS,HATHRAS,14936,5671,14038,105,759,20573
UTTAR PRADESH,HATHRAS,MURSAN,15943,5289,14963,8,882,21142
UTTAR PRADESH,HATHRAS,SADABAD,17573,3042,16390,20,331,19784
UTTAR PRADESH,HATHRAS,SAHPAU,6022,2403,5826,0,92,8321
UTTAR PRADESH,HATHRAS,SASNI,14365,6352,13922,102,339,20715
UTTAR PRADESH,HATHRAS,SIKANDRARAO,12101,5250,9882,7,655,15794
UTTAR PRADESH,JALAUN,DAKOR,3348,17,3330,0,1,3348
UTTAR PRADESH,JALAUN,ETKONCH,3945,402,3510,34,10,3956
UTTAR PRADESH,JALAUN,JALAUN,5744,64,5676,4,0,5744
UTTAR PRADESH,JALAUN,KADAURA,902,43,859,0,0,902
UTTAR PRADESH,JALAUN,KUTHAUND,2654,318,2346,24,17,2705
UTTAR PRADESH,JALAUN,MADHO GANJ,5297,1,5296,0,0,5297
UTTAR PRADESH,JALAUN,MAHEBA,1721,379,1343,3,0,1725
UTTAR PRADESH,JALAUN,NADIGAON,1435,144,1284,8,0,1437
UTTAR PRADESH,JALAUN,RAMPURA,2241,33,2209,2,0,2244
UTTAR PRADESH,JAUNPUR,BADLA PUR,25017,9429,12777,3068,3324,28598
UTTAR PRADESH,JAUNPUR,BAKSHA,18585,7916,11658,1424,1108,22106
UTTAR PRADESH,JAUNPUR,BARSOTHI,9170,4378,5383,402,428,10592
UTTAR PRADESH,JAUNPUR,DHARMA PUR,12484,5345,8034,26,190,13595
UTTAR PRADESH,JAUNPUR,DOBHI,13968,5124,7595,1444,1368,15532
UTTAR PRADESH,JAUNPUR,JALAL PUR,9235,3573,5067,702,1033,10375
UTTAR PRADESH,JAUNPUR,KARNJAKALA,16727,8071,9320,180,3790,21360
UTTAR PRADESH,JAUNPUR,KERAKAT,14810,4749,8036,2279,1406,16470
UTTAR PRADESH,JAUNPUR,KHUTHAN,23756,9404,11380,1650,2107,24540
UTTAR PRADESH,JAUNPUR,M.SHAHAR,14637,5903,6286,1162,1552,14903
UTTAR PRADESH,JAUNPUR,MADRIYAHU,11276,5734,7759,497,539,14529
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,24110,9171,11531,3599,1071,25371
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,7321,3063,4325,1268,903,9558
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,8529,3333,4470,123,1171,9098
UTTAR PRADESH,JAUNPUR,RAM NAGAR,7285,2928,4224,1390,345,8887
UTTAR PRADESH,JAUNPUR,RAMPUR,8260,3605,6651,1106,740,12102
UTTAR PRADESH,JAUNPUR,SHAH GANJ,28941,12028,15443,461,1702,29634
UTTAR PRADESH,JAUNPUR,SIKRARA,12691,4602,6187,879,1060,12728
UTTAR PRADESH,JAUNPUR,SIRKONI,11329,3670,6134,942,1857,12602
UTTAR PRADESH,JAUNPUR,SUITHA KALA,22887,9239,13416,145,122,22921
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,18758,9398,9599,2211,2175,23383
UTTAR PRADESH,JHANSI,BABINA,1796,988,809,2,0,1799
UTTAR PRADESH,JHANSI,BADAGAON,2347,903,1553,94,5,2555
UTTAR PRADESH,JHANSI,BAMAUR,287,28,258,29,0,316
UTTAR PRADESH,JHANSI,BANGRA,276,10,266,1,0,276
UTTAR PRADESH,JHANSI,CHIRGAON,7125,3531,5862,333,63,9789
UTTAR PRADESH,JHANSI,GURSARAI,1798,40,1664,94,0,1798
UTTAR PRADESH,JHANSI,MAURANIPUR,1709,118,1650,46,4,1818
UTTAR PRADESH,JHANSI,MOTH,11089,3283,10359,97,26,13765
UTTAR PRADESH,JYOTIBA PHULENAGAR,AMROHA,16509,14177,13581,877,1589,30224
UTTAR PRADESH,JYOTIBA PHULENAGAR,DHANORA,20671,17579,16868,1155,2056,37657
UTTAR PRADESH,JYOTIBA PHULENAGAR,GAJROLA,19006,16211,15665,922,1773,34572
UTTAR PRADESH,JYOTIBA PHULENAGAR,GANGESHWARI,23072,19616,18914,1181,2117,41828
UTTAR PRADESH,JYOTIBA PHULENAGAR,HASANPUR,19531,16548,15865,1092,2023,35527
UTTAR PRADESH,JYOTIBA PHULENAGAR,JOYA,15097,13043,12458,785,1528,27813
UTTAR PRADESH,KANNAUJ,CHHIBRAMAU,11279,4758,9141,1008,1488,16395
UTTAR PRADESH,KANNAUJ,HASERAN,3230,1839,1391,0,0,3230
UTTAR PRADESH,KANNAUJ,JALABAD,11438,6694,4745,0,0,11438
UTTAR PRADESH,KANNAUJ,KANNAUJ,9691,5565,4127,0,0,9691
UTTAR PRADESH,KANNAUJ,SAURIKH,11076,4425,7567,715,981,13688
UTTAR PRADESH,KANNAUJ,TALGRAM,20847,14768,15687,1865,6040,38362
UTTAR PRADESH,KANNAUJ,UMARDA,30320,18192,12128,0,0,30320
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,8238,2740,4905,1002,507,9154
UTTAR PRADESH,KANPUR DEHAT,AMRAUDHA,987,242,727,28,22,1018
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,9022,3666,5251,775,438,10130
UTTAR PRADESH,KANPUR DEHAT,JHINJHAK,10305,5077,5181,111,14,10383
UTTAR PRADESH,KANPUR DEHAT,MAITHA,10745,4430,5991,1536,283,12240
UTTAR PRADESH,KANPUR DEHAT,MALASA,5490,1453,3594,10,685,5742
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,2619,1168,1616,37,39,2861
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,18799,8526,11281,643,358,20808
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,7913,2548,5573,370,267,8758
UTTAR PRADESH,KANPUR DEHAT,SARVENKHERA,9177,4830,5975,174,170,11148
UTTAR PRADESH,KANPUR NAGAR,BILHAUR,23605,6478,12380,4417,3242,26517
UTTAR PRADESH,KANPUR NAGAR,BITARGAON,14983,4496,9854,4613,1570,20533
UTTAR PRADESH,KANPUR NAGAR,CHAMBEPUR,8922,3406,5533,235,72,9247
UTTAR PRADESH,KANPUR NAGAR,GHATAMPUR,3233,1023,2075,1385,742,5225
UTTAR PRADESH,KANPUR NAGAR,KAKWAN,12788,5798,6751,351,844,13745
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,13745,5478,8435,2411,1327,17651
UTTAR PRADESH,KANPUR NAGAR,PATARA,10446,3605,6300,4387,1133,15426
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,8336,3736,5540,751,644,10671
UTTAR PRADESH,KANPUR NAGAR,SHIVRAJPUR,11154,5238,7490,1008,1923,15659
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,12513,5672,7293,132,874,13971
UTTAR PRADESH,KAUSHAMBI,CHAYAL,7994,2567,5664,590,836,9656
UTTAR PRADESH,KAUSHAMBI,KARA,8596,3241,4955,900,541,9638
UTTAR PRADESH,KAUSHAMBI,KOSHAMBHI,8823,4186,5870,1390,1438,12885
UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,14515,4994,7322,1654,1881,15851
UTTAR PRADESH,KAUSHAMBI,MURATGANJ,2832,1381,1752,148,445,3726
UTTAR PRADESH,KAUSHAMBI,NEWADA,6995,2595,4478,600,423,8097
UTTAR PRADESH,KAUSHAMBI,SARSAWAN,9160,3120,5331,978,1368,10796
UTTAR PRADESH,KAUSHAMBI,SIRATHU,4412,1959,2646,390,398,5393
UTTAR PRADESH,KHERI,BANKEYGANJ,40748,12449,10447,19581,2067,44544
UTTAR PRADESH,KHERI,BEHJAM,23590,12201,10859,9492,1045,33597
UTTAR PRADESH,KHERI,BIJUA,19190,10211,6563,10920,1358,29052
UTTAR PRADESH,KHERI,DHAUREHRA,10400,3385,3300,2503,2094,11281
UTTAR PRADESH,KHERI,ISANAGAR,12861,5377,5804,3310,1076,15567
UTTAR PRADESH,KHERI,KHUMBHIGOLA,47627,16021,15111,21184,983,53299
UTTAR PRADESH,KHERI,LAKHIMPUR,40961,22205,12655,7553,6424,48837
UTTAR PRADESH,KHERI,MITAULI,23529,19968,9704,19790,1196,50658
UTTAR PRADESH,KHERI,MOHAMMADI,29992,16318,11971,12208,3451,43948
UTTAR PRADESH,KHERI,NAKAHA,23336,16221,9253,6840,2535,34849
UTTAR PRADESH,KHERI,NIGHASAN,27974,11479,9876,9649,3814,34818
UTTAR PRADESH,KHERI,PALIA,17921,15660,5142,5647,1767,28215
UTTAR PRADESH,KHERI,PASGAWAN,30974,9189,9628,8522,4219,31558
UTTAR PRADESH,KHERI,PHOOLBEHAR,28096,15687,11770,9397,2150,39004
UTTAR PRADESH,KHERI,RAMIA BEHAR,8218,3710,2975,3584,113,10383
UTTAR PRADESH,KUSHINAGAR,BISHUN PUR,14966,5529,4981,3834,633,14977
UTTAR PRADESH,KUSHINAGAR,DUDAHI,10350,2589,3305,3622,860,10375
UTTAR PRADESH,KUSHINAGAR,FAZIL NAGAR,19417,7742,8553,1639,1528,19462
UTTAR PRADESH,KUSHINAGAR,HATA,13450,5038,5580,2414,427,13460
UTTAR PRADESH,KUSHINAGAR,KAPTAN GANJ,25059,8134,9252,5954,1869,25209
UTTAR PRADESH,KUSHINAGAR,KASAYA,13034,4948,6092,1378,620,13039
UTTAR PRADESH,KUSHINAGAR,KHADDA,8934,2913,3946,1608,487,8954
UTTAR PRADESH,KUSHINAGAR,MOTI CHAK,20224,6974,6908,5449,913,20244
UTTAR PRADESH,KUSHINAGAR,NEBUAA NAORANGIYA,16422,4404,5743,4692,1643,16482
UTTAR PRADESH,KUSHINAGAR,PADRAUNA,18357,7342,7681,2604,825,18452
UTTAR PRADESH,KUSHINAGAR,RAMKOLA,19221,7032,6451,4535,1218,19236
UTTAR PRADESH,KUSHINAGAR,SEVARI,7588,2230,2237,2735,406,7608
UTTAR PRADESH,KUSHINAGAR,SHUKARAULI,16691,5645,6702,3337,1061,16746
UTTAR PRADESH,KUSHINAGAR,TAMAKUHI,21030,8038,8529,3956,527,21050
UTTAR PRADESH,LALITPUR,BAR,721,0,721,0,0,721
UTTAR PRADESH,LALITPUR,BIRDHA,422,0,422,0,0,422
UTTAR PRADESH,LALITPUR,JAKHAURA,290,21,270,0,0,291
UTTAR PRADESH,LALITPUR,MEHRONI,643,86,557,0,0,643
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,8551,7338,8025,3344,1631,20338
UTTAR PRADESH,LUCKNOW,CHINHAT,3948,2556,3296,704,777,7333
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,22965,15892,14123,1188,4716,35919
UTTAR PRADESH,LUCKNOW,KAKORI,11763,10313,11704,80,5070,27166
UTTAR PRADESH,LUCKNOW,MALIHABAD,8128,4668,4258,3348,1148,13421
UTTAR PRADESH,LUCKNOW,MALL,11955,11978,12707,22441,8347,55472
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,13673,10386,12212,5350,558,28506
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,8529,5631,7507,1262,885,15284
UTTAR PRADESH,MAHARAJ GANJ,BRIDGEMANGANJ,14691,8891,11033,2853,3350,26127
UTTAR PRADESH,MAHARAJ GANJ,DHANI,5324,2747,4726,518,1061,9053
UTTAR PRADESH,MAHARAJ GANJ,GHUGHULI,14058,6215,7400,3211,1671,18498
UTTAR PRADESH,MAHARAJ GANJ,LAKSHMIPUR,20277,11475,12738,5754,1876,31844
UTTAR PRADESH,MAHARAJ GANJ,MAHRAJGANJ SADAR,14132,5748,9056,2541,619,17964
UTTAR PRADESH,MAHARAJ GANJ,MITHAURA,13659,9485,10117,2040,1723,23365
UTTAR PRADESH,MAHARAJ GANJ,NAUTANAWA,15177,8685,10462,1088,304,20538
UTTAR PRADESH,MAHARAJ GANJ,NICHLAUL,21349,15454,20879,10990,3665,50988
UTTAR PRADESH,MAHARAJ GANJ,PANIYARA,22397,11937,15237,5334,2506,35014
UTTAR PRADESH,MAHARAJ GANJ,PARTAWAL,13736,8956,9153,1896,1032,21038
UTTAR PRADESH,MAHARAJ GANJ,PHARENDA,19186,11437,13751,1370,3584,30142
UTTAR PRADESH,MAHARAJ GANJ,SISWA,13858,8084,8536,7185,2032,25836
UTTAR PRADESH,MAHOBA,CHARKHARI,598,13,487,102,0,602
UTTAR PRADESH,MAHOBA,KABARAI,64,3,60,3,0,66
UTTAR PRADESH,MAHOBA,PANWADI,1592,132,1034,435,9,1609
UTTAR PRADESH,MAINPURI,BARNAHAL,12516,11054,15479,2422,5412,34367
UTTAR PRADESH,MAINPURI,BEWAR,15693,5729,12785,3067,2435,24015
UTTAR PRADESH,MAINPURI,GHIROR,19303,8666,14761,6064,3296,32787
UTTAR PRADESH,MAINPURI,JAGIR,9773,4581,7069,2711,432,14791
UTTAR PRADESH,MAINPURI,KARHAL,15527,6496,11677,775,2214,21161
UTTAR PRADESH,MAINPURI,KISHANI,7350,4821,5812,9698,559,20889
UTTAR PRADESH,MAINPURI,KURAWALI,14203,5623,10817,5093,2333,23867
UTTAR PRADESH,MAINPURI,MAINPURI,19594,9181,17941,20553,1555,49231
UTTAR PRADESH,MAINPURI,SULTANGANJ,14249,3244,7463,6312,3184,20203
UTTAR PRADESH,MATHURA,BALDEV,10289,5847,8681,1221,71,15820
UTTAR PRADESH,MATHURA,CHHATA,14503,9279,13702,834,3475,27290
UTTAR PRADESH,MATHURA,CHOMUHA,11388,3527,7649,4829,1025,17031
UTTAR PRADESH,MATHURA,FARAH,10099,6878,9987,376,56,17297
UTTAR PRADESH,MATHURA,GOVERDHAN,8394,3099,7094,942,121,11257
UTTAR PRADESH,MATHURA,MAAT,5808,5416,5895,67,1207,12584
UTTAR PRADESH,MATHURA,MATHURA,14283,5069,13423,5306,184,23983
UTTAR PRADESH,MATHURA,NAND GAWON,10051,8793,9865,346,353,19357
UTTAR PRADESH,MATHURA,NOHJHIL,18787,9326,16013,3441,3107,31887
UTTAR PRADESH,MATHURA,RAYA,10751,6904,9312,501,1566,18284
UTTAR PRADESH,MAU,BADRAW,10628,7794,7972,12269,872,28906
UTTAR PRADESH,MAU,DOHARIGHAT,9926,6369,7229,926,958,15482
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,15770,8385,9096,2439,1248,21168
UTTAR PRADESH,MAU,GHOSI,12069,5590,7422,1400,1063,15475
UTTAR PRADESH,MAU,KOPAGANJ,9815,5422,4392,2056,1100,12970
UTTAR PRADESH,MAU,MUHAMMDABAD,18083,10053,10753,8092,1216,30114
UTTAR PRADESH,MAU,PARDHA,15601,8790,9350,1848,1006,20995
UTTAR PRADESH,MAU,RANIPUR,15890,11931,9925,3156,1810,26823
UTTAR PRADESH,MAU,RATANPURA,12303,7374,7408,6478,1419,22679
UTTAR PRADESH,MEERUT,DAURALA,10338,4314,3614,2329,574,10831
UTTAR PRADESH,MEERUT,GEHTA,5170,3526,3414,3330,495,10764
UTTAR PRADESH,MEERUT,HASTINAPUR,10715,3938,3826,5691,369,13824
UTTAR PRADESH,MEERUT,JANI KHURD,12569,3512,4237,7961,478,16188
UTTAR PRADESH,MEERUT,KHARKHODA,7712,2213,2502,4943,197,9855
UTTAR PRADESH,MEERUT,MACHHRA,6894,6033,5421,496,932,12883
UTTAR PRADESH,MEERUT,MAWANA,11923,2498,3098,8371,349,14315
UTTAR PRADESH,MEERUT,MEERUT,6141,2676,2975,3408,546,9605
UTTAR PRADESH,MEERUT,PARIKSHITGARH,12467,8216,8733,9262,1180,27390
UTTAR PRADESH,MEERUT,RAJPURA,6609,2616,2785,3799,420,9621
UTTAR PRADESH,MEERUT,SARDHANA,17111,3727,4510,12624,488,21350
UTTAR PRADESH,MEERUT,SARURPUR KHURD,16129,3488,4300,11327,864,19978
UTTAR PRADESH,MIRZAPUR,CHHANBEY,1441,635,1092,142,50,1919
UTTAR PRADESH,MIRZAPUR,CITY,3795,1657,2065,317,440,4480
UTTAR PRADESH,MIRZAPUR,HALIYA,583,406,427,68,39,940
UTTAR PRADESH,MIRZAPUR,JAMALPUR,3365,2773,1844,744,241,5602
UTTAR PRADESH,MIRZAPUR,KONE,1347,635,960,248,60,1902
UTTAR PRADESH,MIRZAPUR,LALGANJ,623,521,547,63,178,1310
UTTAR PRADESH,MIRZAPUR,MAJHWAN,2369,1084,1399,538,159,3180
UTTAR PRADESH,MIRZAPUR,MARIHAN,12,12,12,0,0,24
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,3043,1508,2411,327,189,4435
UTTAR PRADESH,MIRZAPUR,PAHARI,1221,670,727,133,57,1587
UTTAR PRADESH,MIRZAPUR,RAJGARH,351,317,278,5,10,610
UTTAR PRADESH,MIRZAPUR,SIKHAR,5067,1609,4984,152,323,7068
UTTAR PRADESH,MORADABAD,ASMOLI,7357,6330,6099,377,715,13521
UTTAR PRADESH,MORADABAD,BAHJOI,10952,9364,8986,550,1007,19907
UTTAR PRADESH,MORADABAD,BANIYA KHERA,15551,13470,12991,671,1297,28428
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,11489,9734,9380,550,1104,20768
UTTAR PRADESH,MORADABAD,BILARI,12342,10227,9850,773,1276,22125
UTTAR PRADESH,MORADABAD,BILARI-I,22100,19019,18177,1153,2251,40599
UTTAR PRADESH,MORADABAD,CHAILLAT,9799,8456,8084,509,928,17977
UTTAR PRADESH,MORADABAD,DINGPUR,14797,12528,12036,806,1460,26830
UTTAR PRADESH,MORADABAD,MORADABAD,6765,5757,5527,361,705,12350
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,10565,9205,8852,533,886,19475
UTTAR PRADESH,MORADABAD,PAWASA,15503,13355,12783,820,1591,28549
UTTAR PRADESH,MORADABAD,SAMBHAL,14896,12535,12033,860,1457,26885
UTTAR PRADESH,MORADABAD,THAKURDWARA,12983,10808,10391,796,1205,23200
UTTAR PRADESH,MUZZAFARNAGAR,BAGHARA,51601,20658,15433,15958,2228,54276
UTTAR PRADESH,MUZZAFARNAGAR,BUDHANA,9199,2752,2880,3823,851,10307
UTTAR PRADESH,MUZZAFARNAGAR,CHARTHAWAL,14476,4205,5060,8470,677,18413
UTTAR PRADESH,MUZZAFARNAGAR,JANSATH,21160,5372,5720,15799,2546,29437
UTTAR PRADESH,MUZZAFARNAGAR,KAIRANA,11169,10318,10206,1276,329,22128
UTTAR PRADESH,MUZZAFARNAGAR,KANDHLA,9374,7490,5391,5696,716,19292
UTTAR PRADESH,MUZZAFARNAGAR,KHATOLI,10431,2844,3436,6935,796,14011
UTTAR PRADESH,MUZZAFARNAGAR,MORNA,11818,3544,3581,7944,541,15610
UTTAR PRADESH,MUZZAFARNAGAR,MUZAFFER NAGAR SADAR,10270,5965,7336,12667,2102,28069
UTTAR PRADESH,MUZZAFARNAGAR,PURKAZI,12529,4116,4167,7075,741,16098
UTTAR PRADESH,MUZZAFARNAGAR,SHAHPUR,13841,5639,5305,5181,1059,17183
UTTAR PRADESH,MUZZAFARNAGAR,SHAMLI,14546,3589,4541,8807,1719,18655
UTTAR PRADESH,MUZZAFARNAGAR,THANA BHAVAN,10086,1542,2687,8240,827,13296
UTTAR PRADESH,MUZZAFARNAGAR,UN,20865,6230,7547,12913,2110,28800
UTTAR PRADESH,PILIBHIT,AMREYA,26065,23411,23290,2561,55,49317
UTTAR PRADESH,PILIBHIT,BERKHEDA,10061,7745,7583,2168,116,17612
UTTAR PRADESH,PILIBHIT,BILSANDA,19643,18032,17955,1492,88,37567
UTTAR PRADESH,PILIBHIT,BISALPUR,12806,10620,10619,2087,43,23370
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,8069,5893,5815,2102,54,13864
UTTAR PRADESH,PILIBHIT,MARORI,18875,13738,13737,5074,58,32607
UTTAR PRADESH,PILIBHIT,PURANPUR,59546,54629,54563,4427,303,113922
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,10568,7453,7713,2870,1407,19443
UTTAR PRADESH,PRATAPGARH,BABAGANJ,13810,7529,8388,1560,2758,20234
UTTAR PRADESH,PRATAPGARH,BIHAR,20283,8650,9923,981,3507,23061
UTTAR PRADESH,PRATAPGARH,GAURA,16432,6886,11537,698,976,20097
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,13540,11780,11170,612,365,23927
UTTAR PRADESH,PRATAPGARH,KUNDA,37590,22938,21793,4404,3582,52717
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,10245,5527,8256,1410,2142,17335
UTTAR PRADESH,PRATAPGARH,MANDHATA,14536,9118,10273,1729,2566,23686
UTTAR PRADESH,PRATAPGARH,MANGRAURA,44855,25513,27166,4053,6737,63469
UTTAR PRADESH,PRATAPGARH,PATTI,17906,12627,11209,2013,2364,28213
UTTAR PRADESH,PRATAPGARH,RAMPUR KHAS,11084,6850,8167,1547,1667,18231
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,19553,12535,15695,647,3278,32154
UTTAR PRADESH,PRATAPGARH,SADAR,17389,7689,10785,1212,1877,21563
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,12255,6832,6935,781,1790,16337
UTTAR PRADESH,PRATAPGARH,SANGIPUR,12109,7292,10884,2148,2047,22371
UTTAR PRADESH,PRATAPGARH,SHIVGARH,22971,12109,14562,3483,5623,35777
UTTAR PRADESH,RAEBARELI,AMANWA,6660,4276,4788,1488,362,10915
UTTAR PRADESH,RAEBARELI,BACHRAVAN,15033,6549,7046,2168,834,16598
UTTAR PRADESH,RAEBARELI,BAHADUR PUR,11606,5696,6785,397,1356,14233
