-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"TCE","B","Haryana",894.0901,1445.1567,1467.119,435.8039,385.6545,896.9217,1612.3067,2427.5974,3426.1722,4501.6652,5218.4806,4031.1041
"TCE","B","Himachal Pradesh",553.8777,548.7047,649.8002,859.7404,784.837,653.9846,820.7583,1109.8072,1413.4891,2079.0668,1943.4396,1788.9874
"TCE","B","Jammu and Kashmir",710.8912,867.4006,1224.4953,1420.9973,1880.4782,2180.3325,3019.7586,2456.2965,3717.0295,4964.2315,6233.764,6063.541
"TCE","B","Jharkhand",0.0,161.4411,732.501,865.9144,975.7215,1333.434,1839.0331,1461.3444,2583.5445,3051.2749,2703.0388,2664.3048
"TCE","B","Karnataka",1779.301,1946.8999,2105.6702,2935.9984,3029.3921,4673.6824,5821.9276,8542.5722,8648.938,9870.2872,12136.6834,13355.1663
"TCE","B","Kerala",648.1815,577.1996,558.3643,698.6601,639.7064,681.7463,816.9476,902.5841,1474.5795,1695.6017,2059.3894,3363.6867
"TCE","B","Madhya Pradesh",950.0757,1110.5081,1470.6391,2454.8964,2678.6373,4950.9844,6623.2848,5169.9371,6832.6984,6713.1504,7924.8739,8799.8769
"TCE","B","Maharastra",3761.3168,4463.0068,2947.8762,3683.6757,8199.1396,7876.9764,10078.4418,10092.1834,11489.6143,18873.2034,17428.6606,17963.3673
"TCE","B","Manipur",363.7651,147.4953,175.4646,160.7051,240.3974,521.1821,615.8204,866.9728,1107.9175,1466.8006,1587.783,1918.0575
"TCE","B","Meghalaya",165.1703,226.0368,159.8436,186.0584,235.3015,245.5318,259.3251,320.365,391.6573,531.0095,481.2896,574.7334
"TCE","B","Mizoram",149.7295,163.6881,138.5074,187.9701,371.6789,329.5351,451.3704,466.4388,544.245,441.0431,572.8047,614.7069
"TCE","B","Nagaland",179.3342,224.3971,238.7295,340.69,391.1294,379.4372,517.8672,710.4755,821.4803,853.087,989.5275,1122.9412
"TCE","B","Orissa",798.9964,834.1041,886.775,1074.0803,852.9482,1055.549,1038.0607,1451.466,2843.4119,3779.1655,3647.8786,4285.1009
"TCE","B","Punjab",438.8636,1392.5889,984.3172,420.3981,664.6887,761.4001,1516.891,2586.1779,2191.6026,2857.9266,2166.4091,2384.0862
"TCE","B","Rajasthan",1517.2762,1384.0669,1817.8057,2027.535,3180.9824,3488.2879,4294.4838,4809.3657,6555.5504,5899.9473,5174.7259,5250.6182
"TCE","B","Sikkim",94.3358,150.9254,210.7272,208.9846,211.4868,353.5399,345.7263,326.4211,415.4744,611.7764,648.525,451.0656
"TCE","B","Tamil Nadu",644.9284,1546.8851,1777.912,1627.5406,3589.9022,4563.9567,4054.5546,5952.3713,7462.2266,9104.3042,8572.5877,12436.269
"TCE","B","Tripura",267.197,346.693,586.8247,451.2066,443.7843,636.4998,743.94,722.4549,923.6773,1202.3888,1332.2183,1058.3315
"TCE","B","Uttar Pradesh",2533.3448,3267.5451,3555.5602,3794.3833,9320.3533,5653.3447,8711.2278,13984.1237,16950.3814,22345.715,25091.2286,20272.7986
"TCE","B","Uttarakhand",0.0,148.7183,208.2581,339.4022,533.3178,1135.8254,1705.4293,1699.2641,2234.8162,2016.3359,1646.7337,1854.842
"TCE","B","West Bengal",1006.4315,1322.8002,1265.5324,784.3473,756.1406,1834.5159,1652.7241,2018.2233,2687.7314,3705.3016,3011.0644,2225.7536
